input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,tls_wildcard_certificate,webserver,csp_domains_,tls_subject_org_,favicon,tls_mismatched,final_url,tls_expired,location
accountskytechusallc.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://accountskytechusallc.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:82a::2013,,12,False,True,error,0,,ghs,,,,,,,
ad-vcenter.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://ad-vcenter.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:80b::2013,,12,False,True,error,0,,ghs,,,,,,,
addressbook-shadow.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://addressbook-shadow.cmtelecom.com,https,text/html,GET,172.64.146.85,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3Dk0nlE4Us1NUWQYuRA8WW1XaMMQ15Y-BQvn-n6x4q_7k%26code_challenge_method%3DS256%26nonce%3D638750678525747411.MjJkMDg1MzgtNTczNi00NjhiLThmZjAtNTNiYWY4NmJiMjNjNzQ0NTA0MzQtOTExYi00ZWM3LTg2OGItYjY3ZWY0MzhlODBh%26expires_on%3D2025-02-13T18%253A39%253A12%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDcTygBW7I_s1jdR2g8OpWG4HpY1Gh_mLADFdIU73ZbtcbeZG28q1lmPnkyfpqCTWJF2JDgifxOQ1KFaoyWbkzL6InfpS3LTkXxbezBexmV_Mtv11uwBJA93g9HmNE1SdUJCDfrD_9f668hzYXeL-0XEwU0felki0QWUS3YuMHo81D0z8ULI4eUbk9-YRGJ0UfzMtQtYzTAMOWZlaRJ_I2mdtFzUiGafSVtxhin50egg33zKzGElT0kv_X29vtV7LB9kkJxGKU4d0NE5m7sk0ofgu6JrZaKji_bhM_hTtqOX0E9asoFTT3LQhdGfre-j1br1hrgRU-g84aykeG2LgnW1RrBl4GfNqb8B-wQBI6LEWtnnWWbo73gzR0fH1mEeJ65u4ZUggS7MSElBn1jwXJjt%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
addressbook-test.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://addressbook-test.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::6812:29ab,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3DGFH5q-HBhFXiCFJSZ1wr3aFrWQLI4uu-2ELVuNd985g%26code_challenge_method%3DS256%26nonce%3D638750678526082179.MDgzODU4YWYtN2YyNy00Zjg1LTk3MjgtOGNjNzg3OGVjYjIzY2UxOWYyNjEtMDUyYy00Yjk5LWEwY2EtMDY5ZGM2OWI5NWVj%26expires_on%3D2025-02-13T18%253A39%253A12%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDdO7RlDn-Qh8t4GS9pRJQRuWyQ144ByqeAhDfuYvruVG0WKiNIdkRoWJ5mseagwMp2L5wnJUL52ONydxIH0ngHJXt0ArayuTXne-51tJEO5VieOwl2m2HgB0RBAioUqSeDPwpjSnol10C4AZPkxNvREKmXC0SuKToM7knOnuuM2Y38qlZ0DlBEvvWcqoeNp69ahO9qV7qeTQBct6exibK4dz3bh8_XMDDOSJB4-BxkHBN98NfJuvOP1UuzlOQWF9J1MOyJzonwYJZILZIUQHhHwBbyJDTcuaepTUkD1vJe0fj0J9ENj8Nx0SDc_5UTVZhnR1E1SeKYQdswcAP_E0gSfG1f8Yf5WeyUnhRbn4cl8XtR6QlbKFJu3kLarZWZGPprUHGaAYJBliY95Y80Ql9bt%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
addressbook.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://addressbook.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3DtAMaIZEiHf6sb1F4606kTZ2hf0eCRxtNFT3DpLwk29Q%26code_challenge_method%3DS256%26nonce%3D638750678525979575.YzY3NWQ0YzAtMzg2NC00YWE2LTg3NGYtODk5Nzg0YzFhOTkzYTQ3ZTU4MWYtY2JlMy00NDg0LWI3NmYtMjdkM2EwMmQ1YjYx%26expires_on%3D2025-02-13T18%253A39%253A12%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDe25hzcU1cfY7G6bVR4bWU7y71StjhXO3GuBTknbhF0G2f6H4QNqnzJ6OfgOeYI_H0dhOibgCBoSe6dG1xlP_cSGOEbU6Ctt-6L_sbO5Tkm3tyGA1CxNiG9PuQYv_HHo6CFjcRPiPvoXjm1hS0GX8RbNzv53zEgIsxg-T-MOEXsc7HgCGv74mFDOuw3DSZ2dxG9i761XAzaTMJZYca3SnfJETZSkYGmuOQvBso_KdYwEyOiLuVb6ZEaFaW8KMdOFSSrofZgZVIWSb2Q9gaWouiqvzePzWnSiEfcutjf7uakY8TfQM6R2vOFwDn6AH8YVhloCigA1Ndd5Zub0oBlkdW5b79fUZTr9I9FHEoPF7rGdSZun50QbmW_T-TxJHhJfRLhK4jsl01Me0ByRQ_kY0Ox%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
alumni-engineering.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://alumni-engineering.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:81c::2013,,12,False,True,error,0,,ghs,,,,,,,
amsacta.botsupport.cm.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,google,80,http://amsacta.botsupport.cm.com,http,text/html,GET,216.58.206.51,/,/favicon.ico,2a00:1450:4001:82f::2013,,12,False,True,error,0,,ghs,,,,,,,
analytics-platform.cmtelecom.com,CM platform | Login to your account,200,16439,auth.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-03T09:01:35Z,2025-05-04T10:01:14Z,CN=cm.com,cm.com,*.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,cb145f244f2ecc929038fd41be554e3e,844fb73e8d265efe5709d7ecfad6b9b1b5bdec5cf4b3ccaa23b12b834174ee87,ctls,auth.cm.com,cloudflare,443,https://analytics-platform.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,Microsoft ASP.NET,313,False,True,nonerror,0,True,cloudflare,*.cm.com,,849619871,,https://auth.cm.com/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Dbff-prod%26redirect_uri%3Dhttps%253A%252F%252Flogin.cm.com%252Fsignin-oidc%26response_type%3Dcode%26scope%3Dopenid%2520profile%2520offline_access%2520cm%26code_challenge%3DsQSxAK0Li0f-vrNjIMpJ2PSD0Yiy4OzpH_bDqRvhIMo%26code_challenge_method%3DS256%26nonce%3D638750678525640322.YjYyOTZmY2EtYTczNy00NmU3LWFlZjMtOTgwODFmNjQxMWU3ZmQxNDQyMGYtYzk2OC00YjU5LThlNzktMTk4ZTY4NjI1YWY2%26expires_on%3D2025-02-13T18%253A39%253A12%26state%3DCfDJ8KHSN4GV-ttCi7FJN6N0WDdTvRxw81PGzzeCHLoATAtAGWG5Y8oCX8mY4zrOakljmvdUdSBaG0fF06vK9DXR190d8KM3vKlsvO_GMBXQ4SFSOhiOoUgQ6H8Zj6NW2D0yd0ozfBL4YBfEWU8PNRm_-LV-aU2GJgSOk6ohoKiWLY7GfKC6MKxXBwzppyfT6KXmHjYkhWPxEVJ8eiHiQsLdv3VzxyJFh6GUIP8JA6v1wKtuQ3ssbOyIq6kViC9lFABxkO5Rw62DjYDuue7icF5e4tJoFyJtJ1W3icQiofHyKiPE9pPe3vPqCk88F9r9Iqtwt5uo_uiEi8pySTqfwmw5cziZ6245TR4heo_Kt58sL-VVjXJTpH5ieWtM2B7IMZmRJpZR3GNrkOdXpsnpHmt02eeDC1HD9rRMeD_DxG4HEoWX%26x-client-SKU%3DID_NET8_0%26x-client-ver%3D7.1.2.0,,
analytics.cmtelecom.com,Messaging Analytics | CM,200,3319,analytics.cmtelecom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T06:37:05Z,2025-04-13T07:36:56Z,CN=cmtelecom.com,cmtelecom.com,*.cmtelecom.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,fcb8e4ec776c1d8f400615a1d87e0ea3,dd7ed486a4d45f21c1053008b2072d926416631322468fedd2bcf31be0a23bbd,ctls,analytics.cmtelecom.com,cloudflare,443,https://analytics.cmtelecom.com,https,text/html,GET,172.64.146.85,/,/cm/apple-touch-icon.png,2606:4700:4400::ac40:9255,HTTP/3,50,False,True,other,0,True,cloudflare,,,535354241,,,,
angulartemplate.cmtelecom.com,cm-angular-template,200,3752,angulartemplate.cmtelecom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T06:37:05Z,2025-04-13T07:36:56Z,CN=cmtelecom.com,cmtelecom.com,*.cmtelecom.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,fcb8e4ec776c1d8f400615a1d87e0ea3,dd7ed486a4d45f21c1053008b2072d926416631322468fedd2bcf31be0a23bbd,ctls,angulartemplate.cmtelecom.com,cloudflare,443,https://angulartemplate.cmtelecom.com,https,text/html,GET,104.18.41.171,/,/cm/favicon-32x32.png,2606:4700:4400::ac40:9255,HTTP/3,49,False,True,other,0,True,cloudflare,,,849619871,,,,
annualreport.cm.com,CM.com Annual Report,200,111038,annualreport.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-02T04:23:19Z,2025-04-02T05:23:15Z,CN=annualreport.cm.com,annualreport.cm.com,annualreport.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,ab711ab1ce2084ad04e22ae087328d66,c1264a762d15f3533cccb67b1031f15d1c9e1944ea84446c9953bf4cfc68d56c,ctls,annualreport.cm.com,cloudflare,443,https://annualreport.cm.com,https,text/html,GET,104.16.239.200,/,/favicon.ico,2606:4700::6811:f0a9,Vue.js,82,False,True,other,0,,cloudflare,,,1728772190,,,,
annualreview.cm.com,CM.com Annual Report,200,111038,annualreport.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-02T04:23:19Z,2025-04-02T05:23:15Z,CN=annualreport.cm.com,annualreport.cm.com,annualreport.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,ab711ab1ce2084ad04e22ae087328d66,c1264a762d15f3533cccb67b1031f15d1c9e1944ea84446c9953bf4cfc68d56c,ctls,annualreport.cm.com,cloudflare,443,https://annualreview.cm.com,https,text/html,GET,104.16.239.200,/,/favicon.ico,2606:4700::6811:f0a9,Vue.js,82,False,True,other,0,,cloudflare,,,,,https://annualreport.cm.com/,,
api.cdp.cm.com,403,403,134,api.cdp.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-12T01:30:28Z,2025-05-13T02:24:22Z,CN=api.cdp.cm.com,api.cdp.cm.com,api.cdp.cm.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,22cee53aee24387f37ea209c12cf41ab,11fc70c0ec0cbcdf6d1d7f989a5eaa205b3a75f74411f69125f0b2e89ccc57ee,ctls,api.cdp.cm.com,google,443,https://api.cdp.cm.com,https,text/html,GET,34.96.79.21,/,/favicon.ico,34.96.79.21,HTTP/3,1,False,True,error,0,,,,,,,,,
api.cm.com,,401,46,api.cm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-10T11:20:58Z,2025-05-11T12:20:39Z,CN=api.cm.com,api.cm.com,api.cm.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,3325a51465b51e58161b3f1a69e14fd9,a20ee9357c138187e7df8a369852b2c7810da0d83736662db579d99202c561a2,ctls,api.cm.com,cloudflare,443,https://api.cm.com,https,application/json,GET,104.16.239.200,/,/favicon.ico,2606:4700::6811:f0a9,HTTP/3,1,False,True,nonerror,0,,cloudflare,,,,,,,
api.cmtelecom.com,,401,46,api.cmtelecom.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T06:37:05Z,2025-04-13T07:36:56Z,CN=cmtelecom.com,cmtelecom.com,*.cmtelecom.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,fcb8e4ec776c1d8f400615a1d87e0ea3,dd7ed486a4d45f21c1053008b2072d926416631322468fedd2bcf31be0a23bbd,ctls,api.cmtelecom.com,cloudflare,443,https://api.cmtelecom.com,https,application/json,GET,104.18.41.171,/,/favicon.ico,172.64.146.85,HTTP/3,1,False,True,nonerror,0,True,cloudflare,,,,,,,
