input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,location,csp_domains_,tls_mismatched
mr-1029.staging.geckoterminal.com,,526,,mr-1029.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1029.staging.geckoterminal.com,cloudflare,443,https://mr-1029.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-103.staging.geckoterminal.com,,404,67,mr-103.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-103.staging.geckoterminal.com,cloudflare,443,https://mr-103.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::ac43:1694,Vercel,4,False,True,,,,,
mr-1030.staging.geckoterminal.com,,526,,mr-1030.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1030.staging.geckoterminal.com,cloudflare,443,https://mr-1030.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.54.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1031.staging.geckoterminal.com,,526,,mr-1031.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1031.staging.geckoterminal.com,cloudflare,443,https://mr-1031.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1032.staging.geckoterminal.com,,526,,mr-1032.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1032.staging.geckoterminal.com,cloudflare,443,https://mr-1032.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.54.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1033.staging.geckoterminal.com,,526,,mr-1033.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1033.staging.geckoterminal.com,cloudflare,443,https://mr-1033.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1034.staging.geckoterminal.com,,526,,mr-1034.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1034.staging.geckoterminal.com,cloudflare,443,https://mr-1034.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1035.staging.geckoterminal.com,,526,,mr-1035.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1035.staging.geckoterminal.com,cloudflare,443,https://mr-1035.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1036.staging.geckoterminal.com,,526,,mr-1036.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1036.staging.geckoterminal.com,cloudflare,443,https://mr-1036.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1037.staging.geckoterminal.com,,526,,mr-1037.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1037.staging.geckoterminal.com,cloudflare,443,https://mr-1037.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.54.153,/,-1840324437,2606:4700:10::6816:3699,HTTP/3,1,False,True,,,,,
mr-1039.staging.geckoterminal.com,,526,,mr-1039.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1039.staging.geckoterminal.com,cloudflare,443,https://mr-1039.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-104.staging.geckoterminal.com,,404,67,mr-104.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-104.staging.geckoterminal.com,cloudflare,443,https://mr-104.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::6816:3799,Vercel,4,False,True,,,,,
mr-1040.staging.geckoterminal.com,,526,,mr-1040.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1040.staging.geckoterminal.com,cloudflare,443,https://mr-1040.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::6816:3699,HTTP/3,1,False,True,,,,,
mr-1041.staging-app.geckoterminal.com,410 Gone,410,136,mr-1041.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1041.staging-app.geckoterminal.com,,443,https://mr-1041.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1041.staging.geckoterminal.com,,526,,mr-1041.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1041.staging.geckoterminal.com,cloudflare,443,https://mr-1041.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.54.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1042.staging-app.geckoterminal.com,410 Gone,410,136,mr-1042.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1042.staging-app.geckoterminal.com,,443,https://mr-1042.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1042.staging.geckoterminal.com,,526,,mr-1042.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1042.staging.geckoterminal.com,cloudflare,443,https://mr-1042.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.54.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1043.staging-app.geckoterminal.com,410 Gone,410,136,mr-1043.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1043.staging-app.geckoterminal.com,,443,https://mr-1043.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1043.staging.geckoterminal.com,,526,,mr-1043.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1043.staging.geckoterminal.com,cloudflare,443,https://mr-1043.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1045.staging.geckoterminal.com,,526,,mr-1045.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1045.staging.geckoterminal.com,cloudflare,443,https://mr-1045.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::6816:3699,HTTP/3,1,False,True,,,,,
mr-1046.staging.geckoterminal.com,,526,,mr-1046.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1046.staging.geckoterminal.com,cloudflare,443,https://mr-1046.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-1047.staging-app.geckoterminal.com,410 Gone,410,136,mr-1047.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1047.staging-app.geckoterminal.com,,443,https://mr-1047.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1047.staging.geckoterminal.com,,526,,mr-1047.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1047.staging.geckoterminal.com,cloudflare,443,https://mr-1047.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1048.staging.geckoterminal.com,,526,,mr-1048.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1048.staging.geckoterminal.com,cloudflare,443,https://mr-1048.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1049.staging-app.geckoterminal.com,410 Gone,410,136,mr-1049.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1049.staging-app.geckoterminal.com,,443,https://mr-1049.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1049.staging.geckoterminal.com,,526,,mr-1049.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1049.staging.geckoterminal.com,cloudflare,443,https://mr-1049.staging.geckoterminal.com:443,https,cloudflare,,GET,104.22.55.153,/,-1840324437,2606:4700:10::6816:3799,HTTP/3,1,False,True,,,,,
mr-105.staging.geckoterminal.com,,404,67,mr-105.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-105.staging.geckoterminal.com,cloudflare,443,https://mr-105.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,104.22.54.153,/,1307429962,2606:4700:10::6816:3799,Vercel,4,False,True,,,,,
mr-1052.staging-app.geckoterminal.com,410 Gone,410,136,mr-1052.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1052.staging-app.geckoterminal.com,,443,https://mr-1052.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.137.106.107,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1052.staging.geckoterminal.com,,526,,mr-1052.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1052.staging.geckoterminal.com,cloudflare,443,https://mr-1052.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::ac43:1694,HTTP/3,1,False,True,,,,,
mr-1053.staging-app.geckoterminal.com,410 Gone,410,136,mr-1053.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1053.staging-app.geckoterminal.com,,443,https://mr-1053.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-1053.staging.geckoterminal.com,,526,,mr-1053.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-1053.staging.geckoterminal.com,cloudflare,443,https://mr-1053.staging.geckoterminal.com:443,https,cloudflare,,GET,172.67.22.148,/,-1840324437,2606:4700:10::6816:3699,HTTP/3,1,False,True,,,,,
mr-1054.staging-app.geckoterminal.com,410 Gone,410,136,mr-1054.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1054.staging-app.geckoterminal.com,,443,https://mr-1054.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.14.140.116,/,69078358,3.133.163.253,Nginx,8,False,,,,,,
mr-1055.staging-app.geckoterminal.com,410 Gone,410,136,mr-1055.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1055.staging-app.geckoterminal.com,,443,https://mr-1055.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1056.staging-app.geckoterminal.com,410 Gone,410,136,mr-1056.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1056.staging-app.geckoterminal.com,,443,https://mr-1056.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
mr-1057.staging-app.geckoterminal.com,410 Gone,410,136,mr-1057.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1057.staging-app.geckoterminal.com,,443,https://mr-1057.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.137.106.107,Nginx,8,False,,,,,,
mr-106.staging.geckoterminal.com,,404,67,mr-106.staging.geckoterminal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-26T10:36:06Z,2023-09-24T11:33:55Z,CN=geckoterminal.com,geckoterminal.com,*.staging.geckoterminal.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a5ac5776e563f2bd3f1ac90a5cee8c02,74521fb537e14c090513ee05d28d1e6d532f83de96f26ecc45ce9167e03d9634,True,ctls,mr-106.staging.geckoterminal.com,cloudflare,443,https://mr-106.staging.geckoterminal.com:443,https,cloudflare,text/plain,GET,172.67.22.148,/,1307429962,2606:4700:10::6816:3699,Vercel,4,False,True,,,,,
mr-1061.staging-app.geckoterminal.com,410 Gone,410,136,mr-1061.staging-app.geckoterminal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-23T23:59:59Z,CN=staging-app.geckoterminal.com,staging-app.geckoterminal.com,*.staging-app.geckoterminal.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,52c5607b6d854d3ed3cdece9bebeb773,991fadb0b12d1226edb1138b0f2d15b249974efa1a9a3cb61320f7d137ea1af2,True,ctls,mr-1061.staging-app.geckoterminal.com,,443,https://mr-1061.staging-app.geckoterminal.com:443,https,nginx,text/html,GET,3.133.163.253,/,69078358,3.14.140.116,Nginx,8,False,,,,,,
