input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_expired,final_url,csp_domains_,tls_self_signed
2abbd6d.sg-dev.seek.com,,418,31,2abbd6d.sg-dev.seek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:11:51Z,2023-07-11T00:54:39Z,CN=*.sg-dev.seek.com,*.sg-dev.seek.com,*.sg-dev.seek.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,62957cde799fbb44d2a6cb2f7ed2bc95,8bc3458824dc5e1c9f6b5aa5b6dcdf2affba1d6e51a06d8688a63893cfa672df,True,ctls,2abbd6d.sg-dev.seek.com,cloudflare,443,https://2abbd6d.sg-dev.seek.com:443,https,cloudflare,text/plain,GET,104.18.0.110,/,-2113662151,2606:4700::6812:16e,HSTS,2,False,True,,,,,,
2abbd6d.unified.seek.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://2abbd6d.unified.seek.com:80,http,cloudflare,text/plain,GET,104.18.23.53,/,1253481126,104.18.22.53,Cloudflare Bot Management,1,False,True,,,,,,
2cdabbc.unified.seek.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://2cdabbc.unified.seek.com:80,http,cloudflare,text/plain,GET,104.18.22.53,/,1253481126,104.18.23.53,Cloudflare Bot Management,1,False,True,,,,,,
3a35cddc3aa275e4b847abb89f310bfe385a9551.1.damoh.web.de,404: Not Found,404,69,3a35cddc3aa275e4b847abb89f310bfe385a9551.1.damoh.web.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=*.1.damoh.gmx.net, O=1&1 Mail & Media GmbH, L=Montabaur, ST=Rheinland-Pfalz, C=DE",*.1.damoh.gmx.net,*.3.damoh.home.1und1.de,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,d61b6b123ef3c432722d2fc199534601,ff0ed2af2c2d5d23989c6a985089361f1dc560fb61f785dc3472f433016e7dd1,True,ctls,3a35cddc3aa275e4b847abb89f310bfe385a9551.1.damoh.web.de,,443,https://3a35cddc3aa275e4b847abb89f310bfe385a9551.1.damoh.web.de:443,https,Apache,text/html,GET,82.165.229.44,/,-1456402987,82.165.229.44,Apache,1,False,,True,1&1 Mail & Media GmbH,,,,
4fb5dfc9-fecf-4096-8050-bc49abb9fa31.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://4fb5dfc9-fecf-4096-8050-bc49abb9fa31.edge1.pingone.com:80,http,CloudFront,text/html,GET,13.32.99.37,/,2065401974,2600:9000:2251:c200:1c:8cc9:2d00:93a1,Amazon Web Services,20,False,True,,,,,,
5b49183c-d979-4ebd-a431-fa493cabb325.edge1-staging.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://5b49183c-d979-4ebd-a431-fa493cabb325.edge1-staging.pingone.com:80,http,CloudFront,text/html,GET,13.32.121.20,/,2063700366,2600:9000:2240:4a00:0:d5af:8440:93a1,Amazon Web Services,20,False,True,,,,,,
8abbe7.quora.com,Quora,200,154507,de.quora.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T16:14:07Z,2023-07-15T16:14:06Z,CN=quora.com,quora.com,quora.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17280cfc4ac28b38cd5cbd961fc89688,a07ae6d7380e9e34600726331b14919beba608877648979da75fc85cf852b709,True,ctls,de.quora.com,cloudflare,443,https://8abbe7.quora.com:443,https,cloudflare,text/html,GET,162.159.152.17,/,-1958196763,162.159.153.247,PayPal,52,False,True,True,,,https://de.quora.com/,https://iteratehq.com,
92zsrvr0.92z.baldor.com,User Portal,200,28982,92zsrvr0.92z.baldor.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-01-10T08:46:08Z,2038-01-01T00:00:01Z,"CN=fw5be100, O=FIVE, L=BERN, C=ch",fw5be100,fw5be100,"emailAddress=j.mahendiram@fiveinfo.ch, CN=FIVE WebAdmin CA, O=FIVE, L=BERN, C=ch, emailAddress=j.mahendiram@fiveinfo.ch",FIVE WebAdmin CA,FIVE,512caced848bef9424ff6d8f82ca4a6b,fd16c9c247ce2bfb4820a1ea0da44b3354c6eb1082e3001822803b4b07f67253,,ctls,92zsrvr0.92z.baldor.com,,443,https://92zsrvr0.92z.baldor.com:443,https,Apache,text/html,GET,87.245.121.34,/,1045696447,87.245.121.34,HSTS,54,False,,True,FIVE,,,,
aaaaaabbbbac-8.odoo.com,Typo | Odoo,200,42143,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://aaaaaabbbbac-8.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,1932627372,141.94.74.34,Python,597,False,,,,,https://www.odoo.com/typo?domain=aaaaaabbbbac-8.odoo.com&autodbname=aaaaaabbbbac-8&hosting=eu177a.odoo.com,,
aaaaaabbbbag.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,228207,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,,80,http://aaaaaabbbbag.upserve.com:80,http,cloudflare,text/html,GET,34.231.80.4,/,82377998,34.231.80.4,WordPress,3001,False,,,"Cloudflare, Inc.",,https://www.lightspeedhq.com/upserve/,https://*.datadoghq-browser-agent.com,
aaaaaabbbbav8.odoo.com,Typo | Odoo,200,41960,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://aaaaaabbbbav8.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,-76408035,141.94.74.34,Python,596,False,,,,,https://www.odoo.com/typo?domain=aaaaaabbbbav8.odoo.com&autodbname=aaaaaabbbbav8&hosting=eu177a.odoo.com,,
aaaaabbbcccc.upserve.com,Upserve POS is Now Lightspeed Restaurant (U-Series),200,228199,www.lightspeedhq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,lightspeedhq.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9a9d2f59b01d5fd443e5e6d85071521c,dd8fb3701c6ca24a5f24c95aeb5e7dab38ea71ddf96a95bfdacbabf7e8405082,True,ctls,www.lightspeedhq.com,,80,http://aaaaabbbcccc.upserve.com:80,http,cloudflare,text/html,GET,34.231.80.4,/,1903128666,34.231.80.4,WordPress,3001,False,,,"Cloudflare, Inc.",,https://www.lightspeedhq.com/upserve/,https://*.intercomcdn.com,
aabbaatt.ya.ru,404,404,12468,aabbaatt.ya.ru,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-01T12:45:35Z,2023-08-01T20:59:59Z,"CN=*.xn--d1acpjx3f.xn--p1ai, O=Yandex LLC, L=Moscow, ST=Moscow, C=RU",*.xn--d1acpjx3f.xn--p1ai,xn--d1acpjx3f.xn--p1ai,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f228f7b47f49c3a96d3afd7d3090204b,9f99f94bd53aa1ceed5caa6cc3e6da4c8c6ad59b51ade7ee22b7f6d2b37d8d3f,True,ctls,aabbaatt.ya.ru,,443,https://aabbaatt.ya.ru:443,https,,text/html,GET,213.180.204.242,/,-281600152,2a02:6b8::242,BEM,1,False,,True,Yandex LLC,,,avatars.mds.yandex.net,
aabbcc1111.ya.ru,404,404,11972,aabbcc1111.ya.ru,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-01T12:45:35Z,2023-08-01T20:59:59Z,"CN=*.xn--d1acpjx3f.xn--p1ai, O=Yandex LLC, L=Moscow, ST=Moscow, C=RU",*.xn--d1acpjx3f.xn--p1ai,xn--d1acpjx3f.xn--p1ai,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,f228f7b47f49c3a96d3afd7d3090204b,9f99f94bd53aa1ceed5caa6cc3e6da4c8c6ad59b51ade7ee22b7f6d2b37d8d3f,True,ctls,aabbcc1111.ya.ru,,443,https://aabbcc1111.ya.ru:443,https,,text/html,GET,213.180.204.242,/,-1460375885,2a02:6b8::242,BEM,1,False,,True,Yandex LLC,,,https://mc.yandex.ru,
abb-0.onedrive.com,Microsoft OneDrive - Access files anywhere. Create docs with free Office Online.,200,6567,onedrive.live.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-09T19:45:22Z,2023-11-04T19:45:22Z,"CN=onedrive.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",onedrive.com,*.odwebpl.svc.ms,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,c346ef3c59512b5a28f945081bd018e0,effabf84a56b0bd9253986a2caf4327c832ce8257ba77ea99b0120e6f977f0f1,True,ctls,onedrive.live.com,,443,https://abb-0.onedrive.com:443,https,,text/html,GET,104.102.32.232,/,-1138751269,104.102.32.232,HSTS,18,False,,,Microsoft Corporation,,https://onedrive.live.com/,,
abb-fiext-hub02.fi.abb.com,ABB Group. Leading digital technologies for industry — ABB Group,200,138249,global.abb,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=global.abb, O=ABB Asea Brown Boveri Ltd, L=Zürich, C=CH",global.abb,brand.abb,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e2eafaa3de432194ce12a2cd4c20e59d,f9b062787693874452431450ef74778c148e5c4bd744315e6c2e8fa96bc20c62,,ctls,global.abb,,80,http://abb-fiext-hub02.fi.abb.com:80,http,,text/html,GET,2.17.100.129,/,-259380551,2.17.100.184,Java,4046,False,,,ABB Asea Brown Boveri Ltd,,https://global.abb/group/en,,
abb.com.cn,ABB中国 - 携手同心 共创未来,200,91034,new.abb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T00:00:00Z,2024-04-28T23:59:59Z,"CN=waf-abb-cert07.abb.com, O=ABB Asea Brown Boveri Ltd, L=Zürich, ST=Zürich, C=CH",waf-abb-cert07.abb.com,abbtestmaintenance.fi.abb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7368ed2b18103ae39c726ef12c572280,422172de45a492a64d05869b66e21b812fed05da4ebbc7c667e2ce4bbb210c36,,ctls,new.abb.com,,80,http://abb.com.cn:80,http,nginx/1.22.0,text/html,GET,52.30.171.72,/,,52.30.171.72,ZURB Foundation,1507,False,,,ABB Asea Brown Boveri Ltd,,https://new.abb.com/cn,https://buildings.ability.abb,
abb.sharepoint.com,,403,13,abb.sharepoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=*.sharepoint.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.sharepoint.com,*.gr.global.aa-rt.sharepoint.com,"CN=DigiCert Cloud Services CA-1, O=DigiCert Inc, C=US",DigiCert Cloud Services CA-1,DigiCert Inc,c6e99086b7deecf5ee8b5820d5421eb9,afff20cbc78aeeea3164060b28a06dce60bbb62c1dd8bdac9a088d22c70a1ea4,True,ctls,abb.sharepoint.com,,443,https://abb.sharepoint.com:443,https,Microsoft-IIS/10.0,text/plain,GET,52.107.243.68,/,-1840324437,2620:1ec:8fa::8,Windows Server,1,False,,,Microsoft Corporation,,,,
abb0199.my.centrify.com,,410,,abb0199.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,abb0199.my.centrify.com,,443,https://abb0199.my.centrify.com:443,https,,,GET,34.216.106.67,/,-1840324437,52.35.199.104,HSTS,1,False,,,Centrify Corporation,True,https://abb0199.my.centrify.com/my,,
abb0239.my.centrify.com,,410,,abb0239.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,abb0239.my.centrify.com,,443,https://abb0239.my.centrify.com:443,https,,,GET,3.123.98.47,/,-1840324437,3.120.29.66,HSTS,1,False,,,Centrify Corporation,True,https://abb0239.my.centrify.com/my,,
abb0570.my.centrify.com,Admin Portal,200,4083,abb0570.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,abb0570.my.centrify.com,azure,443,https://abb0570.my.centrify.com:443,https,,text/html,GET,23.99.54.117,/,-1840324437,23.99.54.117,HSTS,62,False,True,,,,https://abb0570.my.centrify.com/my,,
abb0761.my.centrify.com,Admin Portal,200,4083,abb0761.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,abb0761.my.centrify.com,azure,443,https://abb0761.my.centrify.com:443,https,,text/html,GET,23.99.54.117,/,-1840324437,23.99.54.117,HSTS,62,False,True,,,,https://abb0761.my.centrify.com/my,,
abb0796.my.centrify.com,,410,,abb0796.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,abb0796.my.centrify.com,,443,https://abb0796.my.centrify.com:443,https,,,GET,34.216.106.67,/,-1840324437,52.35.199.104,HSTS,1,False,,,Centrify Corporation,True,https://abb0796.my.centrify.com/my,,
