new,host,a,cname,soa,status_code,aaaa,txt,cdn,cdn-name,ns,mx,caa,has_internal_ips,internal_ips
,car.rabobank.com,"3.126.216.110, 3.125.189.196, 3.127.11.115","car.rabobank.com.cname.mendix.net, elb.bbl-prod-2.eu-central-1.mendixcloud.net","ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"2a05:d014:145:aa00:63e4:ad8e:c1c7:8675, 2a05:d014:145:aa01:e7ed:1bdf:317c:168e, 2a05:d014:145:aa02:39cc:ca87:679c:1a44",,,,,,,,
,careers.rabobank.com,"88.221.24.40, 88.221.24.122","redirector.rabobank.com, redirector.rabobank.com.edgekey.net, e120844.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::58dd:1931, 2a02:26f0:b200::58dd:192a",,,,,,,,
,catalog.rabobank.com,"13.107.237.45, 13.107.238.45","supernovafd202111093.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.t-msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,cdcwacs02ext.rabobank.com,85.119.16.191,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,challenge.rabobank.nl,"96.7.49.67, 23.61.199.64, 193.108.91.191, 184.26.160.64, 95.101.36.65, 95.100.175.66",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,2a02:26f0:67::42,"/YNBKwZY25mvTfrFbAO1hN81/GR4mfy3pCkn3bKGEcKTWT4B7THzJ2QtYmIEzwdrMxhD7N1PgJ3kxBvPXMXbEQ==, v=spf1 MX -all",,,"a3-67.akam.net, a1-191.akam.net, a7-64.akam.net, a12-64.akam.net, a18-65.akam.net, a20-66.akam.net",,,,
,client.cloudbr.rabobank.com,191.233.28.160,appgtw-prd-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,client.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,client.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,client.rabobank.com,145.72.108.35,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"v=spf1 include:_spf.rabobank.com include:spf.crowdtech.com -all, AA4c0LRtU4cW3jnpMbNfO0HeE5fX6z2LiSWm/0I2UOnuqvWmI3mUl8syZLhCVWf5ZgEJiVzbL8uT6rxkn6xycw==",,,"a12-64.akam.net, a3-67.akam.net, a1-191.akam.net, a18-65.akam.net, a7-64.akam.net, a20-66.akam.net",client-rabobank-com.mail.protection.outlook.com,,,
,cloudguide.rabobank.nl,"13.107.238.45, 13.107.237.45","cloudguide.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,"2620:1ec:4f:1::45, 2620:1ec:4e:1::45",,,,,,,,
,cloudsupport.rabobank.nl,"13.107.237.45, 13.107.238.45","fdcloudsupportprd.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,cloudsupportdev.rabobank.nl,"13.107.246.45, 13.107.213.45","fdcloudsupportdev.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,clubdealsacc.rabobank.nl,20.107.86.250,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,clubdealsdev.rabobank.nl,20.126.155.78,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,co2-rac.rabobank.nl,20.123.205.32,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,co2dev-rac.rabobank.nl,20.126.153.97,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,collateralservices.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,collateralservices.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,collateralservices.cloudbruat.rabobank.com,191.233.23.30,appgtw-uat-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,comms.communications.rabobank.com,"203.14.199.25, 203.14.199.26",app1.au.v6send.net,"ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 ip4:103.69.164.0/22 ip4:203.14.199.0/24 -all,,,"ns-1269.awsdns-30.org, ns-1833.awsdns-37.co.uk, ns-535.awsdns-02.net, ns-74.awsdns-09.com","mx1.au.v6send.net, mx2.au.v6send.net","mailto:domains@emdbms.com, entrust.net, letsencrypt.org, rapidssl.com",,
,comms.info.rabobank.com,,app1.au.v6send.net,,NOERROR,,,,,"ns-1269.awsdns-30.org, ns-1833.awsdns-37.co.uk, ns-535.awsdns-02.net, ns-74.awsdns-09.com",,"mailto:domains@emdbms.com, entrust.net, letsencrypt.org, rapidssl.com",,
,comms.notification.rabobank.com,"203.14.199.85, 203.14.199.25, 203.14.199.26",app1.au.v6send.net,"ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 ip4:103.69.164.0/22 ip4:203.14.199.0/24 -all,,,"ns-1269.awsdns-30.org, ns-1833.awsdns-37.co.uk, ns-535.awsdns-02.net, ns-74.awsdns-09.com","mx1.au.v6send.net, mx2.au.v6send.net","mailto:domains@emdbms.com, entrust.net, letsencrypt.org, rapidssl.com",,
,community.rabobank.nl,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 -all,,,"a12-64.akam.net, a1-191.akam.net, a20-66.akam.net, a7-64.akam.net, a18-65.akam.net, a3-67.akam.net",,,,
,cpp-am.rabobank.com,74.118.218.12,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,cpp.eu.rabobank.com,192.168.96.5,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,True,192.168.96.5
,cppnaw.am.rabobank.com,10.243.188.162,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,True,10.243.188.162
,cppraf.am.rabobank.com,10.243.189.162,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,True,10.243.189.162
,creditconnect.rabobank.com,20.50.54.114,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,crmrural.cloudbr.rabobank.com,191.233.28.160,appgtw-prd-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,crmrural.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,crmrural.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,ctxcloud-test-adaptiveauth.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,customersupport-eu.rabobank.com,145.72.108.23,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,customersupport.rabobank.com,"2.16.187.19, 2.16.187.32","customersupport.rabobank.com.edgekey.net, e104943.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,customersupportpat-eu.rabobank.com,145.72.99.42,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,customersupportpat.rabobank.com,"2.20.143.72, 2.20.143.58","customersupportpat.rabobank.com.edgekey.net, e95558.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,da.rabobank.nl,0.0.0.0,,"fake-for-negative-caching.adguard.com, hostmaster.da.rabobank.nl",NOERROR,::,,True,cloudfront,,,,True,0.0.0.0
,da8-uat.rabobank.com,85.119.18.71,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,da8.services.rabobank.nl,51.145.244.111,"applicatie.da8.azure.rabo.cloud, tm-da8-prod.trafficmanager.net, api-da8-prod-weu.azure-api.net, apimgmttm8a7tvmkeuq4cmjoieevpvxlnuomg3pmkdsjuwmgmq.trafficmanager.net, api-da8-prod-weu-westeurope-01.regional.azure-api.net, apimgmthsj9kfad2tuiat3c1rsbmumsdz25rkdxdxzmsekcs3j.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,daredigizine.rabobank.nl,34.91.151.1,s1.foleon.com,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,google,,,,,
,dashboard.omnikassa.rabobank.nl,160.92.14.71,"dashboard-omnikassa-rabobank-nl.sips-services.com, dashboard-omnikassa-rabobank-nl.sips.gslb2.as8677.net","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
,data-uat.rabobank.com,"13.107.237.45, 13.107.238.45","supernovafd202104302.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4e:1::45, 2620:1ec:4f:1::45",,,,,,,,
,data.rabobank.com,"13.107.246.44, 13.107.213.44","supernovafd202111093.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0016.t-0009.t-msedge.net, part-0016.t-0009.t-msedge.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com, ns1.t-msedge.net",NOERROR,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,,,,,
,datalakestorage.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,datatool-dev.rabobank.nl,52.236.156.159,datatool.datatool-dev.azure.rabo.cloud,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,True,azure,,,,,
,datatool-test.rabobank.nl,20.71.15.230,datatool.datatool-test.azure.rabo.cloud,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
,datatool-uat.rabobank.nl,20.103.122.126,datatool.datatool-uat.azure.rabo.cloud,"ns1-08.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
,datatool.rabobank.nl,20.103.194.250,datatool.datatool-prod.azure.rabo.cloud,"ns1-01.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
,dev.acorn.rabobank.com,"20.16.7.244, 13.107.236.5, 150.171.21.5, 204.14.183.5, 208.84.5.5",acorn-dev.azure.rabo.cloud,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"2603:1061:0:700::5, 2620:1ec:8ec:700::5, 2a01:111:4000:700::5",,,,"ns3-05.azure-dns.org, ns2-05.azure-dns.net, ns1-05.azure-dns.com, ns4-05.azure-dns.info",,,,
,dev.cppp.rabobank.com,20.73.130.199,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dev.ecolytiq.carboninsights.rabobank.nl,52.164.220.161,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,dev.solace-aggregator.rabobank.com,51.105.221.226,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,dev.trace.rabobank.com,20.54.184.94,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,True,azure,,,,,
,dev.vcv.rabobank.com,"13.107.238.44, 13.107.237.44","vcv-endpoint-dev.azureedge.net, vcv-endpoint-dev.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:4f:1::44, 2620:1ec:4e:1::44",,,,,,,,
,devco2-rac.rabobank.nl,20.82.65.154,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,developer-sandbox.rabobank.nl,"159.122.122.198, 158.177.72.236","portal.0022-42f69f1e.eu-de.apiconnect.appdomain.cloud, branding.developer.eu-de.apiconnect.ibmcloud.com","ns105.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,developer-src.rabobank.com,145.72.108.41,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,developer-test-src.rabobank.com,145.72.99.4,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,developer-test.rabobank.com,"2.19.195.225, 104.110.240.40","developer-test.rabobank.com.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:c900:9::5f65:4a9b, 2a02:26f0:c900:9::5f65:4a87",,,,,,,,
,developer.rabobank.com,"23.213.161.225, 23.213.161.213","developer.rabobank.com.edgekey.net, e196610.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a24d, 2a02:26f0:3500:14::1724:a254",,,,,,,,
,developer.rabobank.nl,"159.122.122.198, 158.177.72.236","portal.0022-42f69f1e.eu-de.apiconnect.appdomain.cloud, branding.developer.eu-de.apiconnect.ibmcloud.com","ns105.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dieter-testcertificatercmp-sha256-2sans.rabobank.nl,54.144.128.85,,,NOERROR,,,,,,,,,
,digital-document-signing.rabobank.nl,109.68.88.109,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,digitalonboarding.cloudbr.rabobank.com,191.233.28.160,appgtw-prd-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,digitalonboarding.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,digitalonboarding.cloudbruat.rabobank.com,191.233.23.30,appgtw-uat-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,distributie-apics.platform.rabobank.nl,130.162.66.83,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,distributie-azure-api.rabobank.nl,52.157.82.227,"ebb1a8e7-e65b-5178-a459-134e0084b295.trafficmanager.net, tmazureapics-ag-westeurope-v2.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,distributie-docs-inb-api.rabobank.nl,188.200.99.142,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,distributie-int-api.rabobank.nl,31.149.253.163,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,distributie-pega-inb-api-src.rabobank.nl,31.149.253.164,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,distributie-pega-inb-api.rabobank.nl,31.149.253.164,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dlm.acc.rabobank.nl,,pipdlmdedicatedaccagv1we.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,dlm.rabobank.nl,20.107.3.49,pipdlmdedicatedprdagv1we.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
,dlm.test.rabobank.nl,13.81.205.142,pipdlmdedicatedtstagv1we.westeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,dmail2.rabobank.nl,145.72.121.34,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,dmail3.rabobank.nl,145.72.121.8,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,dmail4.rabobank.nl,145.72.121.9,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 include:rabobank.nl ~all,,,,,,,
,document-signing.rabobank.nl,145.72.108.35,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"M4Tdb7QiDONG/nc3o+GejbNVkjSAkTx1CJECVJ/4CzG6LTsIK41MP5/YPe8OnAyhADr7kaOHrgTmpmLw8P2z7g==, v=spf1 mx include:spf.protection.outlook.com include:basefarm.net include:_spf.signicat.cloud -all",,,"a7-64.akam.net, a1-191.akam.net, a3-67.akam.net, a18-65.akam.net, a12-64.akam.net, a20-66.akam.net",documentsigning-rabobank-nl02b.mail.protection.outlook.com,,,
,dqs-sdc.rabobank.com,85.119.18.43,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dqs.rabobank.com,85.119.18.43,dqs-sdc.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dr.rabobank.com,195.50.100.19,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dyaglssdta-src.rabobank.nl,145.72.99.40,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,dyaglssp-src.rabobank.nl,145.72.108.60,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,e.videogesprek.rabobank.nl,"185.136.64.6, 185.136.64.7, 185.136.65.6, 185.136.65.7",web.flowmailer.net,"ns1.flowmailer.net, contact.flowmailer.net",NOERROR,,v=spf1 include:spf.flowmailer.net ~all,,,,return.flowmailer.net,"mailto:abuse@flowmailer.com, digicert.com, entrust.net, letsencrypt.org, quovadisglobal.com, sectigo.com",,
,earlytermination.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,earlytermination.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,easyfx.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,easyfx.rabobank.nl,"54.155.218.38, 52.213.210.93",rabo-rn.easytrade-fx.com,"ns-542.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ebeslagendesk1.rabobank.nl,37.74.18.114,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ebeslagendesk2.rabobank.nl,37.74.18.112,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,economics.rabobank.com,62.112.237.15,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,v=spf1 -all,,,"a3-67.akam.net, a12-64.akam.net, a18-65.akam.net, a20-66.akam.net, a1-191.akam.net, a7-64.akam.net",,,,
,economie.rabobank.com,62.112.237.16,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,ecvideos.rabobank.nl,31.25.96.222,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,eekhoorn.rabobank.com,52.174.180.248,acorn.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,"d365mktkey=3SdZHhZnmss8WoX9zx4XpjaYK74h67zoxNeIVPvvlsox, v=spf1 include:_spf.rabobank.com -all",True,azure,,acorn-rabobank-com.mail.protection.outlook.com,,,
,emandates-dev.rabobank.nl,"23.33.238.34, 23.33.238.24","emandates-dev.rabobank.nl.edgekey.net, e215742.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2600:1400:c000::172b:3ae2, 2600:1400:c000::172b:39da",,,,,,,,
,emandates.rabobank.nl,"88.221.24.57, 88.221.24.65","emandates.rabobank.nl.edgekey.net, e124057.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:b200::58dd:1920, 2a02:26f0:b200::58dd:193b",,,,,,,,
,ep1a-ukc11-prd.crypto.rabobank.com,20.103.203.91,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,eudevportal.rabobank.com,145.72.123.19,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euportal.rabobank.com,145.72.120.31,euportal4.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euportal4.rabobank.com,145.72.120.31,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremote-bxt.rabobank.com,145.72.124.9,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremote-dev.rabobank.com,145.72.124.2,euremote-dev.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,euremote.rabobank.com,145.72.121.7,euremote.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,euremote11.rabobank.com,145.72.124.9,euremote-bxt.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremote11vpn.rabobank.com,145.72.124.1,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremote21.rabobank.com,145.72.121.7,euremote-pilot.rabobank.com,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat-acc.rabobank.com,145.72.124.28,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat-dev-sso.rabobank.com,145.72.124.29,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat-dev.rabobank.com,145.72.124.27,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat-mfa.rabobank.com,,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat-tst.rabobank.com,145.72.124.26,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,euremoteuat.rabobank.com,145.72.124.25,euremoteuat.rabobank.akadns.net,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,events.rabobank.nl,"162.13.54.102, 96.7.49.67, 23.61.199.64, 193.108.91.191, 184.26.160.64, 95.101.36.65, 95.100.175.66",,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,2a02:26f0:67::42,v=spf1 ip4:134.213.13.113 -all,,,"a3-67.akam.net, a12-64.akam.net, a1-191.akam.net, a7-64.akam.net, a18-65.akam.net, a20-66.akam.net",,,,
,ews.rabobank.com,145.72.120.28,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,exchangehybridsmtp.rabobank.com,145.72.120.27,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,export.rabobank.nl,31.149.253.173,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,factoring-acc-src.rabobank.nl,145.72.99.55,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,factoring-acc.rabobank.nl,"80.239.137.146, 62.115.252.18","factoring-acc.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::50ef:8992, 2001:2030:21::3e73:fc12",,,,,,,,
,factoring-dev-src.rabobank.nl,145.72.99.56,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,factoring-dev.rabobank.nl,"23.213.161.215, 23.213.161.224","factoring-dev.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:14::1724:a24b, 2a02:26f0:3500:14::1724:a24a",,,,,,,,
,factoring-src.rabobank.nl,145.72.108.44,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,factoring-tst-src.rabobank.nl,145.72.99.57,,"a1-191.akam.net, domainmanagement.rabobank.nl",NOERROR,,,,,,,,,
,factoring-tst.rabobank.nl,"23.53.43.24, 23.53.42.232","factoring-tst.rabobank.nl.edgekey.net, e95558.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:ab00::5c7a:d768, 2a02:26f0:ab00::5c7a:d721",,,,,,,,
,factoring.rabobank.nl,"95.101.111.136, 95.101.111.153","factoring.rabobank.nl.edgekey.net, e79925.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:23::1726:62a9, 2a02:26f0:480:23::1726:6299",,,,,,,,
,far.rabobank.com,"95.101.74.141, 95.101.74.140","research.rabobank.com.edgekey.net, e64374.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,fas.cloudbrdev.rabobank.com,191.235.206.105,appgtw-dev-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,fas.cloudbrsit.rabobank.com,191.233.245.124,appgtw-sit-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,fas.cloudbruat.rabobank.com,191.233.23.30,appgtw-uat-br-shared.brazilsouth.cloudapp.azure.com,"ns1-06.azure-dns.com, msnhst.microsoft.com",NOERROR,,,True,azure,,,,,
,fatca2019.rabobank.com,,,,NOERROR,,,,,,,,,
