new,host,ttl,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt,caa
[x],business-staging.getmoneytree.com,300,"205.251.192.137, 205.251.194.104, 205.251.196.242, 205.251.199.150",d2ycsnc927dqba.cloudfront.net,"{'name': 'd2ycsnc927dqba.cloudfront.net', 'ns': 'ns-616.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2ycsnc927dqba.cloudfront.net', 'ns': 'ns-616.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2ycsnc927dqba.cloudfront.net', 'ns': 'ns-616.awsdns-13.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2038:e400:d:701:5d80:93a1, 2600:9000:2038:7400:d:701:5d80:93a1, 2600:9000:2038:5000:d:701:5d80:93a1, 2600:9000:2038:600:d:701:5d80:93a1, 2600:9000:2038:a000:d:701:5d80:93a1, 2600:9000:2038:6400:d:701:5d80:93a1, 2600:9000:2038:7600:d:701:5d80:93a1, 2600:9000:2038:2200:d:701:5d80:93a1","ns-137.awsdns-17.com, ns-1942.awsdns-50.co.uk, ns-1266.awsdns-30.org, ns-616.awsdns-13.net",True,cloudfront,,,
[x],business.getmoneytree.com,300,"52.222.214.37, 52.222.214.88, 52.222.214.74, 52.222.214.65, 205.251.192.128, 205.251.194.54, 205.251.196.250, 205.251.199.131",d1hejtk0tx9ha9.cloudfront.net,"{'name': 'd1hejtk0tx9ha9.cloudfront.net', 'ns': 'ns-566.awsdns-06.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1hejtk0tx9ha9.cloudfront.net', 'ns': 'ns-566.awsdns-06.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:223d:3e00:10:d7c5:3040:93a1, 2600:9000:223d:2800:10:d7c5:3040:93a1, 2600:9000:223d:d600:10:d7c5:3040:93a1, 2600:9000:223d:ea00:10:d7c5:3040:93a1, 2600:9000:223d:a000:10:d7c5:3040:93a1, 2600:9000:223d:d400:10:d7c5:3040:93a1, 2600:9000:223d:9400:10:d7c5:3040:93a1, 2600:9000:223d:c200:10:d7c5:3040:93a1","ns-128.awsdns-16.com, ns-566.awsdns-06.net, ns-1274.awsdns-31.org, ns-1923.awsdns-48.co.uk",True,cloudfront,,,
[x],categorizer-staging.moneytree.jp,300,"54.230.206.3, 54.230.206.89, 54.230.206.117, 54.230.206.5",d2aul2w35myhig.cloudfront.net,"{'name': 'd2aul2w35myhig.cloudfront.net', 'ns': 'ns-1545.awsdns-01.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2aul2w35myhig.cloudfront.net', 'ns': 'ns-1545.awsdns-01.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2aul2w35myhig.cloudfront.net', 'ns': 'ns-1545.awsdns-01.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1061.awsdns-04.org, ns-1545.awsdns-01.co.uk, ns-260.awsdns-32.com, ns-779.awsdns-33.net",True,cloudfront,,,
[x],categorizer.moneytree.jp,205,"18.173.205.16, 18.173.205.29, 18.173.205.84, 18.173.205.75",d3mam8ub732uoz.cloudfront.net,"{'name': 'd3mam8ub732uoz.cloudfront.net', 'ns': 'ns-1612.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3mam8ub732uoz.cloudfront.net', 'ns': 'ns-1612.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3mam8ub732uoz.cloudfront.net', 'ns': 'ns-1612.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3mam8ub732uoz.cloudfront.net', 'ns': 'ns-1612.awsdns-09.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-280.awsdns-35.com, ns-684.awsdns-21.net, ns-1203.awsdns-22.org, ns-1612.awsdns-09.co.uk",True,cloudfront,,,
[x],console.lpt-stg.moneytree.jp,60,"54.199.130.158, 54.92.67.239",,"{'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lpt-stg.moneytree.jp', 'ns': 'ns-1060.awsdns-04.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1060.awsdns-04.org, ns-1939.awsdns-50.co.uk, ns-503.awsdns-62.com, ns-929.awsdns-52.net",,,,,
[x],csv-uploader.getmoneytree.com,300,"18.245.60.71, 18.245.60.84, 18.245.60.38, 18.245.60.21",d34w2t4p9xp011.cloudfront.net,"{'name': 'd34w2t4p9xp011.cloudfront.net', 'ns': 'ns-1626.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd34w2t4p9xp011.cloudfront.net', 'ns': 'ns-1626.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd34w2t4p9xp011.cloudfront.net', 'ns': 'ns-1626.awsdns-11.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2646:c000:5:6578:5940:93a1, 2600:9000:2646:d000:5:6578:5940:93a1, 2600:9000:2646:e000:5:6578:5940:93a1, 2600:9000:2646:f000:5:6578:5940:93a1, 2600:9000:2646:1400:5:6578:5940:93a1, 2600:9000:2646:6400:5:6578:5940:93a1, 2600:9000:2646:6e00:5:6578:5940:93a1, 2600:9000:2646:7000:5:6578:5940:93a1","ns-1101.awsdns-09.org, ns-1626.awsdns-11.co.uk, ns-279.awsdns-34.com, ns-833.awsdns-40.net",True,cloudfront,,,
[x],dashboard-staging.getmoneytree.com,300,"108.138.85.3, 108.138.85.43, 108.138.85.12, 108.138.85.54",d2ed363g14qh4e.cloudfront.net,"{'name': 'd2ed363g14qh4e.cloudfront.net', 'ns': 'ns-283.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2ed363g14qh4e.cloudfront.net', 'ns': 'ns-283.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2ed363g14qh4e.cloudfront.net', 'ns': 'ns-283.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2ed363g14qh4e.cloudfront.net', 'ns': 'ns-283.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:223f:d000:d:b870:4b80:93a1, 2600:9000:223f:4800:d:b870:4b80:93a1, 2600:9000:223f:f000:d:b870:4b80:93a1, 2600:9000:223f:1e00:d:b870:4b80:93a1, 2600:9000:223f:2400:d:b870:4b80:93a1, 2600:9000:223f:1200:d:b870:4b80:93a1, 2600:9000:223f:2c00:d:b870:4b80:93a1, 2600:9000:223f:2e00:d:b870:4b80:93a1","ns-970.awsdns-57.net, ns-1489.awsdns-58.org, ns-1679.awsdns-17.co.uk, ns-283.awsdns-35.com",True,cloudfront,,,
[x],dashboard.getmoneytree.com,106,"13.32.151.53, 13.32.151.76, 13.32.151.93, 13.32.151.119",d3sl7zwdxz7dvi.cloudfront.net,"{'name': 'd3sl7zwdxz7dvi.cloudfront.net', 'ns': 'ns-517.awsdns-00.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3sl7zwdxz7dvi.cloudfront.net', 'ns': 'ns-517.awsdns-00.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3sl7zwdxz7dvi.cloudfront.net', 'ns': 'ns-517.awsdns-00.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"2600:9000:2359:8200:f:c80e:3f80:93a1, 2600:9000:2359:2200:f:c80e:3f80:93a1, 2600:9000:2359:8a00:f:c80e:3f80:93a1, 2600:9000:2359:fc00:f:c80e:3f80:93a1, 2600:9000:2359:5e00:f:c80e:3f80:93a1, 2600:9000:2359:6200:f:c80e:3f80:93a1, 2600:9000:2359:5c00:f:c80e:3f80:93a1, 2600:9000:2359:5800:f:c80e:3f80:93a1","ns-1080.awsdns-07.org, ns-1789.awsdns-31.co.uk, ns-271.awsdns-33.com, ns-517.awsdns-00.net",True,cloudfront,,,
[x],docs.link.getmoneytree.com,300,"104.16.242.118, 104.16.241.118",ssl.readmessl.com,"{'name': 'readmessl.com', 'ns': 'jeremy.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211211, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'readmessl.com', 'ns': 'jeremy.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211211, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'readmessl.com', 'ns': 'jeremy.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211211, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'readmessl.com', 'ns': 'jeremy.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352211211, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:f176, 2606:4700::6810:f276",,,,,,"letsencrypt.org, pki.goog; cansignhttpexchanges=yes, amazontrust.com, comodoca.com, digicert.com"
[x],faq.getmoneytree.com,300,"199.60.103.226, 199.60.103.30","3277900.group0.sites.hubspot.net, group0.sites.hscoscdn00.net","{'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'hscoscdn00.net', 'ns': 'jerry.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2353859084, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,
