input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url
dev.opentech.fund,Just a moment...,403,7044,dev.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ffade077c0aab219e57dd931dbbbaf7f,0ece1eb006df98bebbb9e5fe39e0fe53c77d87b56a5f1b5d04bc6c3c2f0ea190,True,ctls,dev.opentech.fund,cloudflare,443,https://dev.opentech.fund:443,https,cloudflare,text/html,GET,172.66.43.105,/,207573046,2606:4700:3108::ac42:2897,HTTP/3,87,False,True,,,
docs.opentech.fund,OTF Applicant Guidebook - OTF Application Guidebook,200,114112,docs.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T02:19:44Z,2023-08-06T02:19:43Z,CN=docs.opentech.fund,docs.opentech.fund,,docs.opentech.fund,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,923f678b63f8c633d75f79656d881da4,58a458793ded1e11d30b504d29b7e30f75a38107a7c3c60a0696595f60f383fe,,ctls,docs.opentech.fund,cloudflare,443,https://docs.opentech.fund:443,https,cloudflare,text/html,GET,172.66.40.151,/,636956812,2606:4700:3108::ac42:2b69,HTTP/3,1074,False,True,,js.intercomcdn.com,https://docs.opentech.fund/otf-application-guidebook/
email.apply.opentech.fund,,404,19,email.apply.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T13:35:29Z,2023-06-14T13:35:28Z,CN=mailgun.org,mailgun.org,,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d169b9a2155b6a3cfa18c1af722bffd,882d45c195b586adc7ddf4167d555da0fce18b30968b745469c6655ad3a6fc34,,ctls,email.apply.opentech.fund,google,443,https://email.apply.opentech.fund:443,https,,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,True,,
email.social.reset.tech,,404,19,email.social.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T14:32:11Z,2023-06-22T14:32:10Z,CN=eu.mailgun.org,eu.mailgun.org,,eu.mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07d921eb71cefde973035642ccf2b610,ecf90e2ae0a575df8d4a2399c822e03dee9bef06bb6f17c907032617fe34c26b,,ctls,email.social.reset.tech,google,443,https://email.social.reset.tech:443,https,,text/plain,GET,34.111.99.212,/,-138391155,34.111.99.212,,2,False,True,True,,
enterpriseenrollment.reset.tech,Microsoft Intune admin center,200,39871,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,,443,https://enterpriseenrollment.reset.tech:443,https,,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,HSTS,4,False,,,,https://intune.microsoft.com/
enterpriseregistration.reset.tech,Service,404,1565,enterpriseregistration.reset.tech,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T19:36:32Z,2024-02-09T19:36:32Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,Microsoft Corporation,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,a6e45158afb23e4d3d7ad5975ed54d03,62af4b86a7f8d2913ffabbbb4465a2cd43cdd51d772ff6a8a77cdfe4968a5037,True,ctls,enterpriseregistration.reset.tech,azure,443,https://enterpriseregistration.reset.tech:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,True,True,,
eu.reset.tech,,403,16,eu.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,eu.reset.tech,cloudflare,443,https://eu.reset.tech:443,https,cloudflare,text/plain,GET,104.26.12.228,/,1659100526,2606:4700:20::ac43:4b35,HTTP/3,1,False,True,,,
feedback.reset.tech,this page left intentionally blank.,404,181,feedback.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",reset.tech,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",bae9d6d8bff0eb1eaeb4c6b4edaf9e3a,52dcc6fca3325bd1d4af4b1a9144a54d014f9dc90845e9edaeeb1cd0532e15af,True,ctls,feedback.reset.tech,cloudflare,443,https://feedback.reset.tech:443,https,cloudflare,text/html,GET,104.26.12.228,/,785795825,2606:4700:20::ac43:4b35,HTTP/3,10,False,True,,,
flash.reset.tech,Sign in ・ Cloudflare Access,200,31184,phantasm.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,True,ctls,phantasm.cloudflareaccess.com,cloudflare,443,https://flash.reset.tech:443,https,cloudflare,text/html,GET,172.67.75.53,/,965980051,2606:4700:20::ac43:4b35,HSTS,87,False,True,,https:,https://phantasm.cloudflareaccess.com/cdn-cgi/access/login/flash.reset.tech?kid=20d238f935fa30108bfaa4badd4f6348db298cf1fd642c2121022798ffbc6a6b&redirect_url=%2F&meta=eyJraWQiOiI4NDIzODZkYWQxNWI3MjdhNWI5Zjk1YmYxZTQwMzJlM2FlOWJlYmNhOWI5ODY5MjA3ZmFhM2ZhYjJjYzAzZDQ2IiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NDM1ODU4Nywic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6IjIwZDIzOGY5MzVmYTMwMTA4YmZhYTRiYWRkNGY2MzQ4ZGIyOThjZjFmZDY0MmMyMTIxMDIyNzk4ZmZiYzZhNmIiLCJob3N0bmFtZSI6ImZsYXNoLnJlc2V0LnRlY2giLCJhcHBfc2Vzc2lvbl9oYXNoIjoiNmVmYjEzOWI4MWQ5YTM1OTIzNWUzMzNkNDkwOGE4MTVkZjQyMWY2MjI2MDUzMGZlNDg5YTcyZTA4NDNlNTU5YiIsIm5iZiI6MTY4NDM1ODU4NywiaXNfd2FycCI6ZmFsc2UsImlzX2dhdGV3YXkiOmZhbHNlLCJ0eXBlIjoibWV0YSIsInJlZGlyZWN0X3VybCI6IlwvIiwibXRsc19hdXRoIjp7ImNlcnRfaXNzdWVyX3NraSI6IiIsImNlcnRfcHJlc2VudGVkIjpmYWxzZSwiY2VydF9zZXJpYWwiOiIiLCJjZXJ0X2lzc3Vlcl9kbiI6IiIsImF1dGhfc3RhdHVzIjoiTk9ORSJ9LCJhdXRoX3N0YXR1cyI6Ik5PTkUifQ.OtZeqxADt843BJ6TXQNtHGW26HoxWJ1G6IxmPOJqqdLDUcV1HrUPmFWTHY9ySD-7qsRmR0RFGrIvmiINRvD_KODmYSYUBScZdUa1N0gcepNaPGVU9umC7tcmd7fciT1dBwePCaKwDC-9Tsx5gGe52aHQog6yF8vC6-uQucfdwcfgIWBoPzZ_PYIvv-eNvcvzS0UhlvtzrZP7Sy7wdHbG8JRU5pEDrz59jAuDZc_1SiqqA2aIpKyMpVgUiGAu492lf9X7ju_S6h_ZAs3-_KqY2LEW3jqPFMmFlheHZi-NazBA3opSCwfzwwy_3IW9li5g2wBOv2Hp7ZpJBqKbys68Qw
guide.opentech.fund,OTF Applicant Guidebook - OTF Application Guidebook,200,114112,docs.opentech.fund,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T02:19:44Z,2023-08-06T02:19:43Z,CN=docs.opentech.fund,docs.opentech.fund,,docs.opentech.fund,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,923f678b63f8c633d75f79656d881da4,58a458793ded1e11d30b504d29b7e30f75a38107a7c3c60a0696595f60f383fe,,ctls,docs.opentech.fund,cloudflare,443,https://guide.opentech.fund:443,https,cloudflare,text/html,GET,172.66.43.105,/,636956812,2606:4700:3108::ac42:2897,HTTP/3,1074,False,True,,fast.wistia.net,https://docs.opentech.fund/otf-application-guidebook/
guide.reset.tech,Reset's Guide to Open Calls - Reset Application Guide,200,159365,guide.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T03:53:10Z,2023-08-06T03:53:09Z,CN=guide.reset.tech,guide.reset.tech,,guide.reset.tech,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,25c879734695dcfabcb181c1585ba053,4252728d885e5b414272110c0213f1fb3dc6286cd8453eacef30c20604c9559f,,ctls,guide.reset.tech,cloudflare,443,https://guide.reset.tech:443,https,cloudflare,text/html,GET,104.18.2.117,/,930643013,2606:4700::6812:275,HTTP/3,1081,False,True,,*.intercom-attachments-2.com,
hello.reset.tech,Page Not Available | Mailchimp,404,2702,hello.reset.tech,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T07:46:10Z,2023-08-13T07:46:09Z,CN=hello.reset.tech,hello.reset.tech,,hello.reset.tech,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17383438554c79d2f417be3e04e7dc5d,a4c3f456b603761f42912a27b6dd75e705ecc39b77f841f32012060540b06084,,ctls,hello.reset.tech,,443,https://hello.reset.tech:443,https,openresty,text/html,GET,205.201.140.137,/,-1840324437,205.201.140.137,OpenResty,48,False,,,,
help.reset.tech,Helpdesk,200,2862,help.reset.tech,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T20:49:21Z,2023-08-06T20:49:20Z,CN=help.reset.tech,help.reset.tech,,help.reset.tech,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7fe2c1e552f191b964fc08f6c699ce6a,cf525708de2104f542a44cdfa044a6a3e738336e7b08933d2b27bea850b6944c,,ctls,help.reset.tech,,443,https://help.reset.tech:443,https,nginx,text/html,GET,162.55.239.202,/,-1687285536,2a01:4f8:272:4cc5::2,Ruby on Rails,78,False,,,player.vimeo.com,
https://help.reset.tech,Helpdesk,200,2862,help.reset.tech,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T20:49:21Z,2023-08-06T20:49:20Z,CN=help.reset.tech,help.reset.tech,,help.reset.tech,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7fe2c1e552f191b964fc08f6c699ce6a,cf525708de2104f542a44cdfa044a6a3e738336e7b08933d2b27bea850b6944c,,ctls,help.reset.tech,,443,https://help.reset.tech:443,https,nginx,text/html,GET,162.55.239.202,/,-1687285536,2a01:4f8:272:4cc5::2,Ruby on Rails,78,False,,,https://images.zammad.com,
https://images.zammad.com,The page you were looking for doesn't exist (404),404,1564,images.zammad.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-27T00:00:00Z,2023-06-27T23:59:59Z,CN=*.zammad.com,*.zammad.com,,zammad.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",560fb50aa916cad714d1c050c49ab0bd,793aaf7e8afa79364a8a95f5c30d61d5f7c7ace8f4a4d1589df7dbd8e4671dea,True,ctls,images.zammad.com,,443,https://images.zammad.com:443,https,nginx,text/html,GET,157.90.33.239,/,-1840324437,157.90.33.239,Nginx,68,False,,,,
