input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_self_signed,tls_mismatched,final_url,csp_domains_
cert-prod-eks.elo.com.br,,404,,cert-prod-eks.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=simulador.elo.com.br,simulador.elo.com.br,cert-prod-eks.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1fbf62d9de1b166623ab2994338698fb,7a376fd09544901ff7a3b35fd064af5445e2114a628a70f9cb3efa3e47b8f5e6,ctls,cert-prod-eks.elo.com.br,,443,https://cert-prod-eks.elo.com.br:443,https,awselb/2.0,text/plain,GET,54.233.180.219,/,-1840324437,54.232.74.139,,1,False,,,,,,,
cloud.mail.elo.com.br,403 - Forbidden: Access is denied.,403,1233,cloud.mail.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=cloud.mail.elo.com.br, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.mail.elo.com.br,cloud.mail.elo.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2237f689885c584d61be9beda66d0a89,20f60c493571ecd5f9862115e3d0f79c2d55dc69389d1497af8c10199a845d8d,ctls,cloud.mail.elo.com.br,,443,https://cloud.mail.elo.com.br:443,https,,text/html,GET,13.111.185.102,/,1631801191,13.111.185.102,,30,False,,,"SALESFORCE.COM, INC.",,,,
clubeelomaniacaixa.elo.com.br,,200,2349,clubeelomaniacaixa.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-08-29T23:59:59Z,CN=clubeelomaniacaixa.elo.com.br,clubeelomaniacaixa.elo.com.br,clubeelomaniacaixa.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0bcefc26fbf7f341a6f1127fb56e9a89,ea2867d3f375800aa6099b14e60d0bdb18d818d5bd92b9c4494cbacb12b90276,ctls,clubeelomaniacaixa.elo.com.br,cloudfront,443,https://clubeelomaniacaixa.elo.com.br:443,https,AmazonS3,text/html,GET,13.32.27.40,/,1123993060,2600:9000:211e:6200:c:981f:7900:93a1,Google Tag Manager,3,False,True,,,,,,
dev-api.elo.com.br,,404,51,dev-api.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,dev-api.elo.com.br,cloudflare,443,https://dev-api.elo.com.br:443,https,cloudflare,text/plain,GET,104.18.2.31,/,-442196537,2606:4700::6812:31f,HSTS,1,False,True,True,,,,,
dev.elo.com.br,,200,25163,dev.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,dev.elo.com.br,cloudflare,443,https://dev.elo.com.br:443,https,cloudflare,text/html,GET,104.18.2.31,/,-1762448815,2606:4700::6812:31f,webpack,6,False,True,True,,,,,
elo-orb.elo.com.br,,200,25161,elo-orb.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2023-10-26T23:59:59Z,CN=dev.elo.com.br,dev.elo.com.br,elo-orb.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ee912f08d6ecc226bc22bdfc1df1a2e,19ea7ee8274581a828b0b141c9459f90e9825b0fa0828e0e10f783938d416851,ctls,elo-orb.elo.com.br,,443,https://elo-orb.elo.com.br:443,https,istio-envoy,text/html,GET,52.67.32.142,/,-1762448815,54.233.243.237,webpack,6,False,,,,,,,
elo.com.br,Home | Elo,200,1811543,www.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,www.elo.com.br,,443,https://elo.com.br:443,https,cloudflare,text/html,GET,54.207.1.159,/,474964167,54.94.217.81,HSTS,308,False,,True,,,,https://www.elo.com.br/,https://media.elo.com.br
elonegocios.elo.com.br,404 Not Found,404,146,elonegocios.elo.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-11T17:22:52Z,2024-06-10T17:22:52Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,3ac38ae95057a008afa5a118ce87d3d2,59cb7a59dd2a4e40536ae1bb94a4771e33a54d729995b2cadda307681d70c9c3,ctls,elonegocios.elo.com.br,,443,https://elonegocios.elo.com.br:443,https,,text/html,GET,3.0.65.144,/,1494302000,3.0.65.144,HSTS,8,False,,,Acme Co,True,True,,
eloviagens.elo.com.br,Elo,200,456470,elo.decolar.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-08-31T00:00:00Z,2023-08-23T23:59:59Z,"CN=*.despegar.com, O=TRAVEL RESERVATIONS SRL, L=Montevideo, C=UY",*.despegar.com,*.decolar.design,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,57cf0fe95fcd7f1472139f45ac3ca2af,a9fe66596ccc71b8b792d65e8f8164be868dd203397aeaab3146fb614757ab1a,ctls,elo.decolar.com,,443,https://eloviagens.elo.com.br:443,https,,text/html,GET,54.207.132.26,/,1720438369,54.94.226.24,Google Tag Manager,2322,False,,True,TRAVEL RESERVATIONS SRL,,True,https://elo.decolar.com,
gtm.elo.com.br,,404,,gtm.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=elo.com.br,elo.com.br,gtm.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,007fe8f54f6f66367704d1692a70673b,fbbb1ff25ea14e0ebfb3febdcf17660ab1cf5ff087b9d8213885883c10129ef4,ctls,gtm.elo.com.br,,443,https://gtm.elo.com.br:443,https,awselb/2.0,text/plain,GET,54.207.1.159,/,-1840324437,54.94.217.81,,1,False,,,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:57:42Z,2023-08-11T12:57:41Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7413746c808fa873a6032a283da87fcb,9cad9ade4fa8573dbf2182c566b17175d505d1fed535f7d0c044893d195081b5,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,172.217.18.99,/,302920777,2a00:1450:4001:80b::2003,HTTP/3,12,False,,True,,,,,
iframe-hml.elo.com.br,,200,3881,iframe-hml.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-24T23:59:59Z,CN=iframe-hml.elo.com.br,iframe-hml.elo.com.br,iframe-hml.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4b3d1559523635ae5e5c60ce9d7295bf,d083dbbc5ccf27650777f13b3551467df00dfddde5fc572543181eea5b73e5ef,ctls,iframe-hml.elo.com.br,,443,https://iframe-hml.elo.com.br:443,https,istio-envoy,text/html,GET,3.130.57.99,/,-2070047203,3.15.51.143,webpack,1,False,,,,,,,
iframe-prd.elo.com.br,,200,3881,iframe-prd.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-24T23:59:59Z,CN=iframe-prd.elo.com.br,iframe-prd.elo.com.br,iframe-prd.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8a2890be3877121ec7b15098290eede7,1da03ef4136d607cbc7c8b520411ad1bf23b521846ee5cd07cbac9c99ae5bf8c,ctls,iframe-prd.elo.com.br,,443,https://iframe-prd.elo.com.br:443,https,istio-envoy,text/html,GET,54.207.35.241,/,-2070047203,177.71.193.53,webpack,1,False,,,,,,,
iframe-qa.elo.com.br,,200,3881,iframe-qa.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-25T00:00:00Z,2023-12-24T23:59:59Z,CN=iframe-dev.elo.com.br,iframe-dev.elo.com.br,iframe-qa.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fa060c43dd2a67fcc580c242b350d5a4,87d0dc69960301fdda6217767e64c35a14b90fa86bcaad76d2f0e19d454aa284,ctls,iframe-qa.elo.com.br,,443,https://iframe-qa.elo.com.br:443,https,nginx/1.23.3,text/html,GET,3.142.65.194,/,-2070047203,3.131.170.10,webpack,1,False,,,,,,,
image.mail.elo.com.br,Access Denied,403,278,image.mail.elo.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,"CN=akamai-san147.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",akamai-san147.exacttarget.com,image.baligam.co.il,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,fab13330dae5ef5fd2a2cd7d5e06fdcf,69dd27631746e805ebecd818b540424286e6e156b9c381dacc6911afde58898b,ctls,image.mail.elo.com.br,,443,https://image.mail.elo.com.br:443,https,AkamaiGHost,text/html,GET,23.53.43.105,/,-1833741303,2a02:26f0:3100::1725:e261,,10,False,,,"SALESFORCE.COM, INC.",,,,
media.elo.com.br,Erro | ELO,403,20964,media.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-16T23:59:59Z,CN=media.elo.com.br,media.elo.com.br,media.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5c722c7a4e4bc4790281913fc8f3551f,ef25dfe6e68312cf77cdf08bb434fb60e6c6fc72cf59dfd8930519cb7b1b27a1,ctls,media.elo.com.br,cloudfront,443,https://media.elo.com.br:443,https,AmazonS3,text/html,GET,13.32.121.126,/,339786012,13.32.121.78,Google Tag Manager,64,False,True,,,,,,
mediab2b-dev.elo.com.br,,403,243,mediab2b-dev.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-08T23:59:59Z,CN=mediab2b-dev.elo.com.br,mediab2b-dev.elo.com.br,mediab2b-dev.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,322dd90505a86fd9b2f4450506ae7403,d8eefc4e299917dafcf7e8dfeca91ebe6c230e0b0766fb9a515c5f0107e5f0f1,ctls,mediab2b-dev.elo.com.br,cloudfront,443,https://mediab2b-dev.elo.com.br:443,https,AmazonS3,application/xml,GET,18.66.122.25,/,60520309,18.66.122.114,Amazon Web Services,2,False,True,,,,,,
mediab2b-hml.elo.com.br,,403,243,mediab2b-hml.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-11T23:59:59Z,CN=mediab2b-hml.elo.com.br,mediab2b-hml.elo.com.br,mediab2b-hml.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e5a215e53a7528bc1c1d4f005dbcc93c,3d3963516cf637c7d57cbbbb5876a224b11d45fc653c06d485a1a389150261e3,ctls,mediab2b-hml.elo.com.br,cloudfront,443,https://mediab2b-hml.elo.com.br:443,https,AmazonS3,application/xml,GET,143.204.215.59,/,-438226007,143.204.215.128,Amazon Web Services,2,False,True,,,,,,
meuportal.elo.com.br,Portal Parceiros | Elo,200,140039,meuportal.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,meuportal.elo.com.br,cloudflare,443,https://meuportal.elo.com.br:443,https,cloudflare,text/html,GET,104.18.2.31,/,-5512039,2606:4700::6812:31f,webpack,1475,False,True,True,,,,,https://fonts.gstatic.com
monitoria.elo.com.br,NAVA | Alma Platform,200,2511,monitoria.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,monitoria.elo.com.br,cloudflare,443,https://monitoria.elo.com.br:443,https,cloudflare,text/html,GET,104.18.3.31,/,291987538,2606:4700::6812:21f,HSTS,14,False,True,True,,,,,
monitoriaonline.elo.com.br,NAVA | Alma Platform,200,2511,monitoria.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T08:33:55Z,2023-08-15T09:32:48Z,CN=elo.com.br,elo.com.br,*.elo.com.br,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3c4d444a51426463577d20663f71025b,9747b8caf2769dd4e0a96e8e2dd6dcf5cd79b13834d99b2edc722cf78850fbd3,ctls,monitoria.elo.com.br,cloudflare,443,https://monitoriaonline.elo.com.br:443,https,cloudflare,text/html,GET,104.18.2.31,/,291987538,2606:4700::6812:31f,HSTS,14,False,True,True,,,,https://monitoria.elo.com.br/,
oauth-marketplace-hml.elo.com.br,Signin,200,4020,oauth-marketplace-hml.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-11T23:59:59Z,CN=oauth-marketplace-hml.elo.com.br,oauth-marketplace-hml.elo.com.br,oauth-marketplace-hml.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,07ea865c07e5a42d3188ac422811d234,015415bb31998ae0b3df09ec7a806e370e6157c739c81d4693b7735ab492a38e,ctls,oauth-marketplace-hml.elo.com.br,cloudfront,443,https://oauth-marketplace-hml.elo.com.br:443,https,Server,text/html,GET,13.32.99.55,/,-728339755,2600:9000:2251:1e00:18:5be7:6100:93a1,HSTS,135,False,True,,,,,,
oauth-marketplace.elo.com.br,Signin,200,4020,oauth-marketplace.elo.com.br,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T00:00:00Z,2024-04-09T23:59:59Z,CN=oauth-marketplace.elo.com.br,oauth-marketplace.elo.com.br,oauth-marketplace.elo.com.br,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1cfc45f28de2578095c89d88eb31b4bd,e64629510d41225a18b6aad41486736336ee0c8a41721747f92e57eb6755c515,ctls,oauth-marketplace.elo.com.br,cloudfront,443,https://oauth-marketplace.elo.com.br:443,https,Server,text/html,GET,108.138.7.2,/,-728339755,2600:9000:2490:5200:6:2e4c:31c0:93a1,HSTS,135,False,True,,,,,,
origin.elo.com.br,,404,,origin.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=elo.com.br,elo.com.br,gtm.elo.com.br,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,007fe8f54f6f66367704d1692a70673b,fbbb1ff25ea14e0ebfb3febdcf17660ab1cf5ff087b9d8213885883c10129ef4,ctls,origin.elo.com.br,,443,https://origin.elo.com.br:443,https,awselb/2.0,text/plain,GET,54.94.217.81,/,-1840324437,18.229.81.181,,1,False,,,,,,,
pages.mail.elo.com.br,403 - Forbidden: Access is denied.,403,1233,pages.mail.elo.com.br,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-03-16T23:59:59Z,"CN=pages.s10.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s10.exacttarget.com,pages.s10.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,81a3df902101fb7cbedf72f13d4842a8,49881050537e01c4d49177b9f99bae6635eb216201de12f446d0d312c7764fc3,ctls,pages.mail.elo.com.br,,443,https://pages.mail.elo.com.br:443,https,,text/html,GET,13.111.18.25,/,-207424980,13.111.18.25,,30,False,,,"SALESFORCE.COM, INC.",,True,,
