input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_expired
17-121-112-3.chaturbate.com,Just a moment...,403,7090,17-121-112-3.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,17-121-112-3.chaturbate.com,cloudflare,443,https://17-121-112-3.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
17-121-123-21.chaturbate.com,Just a moment...,403,6099,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://17-121-123-21.chaturbate.com:80,http,cloudflare,text/html,GET,104.18.100.40,/,633091339,2606:4700::6812:6528,HTTP/3,87,False,True,,,
1890359g9.chaturbate.com,Just a moment...,403,6066,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://1890359g9.chaturbate.com:80,http,cloudflare,text/html,GET,104.18.100.40,/,633091339,2606:4700::6812:6528,HTTP/3,87,False,True,,,
1f5f493.chaturbate.com,Just a moment...,403,7087,1f5f493.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,1f5f493.chaturbate.com,cloudflare,443,https://1f5f493.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.101.40,/,1464691600,2606:4700::6812:6428,HTTP/3,87,False,True,,,
1sexylive.chaturbate.com,Just a moment...,403,6817,1sexylive.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,1sexylive.chaturbate.com,cloudflare,443,https://1sexylive.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
2010.chaturbate.com,Just a moment...,403,6963,2010.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,2010.chaturbate.com,cloudflare,443,https://2010.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
2012test-vm.chaturbate.com,Just a moment...,403,6848,2012test-vm.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,2012test-vm.chaturbate.com,cloudflare,443,https://2012test-vm.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
2018preferences-apiprivateprod.chaturbate.com,Just a moment...,403,6930,2018preferences-apiprivateprod.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,2018preferences-apiprivateprod.chaturbate.com,cloudflare,443,https://2018preferences-apiprivateprod.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
2021-alphaauth.chaturbate.com,Just a moment...,403,7086,2021-alphaauth.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,2021-alphaauth.chaturbate.com,cloudflare,443,https://2021-alphaauth.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
20f0a1f16.chaturbate.com,Just a moment...,403,7096,20f0a1f16.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,20f0a1f16.chaturbate.com,cloudflare,443,https://20f0a1f16.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
40.chaturbate.com,Just a moment...,403,6112,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://40.chaturbate.com:80,http,cloudflare,text/html,GET,104.18.100.40,/,633091339,2606:4700::6812:6528,HTTP/3,87,False,True,,,
50.chaturbate.com,Just a moment...,403,7043,50.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,50.chaturbate.com,cloudflare,443,https://50.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6428,HTTP/3,87,False,True,,,
60.chaturbate.com,Just a moment...,403,6962,60.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,60.chaturbate.com,cloudflare,443,https://60.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
69sex.chaturbate.com,Just a moment...,403,7059,69sex.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,69sex.chaturbate.com,cloudflare,443,https://69sex.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
9183ead601472.chaturbate.com,Just a moment...,403,7018,9183ead601472.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,9183ead601472.chaturbate.com,cloudflare,443,https://9183ead601472.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.101.40,/,1464691600,2606:4700::6812:6428,HTTP/3,87,False,True,,,
91983c8609.chaturbate.com,Just a moment...,403,7059,91983c8609.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,91983c8609.chaturbate.com,cloudflare,443,https://91983c8609.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
a1acarg03-oam.chaturbate.com,Just a moment...,403,6887,a1acarg03-oam.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,a1acarg03-oam.chaturbate.com,cloudflare,443,https://a1acarg03-oam.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
a4eb36318.chaturbate.com,Just a moment...,403,7059,a4eb36318.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,a4eb36318.chaturbate.com,cloudflare,443,https://a4eb36318.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.101.40,/,1464691600,2606:4700::6812:6428,HTTP/3,87,False,True,,,
abrtp2-cdn.chaturbate.com,Just a moment...,403,6936,abrtp2-cdn.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,abrtp2-cdn.chaturbate.com,cloudflare,443,https://abrtp2-cdn.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
ac30.chaturbate.com,Just a moment...,403,7004,ac30.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,ac30.chaturbate.com,cloudflare,443,https://ac30.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
adtype.chaturbate.com,Just a moment...,403,7027,adtype.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,adtype.chaturbate.com,cloudflare,443,https://adtype.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.101.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
adultshowlive.chaturbate.com,Just a moment...,403,7124,adultshowlive.chaturbate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-10-03T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.highwebmedia.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.highwebmedia.com,"Multi Media, LLC",highwebmedia.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,816d111acfbb4b20d4bb6c81b20de81e,f68d1249b5869d17a6c3d88b3a758c45d008a6d5a3eafa49f9cf6bcdc5ff3b72,True,ctls,adultshowlive.chaturbate.com,cloudflare,443,https://adultshowlive.chaturbate.com:443,https,cloudflare,text/html,GET,104.18.100.40,/,1464691600,2606:4700::6812:6528,HTTP/3,87,False,True,,,
alb.live.mmcdn.com,,200,92,alb.live.mmcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-04T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.live.mmcdn.com, O=Multi Media\, LLC, L=Lake Forest, ST=California, C=US",*.live.mmcdn.com,"Multi Media, LLC",stream.highwebmedia.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a3c2b57c8280dbf804aad698d44a93c9,2ebc68e1cc9b8da7875cbb0df9be9bfcdc91d732b7b067331ca8a94d6a8c9319,True,ctls,alb.live.mmcdn.com,,443,https://alb.live.mmcdn.com:443,https,WowzaStreamingEngine/4.8.2b,text/html,GET,185.23.214.13,/,-738705486,185.23.214.7,,1,False,,,,
