input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn,tls_issuer_org_,tech_,tls_wildcard_certificate,webserver,tls_subject_org_,csp_domains_,final_url,tls_expired
artifactory01.engelvoelkers.com,,404,19,artifactory01.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-07-06T07:23:02Z,2024-07-05T07:23:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,83f913af069b69cd755ab12a65c8d832.e468e80f6f84d39a7fa2385aaff75599.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,2e14d1bbf6a47d793a9637fa371b522f,68553bf39d32faee143847e51cab6ef969c008f7af6554434a1e1915f6ca31e5,ctls,artifactory01.engelvoelkers.com,google,443,https://artifactory01.engelvoelkers.com:443,https,text/plain,GET,34.95.111.165,/,-138391155,34.95.111.165,2,False,True,,,,,,,,
augsburg.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,191275,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://augsburg.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-345512542,35.190.46.123,4548,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
belgium.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,190699,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://belgium.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-740843223,35.190.46.123,4542,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
berlin.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,190933,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://berlin.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-345512542,35.190.46.123,4542,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
brandportal.engelvoelkers.com,Engel und Voelkers,200,25549,brandportal.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-01-25T00:00:00Z,2024-02-23T23:59:59Z,CN=brandportal.engelvoelkers.com,brandportal.engelvoelkers.com,brandportal.engelvoelkers.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,55fe511aee2450feda041b250fbacdcb,733351e3745dbe0aadfeec2b9372d412b910683da551b8b4060b9987725f92e6,ctls,brandportal.engelvoelkers.com,cloudfront,443,https://brandportal.engelvoelkers.com:443,https,text/html,GET,13.225.78.80,/,-1847293031,13.225.78.112,835,False,True,Amazon,HTTP/3,,CloudFront,,,https://brandportal.engelvoelkers.com/mars/oauth2016.auth?scope=https://brandportal.engelvoelkers.com/o2/api_user.details+https://brandportal.engelvoelkers.com/o2/api_user.privs&state=profile&redirect_uri=https://brandportal.engelvoelkers.com/brandcenter/auth/?backlink%3Dpisvg%26lang_id%3D2&response_type=code&client_id=engelundvoelkers&access_type=offline&approval_prompt=auto&p_ptl_id=44855&p_oty_id=308370&p_lae_id=2,
bremen.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,190933,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://bremen.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-345512542,35.190.46.123,4542,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
cdn-images.engelvoelkers.com,,403,111,cdn-images.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,cdn-images.engelvoelkers.com,google,443,https://cdn-images.engelvoelkers.com:443,https,application/xml,GET,35.186.255.236,/,1343071695,35.186.255.236,1,False,True,DigiCert Inc,HTTP/3,True,UploadServer,,,,
ch.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,190933,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://ch.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-345512542,35.190.46.123,4542,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
chile.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,191275,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://chile.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-345512542,35.190.46.123,4548,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
competenciesbackend.engelvoelkers.com,,500,,competenciesbackend.engelvoelkers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,,2023-04-20T00:00:00Z,2024-04-19T23:59:59Z,CN=competenciesbackend.engelvoelkers.com,competenciesbackend.engelvoelkers.com,competenciesbackend.engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,436db47658600e649b73e80e2447a373,cbd23a95f6d97ba348ec54979dce3ff6aca83a221e6e99913a31b884d4ca3811,ctls,competenciesbackend.engelvoelkers.com,,443,https://competenciesbackend.engelvoelkers.com:443,https,text/html,GET,188.94.249.29,/,-1309951014,188.94.249.29,1,False,,DigiCert Inc,Apache,,Apache,,,,
consent.engelvoelkers.com,,401,,consent.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-12T13:55:56Z,2023-09-10T13:55:55Z,CN=consent.engelvoelkers.com,consent.engelvoelkers.com,consent.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,cb6aadf7f796e3c9492136775294bfa3,ac6a3bc2cd36ffe20594ec29bf8fdf78cf6458822137756b1f11d8c95ffd1c6a,ctls,consent.engelvoelkers.com,google,443,https://consent.engelvoelkers.com:443,https,,GET,35.186.199.237,/,-1840324437,35.186.199.237,1,False,True,Let's Encrypt,HSTS,,,,,,
content-tools-solr.engelvoelkers.com,,404,19,content-tools-solr.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-07-08T03:14:47Z,2024-07-07T03:14:47Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,21ff3f70f6882fb5c9f830ac6d859f40.090a995c754b0991aa5eed3944282d39.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,64555bebf0ae6f88670e817046f53906,eafe742bdf03e8328170d8340840a07ae757bdb229a911dd90739f3b603299c5,ctls,content-tools-solr.engelvoelkers.com,google,443,https://content-tools-solr.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,,,,,,,,
content-tools.engelvoelkers.com,,404,19,content-tools.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-07-08T03:14:47Z,2024-07-07T03:14:47Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,21ff3f70f6882fb5c9f830ac6d859f40.090a995c754b0991aa5eed3944282d39.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,64555bebf0ae6f88670e817046f53906,eafe742bdf03e8328170d8340840a07ae757bdb229a911dd90739f3b603299c5,ctls,content-tools.engelvoelkers.com,google,443,https://content-tools.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,,,,,,,,
dataengineering.engelvoelkers.com,Sign in - Google Accounts,200,611724,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,ctls,accounts.google.com,google,443,https://dataengineering.engelvoelkers.com:443,https,text/html,GET,34.95.76.37,/,-820597550,34.95.76.37,76,False,True,Google Trust Services LLC,HTTP/3,True,ESF,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-66100241%3A1688786887338413&client_id=963446919661-asao4crmdfk3vhikqn4p5qrldr7labig.apps.googleusercontent.com&code_challenge=ptMvjPi6oXdDGfMi6yUN1QJaYKVR4crhmNHQJjeQk4Y&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F963446919661-asao4crmdfk3vhikqn4p5qrldr7labig.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEzwy6_3dr_oiUjrIcEcOJZTYpfhT7eBPNDzq72CYb04dxCIAQ2qXeP1DSpV-cCF9y3GTBOzXoXtOx0N5X2o96O6iNiIhZ8QAEHNL3lb0uNRyg1qlw3H9qCxm2IuCf4XsEhEkKDtd9giccCHDvUDn2211Ht3Inyf0hDak-tiR38e_rYX7vlnM5-bIZo1aD1YogXQT_ZqGJOvl-0hAIgR9B-4Up_Hdqt4nAL__QTtGhbEnTF0Fg-Cg_BX5cSnmqrSzc2NMtisczIJFucanoiwFtnNNtUQwYFmBsdGUbfxYpuQ3wZlIX9sP6c-wjcycHRUDm9DPY9n-sSGgsK30wl-B8c0SEI9eJK82YMJvC-6P1jL0j4H-IFHDqrAvwi1GTRYAv5DQr2qxhg7pi_KK7HqMH92-nyH2E4offS5fcRSGYP7hHDHRtqRbDc7Tgmrp6SejK1384ib-unp4krHfWnFS5n-RACHLVp2uc87fBZj7bVzenLUgGmoeDEhO8x-tLLvOK-dcSSRilYv2Sj-zJeQ-ikEd3PwBOyGZKtX8nw1hDKYkkiXQxOidYTzwNS4hri4J4FZ8NVAf6E-CXSKiV0vwf9zOqHVbc05pKSCNgksmxGtNJDOqbi24NKE-Ujqu8QuICHBzpvEeXKBdTAVpM7ascaZhbQj_QgvbxB6g_ohKJOj9j8qnIoktCGB0XarU1pCqiY0dwi_GEIsVGoTVDFmWW78dWToGJJ1ekLGt6UcL57ULGnSmZzqjVWS8-6c7LFmboyRSbW2bO1m4s40Vj6Mcwz35ZQREuBYUlQyLP4Caj1OEBh6fQKu5jS0cpMY2PlRnyR26PKQka6yCFDZvPvSwDDe-i6Uu7SADqUaWnm4fzlAT2Yt2VOzPmkB3niGOn8SSMFAGIFT9CnxNAR0xdrcXS2Hw0ITxryH0ZLyJQHbPgftBV4HefJ5C2SzRG1cIDBug2y_mRTSn3WfCtEvtqTSFKfqBFLckF3PQH_46JgUA2lxzbYwnRe1r8UapU5YufhEBemR5cxoainLCaeb9ubQKG-ozWPa7K201H0-Z80uRU1mjiNT9vlU_L5qV2AiXzjuk&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAP6imwMsYgW9LBQmuqKVnV_wKdyiS9BUE4JTw-hIz7VS0qdi39_819VXvnZyb_4I1s3p8qNMHb-N0fw7iQ20Zlol2kOXBqmeDY2N4JzwvbfLohc3OIICbmjrGkS3sHpA7k1nVNUbM5UMhbqUvj_MEAljQ__c14FoaxHpabhJxA-Sp6dQuBBuYjj3GkHRZ96BcXpNsQW2PM-iEuRNbwS2GNC3EH-3FxAuFSntwE8hxsbNtRM-giCraPVvfCxX3KD8FaBgO1jJKO2rPc5auzsYaeBJpn7gTrE8DbdFIAvnqX_V4Vgvkpr0XnGdrqx202DRaHcY8edkXcso5Y6aKQscZcFtrAg6JtJsJkF797lAZXSTtaES40DYKb7hImn8AMnGPyh2m_RJnCgEiuyqjYp_ecvO1RN5Fums2j32ZQV57BXOmPS4hSIJSrgYI_M_0cxrmcBmFQzk8JChJMI98mhGhT1X9LI0Q%26as%3DS-66100241%253A1688786887338413%26client_id%3D963446919661-asao4crmdfk3vhikqn4p5qrldr7labig.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcdX96jafdXlyDd8rlG8QTja9gmc_CKOGa0dUM0X7o-Ko02HhSdx7N4mTRk80MHgHx4SvN6NUzwxFLGwFaSr0ggugCd7MQ,
delivery-dev.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,191275,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://delivery-dev.engelvoelkers.com:443,https,text/html,GET,130.211.18.191,/,-345512542,130.211.18.191,4548,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
delivery.engelvoelkers.com,,404,19,delivery.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-07-08T03:14:47Z,2024-07-07T03:14:47Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3fc7c5e57243834047d59884923b87df.7144bd0a7f83d36903cae316340d37dd.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,a74f54f7c4107ec4f45c66b77f0d8cfc,52ba59dc6f22783d4140bbdfd76c4afe032e590323fd9b460850cd4b09c42cb5,ctls,delivery.engelvoelkers.com,google,443,https://delivery.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-138391155,35.186.199.237,2,False,True,,,,,,,,
dresden.engelvoelkers.com,Engel & Völkers | Ihr Immobilienmakler an über 1.000 Standorten,200,190933,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://dresden.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,-740843223,35.190.46.123,4542,False,True,DigiCert Inc,jQuery,True,cloudflare,,,https://www.engelvoelkers.com/de/?default,
dubai.engelvoelkers.com,Immobilien in Dubai – Ihr Immobilienmakler Engel & Völkers,200,87734,www.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2022-11-11T00:00:00Z,2023-12-12T23:59:59Z,CN=*.engelvoelkers.com,*.engelvoelkers.com,engelvoelkers.com,"CN=RapidSSL TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS RSA CA G1,c091bf481631609a52078b36a524d609,3348c70d3722d40bf2cf3e35bfec06ba54574b82e885c4a017a07053612339d1,ctls,www.engelvoelkers.com,google,443,https://dubai.engelvoelkers.com:443,https,text/html,GET,35.190.46.123,/,,35.190.46.123,1682,False,True,DigiCert Inc,Google Tag Manager,True,cloudflare,,,https://www.engelvoelkers.com/de-ae/dubai/,
edeals.engelvoelkers.com,,404,9,edeals.engelvoelkers.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,2023-06-02T09:56:57Z,2023-08-31T09:56:56Z,CN=edeals.engelvoelkers.com,edeals.engelvoelkers.com,edeals.engelvoelkers.com,"CN=R3, O=Let's Encrypt, C=US",R3,34cb04fbf37c7e1389e7ea883fd4b548,171d76881621c599335525c4ec3bfc7f153d25c09d6a841a11ec1cb0dddf8b40,ctls,edeals.engelvoelkers.com,google,443,https://edeals.engelvoelkers.com:443,https,text/plain,GET,35.186.199.237,/,-738705486,35.186.199.237,1,False,True,Let's Encrypt,HSTS,,,,,,
