input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,tls_mismatched,tls_subject_org_,cdn_name,cdn,tls_self_signed,final_url,csp_domains_,tls_expired
metermaid-int.app.sbb.ch,MeterMaid,200,4546,metermaid-int.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-14T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5e44b89aa5dd3f1199c3d0ba43b1df52,5085a6f4206c40ea19b433360f836aec3fcde70d698c81ae2280adbcf14ce846,True,ctls,metermaid-int.app.sbb.ch,443,https://metermaid-int.app.sbb.ch:443,https,text/html,GET,3.123.94.26,/,-1298480087,3.75.75.100,87,False,nginx/1.20.1,Nginx:1.20.1,,,,,,,,
metermaid.sbb.ch,MeterMaid,200,4533,metermaid.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2024-05-18T23:59:59Z,CN=metermaid.sbb.ch,metermaid.sbb.ch,metermaid.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4b2cb83b4c0d3c704366c730b88c4caf,e03a9c0b087636993b0502824e632eaf25c67192e8a4102f8f5765a865531f67,,ctls,metermaid.sbb.ch,443,https://metermaid.sbb.ch:443,https,text/html,GET,3.123.94.26,/,-1298480087,3.75.75.100,87,False,nginx/1.20.1,Nginx:1.20.1,,,,,,,,
mgate-int.ws.sbb.ch,,404,286,mgate-int.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T13:12:00Z,2024-01-05T13:12:00Z,"CN=mgate.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mgate.ws.sbb.ch,mgate-int.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,719cabfc39cc69977ce15a084a3b9783,578d9de52471f53755e125117eac4bfb9ec21c74092d17ac925ff8950063971d,,ctls,mgate-int.ws.sbb.ch,443,https://mgate-int.ws.sbb.ch:443,https,text/xml,GET,193.203.120.101,/,-1687830404,193.203.120.101,2,False,,IBM DataPower,,Schweizerische Bundesbahnen SBB,,,,,,
mgate.ws.sbb.ch,,404,286,mgate.ws.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T13:12:00Z,2024-01-05T13:12:00Z,"CN=mgate.ws.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mgate.ws.sbb.ch,mgate-int.ws.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,719cabfc39cc69977ce15a084a3b9783,578d9de52471f53755e125117eac4bfb9ec21c74092d17ac925ff8950063971d,,ctls,mgate.ws.sbb.ch,443,https://mgate.ws.sbb.ch:443,https,text/xml,GET,193.203.120.168,/,-1687830404,193.203.120.168,2,False,,IBM DataPower,,Schweizerische Bundesbahnen SBB,,,,,,
mh-customerportal-client.app.sbb.ch,,503,2503,mh-customerportal-client.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mh-customerportal-client.app.sbb.ch,443,https://mh-customerportal-client.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
mi.sbb.ch,,403,129,mi.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-11T10:56:41Z,2024-01-11T10:56:41Z,"CN=mi.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mi.sbb.ch,mdsi.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b56d90b3c5f4ab7a97ba1eb1cab20f5,9f7f85fa0d9705812ef09ac7426715bccaafb2eba327f9dfdf3b75c9e7711169,,ctls,mi.sbb.ch,443,https://mi.sbb.ch:443,https,text/html,GET,194.6.166.164,/,1983356674,194.6.166.164,7,False,server,,,Schweizerische Bundesbahnen SBB,,,,https://mi.sbb.ch/mifs/user/index.html,,
micdabwx.event.sbb.ch,Willkommensevent für neue Mitarbeitende - 22.05.2023,200,78028,micdabwx.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T06:35:01Z,2023-07-03T06:35:00Z,CN=micdabwx.event.sbb.ch,micdabwx.event.sbb.ch,micdabwx.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a6d7f284ea8d15f3daa9f094d1129735,0feddf09dd1b5e17d67c19c27a894e9a048f4611c5c567425372300a91b2ee11,,ctls,micdabwx.event.sbb.ch,443,https://micdabwx.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,165,False,,,,,google,True,,,,
migame.app.sbb.ch,,503,2503,migame.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,migame.app.sbb.ch,443,https://migame.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
mii.sbb.ch,Sign in to your account,200,201357,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://mii.sbb.ch:443,https,text/html,GET,194.6.166.165,/,1983356674,194.6.166.165,174,False,,HSTS,,Microsoft Corporation,,,,https://login.microsoftonline.com/93ead5cf-4825-45f3-9bc3-813cf64441af/saml2?SAMLRequest=hZJNS8QwEIbv%2FoqSe7%2FSVNuwrayKKCgutnrwImk6cQNtsmbSxZ9v3Q%2FUix4HZp53mGcW5x%2FjEGzBobamImmUkACMtL02bxV5aq%2FDgpzXJwsU40A3fDn5tXmE9wnQB0tEcH6eu7QGpxFcA26rJTw93lVk7f0GeRyPWkfYdZFc84KxbK4Vxl%2B0uGkeSHA1g7QRfpd%2BnBnsmzbRqKWzaJW3ZtAGImnHuMxA9LlUIStoHrJcZWHZySws0kyqU8ZYKtSOTklwbZ2E3cIVUWJAIMHtVUVezyRTrOyKU9GrhHWFKKHoRDEDspL2eTa34Uog6i18DyJOcGvQC%2BMrQhOahUke0rxNS56nPGFRSdkLCVbOeivtcKHN%2FoKTM9wK1MiNGAG5l7xZ3t9xGiW82zchv2nbVbh6aFoSPB9N0C8TsxuDfH%2F7v1mbQzCp96r4bmP3k%2FA3QBxlkvp%2FdSN40QsvFvHPsPpQ%2Fn6T%2BhM%3D&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=X8bc%2B0pZzCG%2FDPZuakEonrOM5l2ygVJD0EQojfzmbcihabx%2BlWYs3%2BYQKMW6XiIP7UE1G5cuCB5biSZ9CcQBwYfOtoJrbtwXidnOL2ASLQgjx2p1yqOt5nlnP4eHkTLRrwDLW8a34Tzxj8wYIC4Tf59c1NvflKpOupADoSxyseYbXRQ%2BqdeaEEEMElD8IIQ9NF%2FeGlIx31PNfykJ%2B4hwz6s9m4RR6epqh6kC9R5heOg8FE4qEtMxr1bELncdTP1Kc2fPU%2BI9pXczAPm%2FSNHXb7PBdm8k8b9zkFO%2Fg67WMU8irKU7XvZ7ecB4yc7vdVX74KMMURPl15yikNkELdvRIw%3D%3D,,
miku-test.sbb.ch,SBB Login - miku-test.sbb.ch,200,3622,miku-test.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T06:00:35Z,2024-05-17T06:00:35Z,"CN=miku2.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",miku2.sbb.ch,miku-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2ed768f31b953d8cdb7fe0f1a1d27fe9,9ebc0a22b88ee8a2da6abb62e8b3d0d2df7c1f537c98eda1a11c6e2dc9f86b88,,ctls,miku-test.sbb.ch,443,https://miku-test.sbb.ch:443,https,text/html,GET,193.203.120.20,/,652036755,193.203.120.20,198,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://miku-test.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fmiku%2Dtest%2Esbb%2Ech%2F,,
miku2.sbb.ch,SBB Login - miku2.sbb.ch,200,3813,miku2.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T06:00:35Z,2024-05-17T06:00:35Z,"CN=miku2.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",miku2.sbb.ch,miku-test.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2ed768f31b953d8cdb7fe0f1a1d27fe9,9ebc0a22b88ee8a2da6abb62e8b3d0d2df7c1f537c98eda1a11c6e2dc9f86b88,,ctls,miku2.sbb.ch,443,https://miku2.sbb.ch:443,https,text/html,GET,193.203.120.144,/,1132664537,193.203.120.144,199,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,https://miku2.sbb.ch/authiam/login?roleattr=adl&Location=https%3A%2F%2Fmiku2%2Esbb%2Ech%2F,,
mitarbeiteranlasspla.event.sbb.ch,Mitarbeiteranlass PLA,200,90934,mitarbeiteranlasspla.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T12:00:07Z,2023-08-03T12:00:06Z,CN=mitarbeiteranlasspla.event.sbb.ch,mitarbeiteranlasspla.event.sbb.ch,mitarbeiteranlasspla.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,efbdd31b9488256753e3ae22b1855c0e,314fb78759ac96fbd9dcac0932a4965f4633344c6020af961e306a6a607d37c3,,ctls,mitarbeiteranlasspla.event.sbb.ch,443,https://mitarbeiteranlasspla.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,243,False,,,,,google,True,,,,
mobileprod.sbb.ch,401 Unauthorized,401,381,mobileprod.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-27T12:44:32Z,2023-06-27T12:44:32Z,"CN=mobileprod.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mobileprod.sbb.ch,mobileint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,99954d1a73e044d027acc2287f1ae9f3,645c1fc91f7ce464720e8b8c15442820c8aa42e2f35dcea3e24eedfec56319f2,,ctls,mobileprod.sbb.ch,443,https://mobileprod.sbb.ch:443,https,text/html,GET,194.150.245.51,/,-392200610,194.150.245.51,13,False,Apache,HSTS,,Schweizerische Bundesbahnen SBB,,,,,,
mobileproxy.app.sbb.ch,,503,2503,mobileproxy.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mobileproxy.app.sbb.ch,443,https://mobileproxy.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
mobiletest2.sbb.ch,401 Unauthorized,401,381,mobiletest2.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-27T12:44:32Z,2023-06-27T12:44:32Z,"CN=mobileprod.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",mobileprod.sbb.ch,mobileint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,99954d1a73e044d027acc2287f1ae9f3,645c1fc91f7ce464720e8b8c15442820c8aa42e2f35dcea3e24eedfec56319f2,,ctls,mobiletest2.sbb.ch,443,https://mobiletest2.sbb.ch:443,https,text/html,GET,193.203.121.23,/,-392200610,193.203.121.23,13,False,Apache,HSTS,True,Schweizerische Bundesbahnen SBB,,,,,,
mobserv-partner.app.sbb.ch,,503,2503,mobserv-partner.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mobserv-partner.app.sbb.ch,443,https://mobserv-partner.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
monitor.tools.sbb.ch,Sign in to your account,200,205659,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,,ctls,login.microsoftonline.com,443,https://monitor.tools.sbb.ch:443,https,text/html,GET,52.28.251.30,/,-2009346694,2a00:4bc0:2103:1:eb55:f943:7799:4cdd,174,False,,HSTS,,Microsoft Corporation,,,,https://login.microsoftonline.com/2cda5d11-f0ac-46b3-967d-af1b2e1bd01a/oauth2/authorize?client_id=dfd23d1f-7170-4b02-b48a-cde6e16ee38a&redirect_uri=https%3A%2F%2Fmonitor.tools.sbb.ch%2Foauth2%2Fidpresponse&response_type=code&scope=openid&state=mnxu%2BJiNPf542F4l7Hg3YckSVhAzl38mZBfzwV3C28255GnNY72b5ophTBORpfFejk%2B8IbpIgQvzMo4SQrVA0kSEb70RHYsZZ%2BJnLD8hwspcLt8av1isQKSyJyr3%2FPoRSZfpVi7IXE3lGWMJUv%2FLq7Z%2BsKdUC8tz%2FqkHMV7NF5uPQ%2BL40t4bga590esDxJNzLvJ5IZG7aetjbt0XjlhXjX2%2B6mV2XHP%2BjqIkQuPGofpZobHIYQ%3D%3D,,
msavertack9.app.sbb.ch,,503,2503,msavertack9.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,msavertack9.app.sbb.ch,443,https://msavertack9.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
mspgw.app.sbb.ch,,503,2503,mspgw.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mspgw.app.sbb.ch,443,https://mspgw.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
mss-fra02-ngw-11-eth4.app.sbb.ch,,503,2503,mss-fra02-ngw-11-eth4.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mss-fra02-ngw-11-eth4.app.sbb.ch,443,https://mss-fra02-ngw-11-eth4.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
mszw-alt.event.sbb.ch,MSZW Bisherige Informationsveranstaltungen,200,11141,mszw-alt.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T06:55:57Z,2023-06-14T06:55:56Z,CN=mszw-alt.event.sbb.ch,mszw-alt.event.sbb.ch,mszw-alt.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1f92c016a4fac0c9a0be44f360489644,ffd7a1cd5683bb490e1b1a2efa459d97a4da737ec44f2ce56bef06f7b2568eb8,,ctls,mszw-alt.event.sbb.ch,443,https://mszw-alt.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,128,False,,,,,google,True,,,,
mszw-dietlikon-2023.event.sbb.ch,Informationen für Anwohnende Dietlikon,200,106116,mszw-dietlikon-2023.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T16:06:55Z,2023-07-25T16:06:54Z,CN=mszw-dietlikon-2023.event.sbb.ch,mszw-dietlikon-2023.event.sbb.ch,mszw-dietlikon-2023.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,ae18e079fe12e4e9daafdef27633ac51,e52a57d1935223dbff39e54d459ecbc2650b476ccfbeb51bfa77168f9a6ae4e9,,ctls,mszw-dietlikon-2023.event.sbb.ch,443,https://mszw-dietlikon-2023.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,261,False,,,,,google,True,,,,
mwp9-pv32-ssl.app.sbb.ch,,503,2503,mwp9-pv32-ssl.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mwp9-pv32-ssl.app.sbb.ch,443,https://mwp9-pv32-ssl.app.sbb.ch:443,https,text/html,GET,18.184.80.90,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
mwxwopxv.event.sbb.ch,Planning S/4 SBB,200,44034,mwxwopxv.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T11:18:24Z,2023-06-26T11:18:23Z,CN=mwxwopxv.event.sbb.ch,mwxwopxv.event.sbb.ch,mwxwopxv.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,fd7d2b5bb8ed9647253361ed7e01e28a,7692dccfcb138698f797acf239bfcb55964247c17a37ad18e3fce845e261efe3,,ctls,mwxwopxv.event.sbb.ch,443,https://mwxwopxv.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,112,False,,,,,google,True,,,,
myemail.app.sbb.ch,,503,2503,myemail.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,myemail.app.sbb.ch,443,https://myemail.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,3.124.169.12,94,False,,,,,,,,,,
myevents.sbb.ch,Login | SBB Events - Home,403,12481,myevents.sbb.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-05T08:04:24Z,2023-09-05T08:04:24Z,"CN=myevents.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",myevents.sbb.ch,next-myevents.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,f81a479615289728a76ae35fbe5bf16f,9fefb240d86fd2a8121b755fefe4de8e7ee49685263c8d442218735d77fc74a7,,ctls,myevents.sbb.ch,443,https://myevents.sbb.ch:443,https,text/html,GET,195.15.246.17,/,-434671976,195.15.246.17,305,False,,HSTS,,Schweizerische Bundesbahnen SBB,,,,,https://api.qrserver.com/,
myline.app.sbb.ch,,503,2503,myline.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,myline.app.sbb.ch,443,https://myline.app.sbb.ch:443,https,text/html,GET,18.157.236.64,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
mymangaonline.app.sbb.ch,,503,2503,mymangaonline.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,mymangaonline.app.sbb.ch,443,https://mymangaonline.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.157.236.64,94,False,,,,,,,,,,
myprintint.sbb.ch,Ricoh myPrint,200,20503,myprintint.sbb.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-16T14:31:06Z,2023-11-16T14:31:06Z,"CN=myprintint.sbb.ch, O=Schweizerische Bundesbahnen SBB, L=Bern, ST=Bern, C=CH",myprintint.sbb.ch,www.myprintint.sbb.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,42b5ce555316b0b0b2849330cd35754c,c0124e650a525d75130e83277961c29c23dee4d87176cf93f9f788540a7238dd,,ctls,myprintint.sbb.ch,443,https://myprintint.sbb.ch:443,https,text/html,GET,193.246.93.39,/,1631801191,193.246.93.39,265,False,,Microsoft ASP.NET,,Schweizerische Bundesbahnen SBB,,,,https://myprintint.sbb.ch/RicohmyPrint/Login.aspx,*.ricoh.com,
myshuttle.app.sbb.ch,,503,2503,myshuttle.app.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,myshuttle.app.sbb.ch,443,https://myshuttle.app.sbb.ch:443,https,text/html,GET,3.124.169.12,/,1539244717,18.184.80.90,94,False,,,,,,,,,,
myshuttle.sbb.ch,,404,,myshuttle.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-18T23:59:59Z,CN=*.app.sbb.ch,*.app.sbb.ch,*.test.app.sbb.ch,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9b67678f759d4e84707bb30658fe59a0,e1e3a647bd8979e477bcd46b33614f15c0840e3d2c287a443256b4cadedcc137,True,ctls,myshuttle.sbb.ch,443,https://myshuttle.sbb.ch:443,https,text/plain,GET,3.124.169.12,/,-1840324437,18.184.80.90,1,False,awselb/2.0,,True,,,,,,,
nalhyddk.event.sbb.ch,Brugg 03.06.2023,200,118892,nalhyddk.event.sbb.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T09:37:54Z,2023-07-02T09:37:53Z,CN=nalhyddk.event.sbb.ch,nalhyddk.event.sbb.ch,nalhyddk.event.sbb.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d88d88ccd6121097bbe8632fb945d731,ed29f9067865452a09178a7cc9d867ad87666a0429d4b275b1b9bfc532a642e5,,ctls,nalhyddk.event.sbb.ch,443,https://nalhyddk.event.sbb.ch:443,https,text/html,GET,34.65.78.110,/,-1840324437,34.65.78.110,167,False,,,,,google,True,,,,
