input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_,tls_mismatched,tls_expired
a11109335511.cdn.optimizely.com,,403,255,a11109335511.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a11109335511.cdn.optimizely.com,,443,https://a11109335511.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-83540629,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a11347113422.cdn.optimizely.com,,403,243,a11347113422.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a11347113422.cdn.optimizely.com,,443,https://a11347113422.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-312978057,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a11506160254.cdn.optimizely.com,,403,243,a11506160254.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a11506160254.cdn.optimizely.com,,443,https://a11506160254.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,2142478630,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a11699700304.cdn.optimizely.com,,403,243,a11699700304.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a11699700304.cdn.optimizely.com,,443,https://a11699700304.cdn.optimizely.com:443,https,application/xml,GET,184.30.133.160,/,1035112993,184.30.133.160,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a11701662245.cdn-pci.optimizely.com,,403,243,a11701662245.cdn-pci.optimizely.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.cdn-pci.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn-pci.optimizely.com,cdn-pci.optimizely.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf66661606bfd52efe3b034685db9d7d,01cfe64bfbca3efa719e86dccee609697118b462b0deb7839fffb032e1139a29,ctls,a11701662245.cdn-pci.optimizely.com,,443,https://a11701662245.cdn-pci.optimizely.com:443,https,application/xml,GET,104.102.37.57,/,-1700499375,104.102.37.57,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a12856330147.cdn.optimizely.com,,403,243,a12856330147.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a12856330147.cdn.optimizely.com,,443,https://a12856330147.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-213027401,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a13265720009.cdn-pci.optimizely.com,,403,243,a13265720009.cdn-pci.optimizely.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-31T23:59:59Z,"CN=*.cdn-pci.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn-pci.optimizely.com,cdn-pci.optimizely.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf66661606bfd52efe3b034685db9d7d,01cfe64bfbca3efa719e86dccee609697118b462b0deb7839fffb032e1139a29,ctls,a13265720009.cdn-pci.optimizely.com,,443,https://a13265720009.cdn-pci.optimizely.com:443,https,application/xml,GET,23.210.117.107,/,779700857,23.210.117.107,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a14069890047.cdn.optimizely.com,,403,243,a14069890047.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a14069890047.cdn.optimizely.com,,443,https://a14069890047.cdn.optimizely.com:443,https,application/xml,GET,2.17.191.240,/,-1685871090,2.17.191.240,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a14738960062.cdn.optimizely.com,,403,243,a14738960062.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a14738960062.cdn.optimizely.com,,443,https://a14738960062.cdn.optimizely.com:443,https,application/xml,GET,23.215.21.78,/,1285687031,23.215.21.78,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a152450673.cdn.optimizely.com,,403,243,a152450673.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a152450673.cdn.optimizely.com,,443,https://a152450673.cdn.optimizely.com:443,https,application/xml,GET,23.215.21.78,/,418537197,23.215.21.78,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a15442201319.cdn.optimizely.com,,403,243,a15442201319.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a15442201319.cdn.optimizely.com,,443,https://a15442201319.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-511490032,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a15498140782.cdn.optimizely.com,,403,243,a15498140782.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a15498140782.cdn.optimizely.com,,443,https://a15498140782.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-1460706879,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a15508090763.cdn.optimizely.com,,403,243,a15508090763.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a15508090763.cdn.optimizely.com,,443,https://a15508090763.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,-1128608447,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a15781310249.cdn.optimizely.com,,403,243,a15781310249.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a15781310249.cdn.optimizely.com,,443,https://a15781310249.cdn.optimizely.com:443,https,application/xml,GET,2.17.191.240,/,-1133025683,2.17.191.240,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a16180790160.cdn.optimizely.com,,403,243,a16180790160.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a16180790160.cdn.optimizely.com,,443,https://a16180790160.cdn.optimizely.com:443,https,application/xml,GET,23.215.21.78,/,2065946709,23.215.21.78,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a1625899514.cdn.optimizely.com,,403,243,a1625899514.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a1625899514.cdn.optimizely.com,,443,https://a1625899514.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,1790538730,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a166688199.cdn.optimizely.com,,403,243,a166688199.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a166688199.cdn.optimizely.com,,443,https://a166688199.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,893006422,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a16973190158.cdn.optimizely.com,,403,243,a16973190158.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a16973190158.cdn.optimizely.com,,443,https://a16973190158.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,262475345,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a1706490390.cdn.optimizely.com,,403,243,a1706490390.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a1706490390.cdn.optimizely.com,,443,https://a1706490390.cdn.optimizely.com:443,https,application/xml,GET,23.215.21.78,/,-1346918764,23.215.21.78,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a17126690382.cdn.optimizely.com,,403,255,a17126690382.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a17126690382.cdn.optimizely.com,,443,https://a17126690382.cdn.optimizely.com:443,https,application/xml,GET,23.197.128.15,/,-1960082777,23.197.128.15,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
a1719570453.cdn.optimizely.com,,403,243,a1719570453.cdn.optimizely.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-26T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.cdn.optimizely.com, O=Optimizely\, Inc., L=San Francisco, ST=California, C=US",*.cdn.optimizely.com,cdn.optimizely.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,d90fe3d2c252eebac7badc70b0a48a49,bda46307665df93e3cfb8d1e31b2c4e03b50fd2ebdd1ccfc76ad298c8e491382,ctls,a1719570453.cdn.optimizely.com,,443,https://a1719570453.cdn.optimizely.com:443,https,application/xml,GET,184.30.214.197,/,1642194511,184.30.214.197,HSTS,2,False,,AmazonS3,"Optimizely, Inc.",True,,,,
