input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_expired
0797.sandbox.directly.com,Sign up | Directly,200,10530,connect.facebook.net,0797.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,0797.sandbox.directly.com,,443,https://0797.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://0797.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
07zhi21huangjiaduchang.sandbox.directly.com,Sign up | Directly,200,10530,www.googletagmanager.com,07zhi21huangjiaduchang.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,07zhi21huangjiaduchang.sandbox.directly.com,,443,https://07zhi21huangjiaduchang.sandbox.directly.com:443,https,Apache,text/html,GET,44.207.125.125,/,1899044793,https://07zhi21huangjiaduchang.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
07zhi23huangjiaduchang-okta.app.sandbox.directly.com,Sign up | Directly,200,10530,*.doubleclick.net,07zhi23huangjiaduchang-okta.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,07zhi23huangjiaduchang-okta.app.sandbox.directly.com,,443,https://07zhi23huangjiaduchang-okta.app.sandbox.directly.com:443,https,Apache,text/html,GET,44.207.125.125,/,1899044793,https://07zhi23huangjiaduchang-okta.app.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,True,,
0x62626262.directly.com,Sign up | Directly,200,10530,d.adroll.mgr.consensu.org,0x62626262.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,237579a1531bee680e69c494936b3ea4,9993e248a55c2e26dd71672aaa20133d407c40d3327619da4805a1339ef2b4f6,True,ctls,0x62626262.directly.com,,443,https://0x62626262.directly.com:443,https,Apache,text/html,GET,54.209.169.27,/,1899044793,https://0x62626262.directly.com/login/auth,107.22.113.143,Pure CSS,283,False,,,,
11-sysbilling.sandbox.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,11-sysbilling.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,11-sysbilling.sandbox.directly.com,,443,https://11-sysbilling.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://11-sysbilling.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
13qiutanbifen.okta.app.sandbox.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,13qiutanbifen.okta.app.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,13qiutanbifen.okta.app.sandbox.directly.com,,443,https://13qiutanbifen.okta.app.sandbox.directly.com:443,https,Apache,text/html,GET,3.93.28.93,/,1899044793,https://13qiutanbifen.okta.app.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,True,,
154-141.dev.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,154-141.dev.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,237579a1531bee680e69c494936b3ea4,9993e248a55c2e26dd71672aaa20133d407c40d3327619da4805a1339ef2b4f6,True,ctls,154-141.dev.directly.com,,443,https://154-141.dev.directly.com:443,https,Apache,text/html,GET,52.2.135.177,/,1899044793,https://154-141.dev.directly.com/login/auth,107.22.113.143,Pure CSS,283,False,,True,,
155-9-187-16.sandbox.directly.com,Sign up | Directly,200,10530,d.adroll.mgr.consensu.org,155-9-187-16.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-187-16.sandbox.directly.com,,443,https://155-9-187-16.sandbox.directly.com:443,https,Apache,text/html,GET,3.93.28.93,/,1899044793,https://155-9-187-16.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
155-9-192-4.sandbox.directly.com,Sign up | Directly,200,10530,*.licdn.com,155-9-192-4.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-192-4.sandbox.directly.com,,443,https://155-9-192-4.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://155-9-192-4.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
155-9-201-56.sandbox.directly.com,Sign up | Directly,200,10530,heapanalytics.com,155-9-201-56.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-201-56.sandbox.directly.com,,443,https://155-9-201-56.sandbox.directly.com:443,https,Apache,text/html,GET,44.207.125.125,/,1899044793,https://155-9-201-56.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,,,
155-9-208-60.sandbox.directly.com,Sign up | Directly,200,10530,d.adroll.mgr.consensu.org,155-9-208-60.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-208-60.sandbox.directly.com,,443,https://155-9-208-60.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://155-9-208-60.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
155-9-211-83.sandbox.directly.com,Sign up | Directly,200,10530,*.directly.com,155-9-211-83.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-211-83.sandbox.directly.com,,443,https://155-9-211-83.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://155-9-211-83.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
155-9-223-74.sandbox.directly.com,Sign up | Directly,200,10530,*.smooch.io,155-9-223-74.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-223-74.sandbox.directly.com,,443,https://155-9-223-74.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://155-9-223-74.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
155-9-225-90.sandbox.directly.com,Sign up | Directly,200,10530,*.iteratehq.com,155-9-225-90.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-225-90.sandbox.directly.com,,443,https://155-9-225-90.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://155-9-225-90.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,,,
155-9-73-15.sandbox.directly.com,Sign up | Directly,200,10530,*.smooch.io,155-9-73-15.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,155-9-73-15.sandbox.directly.com,,443,https://155-9-73-15.sandbox.directly.com:443,https,Apache,text/html,GET,34.231.47.219,/,1899044793,https://155-9-73-15.sandbox.directly.com/login/auth,44.207.125.125,Pure CSS,283,False,,,,
165-137-110-27.sandbox.directly.com,Sign up | Directly,200,10530,*.doubleclick.net,165-137-110-27.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,165-137-110-27.sandbox.directly.com,,443,https://165-137-110-27.sandbox.directly.com:443,https,Apache,text/html,GET,44.207.125.125,/,1899044793,https://165-137-110-27.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
167-186.dev.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,167-186.dev.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=*.directly.com,*.directly.com,directly.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,237579a1531bee680e69c494936b3ea4,9993e248a55c2e26dd71672aaa20133d407c40d3327619da4805a1339ef2b4f6,True,ctls,167-186.dev.directly.com,,443,https://167-186.dev.directly.com:443,https,Apache,text/html,GET,54.209.169.27,/,1899044793,https://167-186.dev.directly.com/login/auth,52.2.135.177,Pure CSS,283,False,,True,,
17-121-112-17.sandbox.directly.com,Sign up | Directly,200,10530,*.iteratehq.com,17-121-112-17.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-112-17.sandbox.directly.com,,443,https://17-121-112-17.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://17-121-112-17.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
17-121-112-29.sandbox.directly.com,Sign up | Directly,200,10530,heapanalytics.com,17-121-112-29.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-112-29.sandbox.directly.com,,443,https://17-121-112-29.sandbox.directly.com:443,https,Apache,text/html,GET,3.93.28.93,/,1899044793,https://17-121-112-29.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
17-121-112-6.sandbox.directly.com,Sign up | Directly,200,10530,www.googleadservices.com,17-121-112-6.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-112-6.sandbox.directly.com,,443,https://17-121-112-6.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://17-121-112-6.sandbox.directly.com/login/auth,34.231.47.219,Pure CSS,283,False,,,,
17-121-113-41.sandbox.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,17-121-113-41.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-113-41.sandbox.directly.com,,443,https://17-121-113-41.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://17-121-113-41.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
17-121-117-12.sandbox.directly.com,Sign up | Directly,200,10530,*.iteratehq.com,17-121-117-12.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-117-12.sandbox.directly.com,,443,https://17-121-117-12.sandbox.directly.com:443,https,Apache,text/html,GET,3.93.28.93,/,1899044793,https://17-121-117-12.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,,,
17-121-117-21.sandbox.directly.com,Sign up | Directly,200,10530,heapanalytics.com,17-121-117-21.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-117-21.sandbox.directly.com,,443,https://17-121-117-21.sandbox.directly.com:443,https,Apache,text/html,GET,52.72.152.70,/,1899044793,https://17-121-117-21.sandbox.directly.com/login/auth,3.93.28.93,Pure CSS,283,False,,,,
17-121-117-72.sandbox.directly.com,Sign up | Directly,200,10530,cdn.heapanalytics.com,17-121-117-72.sandbox.directly.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T00:00:00Z,2024-07-01T23:59:59Z,CN=*.sandbox.directly.com,*.sandbox.directly.com,sandbox.directly.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5dc2dc66d4e406e844ba76825cd6af3c,137d55545e018d41997f578f1fa7c54a5814a212d2d148b28e9267da7eba08a5,True,ctls,17-121-117-72.sandbox.directly.com,,443,https://17-121-117-72.sandbox.directly.com:443,https,Apache,text/html,GET,3.93.28.93,/,1899044793,https://17-121-117-72.sandbox.directly.com/login/auth,52.72.152.70,Pure CSS,283,False,,,,
