input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_subject_org_,webserver,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed
adminportal.uksouth-dev.openground.bentley.com,403 Forbidden,403,146,adminportal.uksouth-dev.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-04T07:16:36Z,2023-10-02T07:16:35Z,CN=adminportal.uksouth-dev.openground.bentley.com,adminportal.uksouth-dev.openground.bentley.com,adminportal.uksouth-dev.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7680b1fa7c65d330f454a12db05c7d7e,8e5cd9f79b3d40e4315123d3d9e4fac94a442b9f04524b5dba04345097fc7be2,ctls,adminportal.uksouth-dev.openground.bentley.com,443,https://adminportal.uksouth-dev.openground.bentley.com:443,https,text/html,GET,51.142.229.54,/,-1561873722,51.142.229.54,HSTS,8,False,azure,True,,,,,,,
adminportal.uksouth.openground.bentley.com,403 Forbidden,403,146,adminportal.uksouth.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-31T06:14:15Z,2023-08-29T06:14:14Z,CN=adminportal.uksouth.openground.bentley.com,adminportal.uksouth.openground.bentley.com,adminportal.uksouth.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,65c8f0655ecc9f7a3fa6fd21136262d7,b16e72535434c7c7b51609cce0037c953a6a716a77f717075c0b9eb978d1add3,ctls,adminportal.uksouth.openground.bentley.com,443,https://adminportal.uksouth.openground.bentley.com:443,https,text/html,GET,20.77.79.154,/,-1561873722,20.77.79.154,HSTS,8,False,,,,,,,,,
aka.bentley.com,Home | Bentley | Infrastructure Engineering Software,200,355577,www.bentley.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-14T23:59:59Z,"CN=www.bentley.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.bentley.com,www.bentley.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e9bc84687e1440385455c792bb5f54b7,303109c9bc6711ba068b35ec440d8ccc2dee700dee11966b77b2ef562420f318,ctls,www.bentley.com,443,https://aka.bentley.com:443,https,text/html,GET,20.105.216.25,/,17665102,20.105.216.25,WordPress,2983,False,,,"Cloudflare, Inc.",cloudflare,,https://remove.video,https://www.bentley.com/,,
api.australiaeast.openground.bentley.com,403 Forbidden,403,146,api.australiaeast.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-31T05:32:23Z,2023-08-29T05:32:22Z,CN=api.australiaeast.openground.bentley.com,api.australiaeast.openground.bentley.com,api.australiaeast.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,771c56922d70a39fc889e90ca0675c85,58a423540fee2652aa5251c2ee28a1c442409b5aee58ad7080581246141349b2,ctls,api.australiaeast.openground.bentley.com,443,https://api.australiaeast.openground.bentley.com:443,https,text/html,GET,20.211.191.235,/,-1561873722,20.211.191.235,HSTS,8,False,,,,,,,,,
api.bentley.com,,404,54,api.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-11T13:55:00Z,2023-10-09T13:54:59Z,CN=api.bentley.com,api.bentley.com,developer.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f136c98c8b020145d042c135d17b20f5,67fa3666f0e4123f574d18ca5d2323c6aa105e22743daffb427c01519b35230d,ctls,api.bentley.com,443,https://api.bentley.com:443,https,application/json,GET,40.69.64.12,/,-1996117267,40.69.64.12,,1,False,azure,True,,,,,,,
api.eastus-dev.openground.bentley.com,403 Forbidden,403,146,,,,,,,,,,,,,,,,,,80,http://api.eastus-dev.openground.bentley.com:80,http,text/html,GET,52.154.77.156,/,-1561873722,52.154.77.156,,8,False,azure,True,,,,,,,
api.eastus.openground.bentley.com,403 Forbidden,403,146,api.eastus.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-31T06:07:04Z,2023-08-29T06:07:03Z,CN=api.eastus.openground.bentley.com,api.eastus.openground.bentley.com,api.eastus.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f37d0ca6152d6afe5bf7c25c9895a622,60900aaaa1f9c508afaf0b3219f08edec604ef4c780fc1b355e3fc3146554edd,ctls,api.eastus.openground.bentley.com,443,https://api.eastus.openground.bentley.com:443,https,text/html,GET,40.87.107.231,/,-1561873722,40.87.107.231,HSTS,8,False,azure,True,,,,,,,
api.openground.bentley.com,403 Forbidden,403,146,api.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-31T06:06:24Z,2023-08-29T06:06:23Z,CN=api.openground.bentley.com,api.openground.bentley.com,api.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9415f8f3ecae1262e5748d91e7063d48,82ea778aad3388c7cfc86ac25a34656172b108b9040edd2f7d4e82da4f6b0004,ctls,api.openground.bentley.com,443,https://api.openground.bentley.com:443,https,text/html,GET,20.77.79.154,/,-1561873722,20.77.79.154,HSTS,8,False,,,,,,,,,
api.uksouth.openground.bentley.com,403 Forbidden,403,146,api.uksouth.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-31T06:01:00Z,2023-08-29T06:00:59Z,CN=api.uksouth.openground.bentley.com,api.uksouth.openground.bentley.com,api.uksouth.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,304770950daf02d90acb1f789af6c678,63fa45f1bd3d6d94ca93c4e5cfe1efa7f6fc24fb450f6ab040e24c7d3cada3e1,ctls,api.uksouth.openground.bentley.com,443,https://api.uksouth.openground.bentley.com:443,https,text/html,GET,20.77.79.154,/,-1561873722,20.77.79.154,HSTS,8,False,,,,,,,,,
api.westeurope.openground.bentley.com,403 Forbidden,403,146,api.westeurope.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T15:45:38Z,2023-09-13T15:45:37Z,CN=api.westeurope.openground.bentley.com,api.westeurope.openground.bentley.com,api.westeurope.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b4e8584d4c19a00bce4f2e265c4c1ce2,5ba65078255ee2476ac548224b60dbd76ac57967843e525a9e8f06246ba91423,ctls,api.westeurope.openground.bentley.com,443,https://api.westeurope.openground.bentley.com:443,https,text/html,GET,20.160.92.98,/,-1561873722,20.160.92.98,HSTS,8,False,,,,,,,,,
appsettings.dev.bentley.com,AppSettings v4.0.51,200,19461,appsettings.dev.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-29T05:58:07Z,2023-08-27T05:58:06Z,CN=dev-enterprisesystems-grafana-eus.bentley.com,dev-enterprisesystems-grafana-eus.bentley.com,webnotification.dev.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ce7dbea3b6db1cfdaaa483ab472ad89,6f5d0749e2a0214be2023c9c7a5646c215896fd53e56ed6c863f73a3ec7534fd,ctls,appsettings.dev.bentley.com,443,https://appsettings.dev.bentley.com:443,https,text/html,GET,52.147.223.21,/,-580909352,52.147.223.21,HSTS,340,False,azure,True,,,,,https://appsettings.dev.bentley.com/swagger/index.html,,
appsnet.bentley.com,403 - Forbidden: Access is denied.,403,1233,appsnet.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-27T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3c63060ffece1c71f4e71a96d0771b2e,ab173e72db63cddaf3f5abd08d3c168d45a64e8c17bad4f25f95a9c905dacccc,ctls,appsnet.bentley.com,443,https://appsnet.bentley.com:443,https,text/html,GET,64.90.235.11,/,1631801191,64.90.235.11,Windows Server,30,False,,,"Bentley Systems, Incorporated",Microsoft-IIS/8.5,True,,,,
appsnet2.bentley.com,403 - Forbidden: Access is denied.,403,1233,appsnet2.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-27T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.bentley.com,bentley.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3c63060ffece1c71f4e71a96d0771b2e,ab173e72db63cddaf3f5abd08d3c168d45a64e8c17bad4f25f95a9c905dacccc,ctls,appsnet2.bentley.com,443,https://appsnet2.bentley.com:443,https,text/html,GET,64.90.235.11,/,1631801191,64.90.235.11,Windows Server,30,False,,,"Bentley Systems, Incorporated",Microsoft-IIS/8.5,True,,,,
archive-uks.pwdm.bentley.com,Your Azure Function App is up and running.,200,150093,archive-uks.pwdm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:52:16Z,2023-09-08T06:52:15Z,CN=archive-uks.pwdm.bentley.com,archive-uks.pwdm.bentley.com,archive.pwdm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79b73d7ca90d85d80b87c56e615124eb,d45bae02588f2956356733d54d60170f8ac4e0c55e23c8efb431a6ab9e65806c,ctls,archive-uks.pwdm.bentley.com,443,https://archive-uks.pwdm.bentley.com:443,https,text/html,GET,51.143.191.44,/,-1840324437,51.143.191.44,,300,False,azure,True,,,,,,,
archive-uks.qa-pwdm.bentley.com,Your Azure Function App is up and running.,200,150093,archive-uks.qa-pwdm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-03T05:25:30Z,2023-09-01T05:25:29Z,CN=archive-uks.qa-pwdm.bentley.com,archive-uks.qa-pwdm.bentley.com,archive.qa-pwdm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e78a30c934d53d791a0531243c43c84b,7ac465897728acc1ffe89c7eff5d6fb6252021eff962dd0dea1a9ebff2893e82,ctls,archive-uks.qa-pwdm.bentley.com,443,https://archive-uks.qa-pwdm.bentley.com:443,https,text/html,GET,51.140.59.233,/,-1840324437,51.140.59.233,,300,False,azure,True,,,,,,,
archive.pwdm.bentley.com,Your Azure Function App is up and running.,200,150093,archive.pwdm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T06:52:16Z,2023-09-08T06:52:15Z,CN=archive-uks.pwdm.bentley.com,archive-uks.pwdm.bentley.com,archive.pwdm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79b73d7ca90d85d80b87c56e615124eb,d45bae02588f2956356733d54d60170f8ac4e0c55e23c8efb431a6ab9e65806c,ctls,archive.pwdm.bentley.com,443,https://archive.pwdm.bentley.com:443,https,text/html,GET,51.143.191.44,/,,51.143.191.44,,300,False,azure,True,,,,,,,
archive.qa-pwdm.bentley.com,Your Azure Function App is up and running.,200,150093,archive.qa-pwdm.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-03T05:25:30Z,2023-09-01T05:25:29Z,CN=archive-uks.qa-pwdm.bentley.com,archive-uks.qa-pwdm.bentley.com,archive.qa-pwdm.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e78a30c934d53d791a0531243c43c84b,7ac465897728acc1ffe89c7eff5d6fb6252021eff962dd0dea1a9ebff2893e82,ctls,archive.qa-pwdm.bentley.com,443,https://archive.qa-pwdm.bentley.com:443,https,text/html,GET,51.140.59.233,/,-1840324437,51.140.59.233,,300,False,azure,True,,,,,,,
as.opencitiesplanner.bentley.com,Bentley® OpenCities™ Planner – More than just 3D visualization,200,86970,as.opencitiesplanner.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T00:00:00Z,2024-07-02T23:59:59Z,"CN=*.opencitiesplanner.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.opencitiesplanner.bentley.com,opencitiesplanner.bentley.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ab0b96038c3422c3d3824d3f1eaad584,a4dfc922a0ed3d5da30cc989be06b3888f6c9034cab5b743692249d7343d967a,ctls,as.opencitiesplanner.bentley.com,443,https://as.opencitiesplanner.bentley.com:443,https,text/html,GET,13.67.54.57,/,1651974984,13.67.54.57,HSTS,1676,False,azure,True,"Bentley Systems, Incorporated",,True,,https://as.opencitiesplanner.bentley.com/site/,,
au.opencitiesplanner.bentley.com,Bentley® OpenCities™ Planner – More than just 3D visualization,200,86970,au.opencitiesplanner.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T00:00:00Z,2024-07-02T23:59:59Z,"CN=*.opencitiesplanner.bentley.com, O=Bentley Systems\, Incorporated, L=Exton, ST=Pennsylvania, C=US",*.opencitiesplanner.bentley.com,opencitiesplanner.bentley.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ab0b96038c3422c3d3824d3f1eaad584,a4dfc922a0ed3d5da30cc989be06b3888f6c9034cab5b743692249d7343d967a,ctls,au.opencitiesplanner.bentley.com,443,https://au.opencitiesplanner.bentley.com:443,https,text/html,GET,13.73.206.132,/,,13.73.206.132,HSTS,1676,False,azure,True,"Bentley Systems, Incorporated",,True,,https://au.opencitiesplanner.bentley.com/site/,,
autodiscover.info.bentley.com,Sign in to Outlook,200,39262,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,80,http://autodiscover.info.bentley.com:80,http,text/html,GET,52.98.243.8,/,-1249852061,2603:1026:c0d:82e::8,HSTS,95,False,,,Microsoft Corporation,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=761d360a-57b0-a67e-2b81-8289409f03f5&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=info.bentley.com&nonce=638257623968961527.e6d49171-a209-4355-8a86-b62d7956562a&state=DctBDoMgEEBRqHfpqqAMzgAL07OMQhMTdRK1Nt6-LN7ffa2UaqpHpbsaFchHwEDgE8VEDiHYQrlPLjjD0CXTe0QTOZIZCXJISEjAur6vVn7cvvfCyzrM20fsWLZzKbedZH1eeeDvKXk-JrnK_gc,,
badgers-sea.bentley.com,,404,,badgers-sea.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T05:35:02Z,2023-09-08T05:35:01Z,CN=badgers-sea.bentley.com,badgers-sea.bentley.com,badgers-sea.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d204c6be5825bdf1ff2e073b9ce9ca5a,64fd8beb72cab9bfc29c6ffbf22746f57d2126eb43969817b70bffbeb512d921,ctls,badgers-sea.bentley.com,443,https://badgers-sea.bentley.com:443,https,,GET,13.67.9.4,/,-1840324437,13.67.9.4,Windows Server,1,False,azure,True,,Microsoft-IIS/10.0,,,,,
bcsf.bentley.com,,400,,bcsf.bentley.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-27T05:32:32Z,2023-08-25T05:32:31Z,CN=bcsf.bentley.com,bcsf.bentley.com,bcsf.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12ecc9926aab9ac54e5cc5d23b499631,4090bdc96cc375c37703560184f63fe62ccb2e160f402ae07d7e50932be913fa,ctls,bcsf.bentley.com,443,https://bcsf.bentley.com:443,https,,GET,23.101.136.63,/,-1840324437,23.101.136.63,Microsoft HTTPAPI:2.0,1,False,azure,True,,Microsoft-HTTPAPI/2.0,,,,,
beta-portal.eastus-qa.openground.bentley.com,403 Forbidden,403,146,beta-portal.eastus-qa.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-18T07:48:23Z,2023-09-16T07:48:22Z,CN=beta-portal.eastus-qa.openground.bentley.com,beta-portal.eastus-qa.openground.bentley.com,beta-portal.eastus-qa.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e79021039c0f225261e8ac71e84f4567,499b5e893fe2e2ce6f3f18d13dfcaa27e6b64e63d9ea69923c689971efed1050,ctls,beta-portal.eastus-qa.openground.bentley.com,443,https://beta-portal.eastus-qa.openground.bentley.com:443,https,text/html,GET,40.76.74.83,/,-1561873722,40.76.74.83,HSTS,8,False,azure,True,,,,,,,
beta-portal.eastus.openground.bentley.com,403 Forbidden,403,146,beta-portal.eastus.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-16T12:16:04Z,2023-10-14T12:16:03Z,CN=beta-portal.eastus.openground.bentley.com,beta-portal.eastus.openground.bentley.com,beta-portal.eastus.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4073dd3fc7825dc347cebc5c5101acb9,d289ee300c82c6b917724ed04680e7ee4493413452dd1757136e15dc5aad14e0,ctls,beta-portal.eastus.openground.bentley.com,443,https://beta-portal.eastus.openground.bentley.com:443,https,text/html,GET,40.87.107.231,/,-1561873722,40.87.107.231,HSTS,8,False,azure,True,,,,,,,
beta-portal.openground.bentley.com,403 Forbidden,403,146,beta-portal.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-16T15:20:46Z,2023-10-14T15:20:45Z,CN=beta-portal.openground.bentley.com,beta-portal.openground.bentley.com,beta-portal.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbd2e5148fa71f1cc3ba798646fd97d7,46fe72f58aa711bed8e9d84f0e46663686af5ddaf2004cdf32439c8244817d41,ctls,beta-portal.openground.bentley.com,443,https://beta-portal.openground.bentley.com:443,https,text/html,GET,20.77.79.154,/,-1561873722,20.77.79.154,HSTS,8,False,,,,,,,,,
beta-portal.uksouth.openground.bentley.com,403 Forbidden,403,146,beta-portal.uksouth.openground.bentley.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-16T12:15:58Z,2023-10-14T12:15:57Z,CN=beta-portal.uksouth.openground.bentley.com,beta-portal.uksouth.openground.bentley.com,beta-portal.uksouth.openground.bentley.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6477237666c3547f903f1ea199847428,6f38f1a07f8422b0782228e0860b2ef8303ae4fe1e360c0d2454b351414cb4b6,ctls,beta-portal.uksouth.openground.bentley.com,443,https://beta-portal.uksouth.openground.bentley.com:443,https,text/html,GET,20.77.79.154,/,-1561873722,20.77.79.154,HSTS,8,False,,,,,,,,,
