input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,content_type,tls_expired,tls_mismatched,final_url,csp_domains_
ads.tu-chemniz.de,tu-chemniz.de,200,14728,ads.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T09:28:52Z,2023-08-29T09:28:51Z,CN=ads.tu-chemniz.de,ads.tu-chemniz.de,,ads.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,753168b57e3fdf7146e42107d8977877,34e4b103e1f8492524c32ae113d915f436e42e6245edf1233bec6446d83a6da5,ctls,ads.tu-chemniz.de,,443,https://ads.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
alasdelamusa.tu-chemniz.de,tu-chemniz.de,200,14726,alasdelamusa.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T06:13:10Z,2023-10-04T06:13:09Z,CN=alasdelamusa.tu-chemniz.de,alasdelamusa.tu-chemniz.de,,alasdelamusa.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14268ae8214d1eb0608b78ac418fc997,ef2246d7e9a45b4144c9f8493bb6e2712cf93ed5b60f37c937f8248a02f053b1,ctls,alasdelamusa.tu-chemniz.de,,443,https://alasdelamusa.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
androidtvinfo.tu-chemniz.de,tu-chemniz.de,200,14747,androidtvinfo.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-20T00:00:00Z,2022-09-18T12:00:00Z,"CN=*.parkingcrew.net, O=Team Internet AG, L=München, ST=Bayern, C=DE",*.parkingcrew.net,Team Internet AG,parkingcrew.net,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,c8d24496ae4ad1eab19ff778fd737adb,3f2b65bb53e5210c7437a4939306760cc521cd950f5d5dbf530b68230a00df70,ctls,androidtvinfo.tu-chemniz.de,,443,https://androidtvinfo.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,True,text/html,True,True,,
api.fleet.arrival.com,Error,404,1202,api.fleet.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",api.firstbus.fleet.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ea332177c649cf4dc69b174a6ea0e4d9,1af7d1b4065ed0258a5131cf5d5e5a931bb60142619c8eaa705ffbf15636c6ad,ctls,api.fleet.arrival.com,cloudflare,443,https://api.fleet.arrival.com:443,https,cloudflare,GET,104.18.38.227,/,1593207841,2606:4700:4400::ac40:951d,Node.js,11,False,True,,text/html,,,,
api.traceability.arrival.com,,404,,api.traceability.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T00:00:00Z,2024-07-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",portal.traceability.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a03497bcf64844be7ff5218c10f60288,f02f31e6bdf785a39fb3ceeb893dce92fec5a0fba96eb290020866e2c12b564b,ctls,api.traceability.arrival.com,cloudflare,443,https://api.traceability.arrival.com:443,https,cloudflare,GET,172.64.149.29,/,-1840324437,2606:4700:4400::6812:26e3,Cloudflare Bot Management,1,False,True,,,,,,
app.tu-chemniz.de,tu-chemniz.de,200,14728,app.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T09:29:25Z,2023-08-29T09:29:24Z,CN=app.tu-chemniz.de,app.tu-chemniz.de,,app.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,68f2f55ee3846a417bcdd55888e75586,262f0cfe2a0c459fef590d90d19470f9de2960aca180b1365f4ef5a796caeeb6,ctls,app.tu-chemniz.de,,443,https://app.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
arlocallbacks-qa.tu-chemniz.de,tu-chemniz.de,200,14754,arlocallbacks-qa.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T06:13:08Z,2023-10-04T06:13:07Z,CN=arlocallbacks-qa.tu-chemniz.de,arlocallbacks-qa.tu-chemniz.de,,arlocallbacks-qa.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d61113ed5e7adaddc44c567116234a67,7e6e4c80f23e35fa8952b29b9a4896565c3aaf7ca7a39653c72cb39e842d2a56,ctls,arlocallbacks-qa.tu-chemniz.de,,443,https://arlocallbacks-qa.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
assets.tu-chemniz.de,tu-chemniz.de,200,14734,assets.tu-chemniz.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-05-31T09:27:41Z,2023-08-29T09:27:40Z,CN=assets.tu-chemniz.de,assets.tu-chemniz.de,,assets.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e534687b7478f8c4dbd87bf62c69116e,3f19c03433fde3c7b4d119435930293e493534f1754cf3e3ecc49f0d34a29171,ctls,assets.tu-chemniz.de,,443,https://assets.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
atl-prd-agg-04b.tu-chemniz.de,tu-chemniz.de,200,14752,atl-prd-agg-04b.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T09:30:17Z,2023-08-29T09:30:16Z,CN=atl-prd-agg-04b.tu-chemniz.de,atl-prd-agg-04b.tu-chemniz.de,,atl-prd-agg-04b.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7570a1b6df53b74dd1cda7e26464f812,8172265e2cad9c1c6a23bebe1526b4bfc4efa7e317dc15e57a0163bcd7e5330e,ctls,atl-prd-agg-04b.tu-chemniz.de,,443,https://atl-prd-agg-04b.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
backend.tu-chemniz.de,tu-chemniz.de,200,14736,backend.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T09:32:14Z,2023-08-29T09:32:13Z,CN=backend.tu-chemniz.de,backend.tu-chemniz.de,,backend.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5574147e0300554702c7e3259a72f46f,655183bea593da5f40c6728f6c36eb45d0d142d591b1004c5302ffca9b839966,ctls,backend.tu-chemniz.de,,443,https://backend.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
beta.tu-chemniz.de,tu-chemniz.de,200,14730,beta.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T10:18:14Z,2023-08-29T10:18:13Z,CN=beta.tu-chemniz.de,beta.tu-chemniz.de,,beta.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,354601e0fbc872d8cc774f71169162f0,2650f0749668bcfda2af4bbc5c51700c3a84e08dbbf5d4d8317a09f8e476aad5,ctls,beta.tu-chemniz.de,,443,https://beta.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
blog.tu-chemniz.de,tu-chemniz.de,200,14718,blog.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T12:12:32Z,2023-08-29T12:12:31Z,CN=blog.tu-chemniz.de,blog.tu-chemniz.de,,blog.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aeab0c0b62ac9ed83b62b26f37957220,67324ac60dafcfc978cd7a7651d5a54db205cb56f8e7b656a6b2f50b170412a2,ctls,blog.tu-chemniz.de,,443,https://blog.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
blogs.tu-chemniz.de,tu-chemniz.de,200,14720,blogs.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T11:28:31Z,2023-08-29T11:28:30Z,CN=blogs.tu-chemniz.de,blogs.tu-chemniz.de,,blogs.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,45873e53961cd7132996de4557dbf841,9b61bdc5f513637b2f1355e33dcd8f720fa3e0b8793e5baac55a6f91a33c68d9,ctls,blogs.tu-chemniz.de,,443,https://blogs.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
cim1.tu-chemniz.de,tu-chemniz.de,200,14728,cim1.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-20T00:00:00Z,2022-09-18T12:00:00Z,"CN=*.parkingcrew.net, O=Team Internet AG, L=München, ST=Bayern, C=DE",*.parkingcrew.net,Team Internet AG,parkingcrew.net,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,c8d24496ae4ad1eab19ff778fd737adb,3f2b65bb53e5210c7437a4939306760cc521cd950f5d5dbf530b68230a00df70,ctls,cim1.tu-chemniz.de,,443,https://cim1.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,True,text/html,True,True,,
client.tu-chemniz.de,tu-chemniz.de,200,14734,client.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T12:12:15Z,2023-08-29T12:12:14Z,CN=client.tu-chemniz.de,client.tu-chemniz.de,,client.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5944fec86681791a5844ace9026aa7df,0a4dd839c6d3645e04f69ec33451a380267a38dab1a2d26b60a3202f5ae36cfd,ctls,client.tu-chemniz.de,,443,https://client.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
cloud.arrival.com,Cloud Portal 2.0,200,911,cloud.arrival.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,ctls,cloud.arrival.com,,443,https://cloud.arrival.com:443,https,nginx/1.19.1,GET,52.49.212.203,/,-1722052148,52.18.135.246,Nginx:1.19.1,1,False,,True,text/html,,,,
cloudforia-prod-integration-enabler.api.arrival.co,Error ・ Cloudflare Access,401,21966,cloudforia-prod-integration-enabler.api.arrival.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,"CN=arrival.co, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.co,"Cloudflare, Inc.",*.api.arrival.co,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",dd5de44ba22aa3747f9aa668998f780e,23e1002dee55db80ebfc68ee136143586ebe776acb05f1fc596b5835cab8caed,ctls,cloudforia-prod-integration-enabler.api.arrival.co,cloudflare,443,https://cloudforia-prod-integration-enabler.api.arrival.co:443,https,cloudflare,GET,104.18.37.13,/,1758371014,2606:4700:4400::ac40:96f3,Cloudflare Bot Management,69,False,True,True,text/html,,,,
cms.tu-chemniz.de,tu-chemniz.de,200,14708,cms.tu-chemniz.de,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-01T05:55:00Z,2023-08-30T05:54:59Z,CN=cms.tu-chemniz.de,cms.tu-chemniz.de,,cms.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fe8d177447730a1cedfe35f3680c3823,00019cbc140d190862e1aa3bae1a9911368175c0c4fc7b790260f9d204308ee4,ctls,cms.tu-chemniz.de,,443,https://cms.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
code.tu-chemniz.de,tu-chemniz.de,200,14730,code.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T05:30:58Z,2023-08-30T05:30:57Z,CN=code.tu-chemniz.de,code.tu-chemniz.de,,code.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1043790b3e4e3ba737b0a6806d1eed40,0b49b7472e3b0f0fe24f0006a448a71bb40fd605e7456e903de4bfe9068eeed4,ctls,code.tu-chemniz.de,,443,https://code.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
conf.tu-chemniz.de,tu-chemniz.de,200,14730,conf.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T22:15:45Z,2023-08-29T22:15:44Z,CN=conf.tu-chemniz.de,conf.tu-chemniz.de,,conf.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1630f7e7f8699846b5fa0fc56995dab9,9ecbcc3a10442b1b4ba49516560df826dbb655c49276ca60d63eb719e4e42b2b,ctls,conf.tu-chemniz.de,,443,https://conf.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
confshop.tu-chemniz.de,tu-chemniz.de,200,14738,confshop.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-08T07:33:14Z,2023-10-06T07:33:13Z,CN=confshop.tu-chemniz.de,confshop.tu-chemniz.de,,confshop.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0d3d636791668aa3658157e8b308c64b,6e4df6aa2f341574a369245822764ceddb966b62bf6f07b8b83e4cad0f400dc3,ctls,confshop.tu-chemniz.de,,443,https://confshop.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
connect.cloud.arrival.com,,404,19,connect.cloud.arrival.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-02T12:46:12Z,2023-08-31T12:46:11Z,CN=*.arrival.com,*.arrival.com,,*.cloud.arrival.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afd91caee3af24d8e03e40330c0d8a39,bf387630bb515b50ae4b9604f9230ae36fdc48bc5f2c08dc9c85679f9dc520af,ctls,connect.cloud.arrival.com,,443,https://connect.cloud.arrival.com:443,https,,GET,52.212.48.147,/,-138391155,52.19.153.184,,2,False,,True,text/plain,,,,
content.tu-chemniz.de,tu-chemniz.de,200,14736,content.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T05:39:27Z,2023-08-30T05:39:26Z,CN=content.tu-chemniz.de,content.tu-chemniz.de,,content.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d50c752d24a1b0b146b06d521a64d190,d32b2bb95c06ae58115cf430b127ac78f53d6c5661dcdf33175afbefbdd19618,ctls,content.tu-chemniz.de,,443,https://content.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
core.tu-chemniz.de,tu-chemniz.de,200,14718,core.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T22:14:47Z,2023-08-29T22:14:46Z,CN=core.tu-chemniz.de,core.tu-chemniz.de,,core.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c41cff12f86ece3420f45503b50cc213,5e254fe91d12a3f5aa6126b636da2487d5e56b053006277f7d3c9e47cd49a328,ctls,core.tu-chemniz.de,,443,https://core.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
dashboard.traceability.arrival.com,,404,,dashboard.traceability.arrival.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T00:00:00Z,2024-07-21T23:59:59Z,"CN=arrival.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arrival.com,"Cloudflare, Inc.",portal.traceability.arrival.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a03497bcf64844be7ff5218c10f60288,f02f31e6bdf785a39fb3ceeb893dce92fec5a0fba96eb290020866e2c12b564b,ctls,dashboard.traceability.arrival.com,cloudflare,443,https://dashboard.traceability.arrival.com:443,https,cloudflare,GET,172.64.149.29,/,-1840324437,2606:4700:4400::6812:26e3,Cloudflare Bot Management,1,False,True,,,,,,
dashboard.tu-chemniz.de,tu-chemniz.de,200,14740,dashboard.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:10:41Z,2023-08-24T00:10:40Z,CN=dashboard.tu-chemniz.de,dashboard.tu-chemniz.de,,dashboard.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6b2184b76d3fc6796e3948ff8334ee4e,a930047de87c7ae9d517cd5f8cba3aa903077f8a95f21523fa82942ff1cd8e8c,ctls,dashboard.tu-chemniz.de,,443,https://dashboard.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
delivery-253-eu-central-1.tu-chemniz.de,tu-chemniz.de,200,14772,delivery-253-eu-central-1.tu-chemniz.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-03T22:09:11Z,2023-09-01T22:09:10Z,CN=delivery-253-eu-central-1.tu-chemniz.de,delivery-253-eu-central-1.tu-chemniz.de,,delivery-253-eu-central-1.tu-chemniz.de,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d7e14f8fb347a7549d13b61f97d46bd8,0dccf56240670fbd5a757c3c82a213239156b5b6a9a3d467e1fa45bfdfe875d8,ctls,delivery-253-eu-central-1.tu-chemniz.de,,443,https://delivery-253-eu-central-1.tu-chemniz.de:443,https,nginx,GET,185.53.178.54,/,-1840324437,185.53.178.54,Nginx,385,False,,,text/html,,,,
