new,host,a,soa,status_code,ns,aaaa,cname,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],campus.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],campus.monster.de,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"redirector.monster.com, redirector.gslb.monster.com",,,,,,,
[x],cec.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],certifications.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],cleveland.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],co.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],colorado.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],community.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],contract.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],cv.monster.se,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],datos.empleo.monster.es,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],den.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],derecho.monster.es,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],design.nxtprod.monster.com,"18.173.233.80, 18.173.233.69, 18.173.233.115, 18.173.233.98","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],devjobs.mgsapps.monster.com,,"ns201.mgsapps.monster.com, mgs-sysops.monster.com",NOERROR,,,,,,,,,,
[x],ecard.military.com,"35.155.252.60, 50.112.192.19, 70.224.197.91","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1091.awsdns-08.org, ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk, ns-919.awsdns-50.net",,military.com,"mxa-002e1001.gslb.pphosted.com, mxb-002e1001.gslb.pphosted.com","fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com, v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all",,,,,
[x],edmonton.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jsearch.monster.com, redirector.gslb.monster.com",,,,,,,
[x],edu.monster.ie,208.71.199.164,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns2.tmpw.net, ns3.tmpw.net, ns1.tmpw.net",,,,,,,,,
[x],emploi.monster.lu,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],employerapi.gslb.monster.com,208.71.199.11,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
[x],employment.monster.co.uk,193.132.96.67,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
[x],ena.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
[x],energy.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],england.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],er.monster.es,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],er.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],executive.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],formazione.monster.it,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],forum.fr.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],gainesville.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],georgia.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],google.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],healthcare.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],home.local-jobs.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],homepage.local-jobs.monster.com,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],homepage.monster.ch,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],homepage.monster.lu,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],host-141-116-214-87.monster.no,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],hotjobs.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],ibs.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],idaho.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],images.monster.co.uk,208.71.193.7,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,media.gslb.monster.com,,,,,,,
[x],index.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],industry.monster.ca,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"industry.monster.com, redirector.gslb.monster.com",,,,,,,
[x],informatica.monster.it,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],infos.monster.be,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],ipad.monster.co.uk,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],ipad.monster.se,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],iphone.monster.co.uk,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],jobview.local-jobs.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jview.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],kokomotribune.monster.com,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],lebenslauf.monster.ch,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],library.monster.co.uk,194.129.230.80,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
[x],london.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"jsearch.monster.com, redirector.gslb.monster.com",,,,,,,
[x],louisiana.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],loz.monster.co.uk,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],m.empleo.monster.es,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],manage.nxtprod.monster.de,"52.222.236.124, 52.222.236.128, 52.222.236.126, 52.222.236.129","ns-1426.awsdns-50.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],marketplace.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],max.monster.de,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],messagecenter.local-jobs.monster.com,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],messagecenter.monster.es,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],messagecenter.monster.it,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],micuenta.empleo.monster.es,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],military.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],missouri.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],mo.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],mobile.monster.co.uk,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],mobile.monster.de,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],mon.monster.ca,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],mp.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],myr.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],nantes.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],ne.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],netvision.monster.co.uk,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],networking.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],newhampshire.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],newmexico.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],newshost.monster.ca,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,monster.monster.ca,,,,,,,
[x],newyear.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],nm.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],northdakota.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],noticias.monster.es,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],ocregister.monster.com,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
[x],oh.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],or.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],ouest.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],prdb-master-g3-cloud.gslb.monster.com,10.2.199.34,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,True,10.2.199.34
[x],promotions.monster.at,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],promotions.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],promotions.monster.com,208.71.199.67,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb-ssl.gslb.monster.com,,,,,,,
[x],qagateway.monster.com,208.71.197.45,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
[x],recruiter.monster.lu,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"recruiter.monster.com, redirector.gslb.monster.com",,,,,,,
[x],regional.monster.lu,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],reporting.mgsdemo.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],reporting.monster.be,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],reporting.monster.es,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],reporting.monster.fr,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],resources.local-jobs.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],resume.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],retail.monster.co.uk,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],retail.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],rm.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],rm.monster.it,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],salaris.monsterboard.nl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],sante.monster.ca,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],savings.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],scholarships.monster.com,,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,redirector.gslb.monster.com,,,,,,,
[x],sd.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],sky.monster.co.uk,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],techtarget.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"my2.monster.com, redirector.gslb.monster.com",,,,,,,
[x],test2.gslb.monster.com,"10.20.199.15, 10.2.199.15","gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,True,"10.20.199.15, 10.2.199.15"
[x],tms.monster.ie,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],tms.monsterboard.nl,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],tutorials.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],uk.monster.co.uk,194.129.230.31,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,"ns1.tmpw.net, ns2.tmpw.net",,,,,,,,,
[x],uusi.monster.no,,"ns201.mgsapps.monster.com, mgs-sysops.monster.com, gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],ux.nxtprod.monster.com,"13.32.27.63, 13.32.27.97, 13.32.27.76, 13.32.27.31","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],v20.military.com,173.239.76.196,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,v67.military.com,,,,,,,
[x],veterans.monster.com,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],webcast.monster.it,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
[x],westvirginia.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],wral.monster.com,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
[x],wv.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
[x],www.nxtprod.monster.at,"13.32.121.127, 13.32.121.116, 13.32.121.70, 13.32.121.128","ns-205.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],www.nxtprod.monster.ch,"18.66.248.94, 18.66.248.82, 18.66.248.52, 18.66.248.41","ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,cloudfront,,
[x],yahoo.monster.ca,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,17-121-115-220.monster.no,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,2039.promo.monster.com,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"promo.monster.com, redirector.gslb.monster.com",,,,,,,
,365.military.com,"35.155.252.60, 50.112.192.19, 70.224.197.91, 205.251.195.151","ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-919.awsdns-50.net, ns-170.awsdns-21.com, ns-1909.awsdns-46.co.uk, ns-1091.awsdns-08.org",2600:9000:5303:9700::1,military.com,"mxb-002e1001.gslb.pphosted.com, mxa-002e1001.gslb.pphosted.com","spf2.0/pra ip4:173.239.76.192/26  ip4:64.127.121.0/27 mx:intake1.miltnews.com mx:intake2.miltnews.com mx:intake3.miltnews.com mx:intake4.miltnews.com mx:mailsorter.be.tmpw.net mx:mailsorter.sb.monster.com, fjOeK8zyQ1DTp/Ve+2jOOhMT5lN028h4mo9GyeY/B+TVk3CaXqB4hCMRKbTUrpHE8qXEwS1AmgQJOai/ICj+mw==, ms=ms39201961, v=spf1 include:partner_c_spf.monster.com ip4:173.239.76.192/26 ip4:64.127.121.0/27 ip4:208.71.195.235 ip4:63.121.30.235 -all",,,,,
,4xl.monster.com,204.9.47.224,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,614666g16.monster.no,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,about.monster.ca,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,about.monster.co.uk,208.71.199.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,about.monsterboard.nl,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,netwebb.gslb.monster.com,,,,,,,
,accenture.gslb.monster.com,208.71.193.178,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,,,,,,,,
,access-ash.monster.com,208.71.192.246,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access-brn.monster.com,85.93.123.99,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access-kl1.monster.com,218.189.28.82,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access-nb.monster.com,208.71.198.246,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access-pra.monster.com,90.182.22.194,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access-sec.monster.com,49.249.225.62,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,access.sf.monster.com,,"ns1.tmpw.net, hostmaster.tmpw.net",NOERROR,,,,,,,,,,
,accounting.monster.com,208.71.193.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,accueil.monster.ch,208.71.199.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,accueil.monster.lu,208.71.193.237,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,seoredirect.gslb.monster.com,,,,,,,
,acteurspublics.monster.fr,208.71.199.147,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,redirector.gslb.monster.com,,,,,,,
,action.monster.fr,208.71.193.72,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,"seekertransfer-unknown.monster.com, netwebb.gslb.monster.com",,,,,,,
,admin.demo100.mgs.monster.com,208.71.193.42,"gslb.ash.monster.com, hostmaster.gslb.ash.monster.com",NOERROR,,,adminopm.gslb.monster.com,,,,,,,
