input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,content_type,final_url,cdn_name,cdn,tls_expired,tls_self_signed,tls_emails_,csp_domains_
6b.telenet.be,404 Not Found,404,612,,,,,,,,,,,,,,,,,,,,80,http://6b.telenet.be:80,http,Apache,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,text/html,,,,,,,
9lives.be,,200,3431,www.9lives.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,True,ctls,www.9lives.be,443,https://9lives.be:443,https,,GET,195.162.197.140,/,-1155640203,2a02:1800:120:6002::3,Varnish,51,False,,text/html,https://www.9lives.be/9lives/9lives.html,,,,,,
9lives.dvp.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://9lives.dvp.telenet.be:80,http,BigIP,GET,195.162.204.163,/,-1840324437,2a02:1800:1e1:6002::8,F5 BigIP,1,False,,,,,,,,,
9lives.prd.telenet.be,,200,3431,www.9lives.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T05:46:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,38f8a262dcdd51a53c677ab6894e75a5,283ac6d610a082ca099ffe8c6ee5468a1f72a6e483c0f4d7d8d06a1720406695,True,ctls,www.9lives.be,443,https://9lives.prd.telenet.be:443,https,,GET,195.162.197.138,/,1895883321,195.162.197.138,Varnish,51,False,,text/html,https://www.9lives.be/9lives/9lives.html,,,,,,
9lives.trg.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://9lives.trg.telenet.be:80,http,BigIP,GET,195.162.204.160,/,-1840324437,2a02:1800:1e1:6002::b,F5 BigIP,1,False,,,,,,,,,
aalborgmaskinudlejning.yelo.be,Telenet TV Yelo,200,19605,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,Telenet BV,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,,ctls,yelo.telenet.tv,443,https://aalborgmaskinudlejning.yelo.be:443,https,,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,text/html,https://yelo.telenet.tv/,,,,,,
aanrekening-info.prd.telenet.be,Maintenance - Telenet,200,11746,aanrekening-info.prd.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,aanrekening-info.prd.telenet.be,443,https://aanrekening-info.prd.telenet.be:443,https,,GET,213.224.232.1,/,1758106035,2a02:1800:100:6000::1,Svelte,64,False,,text/html,https://aanrekening-info.prd.telenet.be/404,,,,,,
aanrekening-info.telenet.be,,503,2503,aanrekening-info.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,aanrekening-info.telenet.be,443,https://aanrekening-info.telenet.be:443,https,,GET,213.224.232.1,/,1539244717,2a02:1800:100:6000::1,,94,False,True,text/html,,,,,,,
aanrekening-info.uat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://aanrekening-info.uat.telenet.be:80,http,BigIP,GET,213.224.233.129,/,-1840324437,2a02:1800:1e0:6002::1,F5 BigIP,1,False,,,,,,,,,
abuse.telenet.be,"Phishing of hacking, wat nu?",200,210370,www2.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,www2.telenet.be,443,https://abuse.telenet.be:443,https,,GET,195.162.197.140,/,-196786805,2a02:1800:120:6002::3,Ookla Speedtest Custom,3362,False,True,text/html,https://www2.telenet.be/residential/nl/klantenservice/internet/veilig-surfen/phishing-hacking-melden/,,,,,,*.zentrick.com
ac.yelo.be,Telenet TV Yelo,200,19605,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,Telenet BV,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,,ctls,yelo.telenet.tv,443,https://ac.yelo.be:443,https,,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,text/html,https://yelo.telenet.tv/,,,,,,
acacia.telenet.be,404 Not Found,404,612,,,,,,,,,,,,,,,,,,,,80,http://acacia.telenet.be:80,http,Apache,GET,195.130.132.84,/,-896013687,195.130.132.84,Apache,14,False,,text/html,,,,,,,
access.cloud.telenet.be,Telenet parking page for hosting products,200,2747,access.cloud.telenet.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-17T11:26:02Z,2023-06-18T11:26:01Z,"CN=web.cloud.telenet.be, O=TELENET B.V., L=Mechelen, ST=Antwerpen, C=BE",web.cloud.telenet.be,TELENET B.V.,web.cloud.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,57b7ddab75f6fe1e4397cac1ed9f9e4a,754f9c21309689dcdcc2bba11aa322a1c28450facb3d0d01e26a37f05665a233,,ctls,access.cloud.telenet.be,443,https://access.cloud.telenet.be:443,https,Apache/2.4.10 (Debian),GET,185.35.53.8,/,-780928015,185.35.53.8,Debian,48,False,True,text/html,,,,,,,
account.telenet.be,Klantenservice: beheer je Telenet-diensten via Mijn Telenet,200,473617,www2.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,www2.telenet.be,443,https://account.telenet.be:443,https,,GET,195.162.197.140,/,,2a02:1800:120:6002::3,Ookla Speedtest Custom,18006,False,True,text/html,https://www2.telenet.be/nl/klantenservice/#/menu=selfservice/%23MT1,,,,,,https://playlist.megaphone.fm
acp.yelo.be,Telenet TV Yelo,200,19605,yelo.telenet.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T02:57:30Z,2024-04-07T02:57:29Z,"CN=yelo.telenet.tv, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",yelo.telenet.tv,Telenet BV,www.yelo.telenet.tv,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,018d4b6b123f4d737eaf5b45295b6754,917679594a9aca3526e6aa8a5b679dd6dafd1ffa642732b3ea3d91086c5e4550,,ctls,yelo.telenet.tv,443,https://acp.yelo.be:443,https,,GET,213.224.149.248,/,-833618195,2a02:1800:100:4001::6:2,AngularJS,54,False,,text/html,https://yelo.telenet.tv/,,,,,,
activeer.telenet.be,"Supersnel internet, met of zonder mobiele telefonie  | Telenet",200,311837,www2.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,www2.telenet.be,443,https://activeer.telenet.be:443,https,,GET,195.130.131.38,/,1519118905,195.130.131.39,Ookla Speedtest Custom,6829,False,True,text/html,https://www2.telenet.be/residential/nl,,,,,,*.contentsquare.com
adcaemvip-4.dvp.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.dvp.telenet.be:80,http,BigIP,GET,213.224.233.15,/,-1840324437,213.224.233.15,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.int.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.int.telenet.be:80,http,BigIP,GET,213.224.233.19,/,-1840324437,213.224.233.19,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.lat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.lat.telenet.be:80,http,BigIP,GET,213.224.233.164,/,-1840324437,213.224.233.164,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.prd.telenet.be,,403,,adcaemvip-4.prd.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,adcaemvip-4.prd.telenet.be,443,https://adcaemvip-4.prd.telenet.be:443,https,BigIP,GET,213.224.232.4,/,-1840324437,213.224.232.4,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.sup.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.sup.telenet.be:80,http,BigIP,GET,213.224.233.21,/,-1840324437,213.224.233.21,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.trg.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.trg.telenet.be:80,http,BigIP,GET,213.224.233.196,/,-1840324437,213.224.233.196,F5 BigIP,1,False,,,,,,,,,
adcaemvip-4.uat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip-4.uat.telenet.be:80,http,BigIP,GET,213.224.233.132,/,-1840324437,213.224.233.132,F5 BigIP,1,False,,,,,,,,,
adcaemvip.edp.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip.edp.telenet.be:80,http,BigIP,GET,213.224.233.18,/,-1840324437,2a02:1800:1e0:6003::27,F5 BigIP,1,False,,,,,,,,,
adcaemvip.int.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip.int.telenet.be:80,http,BigIP,GET,213.224.233.19,/,-1840324437,2a02:1800:1e0:6003::28,F5 BigIP,1,False,,,,,,,,,
adcaemvip.lat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip.lat.telenet.be:80,http,BigIP,GET,213.224.233.164,/,-1840324437,2a02:1800:1e0:6001::9,F5 BigIP,1,False,,,,,,,,,
adcaemvip.mre.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip.mre.telenet.be:80,http,BigIP,GET,213.224.233.20,/,-1840324437,2a02:1800:1e0:6003::29,F5 BigIP,1,False,,,,,,,,,
adcaemvip.prd.telenet.be,,403,,adcaemvip.prd.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,adcaemvip.prd.telenet.be,443,https://adcaemvip.prd.telenet.be:443,https,BigIP,GET,213.224.232.4,/,-1840324437,2a02:1800:100:6000::b,F5 BigIP,1,False,,,,,,,,,
adcaemvip.uat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcaemvip.uat.telenet.be:80,http,BigIP,GET,213.224.233.132,/,-1840324437,2a02:1800:1e0:6002::c,F5 BigIP,1,False,,,,,,,,,
adcbasevip-4.int.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcbasevip-4.int.telenet.be:80,http,BigIP,GET,213.224.233.38,/,-1840324437,213.224.233.38,F5 BigIP,1,False,,,,,,,,,
adcbasevip-4.uat.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adcbasevip-4.uat.telenet.be:80,http,BigIP,GET,213.224.233.138,/,-1840324437,213.224.233.138,F5 BigIP,1,False,,,,,,,,,
adcbasevip.prd.telenet.be,,403,,adcbasevip.prd.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,adcbasevip.prd.telenet.be,443,https://adcbasevip.prd.telenet.be:443,https,BigIP,GET,213.224.232.10,/,-1840324437,2a02:1800:100:6000::15,F5 BigIP,1,False,,,,,,,,,
adccussafvip.edp.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adccussafvip.edp.telenet.be:80,http,BigIP,GET,213.224.233.7,/,-1840324437,213.224.233.7,F5 BigIP,1,False,,,,,,,,,
adccussafvip.mre.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adccussafvip.mre.telenet.be:80,http,BigIP,GET,213.224.233.6,/,-1840324437,213.224.233.6,F5 BigIP,1,False,,,,,,,,,
adccussafvip.prd.telenet.be,Self-Starter,200,6565,selfstarter.telenet.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-16T11:24:02Z,2023-12-16T05:46:01Z,"CN=*.prd.telenet.be, O=Telenet BV, L=Mechelen, ST=Antwerpen, C=BE",*.prd.telenet.be,Telenet BV,prd.telenet.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,62047dbe3679ece85a2aa7abfae7c0e6,7f24925f9be4070252f31ec7e5285f7c29cd8dd2a796845831a04d0974e7dc66,True,ctls,selfstarter.telenet.be,443,https://adccussafvip.prd.telenet.be:443,https,,GET,213.224.232.2,/,-141773226,213.224.232.2,,12,False,True,text/html,https://selfstarter.telenet.be/selfstarter/,,,,,,
adccussafvip.sup.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adccussafvip.sup.telenet.be:80,http,BigIP,GET,213.224.233.9,/,-1840324437,213.224.233.9,F5 BigIP,1,False,,,,,,,,,
adccussafvip.trg.telenet.be,,403,,,,,,,,,,,,,,,,,,,,,80,http://adccussafvip.trg.telenet.be:80,http,BigIP,GET,213.224.233.194,/,-1840324437,213.224.233.194,F5 BigIP,1,False,,,,,,,,,
