input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,final_url,cdn_name,cdn
abctest.dev.jivosite.com,403 Forbidden,403,146,abctest.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,abctest.dev.jivosite.com,443,https://abctest.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
abv.dev.jivosite.com,403 Forbidden,403,146,abv.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,abv.dev.jivosite.com,443,https://abv.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
admin.jivosite.com,JivoChat,200,966,app.jivosite.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T11:26:25Z,2024-05-06T11:26:25Z,CN=*.jivosite.com,*.jivosite.com,jivosite.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bb550dc642896bad9fe4718b06667116,b66b7f1b6e5ec3f9152745102baf73a87866c74b350e456f602b707a44472d82,True,ctls,app.jivosite.com,443,https://admin.jivosite.com:443,https,nginx,text/html,GET,78.41.109.90,/,-56845221,78.41.109.90,Nginx,2,False,https://oms.test.starfish24.com,https://app.jivosite.com/?lang=en,,
agent.dev.jivosite.com,403 Forbidden,403,146,agent.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,agent.dev.jivosite.com,443,https://agent.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
agentmedia.dev.jivosite.com,403 Forbidden,403,146,agentmedia.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,agentmedia.dev.jivosite.com,443,https://agentmedia.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aglaea.dev.jivosite.com,403 Forbidden,403,146,aglaea.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aglaea.dev.jivosite.com,443,https://aglaea.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
agpt.dev.jivosite.com,403 Forbidden,403,146,agpt.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,agpt.dev.jivosite.com,443,https://agpt.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
agtest.dev.jivosite.com,403 Forbidden,403,146,agtest.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,agtest.dev.jivosite.com,443,https://agtest.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aigpt.dev.jivosite.com,403 Forbidden,403,146,aigpt.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aigpt.dev.jivosite.com,443,https://aigpt.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
air-3411.dev.jivosite.com,403 Forbidden,403,146,air-3411.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,air-3411.dev.jivosite.com,443,https://air-3411.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
air-3514.dev.jivosite.com,403 Forbidden,403,146,air-3514.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,air-3514.dev.jivosite.com,443,https://air-3514.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aistate.dev.jivosite.com,403 Forbidden,403,146,aistate.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aistate.dev.jivosite.com,443,https://aistate.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aitest.dev.jivosite.com,403 Forbidden,403,146,aitest.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aitest.dev.jivosite.com,443,https://aitest.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
albato.dev.jivosite.com,403 Forbidden,403,146,albato.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,albato.dev.jivosite.com,443,https://albato.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aleas.dev.jivosite.com,403 Forbidden,403,146,aleas.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aleas.dev.jivosite.com,443,https://aleas.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
aleksnick.dev.jivosite.com,403 Forbidden,403,146,aleksnick.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,aleksnick.dev.jivosite.com,443,https://aleksnick.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
alena.dev.jivosite.com,403 Forbidden,403,146,alena.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,alena.dev.jivosite.com,443,https://alena.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
alex-pt.dev.jivosite.com,403 Forbidden,403,146,alex-pt.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,alex-pt.dev.jivosite.com,443,https://alex-pt.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
alex.dev.jivosite.com,403 Forbidden,403,146,alex.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,alex.dev.jivosite.com,443,https://alex.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
alexd.dev.jivosite.com,403 Forbidden,403,146,alexd.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,alexd.dev.jivosite.com,443,https://alexd.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
alexdemo.dev.jivosite.com,403 Forbidden,403,146,alexdemo.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,alexdemo.dev.jivosite.com,443,https://alexdemo.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
amazonlily.dev.jivosite.com,403 Forbidden,403,146,amazonlily.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,amazonlily.dev.jivosite.com,443,https://amazonlily.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
amocrm.dev.jivosite.com,403 Forbidden,403,146,amocrm.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,amocrm.dev.jivosite.com,443,https://amocrm.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
and.dev.jivosite.com,403 Forbidden,403,146,and.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,and.dev.jivosite.com,443,https://and.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
android.dev.jivosite.com,403 Forbidden,403,146,android.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,android.dev.jivosite.com,443,https://android.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
android2.dev.jivosite.com,403 Forbidden,403,146,android2.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,android2.dev.jivosite.com,443,https://android2.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
anothertry.dev.jivosite.com,403 Forbidden,403,146,anothertry.dev.jivosite.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-14T06:33:35Z,2023-09-12T06:33:34Z,CN=dev.jivosite.com,dev.jivosite.com,dev.jivosite.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cae7174c44bf27bb743c8b36e8ac5a1e,0fb7f77b620f1c51115ef54c8e0c5441bc76204e2c80a77acbfc2fe51b33598f,True,ctls,anothertry.dev.jivosite.com,443,https://anothertry.dev.jivosite.com:443,https,nginx,text/html,GET,46.243.227.92,/,-1561873722,46.243.227.92,Nginx,8,False,,,,
