input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,cdn_name,cdn,csp_domains_,final_url,tls_expired
ae.ishares.com,Investment Management & Financial Services | BlackRock,200,86632,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://ae.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,-747081043,184.25.158.194,1472,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/ae,
aen.blackrock.com,,200,2173,aladdinaccounting.login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-22T09:59:46Z,2023-10-20T09:59:46Z,"CN=*.login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",*.login.blackrock.com,"BlackRock Financial Management, Inc.",login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8cf75f7b67fc3d2af092d49a7845c030,3adfda34417db4579675c3194c6d4ce44f54e051a7f1402d9979a9bf40518292,True,ctls,aladdinaccounting.login.blackrock.com,80,http://aen.blackrock.com:80,http,akamai/nginx,text/html,GET,69.52.42.253,/,-1792530012,69.52.42.253,8,False,Nginx,,,,,https://aladdinaccounting.login.blackrock.com/?ID=b7355374-0b6c-46ec-c6c8-f6a26fe26ad2,
aladdin-login.blackrock.com,Aladdin - Sign In,200,11870,aladdin-login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-19T10:29:40Z,2023-08-16T10:29:40Z,"CN=aladdin-login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",aladdin-login.blackrock.com,"BlackRock Financial Management, Inc.",www.aladdin-login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f1c684e0723bf24374d2ba93fca311da,aff080ac2b1a461bdd432f3745d65b64776f2d6f3e72a7ac71fec78611eddd38,,ctls,aladdin-login.blackrock.com,443,https://aladdin-login.blackrock.com:443,https,nginx,text/html,GET,15.197.151.86,/,-599803935,3.33.152.248,261,False,Nginx,,,,,,
aladdinwealth.blackrock.com,,401,5943,aladdinwealth.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,aladdinwealth.blackrock.com,443,https://aladdinwealth.blackrock.com:443,https,akamai/nginx,text/html,GET,184.30.220.126,/,-1641927142,184.30.220.126,131,False,Nginx,,,,,,
aladdinwealth.login.blackrock.com,,200,1640,aladdinwealth.login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-22T09:59:46Z,2023-10-20T09:59:46Z,"CN=*.login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",*.login.blackrock.com,"BlackRock Financial Management, Inc.",login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8cf75f7b67fc3d2af092d49a7845c030,3adfda34417db4579675c3194c6d4ce44f54e051a7f1402d9979a9bf40518292,True,ctls,aladdinwealth.login.blackrock.com,443,https://aladdinwealth.login.blackrock.com:443,https,akamai/nginx,text/html,GET,34.230.151.138,/,-2136522562,34.230.151.138,8,False,Nginx,,,,,,
alphatrawler.blackrock.com,BlackRock Alpha Capture Portal,200,4514,alphatrawler.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-06T16:11:33Z,2024-01-03T16:11:33Z,"CN=alphatrawler.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",alphatrawler.blackrock.com,"BlackRock Financial Management, Inc.",www.alphatrawler.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",15aa8c181cb746847a15e29fdbb0687b,bcc3b4e4c4dc471bcc0ab245f1141a3925647c384fb9804cedb101eb3ff8a4a0,,ctls,alphatrawler.blackrock.com,443,https://alphatrawler.blackrock.com:443,https,nginx,text/html,GET,35.229.86.108,/,1494302000,35.229.86.108,3,False,Nginx,,google,True,,,
alumni.blackrock.com,BlackRock Alumni Network,200,55779,alumni.blackrock.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T11:04:32Z,2023-07-29T11:04:31Z,CN=alumni.blackrock.com,alumni.blackrock.com,,alumni.blackrock.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbfa21b0ec11c99f054062bf4bd67b6f,d4dbe66f2f07068ccb51e05ed05552d596f5b79bf9bc61f729ebeced2eb545ff,,ctls,alumni.blackrock.com,443,https://alumni.blackrock.com:443,https,,text/html,GET,13.224.189.17,/,1711426124,13.224.189.7,12,False,React,,cloudfront,True,https://www.powr.io,,
amk-aladdinwealth.blackrock.com,,401,5979,amk-aladdinwealth.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,amk-aladdinwealth.blackrock.com,443,https://amk-aladdinwealth.blackrock.com:443,https,,text/html,GET,184.30.220.126,/,-494525637,184.30.220.126,131,False,HSTS,,,,,,
amk-aladdinwealth.login.blackrock.com,,200,1641,amk-aladdinwealth.login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T09:59:46Z,2023-10-20T09:59:46Z,"CN=*.login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",*.login.blackrock.com,"BlackRock Financial Management, Inc.",login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8cf75f7b67fc3d2af092d49a7845c030,3adfda34417db4579675c3194c6d4ce44f54e051a7f1402d9979a9bf40518292,True,ctls,amk-aladdinwealth.login.blackrock.com,443,https://amk-aladdinwealth.login.blackrock.com:443,https,akamai/nginx,text/html,GET,35.174.232.233,/,-2136522562,35.174.232.233,8,False,Nginx,,,,,,
api-dev.blackrock.com,,404,158,api-dev.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,api-dev.blackrock.com,443,https://api-dev.blackrock.com:443,https,,application/json,GET,23.201.241.164,/,244609073,23.201.241.164,1,False,HSTS,,,,,,
api-staging.blackrock.com,Access Denied,403,278,api-staging.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,api-staging.blackrock.com,443,https://api-staging.blackrock.com:443,https,AkamaiGHost,text/html,GET,184.30.220.126,/,-532506912,184.30.220.126,10,False,,,,,,,
apigee-services-test.blackrock.com,,404,155,apigee-services-test.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-23T14:18:37Z,2023-08-21T14:18:36Z,CN=*.apigee.net,*.apigee.net,,apigee.net,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ea968816611ea81d6e380b09ae250323,94718b0f064e112515f687590bb655d87810a3bf6e4ccf1ae821aee8c9cca340,True,ctls,apigee-services-test.blackrock.com,443,https://apigee-services-test.blackrock.com:443,https,,application/json,GET,35.196.169.251,/,244609073,35.196.169.251,1,False,HSTS,True,google,True,,,
app.aladdin.blackrock.com,404 - Not found or no permission to access,404,1330,app.aladdin.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T15:27:18Z,2023-09-04T15:27:18Z,"CN=app.aladdin.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",app.aladdin.blackrock.com,"BlackRock Financial Management, Inc.",www.app.aladdin.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d456a8010dd095acf8e6c161442d9c9e,81259849927a27b6e9dba0684fe8550f3d9d5d84c9136567f1f30d0a1a7c3fd9,,ctls,app.aladdin.blackrock.com,443,https://app.aladdin.blackrock.com:443,https,,text/html,GET,147.154.36.249,/,-1270699277,147.154.36.249,33,False,Bootstrap,,oracle,True,,,
app.marketing.blackrock.com,404 - Not found or no permission to access,404,1330,app.marketing.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-05T15:27:52Z,2023-09-04T15:27:52Z,"CN=app.marketing.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",app.marketing.blackrock.com,"BlackRock Financial Management, Inc.",www.app.marketing.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",f2a9b522dacba45f1a7d552b4cd4d735,f87275ada9fded588a1c3b3763699142b63cedf28f557e56987b34b4b0b19a70,,ctls,app.marketing.blackrock.com,443,https://app.marketing.blackrock.com:443,https,,text/html,GET,147.154.47.72,/,-1270699277,147.154.47.72,33,False,Bootstrap,,oracle,True,,,
at.blackrock.com,Vermögensverwaltung und Finanzdienstleistungen | BlackRock,200,76360,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://at.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,-911501306,184.30.220.126,1301,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/at,
at.ishares.com,Vermögensverwaltung und Finanzdienstleistungen | BlackRock,200,76360,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://at.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,1549012926,184.25.158.194,1301,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/at,
au.stage-origin.ishares.com,BlackRock,503,3091,maintenance-cdn.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,maintenance-cdn.blackrock.com,443,https://au.stage-origin.ishares.com:443,https,AkamaiNetStorage,text/html,GET,69.52.42.205,/,-1508215623,69.52.42.205,104,False,Akamai Bot Manager,,,,,https://maintenance-cdn.blackrock.com/,
autodiscover.blackrock.com,,401,13,autodiscover.blackrock.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-01-09T16:19:46Z,2024-02-09T16:19:46Z,"CN=oa.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",oa.blackrock.com,"BlackRock Financial Management, Inc.",*.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",99bc9326beb6cff9a83ef1c6d589eea9,5030ecbf5df227142d64cd6b9963299336c35d1593764828b4ba05183e3b33c6,True,ctls,autodiscover.blackrock.com,443,https://autodiscover.blackrock.com:443,https,,text/html,GET,69.52.12.92,/,12023395,69.52.12.92,1,False,Basic,,,,http:,,
be.blackrock.com,Invalid URL,400,208,be.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,be.blackrock.com,443,https://be.blackrock.com:443,https,AkamaiGHost,text/html,GET,184.30.220.126,/,1571220140,184.30.220.126,8,False,,,,,,,
be.ishares.com,Beleggingsbeheer en financiële diensten | BlackRock,200,61401,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://be.ishares.com:443,https,envoy,text/html,GET,184.25.158.194,/,-459275797,184.25.158.194,1073,False,HSTS,,,,https://*.blackrock.com,https://www.blackrock.com/be,
blk-aladdin-login.blackrock.com,Okta - Page Not Found,404,1692,blk-aladdin-login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,blk-aladdin-login.blackrock.com,443,https://blk-aladdin-login.blackrock.com:443,https,Apache,text/html,GET,99.83.233.105,/,2020198508,75.2.37.199,44,False,Apache,True,,,,,
blkapp.blackrock.com,404 - Not found or no permission to access,404,1330,blkapp.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T16:09:41Z,2024-02-23T16:09:40Z,"CN=blkapp.blackrock.com, serialNumber=2446204, businessCategory=Private Organization, O=BlackRock Financial Management\, Inc., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",blkapp.blackrock.com,"BlackRock Financial Management, Inc.",www.blkapp.blackrock.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",e085abf6fceb6905962bbbd9d33a0fcb,b9b644237cf2e20780dd9064d3f2954b2b9604034cc701d651dbfcd1e68454de,,ctls,blkapp.blackrock.com,443,https://blkapp.blackrock.com:443,https,,text/html,GET,147.154.36.249,/,-1270699277,147.154.36.249,33,False,Bootstrap,,oracle,True,,,
blksolutions.glbext.blackrock.com,Aladdin® by BlackRock - software for portfolio management,200,197172,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://blksolutions.glbext.blackrock.com:443,https,envoy,text/html,GET,69.52.13.192,/,502578848,69.52.13.192,2578,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/aladdin?cid=vanity%3Amigrations%3Aredirect%3Aredirect,
br.ishares.com,Gestão de Investimentos e Serviços Financeiros | BlackRock,200,99662,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://br.ishares.com:443,https,envoy,text/html,GET,104.102.19.39,/,1551700554,104.102.19.39,1787,False,HSTS,,,,https://www.blackrock.com/-cYvLYrFhf/eR20/D46Dgm/3Nb1JfV2Jw7i/LncmMxobXQI/SQU_A/1xFZgQ,https://www.blackrock.com/br,
budvpn.blackrock.com,,200,315,budvpn.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-22T05:13:03Z,2026-02-21T05:13:03Z,CN=budvpn.blackrock.com,budvpn.blackrock.com,,69.52.12.28,"CN=Corporate Device CA, O=BlackRock Inc., C=US",Corporate Device CA,BlackRock Inc.,feefd677f5000054dd561fa9b2422c48,698ec4d1b191453d374787c48fd4f3c490dcf0def5cd9692442cb3ca643614e9,,ctls,budvpn.blackrock.com,443,https://budvpn.blackrock.com:443,https,,text/html,GET,69.52.12.28,/,-1840324437,69.52.12.28,9,False,HSTS,,,,,,
ca.blackrock.com,Financial Planning & Investment Management | BlackRock,200,152395,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://ca.blackrock.com:443,https,envoy,text/html,GET,23.201.241.164,/,-216736537,23.201.241.164,2169,False,HSTS,,,,https://www.blackrock.com/-cYvLYrFhf/eR20/D46Dgm/3Nb1JfV2Jw7i/LncmMxobXQI/SQU_A/1xFZgQ,https://www.blackrock.com/ca,
ca.ishares.com,Financial Planning & Investment Management | BlackRock,200,152395,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://ca.ishares.com:443,https,envoy,text/html,GET,104.102.19.39,/,1596540646,104.102.19.39,2169,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/ca,
cbmex-sso-aladdinwealth.login.blackrock.com,,200,1641,cbmex-sso-aladdinwealth.login.blackrock.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-22T09:59:46Z,2023-10-20T09:59:46Z,"CN=*.login.blackrock.com, O=BlackRock Financial Management\, Inc., L=New York, ST=New York, C=US",*.login.blackrock.com,"BlackRock Financial Management, Inc.",login.blackrock.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",8cf75f7b67fc3d2af092d49a7845c030,3adfda34417db4579675c3194c6d4ce44f54e051a7f1402d9979a9bf40518292,True,ctls,cbmex-sso-aladdinwealth.login.blackrock.com,443,https://cbmex-sso-aladdinwealth.login.blackrock.com:443,https,akamai/nginx,text/html,GET,35.174.232.233,/,-2136522562,35.174.232.233,8,False,Nginx,,,,,,
ch.blackrock.com,BlackRock Asset Management | BlackRock Schweiz,200,102300,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://ch.blackrock.com:443,https,envoy,text/html,GET,184.30.220.126,/,1547509859,184.30.220.126,1830,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/ch,
charts.blackrock.com,,200,10,charts.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,charts.blackrock.com,443,https://charts.blackrock.com:443,https,,text/html,GET,184.30.220.126,/,1631801191,184.30.220.126,1,False,Akamai Bot Manager,,,,,,
cl.ishares.com,Gestión de inversiones y servicios financieros | BlackRock,200,157680,www.blackrock.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-12T00:00:00Z,2024-01-14T23:59:59Z,"CN=*.blackrock.com, O=BlackRock Financial Management Inc., L=New York, ST=New York, C=US",*.blackrock.com,BlackRock Financial Management Inc.,blackrock.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f153ed05547475596eb1c95359331c9,6acfa69ff787f3aa3cdb07f7161e1ec4cc7dd33d62ce70602d4571337ef73488,True,ctls,www.blackrock.com,443,https://cl.ishares.com:443,https,envoy,text/html,GET,104.102.19.39,/,307042636,104.102.19.39,2032,False,HSTS,,,,https://*.ishares.com,https://www.blackrock.com/cl,
