input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
*.whatsapp.net,WhatsApp,200,243048,www.whatsapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.whatsapp.net, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.whatsapp.net,"Meta Platforms, Inc.",whatsapp.net,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,20c9604ca322622d3a8d19b9c04e6d40,ebc16eaa6d8520118ad005a00d45ff6f145dcf3fcfb3acc2c3d376c31a080521,True,ctls,www.whatsapp.com,,443,https://whatsapp.net:443,https,,text/html,GET,157.240.252.60,/,1735289686,2a03:2880:f276:cd:face:b00c:0:167,HTTP/3,32,False,,True,https://www.whatsapp.com/,*.fbcdn.net,
admin-api.taralite.com,,200,35,admin-api.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,admin-api.taralite.com,cloudflare,443,https://admin-api.taralite.com:443,https,cloudflare,application/json,GET,172.64.145.105,/,843552008,2606:4700:4400::6812:2a97,Google Cloud CDN,1,False,True,,,,
admin.taralite.com,,403,16,admin.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,admin.taralite.com,cloudflare,443,https://admin.taralite.com:443,https,cloudflare,text/plain,GET,172.64.145.105,/,1253481126,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,,
agw.ovo.id,,404,48,agw.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,agw.ovo.id,cloudflare,443,https://agw.ovo.id:443,https,cloudflare,application/json,GET,104.17.57.20,/,834205737,2606:4700::6811:3a14,Cloudflare,1,False,True,,,,
api.ovo.id,,200,,api.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,api.ovo.id,cloudflare,443,https://api.ovo.id:443,https,cloudflare,,GET,104.17.58.20,/,407693251,2606:4700::6811:3914,Google Cloud CDN,1,False,True,,,,
api.taralite.com,,403,16,api.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,api.taralite.com,cloudflare,443,https://api.taralite.com:443,https,cloudflare,text/plain,GET,104.18.42.151,/,1659100526,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
apigw-prod.taralite.com,,404,48,apigw-prod.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-01T23:59:59Z,CN=*.taralite.com,*.taralite.com,,taralite.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,311f8faa81300bd7e26051e82fedc5f5,98cfdbd3a4f8e6d22852790ecab84f6cde1a75bfc6f3a0380d196399c6041d50,True,ctls,apigw-prod.taralite.com,google,443,https://apigw-prod.taralite.com:443,https,,application/json,GET,34.149.157.174,/,834205737,34.149.157.174,HTTP/3,1,False,True,,,,
apigw.ovo.id,,404,48,apigw.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,apigw.ovo.id,cloudflare,443,https://apigw.ovo.id:443,https,cloudflare,application/json,GET,104.17.57.20,/,834205737,2606:4700::6811:3914,Cloudflare,1,False,True,,,,
application.taralite.com,,521,,application.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,application.taralite.com,cloudflare,443,https://application.taralite.com:443,https,cloudflare,,GET,104.18.42.151,/,-1840324437,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,,
asset.dududev.ovo.id,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,cloudfront,80,http://asset.dududev.ovo.id:80,http,CloudFront,text/html,GET,108.138.7.52,/,888849643,2600:9000:2490:2800:b:5410:7880:93a1,Amazon Web Services,20,False,True,,,,
asset.ovo.id,,200,,asset.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,asset.ovo.id,cloudfront,443,https://asset.ovo.id:443,https,AmazonS3,application/x-directory,GET,108.156.60.101,/,82702654,2600:9000:2394:ba00:13:328:5780:93a1,Amazon Web Services,1,False,True,,,,
atlantis.taralite.com,,403,16,atlantis.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,atlantis.taralite.com,cloudflare,443,https://atlantis.taralite.com:443,https,cloudflare,text/plain,GET,172.64.145.105,/,1253481126,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
attachment.fbsbx.com,Not Found,404,126,attachment.fbsbx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,f5fc3bba0f418cbedab48be5c3dfa0f4,d36845d603545547aca7f4a9f22c3ec33109e282ffbe4840a143fc8c9e67a260,True,ctls,attachment.fbsbx.com,,443,https://attachment.fbsbx.com:443,https,,text/html,GET,31.13.86.8,/,1684230672,2a03:2880:f083:10e:face:b00c:0:2,HTTP/3,1,False,,True,,*.cdninstagram.com,
auth.dev.taralite.com,,521,,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://auth.dev.taralite.com:80,http,cloudflare,,GET,104.18.42.151,/,-1840324437,2606:4700:4400::ac40:9169,Cloudflare,1,False,True,,,,
billpay.ovo.id,,403,243,billpay.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,billpay.ovo.id,cloudfront,80,http://billpay.ovo.id:80,http,AmazonS3,application/xml,GET,143.204.215.73,/,1918984307,143.204.215.69,Amazon Web Services,2,False,True,,https://billpay.ovo.id/,,
business.ovo.id,OVO for Business,200,7984,business.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,business.ovo.id,cloudflare,443,https://business.ovo.id:443,https,cloudflare,text/html,GET,104.17.58.20,/,1962673323,2606:4700::6811:3a14,jQuery,283,False,True,,https://business.ovo.id/index.html;jsessionid=EB2ACF4F310C7500CC2B0092D849301E,,
cb-test.ovo.id,OVO,200,651,cb-test.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,cb-test.ovo.id,google,443,https://cb-test.ovo.id:443,https,UploadServer,text/html,GET,35.219.69.253,/,714785614,35.219.69.253,Google Cloud Storage,1,False,True,,,,
connect.facebook.net,Error,200,35694,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,f5fc3bba0f418cbedab48be5c3dfa0f4,d36845d603545547aca7f4a9f22c3ec33109e282ffbe4840a143fc8c9e67a260,True,ctls,m.facebook.com,,443,https://connect.facebook.net:443,https,,text/html,GET,31.13.86.4,/,-348776091,2a03:2880:f008:8:face:b00c:0:1,HTTP/3,15,False,,,https://m.facebook.com/?wtsid=rdr_0bvPzPC8ZwEDpzbdf,v.whatsapp.net,
delivery.hello.ovo.id,404 Not Found,404,112,,,,,,,,,,,,,,,,,,,,google,80,http://delivery.hello.ovo.id:80,http,nginx,text/html,GET,34.117.197.73,/,1362163372,34.117.197.73,Nginx,7,False,True,,,,
dev-billpay.ovo.id,,403,243,dev-billpay.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,dev-billpay.ovo.id,cloudfront,443,https://dev-billpay.ovo.id:443,https,AmazonS3,application/xml,GET,99.86.4.37,/,-450449308,99.86.4.67,Amazon Web Services,2,False,True,,,,
dev-digisign.taralite.com,Taralite - Pinjaman Untuk Merchant Online Tanpa Agunan,200,3556,dev-digisign.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,dev-digisign.taralite.com,cloudflare,443,https://dev-digisign.taralite.com:443,https,cloudflare,text/html,GET,104.18.42.151,/,2001028142,2606:4700:4400::6812:2a97,Google Cloud CDN,1,False,True,,,,
dev-lender.taralite.com,,403,16,dev-lender.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,dev-lender.taralite.com,cloudflare,443,https://dev-lender.taralite.com:443,https,cloudflare,text/plain,GET,172.64.145.105,/,1253481126,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,,
dev-web.taralite.com,Taralite - Pinjaman Untuk Merchant Online Tanpa Agunan,200,2635,dev-web.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,dev-web.taralite.com,cloudflare,443,https://dev-web.taralite.com:443,https,cloudflare,text/html,GET,172.64.145.105,/,2001028142,2606:4700:4400::ac40:9169,Google Cloud CDN,1,False,True,,,,
developers.taralite.com,,521,,developers.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,developers.taralite.com,cloudflare,443,https://developers.taralite.com:443,https,cloudflare,,GET,172.64.145.105,/,-1840324437,2606:4700:4400::6812:2a97,Cloudflare,1,False,True,,,,
digisign.taralite.com,Taralite - Pinjaman Untuk Merchant Online Tanpa Agunan,200,3556,digisign.taralite.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.taralite.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4560fa15ca7cc9085466d4c8d390ba8f,fb68070791427b72af91b77c30c368e3de425643ec117e51831b6370792f91db,True,ctls,digisign.taralite.com,cloudflare,443,https://digisign.taralite.com:443,https,cloudflare,text/html,GET,172.64.145.105,/,2001028142,2606:4700:4400::ac40:9169,Google Cloud CDN,1,False,True,,,,
esb.ovo.id,,403,16,esb.ovo.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T10:04:57Z,2024-06-02T10:04:56Z,CN=*.ovo.id,*.ovo.id,,ovo.id,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,ec3f4706c30bd741975f45cd401dd839,6b928db9cadfc3036fe4952ab1e1a565f679f5c81c9fceccce478f4b606de492,True,ctls,esb.ovo.id,cloudflare,443,https://esb.ovo.id:443,https,cloudflare,text/plain,GET,104.17.58.20,/,1253481126,2606:4700::6811:3914,Cloudflare,1,False,True,,,,
fbsbx.com,Not Found,404,126,fbsbx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-05-22T23:59:59Z,"CN=fbcdn.net, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",fbcdn.net,"Meta Platforms, Inc.",www.fbcdn.net,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,0766b06e78fd5e3306dc68b2155cc39c,4157d6b43e73df541a1086d9b1b54fd24da19ab1022a1cc497cd405a8b67641a,,ctls,fbsbx.com,,443,https://fbsbx.com:443,https,,text/html,GET,102.132.99.35,/,1684230672,2a03:2880:f163:81:face:b00c:0:25de,HTTP/3,1,False,,,,*.doubleclick.net,
