new,host,a,soa,status_code,cname,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,mx,txt,caa
[x],fgcm1-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fhea3-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fhkg9-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],files.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],fixc1-2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fmaa14-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fmnl7-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fnbo8-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],forddr-internal.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],forf1-3.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],forums-ws.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fpsawsqdcusw1prod-test.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fpsprod-ffff.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fremont-0-68.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fremont-18-14.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],fremont-26.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fremont-27-0.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fremont-35-27.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fremont-6-19.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fsap4-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fscl1-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fsnc1-4.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fssz4-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ftlv10-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fulfillment-b2b-bth2.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fur-must-be-nice.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fwc.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fyai1-1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gammasite.razorpay.com,"65.9.66.48, 65.9.66.70, 65.9.66.35, 65.9.66.119","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
[x],gast-negenenzestig.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gatewayconfigstorebackups.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gchips-ci-cpt.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ge-2-3-7.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ge1-48-bas2-1-apx.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],giga.razorpay.com,"43.204.1.115, 13.126.80.11","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"whitelabel-dashboard-weighted.razorpay.com, cde-green-ext-v2.razorpay.com, cde-blue-ext-v2.razorpay.com",,,,,,,,,
[x],goldurn.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],got-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],governor.razorpay.com,"10.1.136.160, 10.1.135.242","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-governor-weighted.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.136.160, 10.1.135.242",,,,,,
[x],gp-mil.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gp-uk-prdf.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],gr.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],graph.razorpay.com,"10.1.135.102, 10.1.136.90","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-graph-weighted.razorpay.com, prod-green-int-v2.razorpay.com, prod-white-int-v2.razorpay.com",,True,"10.1.135.102, 10.1.136.90",,,,,,
[x],gs-share3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsae-chat.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp35-vb11.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp57-vb11.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gsp81-sl61.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gta.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gtime-prod-app01.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],gtm-orn.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-197-237-18.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-11-33.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-128-27.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-128-65.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-138-48.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-179-10.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-180-13.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-2-42.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-2-6.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],h-135-207-254-79.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-28-72.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-28-75.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-3-31.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-39-98.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-57-92.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h-135-207-7-82.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],h135-207-229-90.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hah.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],harbor.razorpay.com,"13.232.216.63, 35.154.22.185, 15.206.119.0","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,eks-ops-ext-alb-v2-1107299491.ap-south-1.elb.amazonaws.com,,,,,,,,,
[x],hdfc.razorpay.com,"13.232.49.161, 3.7.191.1","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"whitelabel-dashboard-weighted.razorpay.com, cde-blue-ext-v2.razorpay.com, cde-green-ext-v2.razorpay.com",,,,,,,,,
[x],hdtwitch.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],healthy-planet.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hectaredxdx.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],helpyouraussiemates.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hksip01.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hnc-router-pb-tls13.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],ho0.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],horoquartz.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],host27.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hostingpaymentsstorage.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hou1e1enm-proxy-nesalite-bth.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hourh7hps01.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hrn-wlc-a.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hsbc.razorpay.com,"13.232.49.161, 3.7.191.1","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"whitelabel-dashboard-weighted.razorpay.com, cde-blue-ext-v2.razorpay.com, cde-green-ext-v2.razorpay.com",,,,,,,,,
[x],hssfs-a20.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-dictionary-reference-com-22.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-innoopedia-blogspot-com13.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-m-jobstreet-com-ph77.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-m-olx-co-id-6-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-translate-reference-com-2.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-translate-reference-com40.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],http-www-olx-co-za5-3.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-en-m-wikipedia-org-24.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-en-m-wikipedia-org-4-7.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-es-m-wikipedia-org6-5.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-example-com.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-m-olx-ph-9-2.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-m-wattpad-com.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-m-wikidata-org.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1406.awsdns-47.org, ns-1682.awsdns-18.co.uk, ns-273.awsdns-34.com, ns-558.awsdns-05.net",,,,,,,,
[x],https-pavilion-com-bd63.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-th-m-wikipedia-org9.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-universal-teachme-com.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-universal-teachme-com4-7.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-www-buzzfeed-com2-4.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],https-www-buzzfeed-com75.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],httpshttp-www-googlehiphop-com-0-1.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],httpshttp-www-googlehiphop-com6-4.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hummer-aveo-1.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hy-am.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ibrokerchi.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],icgraphics.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],icicibank.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"whitelabel-dashboard-weighted.razorpay.com, cde-blue-ext-v2.razorpay.com",,,,,,,,,
[x],icongresso.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],identitycloudservice-globalized-gamma.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],idg-m04.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ifsc.razorpay.com,"65.1.249.12, 52.66.37.119","ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,"prod-ifsc-weighted.razorpay.com, prod-white-ext-v2.razorpay.com, prod-green-ext-v2.razorpay.com",,,,,,,,,
[x],iiwc2al.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iiwc2ui-da.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],individual-ntsa.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],infostoreonboarding.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],int.prod-blue.razorpay.com,,"ns-1400.awsdns-47.org, awsdns-hostmaster.amazon.com",NOERROR,prod-blue-ext.razorpay.com,,,,,,,,,
[x],int.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],integration-alt-prdl.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],interactive.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ip-153-86.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c001-dmk001-bbconnect-isp.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c001-pie001-wow-isp.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c003-ags001-wow-isp.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c004-man002-talktalk-isp.tw.razorpay.com,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c016-jnb001-ix.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c024-fra002-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c026-bru001-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c045-ord001-dev-ix.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c056-msp001-ix.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c057-tyo001-ix.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c062-ord001-dev-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c063-tyo001-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c099-bos001-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ipv4-c327-dfw001-ix.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],isuzu-sj-410-4.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iteportal-prod-api.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],itgpkstg.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ive.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jamie.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],janus-atm1-0.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jenkinslogstemp-storage.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jenkinsnetwork.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jfrailvrtca05.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jira.corp.razorpay.com,,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],johndeere.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jpn1.tw.razorpay.com,"3.7.107.109, 13.235.186.86","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],jssuat-admin.tw.razorpay.com,"13.235.186.86, 3.7.107.109","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
