input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,final_url
buddy.oyorooms.com,Service Unavailable,503,268,buddy.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,buddy.oyorooms.com,443,https://buddy.oyorooms.com:443,https,,text/html,GET,23.213.161.208,/,2083990035,23.213.161.226,9,False,,,,,True,,,
bugbounty.oyorooms.com,Bugbounty OYO Responsible Disclosure - New & Updated,200,108255,bugbounty.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T06:06:17Z,2023-08-09T06:06:16Z,CN=bugbounty.oyorooms.com,bugbounty.oyorooms.com,,bugbounty.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12bcc6fb9bc1d36c7cc4c715ccb88e3b,947b877ce5ae9a2b610ff1bccb3212ebb4637aca6b2441672a7971da94eb44c8,ctls,bugbounty.oyorooms.com,443,https://bugbounty.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,1810476518,2606:4700::6812:1abd,1116,False,,cloudflare,HSTS,True,,,,
business.oyorooms.com,OYO B Corporate Hotel Booking Solution |  OYO For Business is now OYO B | Hassle-Free GST | Hotels near corporate hubs,200,19046,business.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,business.oyorooms.com,443,https://business.oyorooms.com:443,https,,text/html,GET,2.20.142.83,/,268766278,2.20.142.72,53,False,,,HSTS,,True,,,
cdn-dancenter.oyorooms.com,,400,351,cdn-dancenter.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,cdn-dancenter.oyorooms.com,443,https://cdn-dancenter.oyorooms.com:443,https,,application/xml,GET,2.17.100.209,/,-383144795,2.17.100.144,3,False,,,,,True,,,
cms-admin.oyorooms.com,Service Unavailable,503,267,cms-admin.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,cms-admin.oyorooms.com,443,https://cms-admin.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.213.161.226,/,-1104080045,23.213.161.208,9,False,,,,,True,,,
compliance-api.oyorooms.com,502 Bad Gateway,502,183,compliance-api.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,compliance-api.oyorooms.com,443,https://compliance-api.oyorooms.com:443,https,,text/html,GET,2.20.143.89,/,1689593728,2.20.142.64,8,False,,,,,True,,,
compliance.oyorooms.com,PwC Compliance Insights,200,43818,compliance.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,compliance.oyorooms.com,443,https://compliance.oyorooms.com:443,https,,text/html,GET,2.17.100.209,/,-155034668,2.17.100.144,648,False,,,Font Awesome,,True,,,
corporate.oyorooms.com,Service Unavailable,503,268,corporate.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,corporate.oyorooms.com,443,https://corporate.oyorooms.com:443,https,AkamaiGHost,text/html,GET,2.16.1.106,/,-1819474802,2.16.1.49,9,False,,,,,True,,,
dccms-dancenter-dk-prod.oyorooms.com,Welcome to your Strapi app,200,3284,dccms-dancenter-dk-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T22:45:10Z,2023-09-04T22:45:09Z,CN=dccms-dancenter-dk-prod.oyorooms.com,dccms-dancenter-dk-prod.oyorooms.com,,dccms-dancenter-dk-prod.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c17907fac3fbfa15db7e974eff71c3ff,44e9952d59b859774c391e6d720c14543d77f068bb73af75e700414e365a1ccb,ctls,dccms-dancenter-dk-prod.oyorooms.com,443,https://dccms-dancenter-dk-prod.oyorooms.com:443,https,,text/html,GET,51.137.9.15,/,-247274019,51.137.9.15,35,False,https://zsdancenterdccms.blob.core.windows.net,azure,Strapi,True,,,,
dccms-dancenter-dk.oyorooms.com,Service Unavailable - Fail to connect,503,271,dccms-dancenter-dk.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,dccms-dancenter-dk.oyorooms.com,443,https://dccms-dancenter-dk.oyorooms.com:443,https,,text/html,GET,2.17.100.144,/,-668738131,2.17.100.209,9,False,,,,,True,,,
dccrm-bff-dancenter-dk-prod.oyorooms.com,,200,18,dccrm-bff-dancenter-dk-prod.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,dccrm-bff-dancenter-dk-prod.oyorooms.com,443,https://dccrm-bff-dancenter-dk-prod.oyorooms.com:443,https,,text/plain,GET,2.17.100.209,/,-601625103,2.17.100.144,1,False,,,HSTS,,True,,,
deals.oyorooms.com,Pageserver 404,404,25852,deals.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-05T08:57:37Z,2023-10-03T08:57:36Z,CN=deals.oyorooms.com,deals.oyorooms.com,,deals.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,98cbf0eb714a891141057afe18a8ec1a,844be88d4dd81a6a1dd7a85c9910719c23ef202360578d326171bf3cfbadf7e0,ctls,deals.oyorooms.com,443,https://deals.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,1810476518,2606:4700::6812:1abd,877,False,,cloudflare,HSTS,True,,,,
delivery.oyorooms.com,404 Not Found,404,112,delivery.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-22T23:59:59Z,"CN=trans.sbicard.com, O=SBI CARDS AND PAYMENT SERVICES LIMITED, ST=Haryana, C=IN",trans.sbicard.com,SBI CARDS AND PAYMENT SERVICES LIMITED,www.trans.sbicard.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,c5b05d1c990603af9852a684450e0e85,6c12b4789fb7c35061e5a510b1c82ca13d2563e7e21e528bd52f7bec866245e0,ctls,delivery.oyorooms.com,443,https://delivery.oyorooms.com:443,https,nginx,text/html,GET,34.117.197.73,/,1362163372,34.117.197.73,7,False,,google,Nginx,True,,True,,
details.oyorooms.com,,200,6628,details.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,details.oyorooms.com,443,https://details.oyorooms.com:443,https,,text/html,GET,23.213.161.208,/,1581180687,23.213.161.226,87,False,,,HSTS,,True,,,
dev-webpoc.oyorooms.com,Service Unavailable,503,269,dev-webpoc.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,dev-webpoc.oyorooms.com,443,https://dev-webpoc.oyorooms.com:443,https,AkamaiGHost,text/html,GET,95.101.149.187,/,1343026579,2a02:26f0:480:ba2::a38,9,False,,,,,,,,
events.oyorooms.com,Partner with OYO - Free registration for Hotels & Homes,200,140776,events.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:44:39Z,2023-08-08T01:44:38Z,CN=events.oyorooms.com,events.oyorooms.com,,events.oyorooms.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4eb6049e4ffc36dfe3d7555abb03c37d,564228e29860b12c2cb12fe1f46cf959126e72b4a7570446a754d0d920363cb1,ctls,events.oyorooms.com,443,https://events.oyorooms.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,1810476518,2606:4700::6812:1abd,2661,False,,cloudflare,YouTube,True,,,,
feedback.oyorooms.com,HTTP Status 404 – Not Found,404,796,feedback.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,feedback.oyorooms.com,443,https://feedback.oyorooms.com:443,https,,text/html,GET,23.213.161.226,/,-778066184,23.213.161.208,1,False,,,HSTS,,True,,,
frames.oyorooms.com,Welcome to OYO Frames,200,3522,frames.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-05T07:39:43Z,2024-07-08T13:04:23Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",06dfef935a35be287187b50b9b458fc6,b046fd2d91c70dcb1b3e9a027f675fb89a1ed95272b3b9253f1ffd42f97f72bc,ctls,frames.oyorooms.com,443,https://frames.oyorooms.com:443,https,AmazonS3,text/html,GET,2.19.97.11,/,-2009722838,2.19.96.194,1,False,www.google-analytics.com,,HSTS,,True,,,
ftp.oyorooms.com,Invalid URL,400,208,ftp.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,ftp.oyorooms.com,443,https://ftp.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.44.65.178,/,-648666565,23.44.65.178,8,False,,,,,,True,,
fwdkim1.oyorooms.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,80,http://fwdkim1.oyorooms.com:80,http,CloudFront,text/html,GET,13.225.78.59,/,-121203512,13.225.78.40,20,False,,cloudfront,Amazon Web Services,True,,,,
games.oyorooms.com,OYO Games,200,22988,games.oyorooms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=*.oyorooms.com,*.oyorooms.com,,oyorooms.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b8a6380a16a911cba2cb65ce0d330f49,187b469132474e2b5eb87c5f6e980ebf32fa7f5954b56b76317dc3224b9cce49,ctls,games.oyorooms.com,443,https://games.oyorooms.com:443,https,AmazonS3,text/html,GET,18.66.122.84,/,-1805303678,2600:9000:2250:9e00:f:5797:8f80:93a1,546,False,,cloudfront,Bootstrap:4.3.1,True,True,,,
geocode.oyorooms.com,Access Denied,403,222,geocode.oyorooms.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=www.oyorooms.com, O=Oravel Stays Limited, L=Ahmedabad, ST=Gujarat, C=IN",www.oyorooms.com,Oravel Stays Limited,api-pay.oyorooms.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5db06cc26b02259a81f546468b8da574,b0ff2f4b1b8bfa469049d1cbc6a2ac0e54b6d4f1b9ae81ac926aacb493643def,ctls,geocode.oyorooms.com,443,https://geocode.oyorooms.com:443,https,AkamaiGHost,text/html,GET,23.206.209.188,/,1948399376,2a02:26f0:3500:894::a38,10,False,,,,,,True,,
go.oyorooms.com,Just a moment...,403,7337,app-sj32.marketo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=app-sj32.marketo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",app-sj32.marketo.com,"Cloudflare, Inc.",app-sj32.marketo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c00ed11fcf39b240869a4373e13c37bc,2f6e280e605d4908a623ac6a7cbc86b4c43c4392c61cc671e09999800a48e71d,ctls,app-sj32.marketo.com,443,https://go.oyorooms.com:443,https,cloudflare,text/html,GET,192.28.157.213,/,-1470948300,192.28.157.213,88,False,,,Cloudflare Bot Management,,,,,https://app-sj32.marketo.com/homepage/login
