new,host,status_code,a,soa,cdn,cdn-name,mx,txt,cname,aaaa,has_internal_ips,internal_ips,ns,caa,ptr
[x],download.vcdn.nokia.com,NOERROR,,,,,,,,,,,,,
[x],downloads.dxservices.nokia.com,NOERROR,62.61.87.113,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dpd.ic-stc-ndm.preprod.us.dev.software.nokia.com,NOERROR,"52.29.107.96, 3.120.93.85","ns-31.awsdns-03.com, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],dproxy.199e8c6a.eu.dev.software.nokia.com,NOERROR,,"ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com",,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/ingress-nginx/expose-nginx",,,,,,,
[x],dproxy.ic808fe93d.preprod.us.dev.software.nokia.com,NOERROR,"18.198.152.54, 3.126.22.231","ns-1219.awsdns-24.org, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],dqm.ext.net.nokia.com,NOERROR,10.135.48.78,"ns7.nokia.com, dns.cloudflare.com",,,,,,,True,10.135.48.78,,,
[x],dsbe00.nokia.com,NOERROR,192.100.104.53,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dusant.net.nokia.com,NOERROR,81.219.83.215,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dusbei.net.nokia.com,NOERROR,81.219.83.216,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dusirv.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],duslab.net.nokia.com,NOERROR,81.219.83.214,"ns7.nokia.com, dns.cloudflare.com",,,,,dussha.net.nokia.com,,,,,,
[x],duslacap.net.nokia.com,NOERROR,87.254.194.88,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],dussha.net.nokia.com,NOERROR,81.219.83.214,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],duswar.net.nokia.com,NOERROR,87.254.194.93,"ns7.nokia.com, dns.cloudflare.com",,,,,mucwar.net.nokia.com,,,,,,
[x],e1.americas.nokia.com,NOERROR,65.200.17.72,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],e2elv.europe.online.nokia.com,NOERROR,131.228.121.23,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],e2elv.online.nokia.com,NOERROR,131.228.121.23,"ns7.nokia.com, dns.cloudflare.com",,,,,e2elv.europe.online.nokia.com,,,,,,
[x],edi-it.ext.net.nokia.com,NOERROR,20.82.48.178,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],edi-qa.ext.net.nokia.com,NOERROR,20.50.148.170,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],edi.ext.net.nokia.com,NOERROR,20.50.168.49,"ns7.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],edm.nokia.com,NOERROR,192.28.146.105,"ns2.nokia.com, dns.cloudflare.com",,,edm.nokia.com,v=spf1 include:mktomail.com -all,,,,,,,
[x],eks-ashish.csfp.int.dev.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],eks-mitus.csfp.ext.dev.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],eks-vikas-cpro-1.csfp.int.dev.software.nokia.com,NOERROR,,,,,,,,,,,,,
[x],elasticsearch.sectest.iot.nokia.com,NOERROR,"10.4.90.30, 10.4.90.31, 10.4.90.32, 10.4.90.33","ns7.nokia.com, dns.cloudflare.com",,,,,,,True,"10.4.90.30, 10.4.90.31, 10.4.90.32, 10.4.90.33",,,
[x],elasticsearch.west.us.dac.nokia.com,NOERROR,149.97.186.82,"ns10.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],elk-mika.nokia.com,NOERROR,65.52.192.124,"ns2.nokia.com, dns.cloudflare.com",True,azure,,,,,,,,,
[x],em.clarobrp.oie.messaging.nokia.com,NOERROR,64.88.182.207,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.clarobrp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.109,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.ic101.bom.messaging.nokia.com,NOERROR,66.54.68.111,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.ic102.bom.messaging.nokia.com,NOERROR,66.54.68.112,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.ic202.bom.messaging.nokia.com,NOERROR,66.54.85.41,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc1.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.120,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc101.atl.messaging.nokia.com,NOERROR,66.54.67.70,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc103.atl.messaging.nokia.com,NOERROR,66.54.67.72,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc2.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.121,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc201.atl.messaging.nokia.com,NOERROR,66.54.67.73,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc202.atl.messaging.nokia.com,NOERROR,66.54.67.74,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc203.atl.messaging.nokia.com,NOERROR,66.54.67.75,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc3.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.122,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc301.atl.messaging.nokia.com,NOERROR,66.54.67.76,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc302.atl.messaging.nokia.com,NOERROR,66.54.67.77,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc303.atl.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc4.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.123,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc401.atl.messaging.nokia.com,NOERROR,66.54.67.79,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc402.atl.messaging.nokia.com,NOERROR,66.54.67.80,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc403.atl.messaging.nokia.com,NOERROR,66.54.67.81,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc5.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.124,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc502.atl.messaging.nokia.com,NOERROR,66.54.67.83,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.mc503.atl.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.movistarclp.suw.ovi.messaging.nokia.com,NOERROR,67.220.123.60,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.movistarecp.suw.ovi.messaging.nokia.com,NOERROR,67.220.123.58,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.notifications.messaging.nokia.com,NOERROR,67.220.123.17,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie11.messaging.nokia.com,NOERROR,64.88.182.216,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie12.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie13.messaging.nokia.com,NOERROR,64.57.241.9,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie14.messaging.nokia.com,NOERROR,64.57.241.12,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie15.messaging.nokia.com,NOERROR,64.88.182.231,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie16.messaging.nokia.com,NOERROR,64.57.241.14,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie17.messaging.nokia.com,NOERROR,64.88.182.234,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie18.messaging.nokia.com,NOERROR,64.57.241.15,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie19.messaging.nokia.com,NOERROR,64.57.241.16,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie21.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie22.messaging.nokia.com,NOERROR,64.57.241.19,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie23.messaging.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie24.messaging.nokia.com,NOERROR,64.57.241.21,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.oie9.messaging.nokia.com,NOERROR,64.88.182.232,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.ovi.messaging.nokia.com,NOERROR,66.54.67.159,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.pannonhup.oie.messaging.nokia.com,NOERROR,64.88.182.213,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.pannonhup.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.104,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.portalnotif.ic1.bom.messaging.nokia.com,NOERROR,66.54.68.113,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.premium2.oie.messaging.nokia.com,NOERROR,64.88.182.229,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.premium2.ovi.messaging.nokia.com,NOERROR,66.54.67.152,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.stg.mc101.atl.messaging.nokia.com,NOERROR,66.54.67.33,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.stg.mc103.atl.messaging.nokia.com,NOERROR,66.54.67.35,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.stg.notifications.atl.messaging.nokia.com,NOERROR,66.54.67.43,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.telcelmxp.oie.messaging.nokia.com,NOERROR,64.88.182.239,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.telcelmxp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.106,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.telefonicaesp.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.108,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant201.ovi.messaging.nokia.com,NOERROR,64.88.165.6,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant202.ovi.messaging.nokia.com,NOERROR,64.57.242.114,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant206.ovi.messaging.nokia.com,NOERROR,64.57.242.120,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant207.ovi.messaging.nokia.com,NOERROR,66.54.67.153,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant301.ovi.messaging.nokia.com,NOERROR,64.88.165.7,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant302.ovi.messaging.nokia.com,NOERROR,64.88.165.8,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant303.ovi.messaging.nokia.com,NOERROR,66.54.67.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant308.ovi.messaging.nokia.com,NOERROR,66.54.67.151,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tenant401.ovi.messaging.nokia.com,NOERROR,66.54.67.155,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],em.tmohup.suw.ovi.messaging.nokia.com,NOERROR,64.57.242.96,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],email.networks.nokia.com,NOERROR,20.126.189.248,"ns1.marketo.com, ops.localhost",,,,v=spf1 -all,mkto-lon030136.com,,,,"ns2.mktdns.com, ns1.marketo.com, ns3.marketo.co.uk",,
[x],emea.nbcm.nokia.com,NOERROR,195.68.35.166,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],emea1.xmpp.nokia.com,NOERROR,,"dns-external-master.amazon.com, root.amazon.com",,,,,ec2-3-123-73-20.eu-central-1.compute.amazonaws.com,,,,,,
[x],emea2.cdp.nokia.com,NOERROR,"35.156.214.130, 3.67.248.88","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,,,,eu-retail-cdplb-sg-923741749.eu-central-1.elb.amazonaws.com,,,,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,
[x],emea2.wifi.nokia.com,NOERROR,"35.156.111.98, 35.157.136.22","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",,,,,eu-retail-app-lb-1262041473.eu-central-1.elb.amazonaws.com,,,,"ns-1326.awsdns-37.org, ns-1689.awsdns-19.co.uk, ns-417.awsdns-52.com, ns-613.awsdns-12.net",,
[x],emea3.cdp.nokia.com,NOERROR,,,,,,,timsm-cdp-alb-2051847474.eu-central-1.elb.amazonaws.com,,,,,,
[x],emea33.cdp.nokia.com,NOERROR,,,,,,,,,,,,,
[x],emp.net.nokia.com,NOERROR,87.254.210.86,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],emstage.nokia.com,NOERROR,147.243.138.194,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],en.mapwiki.dv.nokia.com,NOERROR,66.54.66.227,"ns2.nokia.com, dns.cloudflare.com",,,,,mapwiki.dv.nokia.com,,,,,,
[x],en.mapwiki.nokia.com,NOERROR,66.54.66.19,"ns2.nokia.com, dns.cloudflare.com",,,,,mapwiki.nokia.com,,,,,,
[x],en.mapwiki.st.nokia.com,NOERROR,66.54.66.20,"ns2.nokia.com, dns.cloudflare.com",,,,,mapwiki.st.nokia.com,,,,,,
[x],energy.ices4brzil.one.software.nokia.com,NOERROR,"3.15.75.151, 3.143.53.141","ns-415.awsdns-51.com, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],energy.ices4chile.one.software.nokia.com,NOERROR,"18.219.241.181, 3.130.7.113","ns-14.awsdns-01.com, awsdns-hostmaster.amazon.com",,,,,,,,,,,
[x],enterpriseenrollment.mdm.nokia.com,NOERROR,147.243.110.150,"ns2.nokia.com, dns.cloudflare.com",,,,,rtdm.mdm.nokia.com,,,,,,
[x],enterpriseregistration.nokia.com,NOERROR,"40.126.32.129, 40.126.32.66, 40.126.32.131, 40.126.32.6","tm1.dns-tm.com, hostmaster.trafficmanager.net, internal.akadns.net, hostmaster.akamai.com",True,azure,,,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net, na.privatelink.msidentity.com, prdf.aadg.msidentity.com, www.tm.f.prd.aadg.akadns.net, www.tm.f.prd.aadg.trafficmanager.net","2603:1026:3000:150::3, 2603:1027:1:158::7, 2603:1026:3000:150::2, 2603:1027:1:148::b",,,,,
[x],envivo.nokia.com,NOERROR,62.61.88.66,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],erm.nokia.com,NOERROR,147.243.73.10,"ns2.nokia.com, dns.cloudflare.com",,,,,rmscert-noe.nokia.com,,,,,,
[x],esacce01.ext.nokia.com,NOERROR,192.100.124.36,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esacce01.nokia.com,NOERROR,192.100.124.195,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esacce02.ext.nokia.com,NOERROR,192.100.124.37,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esacce02.nokia.com,NOERROR,192.100.124.194,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],escapegame.nokia.com,NOERROR,162.13.165.127,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],escrm.nokia.com,NOERROR,147.243.141.23,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],escrmprm.nokia.com,NOERROR,147.243.141.22,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esgerrit.ext.net.nokia.com,NOERROR,93.183.20.197,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esitv014lab.nokia.com,NOERROR,147.243.41.114,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esitv040lab.nokia.com,NOERROR,147.243.41.24,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esitv164lab.nokia.com,NOERROR,147.243.41.85,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esitv346lab.nokia.com,NOERROR,147.243.41.111,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esitv348lab.nokia.com,NOERROR,,,,,,,,,,,,,
[x],eslna012.nokia.com,NOERROR,131.228.99.81,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esmdw010.nokia.com,NOERROR,147.243.43.220,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esp.cnv.nokia.com,NOERROR,135.87.1.1,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],espant.net.nokia.com,NOERROR,87.254.192.196,"ns7.nokia.com, dns.cloudflare.com",,,,,espsha.net.nokia.com,,,,,,
[x],espcolo-webproxy00.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],espcolo-webproxy01.nokia.com,NOERROR,192.100.120.41,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],espirv.net.nokia.com,NOERROR,87.254.192.197,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],espsha.net.nokia.com,NOERROR,87.254.192.196,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],espwar.net.nokia.com,NOERROR,87.254.192.195,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco1.ext.net.nokia.com,NOERROR,87.254.195.197,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco11.ext.net.nokia.com,NOERROR,87.254.195.209,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco12.ext.net.nokia.com,NOERROR,87.254.195.210,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco13.ext.net.nokia.com,NOERROR,87.254.195.211,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco16.ext.net.nokia.com,NOERROR,87.254.195.214,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco17.ext.net.nokia.com,NOERROR,87.254.195.215,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco18.ext.net.nokia.com,NOERROR,87.254.195.216,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco19.ext.net.nokia.com,NOERROR,87.254.195.217,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco3.ext.net.nokia.com,NOERROR,87.254.195.199,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco4.ext.net.nokia.com,NOERROR,87.254.195.200,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco6.ext.net.nokia.com,NOERROR,87.254.195.203,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],estelco7.ext.net.nokia.com,NOERROR,87.254.195.204,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],esvphb02.nokia.com,NOERROR,147.243.47.33,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],eu-west-1.stg.location.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],euphoriaservices.euro1.music.nokia.com,NOERROR,,,,,,,euphoriaservices.musicstore.glb.nokia.com,,,,,,
[x],euphoriaservices.euro1.music.pvw.nokia.com,NOERROR,,,,,,,euphoriaservices.pvw.musicstore.glb.nokia.com,,,,,,
[x],europe.nokia.com,NOERROR,"23.53.41.80, 23.53.41.121","n0g.akamai.net, hostmaster.akamai.com",,,,,"europe.nokia.com.edgesuite.net, a651.g.akamai.net",,,,,,
[x],events.nokia.com,NOERROR,"3.229.57.105, 44.213.210.55","ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",,,,v=spf1 include:app.aventri.com ~all,events.nokia.com.micros.aventri.com,,,,,,
[x],eventsregistration.nokia.com,NOERROR,217.151.197.198,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],expertcentre.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,MS=ms82363639,,,,,,,
[x],extprm.ext.nokia.com,NOERROR,147.243.96.28,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],extprm.nokia.com,NOERROR,147.243.47.75,"ns7.nokia.com, dns.cloudflare.com",,,,,xesprm01.ext.nokia.com,,,,,,
[x],extrafed.ext.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],extranet-neq-portal.net.nokia.com,NOERROR,131.228.2.159,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],extranet-portal.net.nokia.com,NOERROR,131.228.2.156,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],extranet.developer.nokia.com,NOERROR,62.61.85.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],facebook.nokia.com,NOERROR,"83.231.208.40, 83.231.208.39, 83.231.208.41","ns-2010.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",,,,,display.engagesciences.com,,,,,,
[x],farsi.nokia.com,NOERROR,34.107.106.80,"ns2.nokia.com, dns.cloudflare.com",True,google,,,,,,,,,
[x],fastmile1.ext.net.nokia.com,NOERROR,87.254.195.194,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fbappstore.nokia.com,NOERROR,193.65.64.184,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fc.homecare.saas.nokia.com,NOERROR,"34.202.174.186, 23.23.184.33","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,homecare-alb-1926351746.us-east-1.elb.amazonaws.com,,,,,,
[x],fd.nokia.com,NOERROR,,,,,,,,,,,,,
[x],fdpha-it.nokia.com,NOERROR,147.243.108.150,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fds-intra.nokia.com,NOERROR,147.243.4.144,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fds.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fds.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fdsha.it.nokia.com,NOERROR,147.243.108.150,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fdsha.nokia.com,NOERROR,147.243.145.10,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fdsha.qa.nokia.com,NOERROR,147.243.15.205,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fdsit.europe.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fdsqa2.nokia.com,NOERROR,147.243.109.118,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],feeder.it.nokia.com,NOERROR,147.243.9.58,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fi-hel.eura.lbdns.nokia.com,NOERROR,131.228.3.20,"fihel1d-glb001.emea.nsn-net.net, hostmaster.fihel1d-glb001.emea.nsn-net.net",,,,,,,,,,,
[x],fi-sa-rdcise-ap-01a.europe.nokia.com,NOERROR,147.243.86.245,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],filedrop.nokia.com,NOERROR,147.243.14.154,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],finaplan.nokia.com,NOERROR,,,,,,,,,,,,,
[x],finland-ee.net.nokia.com,NOERROR,131.228.3.212,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],finland-pp.net.nokia.com,NOERROR,131.228.3.211,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],finland-ra.net.nokia.com,NOERROR,131.228.3.222,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fit.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],flagship.nokia.com,NOERROR,81.29.209.158,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],flash.ext.nokia.com,NOERROR,195.197.73.234,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fn-moc.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fnconfluence.int.net.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],focalpoint.nokia.com,NOERROR,147.243.3.237,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],focus.int.nokia.com,NOERROR,20.52.134.77,"tm1.dns-tm.com, hostmaster.trafficmanager.net",True,azure,,,"focus-nokia.msappproxy.net, 5d471751-9675-428d-917b-70f44f9630b0.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net",,,,,,
[x],forum.phones.nokia.com,NOERROR,"162.159.128.79, 162.159.138.78","guss.ns.cloudflare.com, dns.cloudflare.com",True,cloudflare,,,"hmdglobal.vanillacommunities.com, site-6031042.onvanilla.net","2606:4700:7::a29f:804f, 2606:4700:7::a29f:8a4e",,,,,
[x],fota-dp1.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fp-ca.net.nokia.com,NOERROR,,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fp-ra.net.nokia.com,NOERROR,131.228.56.245,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fpmgate.net.nokia.com,NOERROR,131.228.57.34,"ns7.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fredtest.euro1.music.nokia.com,NOERROR,,"ns2.nokia.com, dns.cloudflare.com",,,,,,,,,,,
[x],fwws.it.fox.europe.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],game2048.nuke-aws.labs.cns.nokia.com,NOERROR,54.144.128.85,,,,,,,,,,,,
[x],gbo.homecare.saas.nokia.com,NOERROR,"34.239.60.191, 34.194.72.239","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,,,homecare-alb-1593341292.us-east-1.elb.amazonaws.com,,,,,,
