input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,cdn_name,cdn,tls_subject_org_,final_url,tls_mismatched
0548.investnext.com,404,404,916,releases.transloadit.com,0548.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0548.investnext.com,443,https://0548.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,1192548299,/web/assets/img/icons/favicon-32x32.png,3.33.161.45,gunicorn,23,False,error,0,,,,,
06-835.investnext.com,404,404,916,hooks.stripe.com,06-835.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,06-835.investnext.com,443,https://06-835.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
079879762765.investnext.com,404,404,916,https://api-iam.au.intercom.io,079879762765.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,079879762765.investnext.com,443,https://079879762765.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,15.197.152.254,gunicorn,23,False,error,0,,,,,
0adda1.investnext.com,,403,,,0adda1.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0adda1.investnext.com,443,https://0adda1.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
0bz4qrcfh3zj.investnext.com,404,404,916,https://www.google.com/recaptcha/,0bz4qrcfh3zj.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0bz4qrcfh3zj.investnext.com,443,https://0bz4qrcfh3zj.investnext.com,https,gunicorn,text/html,GET,15.197.152.254,/,1192548299,/web/assets/img/icons/favicon-32x32.png,13.248.131.213,gunicorn,23,False,error,0,,,,,
0c9a84-all-0.investnext.com,404,404,916,https://q7l39z0l6l.s3.amazonaws.com,0c9a84-all-0.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0c9a84-all-0.investnext.com,443,https://0c9a84-all-0.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
0fslack.investnext.com,404,404,916,https://api.accredd.com,0fslack.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0fslack.investnext.com,443,https://0fslack.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
0gz4behs.investnext.com,,403,,,0gz4behs.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0gz4behs.investnext.com,443,https://0gz4behs.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
0xb9t9dwrq-dsn.investnext.com,,403,,,0xb9t9dwrq-dsn.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0xb9t9dwrq-dsn.investnext.com,443,https://0xb9t9dwrq-dsn.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,,/favicon.ico,3.33.161.45,gunicorn,1,False,other,0,,,,,
0y8opvvae1-dsn.investnext.com,404,404,916,wss://*.fullview.io,0y8opvvae1-dsn.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,0y8opvvae1-dsn.investnext.com,443,https://0y8opvvae1-dsn.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
100xcode.investnext.com,404,404,916,api.au.intercom.io,100xcode.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,100xcode.investnext.com,443,https://100xcode.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,1192548299,/web/assets/img/icons/favicon-32x32.png,15.197.152.254,gunicorn,23,False,error,0,,,,,
103-122-167-151.investnext.com,404,404,916,https://fonts.gstatic.com,103-122-167-151.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,103-122-167-151.investnext.com,443,https://103-122-167-151.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
10squaredc.investnext.com,404,404,916,https://q7l39z0l6l-static.s3.amazonaws.com,10squaredc.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,10squaredc.investnext.com,443,https://10squaredc.investnext.com,https,gunicorn,text/html,GET,15.197.152.254,/,1192548299,/web/assets/img/icons/favicon-32x32.png,13.248.131.213,gunicorn,23,False,error,0,,,,,
111enterprise-bundlesks-vendingtransactions-mq2-okta.investnext.com,404,404,916,investors.whitehaven.com,111enterprise-bundlesks-vendingtransactions-mq2-okta.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,111enterprise-bundlesks-vendingtransactions-mq2-okta.investnext.com,443,https://111enterprise-bundlesks-vendingtransactions-mq2-okta.investnext.com,https,gunicorn,text/html,GET,15.197.152.254,/,1192548299,/web/assets/img/icons/favicon-32x32.png,3.33.161.45,gunicorn,23,False,error,0,,,,,
11428-01.investnext.com,,403,,,11428-01.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,11428-01.investnext.com,443,https://11428-01.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,,/favicon.ico,3.33.161.45,gunicorn,1,False,other,0,,,,,
118-108.investnext.com,404,404,916,https://ddbdhxog1i1ki.cloudfront.net,118-108.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,118-108.investnext.com,443,https://118-108.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
123watermark.investnext.com,404,404,916,https://widget.intercom.io,123watermark.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,123watermark.investnext.com,443,https://123watermark.investnext.com,https,gunicorn,text/html,GET,13.248.131.213,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
1282019319.investnext.com,404,404,916,uploads.au.intercomcdn.com,1282019319.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,1282019319.investnext.com,443,https://1282019319.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,1192548299,/web/assets/img/icons/favicon-32x32.png,15.197.152.254,gunicorn,23,False,error,0,,,,,
1395.investnext.com,,403,,,1395.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,1395.investnext.com,443,https://1395.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
1489a19fa-d831-4954-858d-46436d5cdb20.investnext.com,,403,,,1489a19fa-d831-4954-858d-46436d5cdb20.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,1489a19fa-d831-4954-858d-46436d5cdb20.investnext.com,443,https://1489a19fa-d831-4954-858d-46436d5cdb20.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,,/favicon.ico,35.71.150.51,gunicorn,1,False,other,0,,,,,
15-818.investnext.com,,403,,,15-818.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,15-818.investnext.com,443,https://15-818.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,,/favicon.ico,13.248.131.213,gunicorn,1,False,other,0,,,,,
1511967266.investnext.com,404,404,916,https://js.stripe.com,1511967266.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,1511967266.investnext.com,443,https://1511967266.investnext.com,https,gunicorn,text/html,GET,35.71.150.51,/,1192548299,/web/assets/img/icons/favicon-32x32.png,13.248.131.213,gunicorn,23,False,error,0,,,,,
155-9-206-12.investnext.com,404,404,916,development.plaid.com,155-9-206-12.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,155-9-206-12.investnext.com,443,https://155-9-206-12.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
155-9-241-78.investnext.com,404,404,916,vimeo.com,155-9-241-78.investnext.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-19T00:00:00Z,2025-11-24T23:59:59Z,CN=*.investnext.com,*.investnext.com,investnext.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,220e83114edfb452f95714fcb1020b1d,ecbcc2a0708e135018aeccbf9311bd9681c89e3e4ba110e025faf51dfd17b264,True,ctls,155-9-241-78.investnext.com,443,https://155-9-241-78.investnext.com,https,gunicorn,text/html,GET,3.33.161.45,/,1192548299,/web/assets/img/icons/favicon-32x32.png,35.71.150.51,gunicorn,23,False,error,0,,,,,
