input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,content_type,csp_domains_,tls_mismatched,final_url
email.exodus.io,,404,19,email.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T13:35:29Z,2023-06-14T13:35:28Z,CN=mailgun.org,mailgun.org,,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3d169b9a2155b6a3cfa18c1af722bffd,882d45c195b586adc7ddf4167d555da0fce18b30968b745469c6655ad3a6fc34,ctls,email.exodus.io,google,443,https://email.exodus.io:443,https,,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,,text/plain,,True,
eng-handbook.ot.exodus.com,,401,74,coda.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-10T23:59:59Z,CN=coda.io,coda.io,,*.coda.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b61e66b6ca4e33482bfa4ebed62e795f,a0d25a026c06407d2307a5b2c8c7f49c22a190fe1aaafbdc4630e6e1d0075913,ctls,coda.io,cloudflare,443,https://eng-handbook.ot.exodus.com:443,https,,GET,104.18.8.235,/,-1152141437,2606:4700::6812:8eb,Sanity,1,False,True,True,application/json,https://api.sprig.com,,https://coda.io/d/Engineering-Handbook_dWMI1pUBpME/Engineering-Handbook_su9KD
eos.a.exodus.io,404 Not Found,404,146,eos.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,eos.a.exodus.io,cloudflare,443,https://eos.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,1494302000,2606:4700::6812:1f09,Cloudflare,8,False,True,True,text/html,exodus.io,,
etc.a.exodus.io,,404,15,etc.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,etc.a.exodus.io,cloudflare,443,https://etc.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
eth.a.exodus.io,,404,15,eth.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,eth.a.exodus.io,cloudflare,443,https://eth.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,exodus.io,,
exodus.com,Best Crypto Wallet for Desktop & Mobile: Altcoin & Bitcoin | Exodus,200,210770,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://exodus.com:443,https,cloudflare,GET,104.18.18.218,/,1709703327,2606:4700::6812:13da,webpack,13,False,True,True,text/html,,,https://www.exodus.com/
exodus.io,Best Crypto Wallet for Desktop & Mobile: Altcoin & Bitcoin | Exodus,200,210770,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://exodus.io:443,https,cloudflare,GET,104.17.174.50,/,1709703327,2606:4700::6811:af32,webpack,13,False,True,True,text/html,,,https://www.exodus.com/
exokit.a.exodus.io,Exodus - Firewall Triggered,403,328420,exokit.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,exokit.a.exodus.io,cloudflare,443,https://exokit.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-434071884,2606:4700::6812:1e09,Cloudflare,177,False,True,True,text/html,,,
exokit.ot.exodus.com,Sign in ・ Cloudflare Access,200,31430,ops-tooling.cloudflareaccess.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-09-07T23:59:59Z,CN=ssl1075497.cloudflaressl.com,ssl1075497.cloudflaressl.com,,cloudflareaccess.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,87713b38da05acdabfe6e7ca7d9d65a8,20a161d033636d125bfd59b23b1d246dc3535ed149333b3dba97497ed105e8ad,ctls,ops-tooling.cloudflareaccess.com,cloudflare,443,https://exokit.ot.exodus.com:443,https,cloudflare,GET,104.18.9.235,/,842889978,2606:4700::6812:9eb,HSTS,88,False,True,True,text/html,https:,,https://ops-tooling.cloudflareaccess.com/cdn-cgi/access/login/exokit.ot.exodus.com?kid=e78c1041026b59c21af7c9611578d0a1dae8ee88a454ccc5e55629bc87ec78c7&redirect_url=%2F&meta=eyJraWQiOiI2Mjc3YmZmYzZmYWEyNzI0OTQ1YTAzZmQzZWEzOTg1Y2ZlNDIxOWZhMzkxMWM2NWY2ZTI4NDRiNjgxYjE3NzVmIiwiYWxnIjoiUlMyNTYiLCJ0eXAiOiJKV1QifQ.eyJzZXJ2aWNlX3Rva2VuX3N0YXR1cyI6ZmFsc2UsImlhdCI6MTY4NDE0NDk1OSwic2VydmljZV90b2tlbl9pZCI6IiIsImF1ZCI6ImU3OGMxMDQxMDI2YjU5YzIxYWY3Yzk2MTE1NzhkMGExZGFlOGVlODhhNDU0Y2NjNWU1NTYyOWJjODdlYzc4YzciLCJob3N0bmFtZSI6ImV4b2tpdC5vdC5leG9kdXMuY29tIiwiYXBwX3Nlc3Npb25faGFzaCI6ImNlYmIyZmYzMmY3YWVkZWJlZGU5MzAwYjUyZmVkOGIxNzkxZWIyZDI5OTJiNjg4MjkyYjI1NzkyNGRmYTYzYjIiLCJuYmYiOjE2ODQxNDQ5NTksImlzX3dhcnAiOmZhbHNlLCJpc19nYXRld2F5IjpmYWxzZSwidHlwZSI6Im1ldGEiLCJyZWRpcmVjdF91cmwiOiJcLyIsIm10bHNfYXV0aCI6eyJjZXJ0X2lzc3Vlcl9za2kiOiIiLCJjZXJ0X3ByZXNlbnRlZCI6ZmFsc2UsImNlcnRfc2VyaWFsIjoiIiwiY2VydF9pc3N1ZXJfZG4iOiIiLCJhdXRoX3N0YXR1cyI6Ik5PTkUifSwiYXV0aF9zdGF0dXMiOiJOT05FIn0.oRxbGzh3CF-g5eEY09xStOdNUzCtgK50wI9JsgkwbCLnPCMKM33fDGNJlNc-L6F2sxGt056gXss5sm_0HQJ3vGJf67Rv2IZw4IJEpLG9cc12bOPyaacsXH4UgeLHvhKfl7ta2tstn1YJU7VURePcQV67OmJ1HsdmD2N4xwkcVUcILIzLopMgjyIJgT3N9jOY2-MYtOaLPRvnObeE1BWySacytA_Xx7dLPB4KnbuitY3ZDzFQtLij7tmXu6TEfGH-0ttZT5cSFkfC1-_aUK0XVEBUjDmFJipll0ufUC-2Gy8c7Er8SnvWRA13G-3GbZSLTjY_-jlVPV02WcG0PdLAOQ
extension.exodus.com,Multichain Web3 Wallet | Exodus Browser Extension,200,182000,www.exodus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-04T00:00:00Z,2023-12-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b30590014cbe9ca28faea5c7e109c6c6,a767ff9c7a6a3f7ec5a5d821df10fffcce3949cf815f2e8a9394c987bd874675,ctls,www.exodus.com,cloudflare,443,https://extension.exodus.com:443,https,cloudflare,GET,104.18.18.218,/,-1901167400,2606:4700::6812:13da,webpack,1,False,True,True,text/html,,,https://www.exodus.com/web3-wallet
fantom.a.exodus.io,,404,15,fantom.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,fantom.a.exodus.io,cloudflare,443,https://fantom.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,-753586893,2606:4700::6812:1e09,Cloudflare,1,False,True,True,text/html,,,
fiat.a.exodus.io,,404,87,fiat.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,fiat.a.exodus.io,cloudflare,443,https://fiat.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,137290324,2606:4700::6812:1f09,Node.js,1,False,True,True,application/json,exodus.io,,
fusion.exodus.io,404 Page not found,404,272,fusion.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,fusion.exodus.io,cloudflare,443,https://fusion.exodus.io:443,https,cloudflare,GET,104.17.174.50,/,-1320609807,2606:4700::6811:af32,HSTS,11,False,True,True,text/html,,,
get.exodus.com,Custom Domain by Bitly,200,54111,bitly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.bitly.com, O=Bitly\, Inc., L=New York, ST=New York, C=US",*.bitly.com,"Bitly, Inc.",bitly.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ac373893849e3fbf0728c19de2085ca3,a7e06d5d08ed98256535cb130a4ecbf5b7885bd16a058129b2ea0c3c5964c87c,ctls,bitly.com,,443,https://get.exodus.com:443,https,nginx,GET,67.199.248.13,/,-434501501,67.199.248.12,WordPress,62,False,,True,text/html,,,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=get.exodus.com
get.exodus.io,Custom Domain by Bitly,200,54111,bitly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.bitly.com, O=Bitly\, Inc., L=New York, ST=New York, C=US",*.bitly.com,"Bitly, Inc.",bitly.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ac373893849e3fbf0728c19de2085ca3,a7e06d5d08ed98256535cb130a4ecbf5b7885bd16a058129b2ea0c3c5964c87c,ctls,bitly.com,,443,https://get.exodus.io:443,https,nginx,GET,67.199.248.12,/,-434501501,67.199.248.13,WordPress,62,False,,True,text/html,,,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=get.exodus.io
getc.a.exodus.io,,404,15,getc.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,getc.a.exodus.io,cloudflare,443,https://getc.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,exodus.io,,
geth.a.exodus.io,,404,15,geth.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,geth.a.exodus.io,cloudflare,443,https://geth.a.exodus.io:443,https,cloudflare,GET,104.18.30.9,/,-753586893,2606:4700::6812:1f09,Cloudflare,1,False,True,True,text/html,*.a.exodus.io,,
ghost.exodus.io,404 Not Found,404,548,ghost.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=exodus.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",exodus.io,"Cloudflare, Inc.",exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2acf98f75e42e11993e7fd0b1d147742,32c9c28920d91bcf5110c0dd0fd79d4679f8efffe6104e6a414147587b647085,ctls,ghost.exodus.io,cloudflare,443,https://ghost.exodus.io:443,https,cloudflare,GET,104.17.174.50,/,566218143,2606:4700::6811:af32,HSTS,14,False,True,True,text/html,,,
hedera.a.exodus.io,,404,50,hedera.a.exodus.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",a.exodus.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab95034a6c71122513459963f66f6c46,0f264ad9dc6a558f9ac4fd57519b16eeba4d0b78591b3cb5f5a31de6d5fd721d,ctls,hedera.a.exodus.io,cloudflare,443,https://hedera.a.exodus.io:443,https,cloudflare,GET,104.18.31.9,/,1891861636,2606:4700::6812:1f09,Cloudflare,1,False,True,True,application/json,*.exodus.com,,
link-t.exodus.com,Invalid Dynamic Link,400,9233,link-t.exodus.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-14T16:32:59Z,2023-08-12T17:31:15Z,CN=shop.mytr.co.in,shop.mytr.co.in,,jkgconsulting.us,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,565398c4648ce71a4fa046a8dff3e445,f0fe1c25870f7b5466d4b13803cb058f0fa90bed6ab06d53cfda56dd5894af1b,ctls,link-t.exodus.com,,443,https://link-t.exodus.com:443,https,,GET,199.36.158.100,/,1905170354,199.36.158.100,HTTP/3,1,False,,,text/html,https://www.google-analytics.com,,
