input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,location,tls_subject_org_
account.clario.co,Clario Account Web,200,1082,account.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,account.clario.co,cloudfront,443,https://account.clario.co:443,https,AmazonS3,text/html,GET,13.32.99.102,/,-1135601320,13.32.99.103,Linkedin Ads,20,False,True,,wss://*.hotjar.com,,,
account.mackeeper.com,MacKeeper Account,200,14457,account.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,account.mackeeper.com,cloudfront,443,https://account.mackeeper.com:443,https,nginx,text/html,GET,18.66.97.128,/,1494302000,18.66.97.46,Nginx,249,False,True,,https://fonts.gstatic.com,https://account.mackeeper.com/signin,,
account.sz.mackeeper.com,MacKeeper Account,200,14475,account.sz.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-28T23:59:59Z,CN=*.sz.mackeeper.com,*.sz.mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,14939bf486ed254511922a42e238743d,6a2f48300420a56e1ca84096cd044311d4a4a518c32af13cb93ae6db4bfbbfbb,True,ctls,account.sz.mackeeper.com,cloudfront,443,https://account.sz.mackeeper.com:443,https,nginx,text/html,GET,13.225.78.66,/,1494302000,13.225.78.45,Nginx,249,False,True,,https://fonts.gstatic.com,https://account.sz.mackeeper.com/signin,,
account.tz.mackeeper.com,Access Forbidden,403,1589,account.tz.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-14T23:59:59Z,CN=account.tz.mackeeper.com,account.tz.mackeeper.com,*.account.tz.mackeeper.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e2b0613878f3b431258ca7ad6a903341,51b228a7b56cb735fc3b33d136b9d2bd7f5869eefbe0fb409e7eeec7252f9c97,True,ctls,account.tz.mackeeper.com,cloudfront,443,https://account.tz.mackeeper.com:443,https,CloudFront,text/html,GET,13.32.27.94,/,-534073640,13.32.27.117,Amazon Web Services,25,False,True,,,,,
adblocking.clario.co,,403,243,adblocking.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-09T23:59:59Z,CN=*.clario.co,*.clario.co,clario.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,9093bc0cdcf68e026b462063a92aa507,0078eb006b85eb8252f21c3e2b5e00dba87ccb608684a8e57e3d188997c57f86,True,ctls,adblocking.clario.co,cloudfront,443,https://adblocking.clario.co:443,https,AmazonS3,application/xml,GET,108.138.7.83,/,-1407210139,108.138.7.32,Amazon Web Services,2,False,True,,,,,
adblocking.mackeeper.com,,403,243,adblocking.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-17T23:59:59Z,CN=*.mackeeper.com,*.mackeeper.com,*.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8651789415971b0e15ecc0ad680672a9,3115cd374cf18208b1bb44213cdc131911d5ccf57de6f46c5d6090e9e92ef4de,True,ctls,adblocking.mackeeper.com,cloudfront,443,https://adblocking.mackeeper.com:443,https,AmazonS3,application/xml,GET,108.138.7.67,/,2146476357,108.138.7.83,Amazon Web Services,2,False,True,,,,,
adwareanalyzer.mackeeper.com,,403,275,adwareanalyzer.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,adwareanalyzer.mackeeper.com,cloudfront,443,https://adwareanalyzer.mackeeper.com:443,https,AmazonS3,application/xml,GET,52.222.236.10,/,387358743,2600:9000:223e:7000:12:5293:a700:93a1,Amazon Web Services,2,False,True,,,,,
antiphishing.clario.co,ERROR: The request could not be satisfied,502,507,antiphishing.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,antiphishing.clario.co,cloudfront,443,https://antiphishing.clario.co:443,https,CloudFront,text/html,GET,52.222.236.78,/,-1563820471,52.222.236.117,Amazon Web Services,16,False,True,,,,,
api-account.clario.co,,404,27,api-account.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-09T23:59:59Z,CN=*.clario.co,*.clario.co,clario.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,9093bc0cdcf68e026b462063a92aa507,0078eb006b85eb8252f21c3e2b5e00dba87ccb608684a8e57e3d188997c57f86,True,ctls,api-account.clario.co,cloudfront,443,https://api-account.clario.co:443,https,,application/json,GET,143.204.215.92,/,-2048708874,143.204.215.120,Amazon Web Services,1,False,True,,,,,
api-account.tz.clario.co,,404,27,api-account.tz.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-10T23:59:59Z,CN=account.tz.clario.co,account.tz.clario.co,*.account.tz.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,794508c67d0bdd6c89c58ed917eb90c7,d75eb362030d5e03a2baa07836c1581d597ceaf1634b32bfcc5546ca68913303,True,ctls,api-account.tz.clario.co,,443,https://api-account.tz.clario.co:443,https,,application/json,GET,3.120.97.150,/,-2048708874,18.159.67.180,,1,False,,True,,,,
api-ne.clario.co,Notification Engine,200,392,api-ne.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-09T23:59:59Z,CN=*.clario.co,*.clario.co,clario.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,9093bc0cdcf68e026b462063a92aa507,0078eb006b85eb8252f21c3e2b5e00dba87ccb608684a8e57e3d188997c57f86,True,ctls,api-ne.clario.co,,443,https://api-ne.clario.co:443,https,,text/html,GET,44.210.209.154,/,272711656,34.226.65.7,,1,False,,,,https://api-ne.clario.co/static/#/login,,
api-ne.sz.clario.co,Access Forbidden,403,1589,api-ne.sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-07-15T23:59:59Z,CN=*.sz.mackeeper.com,*.sz.mackeeper.com,*.sz.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,11bb53b26e45d4df66c9180524c8f748,9af59719df85baedfb4796d3ce957b621ba4d0c30f9ac7dfa5b66d63449c261a,True,ctls,api-ne.sz.clario.co,cloudfront,443,https://api-ne.sz.clario.co:443,https,CloudFront,text/html,GET,18.66.26.42,/,-534073640,18.66.26.85,Amazon Web Services,25,False,True,True,,,,
api.account.clario.co,,404,27,api.account.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-12-30T23:59:59Z,CN=account.clario.co,account.clario.co,*.account.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,776b95fb383972d2ced5c4bc90cbe2c7,0d5bd7d6c2289f65217c7dbdd04af3255920bf98f9fe59918a5c940dd4ba6525,True,ctls,api.account.clario.co,cloudfront,443,https://api.account.clario.co:443,https,,application/json,GET,143.204.215.23,/,-2048708874,143.204.215.98,Amazon Web Services,1,False,True,,,,,
api.account.mackeeper.com,,404,24,api.account.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-02T23:59:59Z,CN=account.mackeeper.com,account.mackeeper.com,*.account.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,137d155583be74ddb33ddd04cbc81e49,5fdd75b155d4c52f47ae2e9b127121708ef1ffed5e5c81cfa693b8817e70ce5a,True,ctls,api.account.mackeeper.com,cloudfront,443,https://api.account.mackeeper.com:443,https,,application/json,GET,143.204.215.23,/,646856708,143.204.215.124,Amazon Web Services,1,False,True,,,,,
api.account.sz.clario.co,,404,27,api.account.sz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-29T23:59:59Z,CN=account.sz.clario.co,account.sz.clario.co,*.account.sz.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cf74d9a1153bb073bd5089cf58daddd5,a8d1415962c3dfb70d6d653da9bedd6ec2736bda2dc28f1ad8370e93bb9338b3,True,ctls,api.account.sz.clario.co,cloudfront,443,https://api.account.sz.clario.co:443,https,,application/json,GET,143.204.215.92,/,-2048708874,143.204.215.57,Amazon Web Services,1,False,True,,,,,
api.account.tz.clario.co,,404,27,api.account.tz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-29T23:59:59Z,CN=account.tz.clario.co,account.tz.clario.co,*.account.tz.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ee26bdd932fd9ff2d310eaa971b53e2b,279a7cbfd2261f0d378a51ac347bcede581a7355a08d04cc94eb9c843288513e,True,ctls,api.account.tz.clario.co,cloudfront,443,https://api.account.tz.clario.co:443,https,,application/json,GET,18.66.122.104,/,-2048708874,18.66.122.83,Amazon Web Services,1,False,True,,,,,
api.interstellar.clario.co,,404,27,api.interstellar.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,CN=interstellar.clario.co,interstellar.clario.co,*.interstellar.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,12753d4ca0a62afacbd46f431a723cb7,b9aa45e80bedf4226675b53f742856df680409cf2543b90335e74c13240dd49c,True,ctls,api.interstellar.clario.co,cloudfront,443,https://api.interstellar.clario.co:443,https,,application/json,GET,13.225.78.35,/,-2048708874,13.225.78.15,Amazon Web Services,1,False,True,,,,,
asap.tz.clario.co,,200,2,asap.tz.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-02-27T23:59:59Z,CN=tz.clario.co,tz.clario.co,*.tz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d67c67a3f998186f548865c45890b507,006a14063b018fa95bf4d4f8547fd51277212d23334c2045ab0f40bd69191176,True,ctls,asap.tz.clario.co,,443,https://asap.tz.clario.co:443,https,,text/plain,GET,18.185.216.183,/,-429073533,35.157.212.28,,1,False,,,,,,
assets.mackeeper.com,,404,18,assets.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,assets.mackeeper.com,,443,https://assets.mackeeper.com:443,https,,text/plain,GET,34.239.32.41,/,-1840324437,34.193.92.233,,1,False,,,,,,
assets.sz.mackeeper.com,,404,14,assets.sz.mackeeper.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-07-13T23:59:59Z,CN=*.sz.mackeeper.com,*.sz.mackeeper.com,*.sz.mackeeper.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9db73e11bdf17fd882cf9e8a982f0438,9ab20b7f36a18b1a54c00e3fd087aaafe2a9f4de8f9c5a1ffce51512b5990657,True,ctls,assets.sz.mackeeper.com,,443,https://assets.sz.mackeeper.com:443,https,awselb/2.0,text/plain,GET,3.217.123.113,/,-1717508860,54.236.125.43,,1,False,,,,,,
astra-admin-static.clario.co,,200,,astra-admin-static.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T00:00:00Z,2024-07-08T23:59:59Z,CN=*.clario.co,*.clario.co,*.zoomsupport.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b74f0bf6778e410180707e03b3e19629,ddccd99383c10b297da1471db4caf1e6e106d501baf04dd98991a996c9dddffb,True,ctls,astra-admin-static.clario.co,cloudfront,443,https://astra-admin-static.clario.co:443,https,AmazonS3,application/x-directory,GET,13.32.99.39,/,998292033,13.32.99.85,Amazon Web Services,1,False,True,,,,,
astra.tz.clario.co,,403,243,astra.tz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-02-27T23:59:59Z,CN=tz.clario.co,tz.clario.co,*.tz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b235051857fd02c71ef6bf1c32e2d7b,ed334adebe779dfaf0f3897a74a443455a65acee38a8da94f7376dd3784fce97,True,ctls,astra.tz.clario.co,cloudfront,443,https://astra.tz.clario.co:443,https,AmazonS3,application/xml,GET,13.32.99.73,/,-1802161138,13.32.99.20,Amazon Web Services,2,False,True,,,,,
avupdate.mackeeper.com,,403,255,avupdate.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=mackeeper.com,mackeeper.com,*.mackeeper.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,961fdd0c83fa84ded68eec1454d20460,c3b5611342689f5f737e6dcf2131e2129e99e186d4815700156f1e600f488c47,True,ctls,avupdate.mackeeper.com,cloudfront,443,https://avupdate.mackeeper.com:443,https,AmazonS3,application/xml,GET,18.66.147.112,/,600860569,2600:9000:225e:9800:13:313d:8400:93a1,Amazon Web Services,2,False,True,,,,,
bg.clario.co,Clario,200,2965,bg.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,bg.clario.co,cloudfront,443,https://bg.clario.co:443,https,AmazonS3,text/html,GET,13.32.121.32,/,-329949529,13.32.121.63,HSTS,61,False,True,,,,,
bg.tz.clario.co,Clario,200,2790,bg.tz.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-02-27T23:59:59Z,CN=tz.clario.co,tz.clario.co,*.tz.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b235051857fd02c71ef6bf1c32e2d7b,ed334adebe779dfaf0f3897a74a443455a65acee38a8da94f7376dd3784fce97,True,ctls,bg.tz.clario.co,cloudfront,443,https://bg.tz.clario.co:443,https,AmazonS3,text/html,GET,143.204.215.84,/,-329949529,143.204.215.25,HSTS,61,False,True,,,,,
bglink.clario.co,Invalid Dynamic Link,400,9233,bglink.clario.co,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T06:43:13Z,2023-08-05T07:41:47Z,CN=criandocomahelo.com,criandocomahelo.com,www.yername.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,5452baa98d672803eb43c7673bed1d98,e294f43f3c5305b9f118fdc0be83b1efc4703a99d07922a53132dbbfa6e67c65,,ctls,bglink.clario.co,,443,https://bglink.clario.co:443,https,,text/html,GET,199.36.158.100,/,1905170354,199.36.158.100,HTTP/3,1,False,,,,,,
bn.clario.co,404 Not Found,404,146,bn.clario.co,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-05T23:59:59Z,CN=clario.co,clario.co,*.clario.co,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7f381dcb4592cf8e501f6a10202c9a27,1b6e46870a3395c401d9027b2c9551d9afa7a2f766d842fcef8c8525183cf91f,True,ctls,bn.clario.co,cloudfront,443,https://bn.clario.co:443,https,nginx,text/html,GET,13.32.99.20,/,1494302000,13.32.99.71,Nginx,8,False,True,,,,,
bounce.e.mackeeper.com,whatcounts.com,200,713,bounce.e.mackeeper.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-08-26T23:59:59Z,CN=*.whatcounts.com,*.whatcounts.com,whatcounts.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e5666d217356a5b1fd22d5be9db0e6e,4eff40e7e5614cba0118eeee31b7ea7ad9a982f82639d17664681ef300cb6ad2,True,ctls,bounce.e.mackeeper.com,,443,https://bounce.e.mackeeper.com:443,https,,text/html,GET,34.210.132.119,/,-177433616,52.36.173.12,,25,False,,True,,,,
chat-crm.account.clario.co,,200,2,chat-crm.account.clario.co,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-19T23:59:59Z,CN=*.account.clario.co,*.account.clario.co,*.account.clario.co,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1850a4a5438db0497a7e8101f024f0c8,980bb0f1882eb545c303a1da0d2d78d081dc7e4597a19fe7109c2b5df6b70b48,True,ctls,chat-crm.account.clario.co,,443,https://chat-crm.account.clario.co:443,https,nginx,text/plain,GET,18.233.149.94,/,-138391155,100.26.63.97,Nginx,1,False,,,,,,
