input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,location,tls_emails_
aftersales.apps.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://aftersales.apps.ikea.com:443,https,text/html,GET,192.71.68.89,/,12023395,192.71.68.89,HTTP/3,62,False,,cloudflare,,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SA0S2xrMVdIWDBjZDBJTWUyajFtNms1Ulhqdzh6UzVYOKFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIE5QVUF6aFA1SUd2MzNWSnRXQ3lHWV9pTkJKRk5FdTFFo2NpZNkgbWFmT3VpOTFjZXNLYWliamQ4czhHanhhNjNHTnJMdW8,,
aftersales.ikea.com,iWAD,200,236,aftersales.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,aftersales.ikea.com,443,https://aftersales.ikea.com:443,https,,GET,192.71.68.89,/,2031224695,192.71.68.89,,1,False,,iWAD v6.2.0,,,True,True,,,,
alarm.apps.ikea.com,,200,106,alarm.apps.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,alarm.apps.ikea.com,443,https://alarm.apps.ikea.com:443,https,,GET,192.71.68.89,/,-980558980,192.71.68.89,,1,False,,iWAD v6.2.0,,url=//iwad-dc8.apps.ikea.com,,True,,,,
analytics.apps.ikea.com,IKEA,400,2439,ingka-icow-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:40:08Z,2023-09-02T01:40:07Z,CN=eu.auth0.com,eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,238bc435086302ddd07b3a92d53e4655,f73a97c3e1377649b8776ac60d4d365d4de5648be53132e86e7f8e70def5f353,ctls,ingka-icow-prod.eu.auth0.com,443,https://analytics.apps.ikea.com:443,https,text/html,GET,192.71.68.89,/,12023395,192.71.68.89,HTTP/3,62,False,,cloudflare,,,,True,,https://ingka-icow-prod.eu.auth0.com/u/login/identifier?state=hKFo2SAzOEpEZElzV2ItRGx2NDMtN1NQS0pZU2MwNVRGeEtZN6Fur3VuaXZlcnNhbC1sb2dpbqN0aWTZIGdIdVdVaDg1NGF6UEJDV1E2dC0wZkpfT0lWWUh4NmhCo2NpZNkgY2Zwbnh1bVJ6aFJsUWxPVWRoSTlCMEVhZGpwYkh6QnY,,
api.analytics.homesmart.ikea.com,,404,73,api.analytics.homesmart.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-08-01T06:52:14Z,2023-10-30T07:45:48Z,CN=api.analytics.homesmart.ikea.com,api.analytics.homesmart.ikea.com,,api.analytics.homesmart.ikea.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,2dcbb546bb631ce592f1e4181647b24a,038e34eac1c5d0d43b439e72f287083bc5733609cfde7137574ad630fb50ed7c,ctls,api.analytics.homesmart.ikea.com,443,https://api.analytics.homesmart.ikea.com:443,https,application/json,GET,34.111.160.150,/,-236244444,34.111.160.150,HTTP/3,2,False,google,Google Frontend,True,,,,,,,
api.commerce.ikea.com,,404,10,api.commerce.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,api.commerce.ikea.com,443,https://api.commerce.ikea.com:443,https,,GET,23.212.216.222,/,1864250944,2a02:26f0:1700:391::2ef1,HSTS,2,False,,AkamaiNetStorage,,,,,,,,
api.dexf.ikea.com,HTTP Status 404 – Not Found,404,431,api.dexf.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,api.dexf.ikea.com,443,https://api.dexf.ikea.com:443,https,text/html,GET,2.20.240.115,/,367859977,2.20.240.115,HSTS,1,False,,DEXF Server,,,,,,,,
api.food.inter.ikea.com,,403,243,api.food.inter.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-07T00:00:00Z,2023-10-09T23:59:59Z,"CN=api.food.inter.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",api.food.inter.ikea.com,IKEA IT AB,api.food.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,58c0f6355008a84ae36d645cafb97438,37a6331d560688959f50330b0253383bb0f071a57479e4a219f81c6ff29ed440,ctls,api.food.inter.ikea.com,443,https://api.food.inter.ikea.com:443,https,application/xml,GET,13.227.219.101,/,124882139,13.227.219.13,Amazon Web Services,2,False,cloudfront,AmazonS3,True,,,,,,,
api.ingka.ikea.com,,401,98,api.ingka.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,api.ingka.ikea.com,443,https://api.ingka.ikea.com:443,https,application/json,GET,23.212.216.222,/,336980504,23.212.216.222,IBM DataPower,1,False,,IKEA APIM,,,,,,,,
api.inter.ikea.com,,404,,api.inter.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-07-26T23:59:59Z,"CN=api.inter.ikea.com, O=Inter IKEA Systems B.V., ST=Zuid-Holland, C=NL",api.inter.ikea.com,Inter IKEA Systems B.V.,www.api.inter.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,ee7d2f8257fce461ff45148a89c40acc,5f87c52f5cb01f2945636ec183f4eedaa6d3332b66e71c3e45ea4b19706652bb,ctls,api.inter.ikea.com,443,https://api.inter.ikea.com:443,https,,GET,20.101.236.119,/,-1840324437,20.101.236.119,,1,False,,,,,,,,,,
api.ipexdesignsearch.ikea.com,,404,54,api.ipexdesignsearch.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2023-12-13T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",ikea.com,Inter IKEA Systems B.V.,www.dexf.ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2efe1270864611a2549da09baa9cca4c,d9545360241fd139688fc1ee00b03a595ef2dbc3ec4329bd635bb5e3adecf930,ctls,api.ipexdesignsearch.ikea.com,443,https://api.ipexdesignsearch.ikea.com:443,https,application/json,GET,104.102.43.33,/,-326256188,2a02:26f0:480:986::2ef1,HSTS,1,False,,delete,,https://www.ikea.com,,,,,,
api.kitchen.planner.ikea.com,,404,30,api.kitchen.planner.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL, serialNumber=27232886, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",ikea.com,Inter IKEA Systems B.V.,www.ikea.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,28cdf6742cf1636f2e0db50e57ad79c9,2f63dccac1b55767d42c8f953fd87863c93e7f7f3b86c46cd1297f59fff1b2ca,ctls,api.kitchen.planner.ikea.com,443,https://api.kitchen.planner.ikea.com:443,https,application/problem+json,GET,104.102.42.228,/,-859162991,104.102.42.228,HSTS,1,False,,IHP3 Server,,,,,,,,
app.dev.coworker.ikea.com,IKEA.com – My IKEA co-worker,200,1082,app.dev.coworker.ikea.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2023-09-13T23:59:59Z,CN=app.dev.coworker.ikea.com,app.dev.coworker.ikea.com,,app.dev.coworker.ikea.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",cd0d58fbe137f732bf367e1a53f13478,c177b781a37adca9961e76beaf18b254f4fbf0f6c5b5a8dd9e8585cb7bfd0935,ctls,app.dev.coworker.ikea.com,443,https://app.dev.coworker.ikea.com:443,https,text/html,GET,20.82.13.59,/,1984473175,20.82.13.59,HSTS,24,False,,,,,,,,,,
appointmentbooking.ikea.com,IKEA | Bokning av planeringsservice,200,128083,appointmentbooking.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,appointmentbooking.ikea.com,443,https://appointmentbooking.ikea.com:443,https,text/html,GET,104.102.45.166,/,-576969827,2a02:26f0:480:9b1::3252,jQuery,2168,False,,IHP3 Server,,,,True,,,,
arassetimages.ikea.com,,404,10,arassetimages.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,arassetimages.ikea.com,443,https://arassetimages.ikea.com:443,https,,GET,23.210.125.177,/,1864250944,2a02:26f0:480:9b1::3252,,2,False,,IKEA Server,,,,True,,,,
assembly.ikea.com,"Oops, this publication was not found.",404,17838,assembly.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-21T23:59:59Z,CN=assembly.ikea.com,assembly.ikea.com,,assembly.ikea.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,87af14523bc29d919fadac0e36a033a1,3e8f6e605bfd9d38d30173e48f27d09a78a7bcb5ccd9875d944012178343ae2e,ctls,assembly.ikea.com,443,https://assembly.ikea.com:443,https,text/html,GET,65.9.86.120,/,751542556,65.9.86.112,Nginx,79,False,cloudfront,nginx,True,,,,,,,
asset.ikea.com,Down for maintenance,503,2454,asset.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-28T23:00:58Z,2023-09-26T23:00:57Z,CN=asset.ikea.com,asset.ikea.com,,asset.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,df5dfdfde90d9f9a1f77b2d75a042f0d,8506a0aa0b7bb6c031bcc4e2d87f8b9974a3d6c13554ab811f483cb7e3de2acc,ctls,asset.ikea.com,443,https://asset.ikea.com:443,https,text/html,GET,23.32.238.19,/,775590621,23.32.238.25,HSTS,98,False,,Asset server,,,,,,,,
asset.inter.ikea.com,Down for maintenance,503,2454,asset.inter.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-05T07:00:21Z,2023-09-03T07:00:20Z,CN=asset.inter.ikea.com,asset.inter.ikea.com,,asset.inter.ikea.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8bc376fb07e9457a8ff1028b56adfe3f,ea124d06bac5d3fe743f20770dd49f1bb0b207d815a41656e0f242acfc9e3a9b,ctls,asset.inter.ikea.com,443,https://asset.inter.ikea.com:443,https,text/html,GET,23.32.238.26,/,775590621,2a02:26f0:1700:f::1737:a197,HSTS,98,False,,Asset server,,,,,,,,
at.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://at.accounts.ikea.com:443,https,text/plain,GET,104.102.50.85,/,-738705486,2a02:26f0:480:9ac::3781,HSTS,1,False,,IKEA Server,,https://*.ingka.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
au.accounts.ikea.com,,302,48,accounts.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=*.ikea.com, O=Inter IKEA Systems B.V., L=Delft, ST=Zuid-Holland, C=NL",*.ikea.com,Inter IKEA Systems B.V.,ikea.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bac537be8204e43ee2f59463dde783f0,7d4609f91c2d70065b26463c5dcdcb0cb3960f3211595f701e0aaadc0ad2d007,ctls,accounts.ikea.com,443,https://au.accounts.ikea.com:443,https,text/plain,GET,95.100.66.92,/,-738705486,2a02:26f0:480:993::3781,HSTS,1,False,,IKEA Server,,https://api.addressy.com,,True,,https://accounts.ikea.com/,https://accounts.ikea.com/,
auth.ap-southeast-2.api.homesmart.ikea.com,,403,23,auth.ap-southeast-2.api.homesmart.ikea.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-20T00:00:00Z,2024-08-18T23:59:59Z,CN=auth.ap-southeast-2.api.homesmart.ikea.com,auth.ap-southeast-2.api.homesmart.ikea.com,,auth.ap-southeast-2.api.homesmart.ikea.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,947f9b10848060e2772b25821ff90afe,57db1d6b7ba1a00cf6dcd48eecddd4078c2ec8fc4d270dbcad8d61822b260805,ctls,auth.ap-southeast-2.api.homesmart.ikea.com,443,https://auth.ap-southeast-2.api.homesmart.ikea.com:443,https,application/json,GET,52.64.254.254,/,968070783,3.106.101.206,,1,False,,,,,,,,,,
auth.dwp.ikea.com,iWAD,200,236,auth.dwp.ikea.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=*.apps.ikea.com, O=IKEA IT AB, ST=Kronobergs län, C=SE",*.apps.ikea.com,IKEA IT AB,apps.ikea.com,"CN=Trusted Secure Certificate Authority 5, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority 5,Corporation Service Company,f4c482fd73882199fb1142e226f8646e,df4b7b216eb333f13d21fdd591f48b4d5e14550854e13a45b118bd9494a1b5a0,ctls,auth.dwp.ikea.com,443,https://auth.dwp.ikea.com:443,https,,GET,192.71.68.160,/,-1426271344,192.71.68.160,,1,False,,iWAD v6.2.0,,,True,True,,,,
