input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_
1-spring-boot-security-saml-active-okta-blog.device2584659-2c0ea93f.h4.airbnb.app,,404,67,,,,,,,,,,,,,,,,,,,,,80,http://1-spring-boot-security-saml-active-okta-blog.device2584659-2c0ea93f.h4.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.61,4,False,Vercel,,,,
1-spring-boot-security-saml-active-okta-blog.h4-1da29743.airbnb.app,,404,67,,,,,,,,,,,,,,,,,,,,,80,http://1-spring-boot-security-saml-active-okta-blog.h4-1da29743.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.123,4,False,Vercel,,,,
1-spring-boot-security-saml-active-okta-blog.orders-21700103893gj3000541.airbnb.app,,404,67,,,,,,,,,,,,,,,,,,,,,80,http://1-spring-boot-security-saml-active-okta-blog.orders-21700103893gj3000541.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.241,4,False,Vercel,,,,
1-spring-boot-security-saml-active-okta-smcpext.airbnb.app,,404,67,1-spring-boot-security-saml-active-okta-smcpext.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,1-spring-boot-security-saml-active-okta-smcpext.airbnb.app,443,https://1-spring-boot-security-saml-active-okta-smcpext.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.61,4,False,Vercel,,,,
1-spring-boot-security-saml-active-okta.airbnb.app,,404,67,1-spring-boot-security-saml-active-okta.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,1-spring-boot-security-saml-active-okta.airbnb.app,443,https://1-spring-boot-security-saml-active-okta.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.142,4,False,Vercel,,,,
1-spring-boot-security-saml-active-okta.kaluobeiyongwangzhi.airbnb.app,,404,67,,,,,,,,,,,,,,,,,,,,,80,http://1-spring-boot-security-saml-active-okta.kaluobeiyongwangzhi.airbnb.app:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.22,4,False,Vercel,,,,
1-spring-boot-security-saml-ku1720-okta.airbnb.app,,404,67,1-spring-boot-security-saml-ku1720-okta.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,1-spring-boot-security-saml-ku1720-okta.airbnb.app,443,https://1-spring-boot-security-saml-ku1720-okta.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.9,4,False,Vercel,,,,
1.next.airbnb.com,Invalid URL,400,209,1.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,1.next.airbnb.com,443,https://1.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.154,/,2090412641,104.126.37.162,8,False,,,,,
10.el-covid19-service.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://10.el-covid19-service.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,104.126.37.154,/,-890248438,104.126.37.162,8,False,,,,,
110-node-express-okta-idpnode-admin.airbnb.app,,404,67,110-node-express-okta-idpnode-admin.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,110-node-express-okta-idpnode-admin.airbnb.app,443,https://110-node-express-okta-idpnode-admin.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.241,4,False,Vercel,,,,
14-0-boot-security-saml-demo-okta-wreesmann.airbnb.app,,404,67,14-0-boot-security-saml-demo-okta-wreesmann.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,14-0-boot-security-saml-demo-okta-wreesmann.airbnb.app,443,https://14-0-boot-security-saml-demo-okta-wreesmann.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.93,4,False,Vercel,,,,
14.admin-lite.airbnb.com,Anmelden – Google Konten,200,104547,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,True,ctls,accounts.google.com,443,https://14.admin-lite.airbnb.com:443,https,GSE,text/html,GET,34.120.23.133,/,-496129333,2600:1901:0:7a6a::,1885,False,OpenGSE,google,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAMuC_oA6Wp8RrpSdPFRiR-ryGP_hDxpX2c0qu2eGdwkIK-_MYzk6ojIih2asPr-xccGiwQWfInk0r6wAzCkPAFh6WKFhntACSM2DxsPp16yOwZcmYBCNy_g5U7482Dxmjyl1p4POe8GDWnRbiswSC8hcXqHKQ0Vwk6I7GFtu8E9rxLIh3waS6PIQL71cSoImYhbJQKJ_fQ8kvbtTG5J3HOumATDGmbhd_RrruSpjOWY9wtfU_nR1PGoqjiMsym89tu4WQxe05La_GN6Ea0icNDXd4F_kaGP4r0opd5TqlVlONGrUooUIovhIjOfB_jSQzof5Ur2t2EZLlwNUxQPUFbq40bZo2V1FCCqpHpgqzaFcLaE7j6GmIUi-jli4HEYBplR9rXGwSNTUYcyEWFvFManaIhJCGTjKHQjeX5CwJZlRXcw9ymE2_4m8THb1IekTlzhzHwC4OZc3I8rOmiK3O9lMXLFlA%26as%3DS-805194020%253A1684233098915293%26client_id%3D1012551742179-08e23tpqsta8lmp6j7sctdllm1770mjj.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneE6jG2RK-Qc301PKwc1tfQW4Hlb2wCqiJb5Ba2T8zL2htubgY2xdJMhbPnHsXw7-Ya6dwvG,
2010ps-mgmt-portal-okta.airbnb.app,,404,67,2010ps-mgmt-portal-okta.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,2010ps-mgmt-portal-okta.airbnb.app,443,https://2010ps-mgmt-portal-okta.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.98,4,False,Vercel,,,,
2512337.airbnb.app,,404,67,2512337.airbnb.app,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2023-03-24T10:15:07Z,2023-06-22T10:15:06Z,CN=*.airbnb.app,*.airbnb.app,,*.airbnb.app,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62b0e1583e9c835a19fb2f8a6253b93a,d9b469d96124bd5e201fc43620afc689934688326f8138f226700c307f3831f4,True,ctls,2512337.airbnb.app,443,https://2512337.airbnb.app:443,https,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.61,4,False,Vercel,,,,
7.tl-covid19demo.next.airbnb.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,,80,http://7.tl-covid19demo.next.airbnb.com:80,http,AkamaiGHost,text/html,GET,95.101.111.163,/,-1886024537,95.101.111.158,8,False,,,,,
9covid19-el.next.airbnb.com,Invalid URL,400,209,9covid19-el.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,9covid19-el.next.airbnb.com,443,https://9covid19-el.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,95.101.111.158,/,-1112271867,95.101.111.163,8,False,,,,,
a.next.airbnb.com,Invalid URL,400,209,a.next.airbnb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=*.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",*.airbnb.com,"Airbnb, Inc.",cfcdn.media.muscache.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d97fe9f41b03c4851daf3edb693ba435,7236681f796b4c963f93b2e339a4bfdfdfc7fd16fc5658ac5d500bca5119f4a7,True,ctls,a.next.airbnb.com,443,https://a.next.airbnb.com:443,https,AkamaiGHost,text/html,GET,104.126.37.162,/,-559156756,104.126.37.154,8,False,,,,,
a0.muscache.com,,403,243,a0.muscache.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T00:00:00Z,2024-03-15T23:59:59Z,"CN=www.airbnb.com, O=Airbnb\, Inc., L=San Francisco, ST=California, C=US",www.airbnb.com,"Airbnb, Inc.",a0.muscache.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,12cc9ad7b7662f3e7233c447526be4b2,b41e317e5b0e572d1a58e8d541d80b5636811fd4203bf64748e64700bd73f959,,ctls,a0.muscache.com,443,https://a0.muscache.com:443,https,AmazonS3,application/xml,GET,104.126.37.169,/,1827174686,104.126.37.138,2,False,HTTP/3,,,,
