new,host,a,cname,soa,txt,status_code,cdn,cdn-name,ns,aaaa,has_internal_ips,internal_ips,caa,mx
,1.base.maps.api.here.com,"18.165.227.120, 18.165.227.33, 18.165.227.16, 18.165.227.3","1.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,1.base.maps.cit.api.here.com,"18.66.97.82, 18.66.97.89, 18.66.97.79, 18.66.97.114","1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,,"2600:9000:223c:6600:12:f7f4:4400:93a1, 2600:9000:223c:400:12:f7f4:4400:93a1, 2600:9000:223c:3400:12:f7f4:4400:93a1, 2600:9000:223c:4800:12:f7f4:4400:93a1, 2600:9000:223c:9600:12:f7f4:4400:93a1, 2600:9000:223c:9200:12:f7f4:4400:93a1, 2600:9000:223c:e200:12:f7f4:4400:93a1, 2600:9000:223c:2000:12:f7f4:4400:93a1",,,,
,1.base.maps.cit.cc.api.here.com,,"1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,1.base.maps.ls.hereapi.com,"18.66.248.63, 18.66.248.126, 18.66.248.52, 18.66.248.79",d2t4vhngii5504.cloudfront.net,,,NOERROR,True,cloudfront,,,,,,
,1.base.maps.sit.api.here.com,,origin.base.maps.sit.api.here.com,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,1.pano.maps.api.here.com,"18.67.76.125, 18.67.76.72, 18.67.76.25, 18.67.76.76","1.base.maps.api.here.com, 1.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,1.pano.maps.cc.api.here.com,"18.66.112.37, 18.66.112.39, 18.66.112.100, 18.66.112.129","1.base.maps.cc.api.here.com, 1.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.pano.maps.cit.api.here.com,"13.227.219.4, 13.227.219.64, 13.227.219.79, 13.227.219.80","1.base.maps.cit.api.here.com, 1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.pano.maps.cit.cc.api.here.com,"13.227.219.80, 13.227.219.64, 13.227.219.79, 13.227.219.4","1.base.maps.cit.api.here.com, 1.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.pano.maps.sit.api.here.com,,origin.pano.maps.sit.api.here.com,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,1.sps.cc.data.here.com,"18.154.63.115, 18.154.63.46, 18.154.63.106, 18.154.63.26","1.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.sps.cit.cc.data.here.com,"18.66.122.7, 18.66.122.73, 18.66.122.98, 18.66.122.19","1.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.sps.cit.data.here.com,"18.66.122.98, 18.66.122.73, 18.66.122.7, 18.66.122.19","1.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,1.sps.data.here.com,"18.160.46.87, 18.160.46.55, 18.160.46.40, 18.160.46.106, 205.251.192.99, 205.251.194.92, 205.251.197.56, 205.251.199.202","1.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,"ns-1994.awsdns-57.co.uk, ns-1336.awsdns-39.org, ns-99.awsdns-12.com, ns-604.awsdns-11.net",,,,,
,1.sps.sit.data.here.com,,sps.sit.data.here.com,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1463.awsdns-54.org, ns-1683.awsdns-18.co.uk, ns-382.awsdns-47.com, ns-592.awsdns-10.net",,,,,
,1.traffic.maps.api.here.com,"52.49.155.93, 54.75.206.84, 54.170.125.50","traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,1.traffic.maps.cit.cc.api.here.com,"54.235.187.184, 54.196.12.76, 3.226.17.249","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,1.traffic.maps.ls.hereapi.com,"52.49.155.93, 54.170.125.50, 54.75.206.84","traffic.maps.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,2.aerial.maps.api.here.com,"52.222.139.62, 52.222.139.25, 52.222.139.124, 52.222.139.75","2.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,2.aerial.maps.cc.api.here.com,"52.222.139.75, 52.222.139.25, 52.222.139.124, 52.222.139.62","2.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,2.aerial.maps.ls.hereapi.com,"52.222.214.101, 52.222.214.49, 52.222.214.34, 52.222.214.60",d2chyv2can0d4r.cloudfront.net,"ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.base.maps.api.here.com,"18.66.112.129, 18.66.112.100, 18.66.112.37, 18.66.112.39","2.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.base.maps.cc.api.here.com,"108.138.51.72, 108.138.51.27, 108.138.51.50, 108.138.51.65","2.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.base.maps.cit.api.here.com,"18.66.97.79, 18.66.97.82, 18.66.97.89, 18.66.97.114","2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,"ns-1370.awsdns-43.org, ns-184.awsdns-23.com, ns-1717.awsdns-22.co.uk, ns-718.awsdns-25.net",,,,,
,2.base.maps.ls.hereapi.com,"18.66.112.100, 18.66.112.129, 18.66.112.37, 18.66.112.39",d2t4vhngii5504.cloudfront.net,,,NOERROR,True,cloudfront,,,,,,
,2.pano.maps.cc.api.here.com,"18.66.248.63, 18.66.248.126, 18.66.248.79, 18.66.248.52","2.base.maps.cc.api.here.com, 2.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.pano.maps.cit.api.here.com,"18.66.97.79, 18.66.97.82, 18.66.97.89, 18.66.97.114","2.base.maps.cit.api.here.com, 2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.pano.maps.cit.cc.api.here.com,"18.66.97.89, 18.66.97.79, 18.66.97.114, 18.66.97.82","2.base.maps.cit.api.here.com, 2.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.pano.maps.sit.api.here.com,,origin.pano.maps.sit.api.here.com,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,2.sli.data.here.com,,d26ae6ec1h58y2.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,2.sps.cc.data.here.com,"18.66.112.42, 18.66.112.67, 18.66.112.121, 18.66.112.118","2.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1994.awsdns-57.co.uk, ns-604.awsdns-11.net, ns-99.awsdns-12.com, ns-1336.awsdns-39.org",,,,,
,2.sps.cit.data.here.com,"18.66.122.98, 18.66.122.19, 18.66.122.7, 18.66.122.73","2.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net","ns-1632.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,2.sps.data.here.com,"18.154.63.26, 18.154.63.115, 18.154.63.46, 18.154.63.106","2.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,2.sps.sit.data.here.com,,sps.sit.data.here.com,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,2.traffic.maps.cc.api.here.com,"52.49.155.93, 54.170.125.50, 54.75.206.84","traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,NOERROR,,,,,,,,
,2.traffic.maps.cit.api.here.com,"54.235.187.184, 3.226.17.249, 54.196.12.76","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-cit-1663145772477-sentry",NOERROR,,,,,,,,
,2.traffic.maps.cit.cc.api.here.com,"54.196.12.76, 54.235.187.184, 3.226.17.249","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com",,,NOERROR,,,,,,,,
,2.traffic.maps.ls.hereapi.com,"52.49.155.93, 54.75.206.84, 54.170.125.50","traffic.maps.ls.hereapi.com.a1971.p01.hereglb.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,NOERROR,,,,,,,,
,2.traffic.maps.sit.api.here.com,,origin.traffic.maps.sit.api.here.com,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3.aerial.maps.api.here.com,"52.222.139.62, 52.222.139.75, 52.222.139.124, 52.222.139.25","3.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,,NOERROR,True,cloudfront,"ns-1239.awsdns-26.org, ns-1873.awsdns-42.co.uk, ns-387.awsdns-48.com, ns-832.awsdns-40.net",,,,,
,3.aerial.maps.cc.api.here.com,"18.66.248.119, 18.66.248.45, 18.66.248.48, 18.66.248.58","3.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net","ns-832.awsdns-40.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-387.awsdns-48.com, ns-832.awsdns-40.net, ns-1239.awsdns-26.org, ns-1873.awsdns-42.co.uk",,,,,
,3.aerial.maps.cit.api.here.com,"18.66.112.57, 18.66.112.51, 18.66.112.122, 18.66.112.121","3.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.aerial.maps.cit.cc.api.here.com,"108.138.51.96, 108.138.51.108, 108.138.51.64, 108.138.51.102","3.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.aerial.maps.ls.hereapi.com,"52.222.214.101, 52.222.214.60, 52.222.214.34, 52.222.214.49",d2chyv2can0d4r.cloudfront.net,,,NOERROR,True,cloudfront,,,,,,
,3.aerial.maps.sit.api.here.com,,origin.aerial.maps.sit.api.here.com,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3.base.maps.api.here.com,"108.156.60.43, 108.156.60.126, 108.156.60.26, 108.156.60.123","3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.base.maps.cc.api.here.com,"108.156.60.43, 108.156.60.123, 108.156.60.126, 108.156.60.26","3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1127.awsdns-12.org, ns-1615.awsdns-09.co.uk, ns-279.awsdns-34.com, ns-796.awsdns-35.net",,,,,
,3.base.maps.cit.api.here.com,"13.227.173.103, 13.227.173.52, 13.227.173.127, 13.227.173.119","3.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,3.base.maps.cit.cc.api.here.com,"18.66.97.114, 18.66.97.89, 18.66.97.79, 18.66.97.82","3.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1370.awsdns-43.org, ns-184.awsdns-23.com, ns-718.awsdns-25.net, ns-1717.awsdns-22.co.uk",,,,,
,3.base.maps.ls.hereapi.com,"18.66.112.100, 18.66.112.37, 18.66.112.39, 18.66.112.129",d2t4vhngii5504.cloudfront.net,"ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.pano.maps.api.here.com,"18.66.112.129, 18.66.112.100, 18.66.112.39, 18.66.112.37","3.base.maps.api.here.com, 3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,3.pano.maps.cc.api.here.com,"108.138.51.27, 108.138.51.72, 108.138.51.65, 108.138.51.50","3.base.maps.cc.api.here.com, 3.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.pano.maps.cit.cc.api.here.com,"18.66.97.114, 18.66.97.89, 18.66.97.79, 18.66.97.82","3.base.maps.cit.api.here.com, 3.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-184.awsdns-23.com, ns-1717.awsdns-22.co.uk, ns-1370.awsdns-43.org, ns-718.awsdns-25.net",,,,,
,3.pano.maps.sit.api.here.com,,origin.pano.maps.sit.api.here.com,"ns-893.awsdns-47.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3.sps.cc.data.here.com,"18.66.112.67, 18.66.112.121, 18.66.112.42, 18.66.112.118","3.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,3.sps.data.here.com,"18.154.63.106, 18.154.63.46, 18.154.63.26, 18.154.63.115","3.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,3.sps.sit.data.here.com,,sps.sit.data.here.com,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3.traffic.maps.api.here.com,"52.49.155.93, 54.75.206.84, 54.170.125.50","traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,NOERROR,,,,,,,,
,3.traffic.maps.cc.api.here.com,"100.24.88.237, 54.205.67.148, 100.24.109.228","traffictile.traffic.api.here.com, us-east-1-traffictilev2-prd.api-gateway.ls.hereapi.com",,,NOERROR,,,,,,,,
,3.traffic.maps.cit.api.here.com,"54.196.12.76, 54.235.187.184, 3.226.17.249","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3.traffic.maps.cit.cc.api.here.com,"3.226.17.249, 54.235.187.184, 54.196.12.76","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=borg-prd-3-aws-us-east-1.k8s.in.here.com,external-dns/resource=service/here-api-gateway-prod/ttsv2-gw-cit-1663145772477-sentry",NOERROR,,,,,,,,
,3.traffic.maps.sit.api.here.com,,origin.traffic.maps.sit.api.here.com,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3dac.mfs.data.here.com,"54.74.166.110, 52.208.100.112, 34.249.194.251","3dac.mfs.data.here.com.a687.p01.hereglb.com, 3dac-prd-1.borg-p.nw.ops.here.com",,"heritage=external-dns,external-dns/owner=borg-prd-1-aws-eu-west-1.k8s.in.here.com,external-dns/resource=service/here-3dac-prd/mfsnx-prd",NOERROR,,,,,,,,
,3dmap.here.com,,,"ns-2031.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,3dmapstage.here.com,,,"ns-2008.awsdns-59.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-375.awsdns-46.com, ns-585.awsdns-09.net, ns-1229.awsdns-25.org, ns-2008.awsdns-59.co.uk",,,,,
,4.aerial.maps.api.here.com,"52.84.195.34, 52.84.195.5, 52.84.195.105, 52.84.195.58, 205.251.195.64","4.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,,NOERROR,True,cloudfront,"ns-1873.awsdns-42.co.uk, ns-832.awsdns-40.net, ns-387.awsdns-48.com, ns-1239.awsdns-26.org",,,,,
,4.aerial.maps.cc.api.here.com,"52.222.214.101, 52.222.214.60, 52.222.214.34, 52.222.214.49","4.aerial.maps.ls.hereapi.com, d2chyv2can0d4r.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.aerial.maps.cit.api.here.com,"18.66.112.122, 18.66.112.121, 18.66.112.57, 18.66.112.51","4.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net","ns-281.awsdns-35.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,4.aerial.maps.cit.cc.api.here.com,"18.66.112.57, 18.66.112.121, 18.66.112.122, 18.66.112.51","4.aerial.maps.sit.ls.hereapi.com, d3dlyr4hai5l3v.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.aerial.maps.ls.hereapi.com,"52.222.139.62, 52.222.139.25, 52.222.139.124, 52.222.139.75",d2chyv2can0d4r.cloudfront.net,,,NOERROR,True,cloudfront,,,,,,
,4.aerial.maps.sit.api.here.com,,origin.aerial.maps.sit.api.here.com,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.base.maps.cit.api.here.com,"13.227.219.79, 13.227.219.4, 13.227.219.80, 13.227.219.64","4.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.base.maps.ls.hereapi.com,"18.67.76.125, 18.67.76.76, 18.67.76.25, 18.67.76.72",d2t4vhngii5504.cloudfront.net,,,NOERROR,True,cloudfront,,,,,,
,4.base.maps.sit.api.here.com,,origin.base.maps.sit.api.here.com,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.pano.maps.cc.api.here.com,"18.165.227.33, 18.165.227.120, 18.165.227.16, 18.165.227.3","4.base.maps.cc.api.here.com, 4.base.maps.ls.hereapi.com, d2t4vhngii5504.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.pano.maps.cit.api.here.com,"108.157.229.104, 108.157.229.102, 108.157.229.8, 108.157.229.37","4.base.maps.cit.api.here.com, 4.base.maps.sit.ls.hereapi.com, dxmcwdn6dl828.cloudfront.net","ns-1370.awsdns-43.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"ns-1717.awsdns-22.co.uk, ns-184.awsdns-23.com, ns-718.awsdns-25.net, ns-1370.awsdns-43.org",,,,,
,4.sli.data.here.com,,d26ae6ec1h58y2.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,4.sps.cc.data.here.com,"18.66.112.42, 18.66.112.67, 18.66.112.121, 18.66.112.118","4.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.sps.cit.cc.data.here.com,"18.66.122.73, 18.66.122.7, 18.66.122.98, 18.66.122.19","4.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.sps.cit.data.here.com,"18.66.122.19, 18.66.122.7, 18.66.122.98, 18.66.122.73","4.sps.sit.ls.hereapi.com, d1ijxqrjb46er4.cloudfront.net","ns-1632.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,4.sps.data.here.com,"18.66.112.42, 18.66.112.67, 18.66.112.118, 18.66.112.121","4.sps.ls.hereapi.com, d37vn7litkcxeo.cloudfront.net",,,NOERROR,True,cloudfront,,,,,,
,4.sps.sit.data.here.com,,sps.sit.data.here.com,"ns-592.awsdns-10.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.traffic.maps.api.here.com,"54.170.125.50, 52.49.155.93, 54.75.206.84","traffictile.traffic.api.here.com, eu-west-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.traffic.maps.cc.api.here.com,"54.205.67.148, 100.24.109.228, 100.24.88.237","traffictile.traffic.api.here.com, us-east-1-traffictilev2-prd.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.traffic.maps.cit.api.here.com,"3.226.17.249, 54.235.187.184, 54.196.12.76","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.traffic.maps.cit.cc.api.here.com,"3.226.17.249, 54.196.12.76, 54.235.187.184","traffictile.traffic.cit.api.here.com, us-east-1-traffictilev2-cit.api-gateway.ls.hereapi.com","ns-1380.awsdns-44.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,4.traffic.maps.sit.api.here.com,,origin.traffic.maps.sit.api.here.com,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,5.sli.data.here.com,,d26ae6ec1h58y2.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,5.sli.stg.api.here.com,"8.247.9.217, 8.247.89.217, 8.247.33.217, 8.247.1.217","ssl.static.packages.stg.hybrid.api.here.com.c.footprint.net, c116752.wt.dnssecure.nsatc.net","admin.nsatc.net, dns.level3.net",,NOERROR,,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,,,
,6.sli.data.here.com,,d26ae6ec1h58y2.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",,NOERROR,,,,,,,,
,6.sli.stg.api.here.com,"8.247.33.217, 8.247.9.217, 8.247.1.217, 8.247.89.217","ssl.static.packages.stg.hybrid.api.here.com.c.footprint.net, c116752.wt.dnssecure.nsatc.net",,,NOERROR,,,,,,,,
