input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,csp_domains_,tls_mismatched
autodiscover.kartpay.com,Sign in to Outlook,200,38738,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,,80,http://autodiscover.kartpay.com:80,http,,text/html,GET,52.98.241.168,/,-1249852061,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=445f7c85-4154-077f-c2d5-b736e85bfdd7&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=kartpay.com&nonce=638253338411042891.427ce02c-8bec-45f4-8e6c-e789b5d6ae65&state=DctNDsIgEEBh0LvoipafAaaLxrNMhzEx2tBgrfH2svje7mml1Lk7ddr2qJwC-hhCQHDOgsfJDeAzi_VscBE2EO9gUBIbyTgtsSSSFHV_r2P90nhrQq91flLbN_oNXNfLUWb67LU83lwPaX8,2603:1026:c0d:2a::8,HSTS,95,False,,Microsoft Corporation,,,
backup-prod-abbyinlife.beta.kartpay.com,Output Books,200,13131,backup-prod-abbyinlife.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,backup-prod-abbyinlife.beta.kartpay.com,,443,https://backup-prod-abbyinlife.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://backup-prod-abbyinlife.beta.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
beta.kartpay.com,Output Books,200,12533,beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,beta.kartpay.com,,443,https://beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://beta.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
betamiembros-tunnel-mx.kartpay.com,Output Books,200,13001,betamiembros-tunnel-mx.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,betamiembros-tunnel-mx.kartpay.com,,443,https://betamiembros-tunnel-mx.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://betamiembros-tunnel-mx.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
bigbuys.kartpay.com,Output Books,200,12611,bigbuys.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,bigbuys.kartpay.com,,443,https://bigbuys.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://bigbuys.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
blog.discord.com,Discord Blog,200,82420,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,discord.com,cloudflare,443,https://blog.discord.com:443,https,cloudflare,text/html,GET,162.159.137.232,/,1138446006,https://discord.com/blog/,162.159.138.232,hCaptcha,390,False,True,"Cloudflare, Inc.",True,https://discordapp.com,
bulkhouse.kartpay.com,Output Books,200,12663,bulkhouse.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,bulkhouse.kartpay.com,,443,https://bulkhouse.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://bulkhouse.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
click.discord.com,404 Not Found,404,1225,click.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,ctls,click.discord.com,cloudflare,443,https://click.discord.com:443,https,cloudflare,text/html,GET,162.159.137.232,/,190856733,,162.159.128.233,HTTP/3,8,False,True,"Cloudflare, Inc.",True,,
cs.kartpay.com,Output Books,200,12481,cs.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,cs.kartpay.com,,443,https://cs.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://cs.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
developers.kartpay.com,Output Books,200,12689,developers.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,developers.kartpay.com,,443,https://developers.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://developers.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
digitalkeeda.kartpay.com,Output Books,200,12741,digitalkeeda.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,digitalkeeda.kartpay.com,,443,https://digitalkeeda.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://digitalkeeda.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
edge-atlas-shv-01-ams4.kartpay.com,Output Books,200,13001,edge-atlas-shv-01-ams4.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,edge-atlas-shv-01-ams4.kartpay.com,,443,https://edge-atlas-shv-01-ams4.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://edge-atlas-shv-01-ams4.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
feedback.discord.com,Security check,403,7488,support.discord.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T23:38:19Z,2023-08-20T23:38:18Z,CN=support.discord.com,support.discord.com,support.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22069449890d95b2dda0eff352740235,b0f99cc7e5df047789d440b6b4735c2aedf8bf973c85eb1612c4104fbd86bd7d,ctls,support.discord.com,cloudflare,443,https://feedback.discord.com:443,https,cloudflare,text/html,GET,162.159.128.233,/,-1352977768,https://support.discord.com/hc/en-us/community/topics,162.159.137.232,Cloudflare,98,False,True,,,,
foxs-art-1.kartpay.com,Output Books,200,12689,foxs-art-1.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,foxs-art-1.kartpay.com,,443,https://foxs-art-1.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://foxs-art-1.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
fresh.kartpay.com,Output Books,200,12559,fresh.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,fresh.kartpay.com,,443,https://fresh.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://fresh.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
fresh1.kartpay.com,Output Books,200,12585,fresh1.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,fresh1.kartpay.com,,443,https://fresh1.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://fresh1.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
gajabo.kartpay.com,Output Books,200,12585,gajabo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,gajabo.kartpay.com,,443,https://gajabo.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://gajabo.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
gateway-carry.kartpay.com,Output Books,200,12767,gateway-carry.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,gateway-carry.kartpay.com,,443,https://gateway-carry.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://gateway-carry.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
help.kartpay.com,Output Books,200,12533,help.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,help.kartpay.com,,443,https://help.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://help.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
kartpay.com,Redirecting...,200,456,kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T05:11:24Z,2023-08-01T05:11:23Z,CN=kartpay.com,kartpay.com,kartpay.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2d3aec2e2b0b6aab33ee5c70b8499c86,1d96157c1f9ae3d20c0f7039bdbe82e1650262ae8366947092ea85a362982cf4,ctls,kartpay.com,,443,https://kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,1494302000,,2a02:fe80:1010::8:4,Nginx,13,False,,,True,url=http://www.arenasoftwares.com,
king.kartpay.com,Output Books,200,12533,king.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,king.kartpay.com,,443,https://king.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://king.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
knitty34.kartpay.com,Output Books,200,12637,knitty34.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,knitty34.kartpay.com,,443,https://knitty34.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://knitty34.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
linode.kartpay.com,Output Books,200,12585,linode.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,linode.kartpay.com,,443,https://linode.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://linode.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
live.kartpay.com,Output Books,200,12533,live.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,live.kartpay.com,,443,https://live.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://live.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
login.kartpay.com,Output Books,200,12559,login.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,login.kartpay.com,,443,https://login.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://login.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
miscomplain.beta.kartpay.com,Output Books,200,12845,miscomplain.beta.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,miscomplain.beta.kartpay.com,,443,https://miscomplain.beta.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://miscomplain.beta.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
miscomplain.demo.kartpay.com,Output Books,200,12845,miscomplain.demo.kartpay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-17T00:30:18Z,2023-10-15T00:30:17Z,CN=accounts.jindalauto.in,accounts.jindalauto.in,accounts.jindalauto.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,86c634e5b508827ea7c59f8bae06c976,ed0d6a96177a2c963baa6bb4101ef5dcc2575a539a649dde150b73ee850f7a78,ctls,miscomplain.demo.kartpay.com,,443,https://miscomplain.demo.kartpay.com:443,https,nginx,text/html,GET,3.108.122.205,/,-1761458301,https://miscomplain.demo.kartpay.com/index.php/login,3.108.122.205,Semantic UI,252,False,,,,,True
