input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_subject_org_,tls_mismatched,final_url
api2.skyscanner.net,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://api2.skyscanner.net:80,http,CloudFront,GET,143.204.215.17,/,-1946848662,143.204.215.91,Amazon Web Services,20,False,True,text/html,,,
autodiscover.skyscanner.net,Sign in to Outlook,200,39733,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,,80,http://autodiscover.skyscanner.net:80,http,,GET,40.99.149.216,/,-1249852061,2603:1026:c0d:828::8,HSTS,95,False,,text/html,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=4605dc7f-17de-a744-df44-bc4549141dd9&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=skyscanner.net&nonce=638246470299707487.5fe1ddf8-c360-4873-a520-492521c5e11d&state=DYtbCsMgFAW12Us_Cia-r36ErkX0BkpbBU1SuvvcjzkMB4YzxibiRnBJw8CboK23IHWMIMEGmN2GqpQtiGy8FPQYkZwmi9pplR0qVTi1j6X90vLsmD7fdbz_I6dasc8V9_tZ1nTsrbxGbif2Cw
business.skyscanner.net,Skyscanner Partners | Take your business further,200,330549,www.partners.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T06:02:37Z,2023-08-25T06:02:36Z,CN=www.partners.skyscanner.net,www.partners.skyscanner.net,www.partners.skyscanner.net,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,fcff926b83661df5b9d39da3dd0c6d89,c79e5af8e8b9b1c413fc14d2d437b9bbccd64658c5a9a479d2395bba7d369c2b,,ctls,www.partners.skyscanner.net,,443,https://business.skyscanner.net:443,https,cloudflare,GET,13.248.155.102,/,1150895850,76.223.21.241,HubSpot CMS Hub,6838,False,,text/html,,,https://www.partners.skyscanner.net/
clicks.skyscanner.net,404 Not Found,404,162,clicks.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-01-27T23:59:59Z,CN=url4728.skyscanner.net,url4728.skyscanner.net,clicks.skyscanner.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,43b043e304b9fbbc2cf4644dbde9fd81,306976948b0f95702db7f55346d2ede31463e83e2ab3d99fc4add72a41a541cb,,ctls,clicks.skyscanner.net,cloudfront,443,https://clicks.skyscanner.net:443,https,nginx,GET,143.204.215.98,/,190856733,143.204.215.128,Nginx,8,False,True,text/html,,,
cn.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://cn.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,-1693978155,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
conditions.travel.skyscanner.net,,404,127,conditions.travel.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=conditions.travel.skyscanner.net, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",conditions.travel.skyscanner.net,conditions.travel.skyscanner.net,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4eab4a9d4ff4d72cc25c418866b5d432,52ac491ce419629866fd0a72aec88ab8fa49a978f6fa1fa58e2ab050c9dcbc55,,ctls,conditions.travel.skyscanner.net,cloudflare,443,https://conditions.travel.skyscanner.net:443,https,cloudflare,GET,104.18.6.107,/,2028370544,104.18.7.107,HSTS,1,False,True,application/xml,"Cloudflare, Inc.",,
developers.skyscanner.net,API Developer Documentation | API Developer Documentation,200,9586,developers.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-06-29T23:59:59Z,CN=developers.skyscanner.net,developers.skyscanner.net,developers.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c41a1c12370b1b0e30ecf4fd8f97488c,b770c880e6f7328bd6e77ca0b2967512a40d4beee22975f5791e576bf8c390b4,,ctls,developers.skyscanner.net,cloudfront,443,https://developers.skyscanner.net:443,https,AmazonS3,GET,52.222.236.16,/,2136990063,52.222.236.81,webpack,16,False,True,text/html,,,
dk.skyscanner.net,Sammenlign Fly & Book-billetter til Alle Steder | Skyscanner,200,74354,www.skyscanner.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.dk,,443,https://dk.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,1707288356,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.dk/
e.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://e.skyscanner.net:443,https,istio-envoy,GET,3.124.137.34,/,1494302000,3.77.6.19,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net
email.gh-mail.skyscanner.net,,404,19,email.gh-mail.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T12:35:34Z,2023-08-13T12:35:33Z,CN=mailgun.org,mailgun.org,mailgun.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d521a95085a59a97913c11bc27ceecb7,f34f45dc01014dac33aa79d159daa5448bc85b3632d23b8e9182639d28097120,,ctls,email.gh-mail.skyscanner.net,google,443,https://email.gh-mail.skyscanner.net:443,https,,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,text/plain,,True,
enterpriseenrollment.skyscanner.net,Microsoft Intune admin center,200,40364,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,,ctls,intune.microsoft.com,,443,https://enterpriseenrollment.skyscanner.net:443,https,,GET,20.91.147.72,/,1631801191,20.91.147.72,HSTS,4,False,,text/html,Microsoft Corporation,,https://intune.microsoft.com/
enterpriseregistration.skyscanner.net,Service,404,1565,enterpriseregistration.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,e7df1f16e52638c1dfeed42ec0ca9590,2ac4f3864729a635125d556395e9307bc2967b6675fdc970a1d9e7daad887c7f,True,ctls,enterpriseregistration.skyscanner.net,azure,443,https://enterpriseregistration.skyscanner.net:443,https,,GET,40.126.32.66,/,-2070773535,2603:1027:1:158::7,HSTS,14,False,True,text/html,Microsoft Corporation,True,
facescanner.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://facescanner.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,1707288356,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
fddkim.skyscanner.net,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://fddkim.skyscanner.net:80,http,CloudFront,GET,13.225.78.58,/,1509847602,13.225.78.38,Amazon Web Services,20,False,True,text/html,,,
forum.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77845,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://forum.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
futuretech.skyscanner.net,FutureTech - Skyscanner — Secure,401,314677,www.futuretech.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-28T18:09:26Z,2023-09-26T18:09:25Z,CN=www.futuretech.skyscanner.net,www.futuretech.skyscanner.net,www.futuretech.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c5c5b9711354c97931c5d85a945f9eef,6030080428b5fe2d83b6af7d62c963155c364822cf3fc891ae10bb39295f2c89,,ctls,www.futuretech.skyscanner.net,,443,https://futuretech.skyscanner.net:443,https,Squarespace,GET,198.185.159.144,/,1941078387,198.185.159.145,Squarespace Commerce,88,False,,text/html,,,https://www.futuretech.skyscanner.net/
fwdkim1.skyscanner.net,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://fwdkim1.skyscanner.net:80,http,CloudFront,GET,13.225.78.38,/,898057137,13.225.78.59,Amazon Web Services,20,False,True,text/html,,,
gateway.skyscanner.net,,404,,gateway.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,gateway.skyscanner.net,cloudfront,443,https://gateway.skyscanner.net:443,https,istio-envoy,GET,99.86.4.106,/,-1840324437,99.86.4.28,HTTP/3,1,False,True,,,,
gr.skyscanner.net,Συγκρίνετε φθηνές πτήσεις και κλείστε προς οπουδήποτε| Skyscanner,200,74352,gr.skyscanner.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,gr.skyscanner.com,,443,https://gr.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,1707288356,76.223.21.241,PerimeterX,6,False,,text/html,,,https://gr.skyscanner.com/
gw51.skyscanner.net,,404,,gw51.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,gw51.skyscanner.net,cloudfront,443,https://gw51.skyscanner.net:443,https,istio-envoy,GET,18.66.122.5,/,-1840324437,18.66.122.108,HTTP/3,1,False,True,,,,
gw52.skyscanner.net,,404,,gw52.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,gw52.skyscanner.net,cloudfront,443,https://gw52.skyscanner.net:443,https,istio-envoy,GET,18.66.122.46,/,-1840324437,18.66.122.110,HTTP/3,1,False,True,,,,
gw53.skyscanner.net,,404,,gw53.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,gw53.skyscanner.net,cloudfront,443,https://gw53.skyscanner.net:443,https,istio-envoy,GET,52.222.236.26,/,-1840324437,52.222.236.118,HTTP/3,1,False,True,,,,
gw54.skyscanner.net,,404,,gw54.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.skyscanner.net,*.skyscanner.net,*.skyscanner.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,02fd686a5cda9b350c5b6cd59574b45d,bdb63a9d4391000a3c3273132acda0fb6ad9540693b299ac9921ca3dcc451ece,True,ctls,gw54.skyscanner.net,cloudfront,443,https://gw54.skyscanner.net:443,https,istio-envoy,GET,52.222.236.34,/,-1840324437,52.222.236.24,HTTP/3,1,False,True,,,,
help.skyscanner.net,Security check,403,7834,help.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T23:41:08Z,2023-08-17T23:41:07Z,CN=help.skyscanner.net,help.skyscanner.net,hotelshelp.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,95bf5aea38114f7579c4a3e7a6796f25,e53800a51c64af5f60b7a891f6d5c2286eef33fad4ca8c2c4844dbb501295221,,ctls,help.skyscanner.net,cloudflare,443,https://help.skyscanner.net:443,https,cloudflare,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,104,False,True,text/html,,,https://help.skyscanner.net/hc/en-gb
holidays.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77835,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://holidays.skyscanner.net:443,https,istio-envoy,GET,76.223.21.241,/,-1693978155,13.248.155.102,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
hotels.skyscanner.net,Compare Cheap Flights & Book Airline Tickets to Everywhere | Skyscanner,200,77832,www.skyscanner.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,CN=www.skyscanner.net,www.skyscanner.net,www.skyscanner.com.mx,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e57f37b3f626b5c4fc433fdc425ac17e,d0efba973ce42b6d58867018b35a5d1f6acad29e3b7f9dbd9d576b6983e34074,,ctls,www.skyscanner.net,,443,https://hotels.skyscanner.net:443,https,istio-envoy,GET,13.248.155.102,/,1707288356,76.223.21.241,PerimeterX,6,False,,text/html,,,https://www.skyscanner.net/
hotelshelp.skyscanner.net,Security check,403,7890,hotelshelp.skyscanner.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T23:41:08Z,2023-08-17T23:41:07Z,CN=help.skyscanner.net,help.skyscanner.net,hotelshelp.skyscanner.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,95bf5aea38114f7579c4a3e7a6796f25,e53800a51c64af5f60b7a891f6d5c2286eef33fad4ca8c2c4844dbb501295221,,ctls,hotelshelp.skyscanner.net,cloudflare,443,https://hotelshelp.skyscanner.net:443,https,cloudflare,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,104,False,True,text/html,,,https://hotelshelp.skyscanner.net/hc/en-gb
