input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched
https://cdn.mxpnl.com,Page not found - Mixpanel | Product Analytics,404,3310,cdn.mxpnl.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-12T00:00:00Z,2024-08-11T23:59:59Z,CN=*.mxpnl.com,*.mxpnl.com,,mxpnl.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,d85fb39146fac13af57fa57c4bd83285,5d428d628ae41ee05248139d0f3fdddaf0e75299d7773e9f8249ead416f547ad,True,ctls,cdn.mxpnl.com,google,443,https://cdn.mxpnl.com:443,https,UploadServer,text/html,GET,130.211.5.208,/,-1155933505,2600:1901:0:498c::,HTTP/3,105,False,True,,,
https://chat.fuguchat.com,,200,1497,chat.fuguchat.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-11T00:00:00Z,2024-05-17T23:59:59Z,CN=*.fuguchat.com,*.fuguchat.com,,fuguchat.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,48f80a1f147c75b814736263b5112e40,5eb514def779115cb0038954c3839917f4b3724b07638dcb5c080714859abc70,True,ctls,chat.fuguchat.com,,443,https://chat.fuguchat.com:443,https,nginx/1.18.0,text/html,GET,54.245.158.62,/,-1255347784,54.245.158.62,Nginx:1.18.0,3,False,,,,
https://cimg.smallcase.com,,200,5040,cimg.smallcase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-10T23:59:59Z,CN=smallcase.com,smallcase.com,,*.smallcase.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0befa8a2e89673702452f72ddc1ac324,3f3088b71a65e544889a01329aa3c0807383892641bf66a216417a08ccd4eaef,True,ctls,cimg.smallcase.com,cloudfront,443,https://cimg.smallcase.com:443,https,AmazonS3,image/png,GET,18.66.97.18,/,681087627,18.66.97.113,Amazon Web Services,17,False,True,https://cimg.smallcase.com/adhoc.png,,
https://cms.smallcase.com,Welcome to your Strapi app,200,3487,cms.smallcase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-02-26T23:59:59Z,CN=*.smallcase.com,*.smallcase.com,,*.smallcase.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7195dd4b46dc0825b7c5346635b57c16,c1cfcc21d915eeb4fa54e54e81e2d5b561ace3d1fd9109473f73cba27d415379,True,ctls,cms.smallcase.com,cloudfront,443,https://cms.smallcase.com:443,https,,text/html,GET,108.138.17.98,/,-1587809317,108.138.17.22,Strapi,37,False,True,,,
https://config.smallcase.com,,403,243,config.smallcase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-02-26T23:59:59Z,CN=*.smallcase.com,*.smallcase.com,,*.smallcase.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7195dd4b46dc0825b7c5346635b57c16,c1cfcc21d915eeb4fa54e54e81e2d5b561ace3d1fd9109473f73cba27d415379,True,ctls,config.smallcase.com,cloudfront,443,https://config.smallcase.com:443,https,AmazonS3,application/xml,GET,18.66.147.61,/,-1244071838,18.66.147.112,Amazon Web Services,2,False,True,,,
https://googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128657,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,True,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,142.250.186.162,/,-1184133586,2a00:1450:4001:800::2002,HTTP/3,2177,False,,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://pagead2.googlesyndication.com,Error 404 (Not Found)!!1,404,1561,pagead2.googlesyndication.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:15Z,2023-10-02T08:16:14Z,CN=*.g.doubleclick.net,*.g.doubleclick.net,,media.admob.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dcd38c78d16e0b6112847a532f20babb,57222d5e77b0a6a6dabd238d5cd1ebbb5fbfdc705b9abd3302022aa5ed038818,True,ctls,pagead2.googlesyndication.com,,443,https://pagead2.googlesyndication.com:443,https,sffe,text/html,GET,216.58.206.34,/,-1184133586,2a00:1450:4001:828::2002,HTTP/3,12,False,,,,True
https://sentry.smallcase.com,Login | Sentry,200,4482,sentry.smallcase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-12T00:00:00Z,2024-03-13T23:59:59Z,CN=*.smallcase.com,*.smallcase.com,,smallcase.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e7b09149e9ed8e1bfbab4a4933a6ccfb,590ff4f13f6068fca7020ec597fcd3af5644306ae49e7a2b01374a0ab5c841c3,True,ctls,sentry.smallcase.com,,443,https://sentry.smallcase.com:443,https,nginx,text/html,GET,3.7.246.68,/,-1840324437,13.126.107.207,Python,141,False,,https://sentry.smallcase.com/auth/login/smallcase/,,
https://sentry.smallcase.com/api/16/security/?sentry_key=aeb9400f194b4c61926366dae1e607c9,,404,22,sentry.smallcase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-12T00:00:00Z,2024-03-13T23:59:59Z,CN=*.smallcase.com,*.smallcase.com,,smallcase.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e7b09149e9ed8e1bfbab4a4933a6ccfb,590ff4f13f6068fca7020ec597fcd3af5644306ae49e7a2b01374a0ab5c841c3,True,ctls,sentry.smallcase.com,,443,https://sentry.smallcase.com:443/api/16/security/?sentry_key=aeb9400f194b4c61926366dae1e607c9,https,nginx,application/json,GET,3.7.246.68,/api/16/security/?sentry_key=aeb9400f194b4c61926366dae1e607c9,-1840324437,13.126.107.207,Nginx,1,False,,,,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118570,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.184.206,/,302920777,2a00:1450:4001:830::200e,HTTP/3,1833,False,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=www.googleadservices.com,www.googleadservices.com,,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,faf0bd6149193e8326919d5cc1609537,16a08ab7065ad895c71d0952f68b2b20da3460b307890712706e87a373da107b,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,172.217.16.194,/,302920777,172.217.16.194,HTTP/3,12,False,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:15Z,2023-10-02T08:16:14Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,1c8fefbb8cb4afbb1c43de7e97d3502d,e0d7d78975428ef29c5f7c6749977f18abc39068f48ce83606ecd5f446a248b7,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,216.58.212.168,/,302920777,2a00:1450:4001:810::2008,HTTP/3,12,False,,,,True
kite.trade,Simple HTTP trading APIs for individual traders and startups - Kite Connect trading APIs,200,6382,kite.trade,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-03T23:59:59Z,CN=*.kite.trade,*.kite.trade,,kite.trade,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,17f606e614152eefdabd3f151ac85b73,7b2019dbc3c00d0c23f5c1e125c04c1a5bb689b3399e54477c35460d89c4464a,True,ctls,kite.trade,cloudflare,443,https://kite.trade:443,https,cloudflare,text/html,GET,104.16.4.81,/,1494302000,2606:4700::6810:451,Hugo:0.80.0,145,False,True,,,
kitestatic.zerodha.com,Welcome to nginx!,200,612,kitestatic.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,kitestatic.zerodha.com,cloudflare,443,https://kitestatic.zerodha.com:443,https,cloudflare,text/html,GET,104.17.217.15,/,1514968008,2606:4700::6811:d90f,HTTP/3,26,False,True,,,
m.zerodha.com,,403,,m.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,m.zerodha.com,cloudflare,443,https://m.zerodha.com:443,https,cloudflare,text/plain,GET,104.17.218.15,/,-1840324437,2606:4700::6811:d90f,HTTP/3,1,False,True,,,
mail.zerodha.com,ETS Securities,200,9140,mail.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,mail.zerodha.com,cloudflare,443,https://mail.zerodha.com:443,https,cloudflare,text/html,GET,104.17.218.15,/,1494302000,2606:4700::6811:da0f,HTTP/3,172,False,True,,,
notary.zerodha.com,,404,,notary.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,notary.zerodha.com,cloudflare,443,https://notary.zerodha.com:443,https,cloudflare,text/plain,GET,104.17.217.15,/,-1840324437,2606:4700::6811:da0f,HTTP/3,1,False,True,,,
nri.zerodha.com,Not Permitted,403,100314,nri.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,nri.zerodha.com,cloudflare,443,https://nri.zerodha.com:443,https,cloudflare,text/html,GET,104.17.218.15,/,839812755,2606:4700::6811:da0f,Python,962,False,True,,,
sensibull.zerodha.com,Sensibull | India's first Option Trading Platform,200,10276,sensibull.zerodha.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-06-18T18:37:35Z,2023-09-16T18:37:34Z,CN=sensibull.zerodha.com,sensibull.zerodha.com,,sensibull.zerodha.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f0a5f852cfd8fdacbea974a3769090ef,1bc484f6db251295b7851f419a3b693a73f30cac5bf7b83e66b25760b6250553,,ctls,sensibull.zerodha.com,,443,https://sensibull.zerodha.com:443,https,nginx,text/html,GET,35.154.235.167,/,-15193799,35.154.235.167,Nginx,1,False,,,https://7eae552da389ebb083bedadbd9428ed2.report-uri.com/r/d/csp/reportOnly,
sentinel.zerodha.com,Just a moment...,429,6039,kite.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,kite.zerodha.com,cloudflare,443,https://sentinel.zerodha.com:443,https,cloudflare,text/html,GET,104.17.218.15,/,-808504880,2606:4700::6811:d90f,HTTP/3,1,False,True,https://kite.zerodha.com/?next=%2Forders%2Falerts,,
signup.zerodha.com,Zerodha - Online stock trading at lowest prices from India's biggest stock broker,200,2541,signup.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,signup.zerodha.com,cloudflare,443,https://signup.zerodha.com:443,https,cloudflare,text/html,GET,104.17.217.15,/,-1542772801,2606:4700::6811:da0f,HTTP/3,12,False,True,,,
smallcase.zerodha.com,Invest in ideas | smallcases on Zerodha,200,29415,smallcase.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-06-17T23:59:59Z,CN=smallcase.zerodha.com,smallcase.zerodha.com,,www.smallcase.zerodha.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ca1ce063045291b5d0e5d5926f3af948,27301bb2ec5c201694de96579c2b80268649ba5a093600e968acc092e158b089,,ctls,smallcase.zerodha.com,cloudfront,443,https://smallcase.zerodha.com:443,https,AmazonS3,text/html,GET,18.66.112.6,/,-640724977,18.66.112.89,React,5,False,True,,https://config.smallcase.com,
staticassets.zerodha.com,,403,255,staticassets.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,staticassets.zerodha.com,cloudflare,443,https://staticassets.zerodha.com:443,https,cloudflare,application/xml,GET,104.17.218.15,/,2106606977,2606:4700::6811:d90f,HTTP/3,2,False,True,,,
stockreports.zerodha.com,Does Zerodha support Stockreports+?,200,25599,support.zerodha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zerodha.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",49eadea0fe00904f0da297ecb4f03134,7e5137420c3bb7a659fb9861712a27ae1d1b7eb18873b43f75ec4f2122398085,True,ctls,support.zerodha.com,cloudflare,443,https://stockreports.zerodha.com:443,https,cloudflare,text/html,GET,104.17.218.15,/,1787271254,2606:4700::6811:d90f,HTTP/3,741,False,True,https://support.zerodha.com/category/trading-and-markets/other-platforms/pi-and-other-platforms/articles/subscription-stockreports,,
