input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,content_type,csp_domains_,final_url,tls_expired
api-gateway.dtp-community.usa.canon.com,,200,97,api-gateway.dtp-community.usa.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=imageconnect.usa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",imageconnect.usa.canon.com,"Canon U.S.A., INC.",imageconnect.dtp-community.usa.canon.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,45517c4138d326b167f97a837862b817,a53ecf87db8739b1fe8fe9f0f97b1614b2364b8076c1a784293b334e75c2cdb1,ctls,api-gateway.dtp-community.usa.canon.com,google,443,https://api-gateway.dtp-community.usa.canon.com:443,https,,GET,34.102.225.103,/,1223557693,34.102.225.103,Kong:1.2.3,1,False,True,,,application/json,,,
approvalserver.csa.canon.com,Approval Server Landing Page - CSA,200,1674,approvalserver.csa.canon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T00:00:00Z,2024-05-21T23:59:59Z,"CN=approvalserver.csa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",approvalserver.csa.canon.com,"Canon U.S.A., INC.",approvalserver.csa.canon.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,2b41bfc99b4951f65f697bd3048d3d3a,578ca3f4141930053b97796e7bc3041c576baa539c85de3231c9f2646038dfe8,ctls,approvalserver.csa.canon.com,,443,https://approvalserver.csa.canon.com:443,https,,GET,146.184.169.101,/,1679247109,146.184.169.101,Bootstrap,50,False,,,,text/html,https:,,
ars-dev.usa.canon.com,,403,23,ars-dev.usa.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=ars-dev.usa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",ars-dev.usa.canon.com,"Canon U.S.A., INC.",ars-dev.usa.canon.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,562b7ece6d9be8b56d7cd868b9011349,3aadb51693eb57a09e940cdaf32c69944b6e989214e5b2d4574f8312d8a9c275,ctls,ars-dev.usa.canon.com,cloudfront,443,https://ars-dev.usa.canon.com:443,https,,GET,18.66.112.15,/,968070783,2600:9000:2104:8600:14:607d:fac0:93a1,Amazon Web Services,1,False,True,,,application/json,,,
ars.cdf.usa.canon.com,,200,7,ars.cdf.usa.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-03T23:59:59Z,"CN=mycanon.usa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",mycanon.usa.canon.com,"Canon U.S.A., INC.",cdf.usa.canon.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5263f29b8e1cb3f4b3d69eb5a69982f4,88eefa9626368a2e37741b52d43af31bf215ba905fa9d321da50905962758a25,ctls,ars.cdf.usa.canon.com,google,443,https://ars.cdf.usa.canon.com:443,https,kong/3.2.2,GET,34.102.160.245,/,1995304757,34.102.160.245,HTTP/3,1,False,True,,,,,,
ars.myprofile.americas.canon.com,,200,7,ars.myprofile.americas.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T00:00:00Z,2023-09-12T23:59:59Z,"CN=myprofile.americas.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",myprofile.americas.canon.com,"Canon U.S.A., INC.",green.subscription-stripe.myprofile.americas.canon.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,603465b117d16dbc80a0e9fe2c3c3e04,3773295e7ec5386af0f178a5c8dfe4a048763edb12f6ef6b1b98cc902cb62db5,ctls,ars.myprofile.americas.canon.com,google,443,https://ars.myprofile.americas.canon.com:443,https,kong/3.2.2,GET,34.120.229.174,/,1995304757,34.120.229.174,HTTP/3,1,False,True,,,,,,
ars.usa.canon.com,,403,23,ars.usa.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,"CN=ars.usa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",ars.usa.canon.com,"Canon U.S.A., INC.",ars.usa.canon.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1c3ed78cae6d91a5e9975d4edf47bf3d,b4118eef214caa455067926adf70492fba76ad30309cb48caada7a7fad0c5bc4,ctls,ars.usa.canon.com,cloudfront,443,https://ars.usa.canon.com:443,https,,GET,108.138.7.59,/,968070783,2600:9000:2490:400:1:4e42:9340:93a1,Amazon Web Services,1,False,True,,,application/json,,,
assets.usa.canon.com,Canon USA Brand Portal,200,39584,assets.usa.canon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=usa-canon.bynder.com,usa-canon.bynder.com,,assets.usa.canon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bbc195bfddd6fbd9313896daa954380f,5816c185516c332d607adcde6d15b0cc0243770bdcd1b89bebde0074d49f5ec8,ctls,assets.usa.canon.com,cloudfront,443,https://assets.usa.canon.com:443,https,nginx,GET,143.204.98.3,/,-1840324437,2600:9000:2156:f600:19:5555:1540:93a1,Nginx,840,False,True,,,text/html,https://analytics.com,https://assets.usa.canon.com/login/,
autodiscover.cbps.canon.com,Sign in to Outlook,200,38676,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,80,http://autodiscover.cbps.canon.com:80,http,,GET,40.99.149.152,/,-1249852061,2603:1026:c0d:c29::8,HSTS,95,False,,,,text/html,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=643104c5-986b-10bd-86e9-9039dc5335c7&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=cbps.canon.com&nonce=638265068542333233.c1b915ff-f0d5-404c-9622-af664ec177ab&state=DctNDoMgEEBhaO_SRROQ30EXpmcZBkiaVKfRqtcvi-_tnhRC3LtbJ02PSOBHB9HAGIPz3neabJ5sbE01U6IKJpCawDmFDSBUsilhlv19Dnzh8NoqfpaZ8nfXhCuvmnh5nGXG48flvROfdfsD,
autodiscover.ciis.canon.com,Sign in to Outlook,200,39246,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,80,http://autodiscover.ciis.canon.com:80,http,,GET,40.99.149.168,/,-1249852061,2603:1026:c0d:82c::8,HSTS,95,False,,,,text/html,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=718d1c9e-6c44-5719-44a5-0e56e18a1ae9&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=ciis.canon.com&nonce=638265068544420866.9a82238f-c52e-420e-a985-b5c479ffd800&state=DYtBCsMgEAC1_UsPBY0Y16yHkLdsVgWhyUKSpt-vh5nDwGil1LPz6GjXpaY4oo_gIkIIwTuM0SZC70eshsEX02MxlBDMChymVGtG53R_34P8aFiOQp9t5tZOy7TLblm2151n-l6S28lyl-MP,
autodiscover.cits.canon.com,Sign In,200,17146,adfs.cusa.canon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-22T00:00:00Z,2024-02-21T23:59:59Z,"CN=adfs.corp.cusa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",adfs.corp.cusa.canon.com,"Canon U.S.A., INC.",adfs.cusa.canon.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,57e0101c9fe77bc4a93462f601f898b2,81ef3f4b64a589cb21bb4c2afc2f53bd4242553ce95e39a6a345b013f61d1d6e,ctls,adfs.cusa.canon.com,,80,http://autodiscover.cits.canon.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,GET,52.98.152.248,/,-1249852061,2603:1026:c0d:c29::8,Microsoft HTTPAPI:2.0,379,False,,,,text/html,IE=10.000,https://adfs.cusa.canon.com/adfs/ls/?client-request-id=12637e8f-bad9-ac2b-dda0-95a67c70dcca&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZE_TBNhGMb79doTEIEwOZqLE3i96_1tmzC0VywtXq-lRijGkOt3d9z17vo196cHRZxdUBYXJuPggEwuGgbjZoILk1GiiQMDITExTpg42MbFkWf45Ze8w5s8zwyWTqVzN-l_YcghSdow0iTUh_ZfvOmxqaeP4PSXw9mDb8-fvXzY_Xq0ByagFfgpqHZQJwWRuw8IMwi6fo6iUBg4CNkpZBgW1FmBH94pFKnUWwCOATgDYD8uCmyGEXhayPAczfMsl-FSQgZqA2VJLmsMoLNZUlWzHAk5lhN5jVUZgT6JTyr5MDCZIZBn9fVf8VEDee5aF_nBHvYEFJtBQfLlqChLDbGREYuVxRJjC3frWafVrlQLTZUxxZbX60ewsqI3NMga7dWeaUNHKcnu6mK4lHfLviTJS1rXMaWoZ9Oa6kphKV8vVBgv36RFnQ319doGr-ukUVP8YHPBuc3Rm8yih0ivb0TZoMEsCNUVthbtY5fq-DWGD0pyUecIw1FX71jacQJ8T4DzxDgdz42MTE4lr8duxC4S4EVyMMe75JudPzZX3bmD1z8erMaOkhTVNBXXKBtB2As255Vm3wsLYmBQ-XVzdnlpHrpeRxYqlto3y3N8Lr2Lg10cP8RHR7CpGIFJtfQZDn7i4PGV2OHoJaY8vgpOxrkxHDqq5frTM1uEpa0FyNY7RG6L2HD9NQiH1lOdUPeJ3H1i8IJ4sL29_f5a7GLiw8Hvz68-nf5YOJ-81V7OtHmvmi_13GK6Um-Vo3sNfUVpWazSos1luSZbqg7bXFux5_4C0,
autodiscover.cla.canon.com,Sign in to Outlook,200,39246,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,80,http://autodiscover.cla.canon.com:80,http,,GET,52.98.241.184,/,-1249852061,2603:1026:301:55::8,HSTS,95,False,,,,text/html,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=5b5a43f4-0fec-e3a9-5088-9b66f34a66bc&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=cla.canon.com&nonce=638265068543036435.90dcd0b4-ff7a-405b-8c05-1ba2f93d9f63&state=DctBDsIgEEBR0LuYuICOHZjCovEsw0xJTNqSVK3Xl8X7u2-NMdfu0lnoMRNhGikCpRgQkAJGn0FFoQRX68QuQCwuCUT3KDzWjJoroe3vfWg_Hp7Hwus2y8peeG-7l7bdTp35-2n6eks7l-MP,
autodiscover.csa.canon.com,Sign In,200,17166,adfs.cusa.canon.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-22T00:00:00Z,2024-02-21T23:59:59Z,"CN=adfs.corp.cusa.canon.com, O=Canon U.S.A.\, INC., L=Melville, ST=New York, C=US",adfs.corp.cusa.canon.com,"Canon U.S.A., INC.",adfs.cusa.canon.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,57e0101c9fe77bc4a93462f601f898b2,81ef3f4b64a589cb21bb4c2afc2f53bd4242553ce95e39a6a345b013f61d1d6e,ctls,adfs.cusa.canon.com,,80,http://autodiscover.csa.canon.com:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,GET,40.99.157.24,/,-1249852061,2603:1026:c0d:82f::8,Microsoft HTTPAPI:2.0,379,False,,,,text/html,IE=10.000,https://adfs.cusa.canon.com/adfs/ls/?client-request-id=ccc68b04-038a-0f38-af63-3f4f07c31720&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZFPaNNgAMX7NV32x82WXfQijCAepmnzpU2WFIa0a926tfbPunadSkm-Jmlski9L0rVx7CIeRC8DbzuJx3kYeJKdBMHDUNhJcSB48DCGggyEHV3x4nG_w-PBOzx4b5qAUZi8zvyDpQdKM6oKaaQM3H84k2OR0PMPH58RQngP3S4Ov78ytQMmkCtFkWRhK4qwuQuotufZbjIWw13PwLgTxaqqIyXOc4M8hntS7C0AhwAcA7AbnOHjAstzDC9wiQRMcHGBj0qIlSHiRVoRGJFOCJCnZbk1QyuKKCMRIkZQ1aNguJjqem12INjRHymnwVEVO2bTxq63Q2yDDPLSGVzQstl0RSqKOqOt5Oa6xV5hkTPmM2l7xYZZR4Z0XfabNMS2WO8pD1cbnoRzlXRCKxZyslbu9yr50ny5tFLw79QYP1VlG1bB60gddq3DKgs878g07RiVJvRrJdstcGLHXJXX8mijHq_XzRl_1VDlPBJVLbNLXGjkNwR5PpOJrQOCxLZi6a3DEPgeAiehcSaYHBkJR4auBqYCZyHwauj8j_vfvnzai_wpPLnxkj-9Fg0cDMWMpW7barHlss7x2Ir7rJW9a8Oab6_HxFzaMOS8ozGphRir4Vk-CbdJsE2S--ToCBEJUMRcCR6T4DcJng4H9kcvcObhJXA0nhgjkSHppjs5vUnpraaHO4pFJTepvuk2ERq4DcnoKi6VvEedV1APtra23k0Ezi4_fvHz6-vPP34tnIRv5ZfSxbVe1snnq42-1l_nltu1-aqykSlLgp6CVaetLt9s-KnFfmL2Lw2,
