new,host,a,cname,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,aaaa,caa,ns,mx,txt
,platform.upserve.com,,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,policy.www.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,pop.payments.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,pos.staging.upserve.com,"10.10.103.207, 10.10.103.242",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.207, 10.10.103.242",,,,,
,pos.swipely.com,"174.129.254.181, 34.236.204.156",p-alb-external-1926531697.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,prerelease.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,privatev4-uploadstemp-media-proxy-vpn.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns3.csof.net, ns4.csof.net, ns1.csof.net, ns8.csof.net, ns6.csof.net, ns7.csof.net, ns2.csof.net, ns5.csof.net","mx1.csof.net, mx2.csof.net","v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100, v=spf1 include:_incspfcheck.mailspike.net -all"
,prod-vpnoceaniaapps.645892349820.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns7.csof.net, ns3.csof.net, ns1.csof.net, ns2.csof.net, ns5.csof.net, ns8.csof.net, ns4.csof.net, ns6.csof.net","mx2.csof.net, mx1.csof.net","v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100, v=spf1 include:_incspfcheck.mailspike.net -all"
,product.swipely.com,"52.216.130.154, 52.217.110.51, 52.217.131.197, 54.231.231.93, 52.217.14.187, 52.216.154.243, 54.231.201.149, 54.231.198.213, 205.251.193.181","product.swipely.com.s3-website-us-east-1.amazonaws.com, s3-website.us-east-1.amazonaws.com","ns-437.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,2600:9000:5301:b500::1,,"ns-1286.awsdns-32.org, ns-611.awsdns-12.net, ns-437.awsdns-54.com, ns-1779.awsdns-30.co.uk",,0479bac704ece97eba11f6143a258135
,provisioning.swipely.com,"174.129.254.181, 34.236.204.156",p-alb-external-1926531697.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,quanxunwangceoorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,r.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,redirect.upserve.com,34.231.80.4,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,remote-management.upserve.com,"34.236.204.156, 174.129.254.181",p-alb-external-1926531697.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,reports-prod.breadcrumb.com,"34.226.110.224, 35.171.15.230",p-alb-external-235947716.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,reports.breadcrumb.com,"35.171.15.230, 34.226.110.224",p-alb-external-235947716.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,reports.staging.breadcrumb.com,"10.18.10.28, 10.18.10.44",internal-s-alb-external-603211658.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.18.10.28, 10.18.10.44",,,,,
,reservations.staging.upserve.com,"10.10.103.207, 10.10.103.242",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.207, 10.10.103.242",,,,,
,reservations.swipely.com,10.10.137.13,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.137.13,,,,,
,reservations.upserve.com,"18.208.5.92, 18.214.22.211",p-alb-external-1439100395.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,resources.upserve.com,34.67.27.80,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,,
,roadmap.upserve.com,108.177.14.121,ghs.googlehosted.com,"ns1.google.com, dns-admin.google.com",NOERROR,,,,,2a00:1450:4010:c1e::79,,,,
,root.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,rqpo.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,rrq-9.hq.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,sarintestikaksi.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,saucer.api.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sectiontheacademy.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,secure.swipely.com,34.67.27.80,swipely.com,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,"ns-1193.awsdns-21.org, ns-1656.awsdns-15.co.uk, ns-322.awsdns-40.com, ns-696.awsdns-23.net","alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com","v=spf1 a mx include:aspmx.googlemail.com include:sendgrid.net include:mktomail.com include:email.freshservice.com -all, apple-domain-verification=SkSTe18Og9OquiwY, google-site-verification=KJ8pVVmxNDZjg6ZOZ6oMzEUaRbrp-iog3rRr-w1lFPw, google-site-verification=wdO04bf2qCLSJMWa84cyxnxCH_KxZxuO3ta6Sykqcyk"
,server0app.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,service2resources.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,sharefile.pos.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sirius.am.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,sj.careers.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,speed.notifications.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,sqcap-link.upserve.com,217.175.192.22,suite17.emarsys.net,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,
,sso-my-oceania.euyansanantivirus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1193.awsdns-21.org, ns-1656.awsdns-15.co.uk, ns-322.awsdns-40.com, ns-696.awsdns-23.net",,
,staging-cards.swipely.com,54.209.161.203,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,staging-partners.swipely.com,10.10.37.8,"staging-www.swipely.com, staging.swipely.com","ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.37.8,,,,,
,staging-pos.swipely.com,"10.10.103.242, 10.10.103.207",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.242, 10.10.103.207",,,,,
,staging-secure.swipely.com,204.236.234.157,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,staging-sentiment.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,staging-web.swipely.com,10.10.37.8,staging.swipely.com,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.37.8,,,,,
,staging-wewww.virus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,staging.breadcrumb.com,,,"ns-223.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1161.awsdns-17.org, ns-223.awsdns-27.com, ns-1842.awsdns-38.co.uk, ns-535.awsdns-02.net",,
,staging.upserve.com,,,"ns-806.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1391.awsdns-45.org, ns-2018.awsdns-60.co.uk, ns-406.awsdns-50.com, ns-806.awsdns-36.net",,
,status.breadcrumb.com,52.215.192.133,3jdhxr3vrsb0.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"globalsign.com;, letsencrypt.org",,,
,status.upserve.com,52.215.192.132,3jdhxr3vrsb0.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1098.awsdns-09.org, ns-1711.awsdns-21.co.uk, ns-441.awsdns-55.com, ns-817.awsdns-38.net",,
,store.645892349820.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns4.csof.net, ns3.csof.net, ns7.csof.net, ns8.csof.net, ns2.csof.net, ns5.csof.net, ns1.csof.net, ns6.csof.net","mx2.csof.net, mx1.csof.net","v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100, v=spf1 include:_incspfcheck.mailspike.net -all"
,store.breadcrumb.com,23.227.38.74,"breadcrumb.myshopify.com, shops.myshopify.com","dns1.p06.nsone.net, hostmaster.nsone.net, ns1.dnsimple.com, admin.dnsimple.com",NOERROR,,,,,,"letsencrypt.org, digicert.com, globalsign.com",,,
,store.upserve.com,23.227.38.32,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,support.breadcrumb.com,34.231.80.4,,"ns-1538.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,support.swi.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,support.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,support.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,surl-uat-dc1.euyansanantivirus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,swipely-app02.production.internal.swipely.com,54.221.253.121,,"ns-720.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,swipely.c.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,syncovh.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,syncovhdialin.cs.beta.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1193.awsdns-21.org, ns-1656.awsdns-15.co.uk, ns-322.awsdns-40.com, ns-696.awsdns-23.net",,
,t.swipely.com,10.10.37.8,"staging-web.swipely.com, staging.swipely.com","ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.10.37.8,,,,,
,teamhelp.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,tempoorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,theacademy.upserve.com,34.231.80.4,p-vpc-lb.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,tiny.staging.upserve.com,"10.10.103.207, 10.10.103.242",internal-s-alb-external-1342464096.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.10.103.207, 10.10.103.242",,,,,
,tor235-415-pdb.euyansanantivirus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,u1teamhelp.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,uat-hq.breadcrumb.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ug2.breadcrumb.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,unauthorized.swipely.com,,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,unauthorized.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,universalclick.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,upserve.com,34.67.27.80,,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,,,,,,,
,us-fbresources.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,users.webrecetasculinarias.mytumblingthoughts.cards.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,usersdebugdebug.euyansanantivirus.swipely.com,,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,venaamoris.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,virus.recommended.notifications.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,virus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,virus1.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,viruswall.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,vpn-test.corp.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,w.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,wa5.wwwcareers.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,web.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,web18758.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,webdisk.payments.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,webetseo.pos.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,webkitcareers.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,webstore.upserve.com,"2.16.187.57, 2.16.187.154","webstore.upserve.com.hosting.netsuite.com, webstore.upserve.com.e124346.c4510329.hosting.netsuite.com.edgekey.net, e82297.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,wholesale.upserve.com,34.23.173.185,"wholesale-shops.shopifyapps.com, wholesale.shopifycloud.com, caddy.wholesale-app-production-apps-a-us-east1-24-1.shopifycloud.com","ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
,winter.pos.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,workforce.staging.upserve.com,"143.204.89.89, 143.204.89.21, 143.204.89.40, 143.204.89.48",dfs9ihgycmgdq.cloudfront.net,"ns-1383.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"2600:9000:2156:a000:1c:35a4:1b80:93a1, 2600:9000:2156:a800:1c:35a4:1b80:93a1, 2600:9000:2156:d800:1c:35a4:1b80:93a1, 2600:9000:2156:f600:1c:35a4:1b80:93a1, 2600:9000:2156:1200:1c:35a4:1b80:93a1, 2600:9000:2156:2000:1c:35a4:1b80:93a1, 2600:9000:2156:3200:1c:35a4:1b80:93a1, 2600:9000:2156:3600:1c:35a4:1b80:93a1",,"ns-445.awsdns-55.com, ns-668.awsdns-19.net, ns-1383.awsdns-44.org, ns-1943.awsdns-50.co.uk",,
,workforce.upserve.com,"18.66.248.61, 18.66.248.37, 18.66.248.45, 18.66.248.52",d37aar714ki3ai.cloudfront.net,"ns-1529.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"2600:9000:224a:a600:e:bb75:4a80:93a1, 2600:9000:224a:f200:e:bb75:4a80:93a1, 2600:9000:224a:1600:e:bb75:4a80:93a1, 2600:9000:224a:5e00:e:bb75:4a80:93a1, 2600:9000:224a:e600:e:bb75:4a80:93a1, 2600:9000:224a:de00:e:bb75:4a80:93a1, 2600:9000:224a:4c00:e:bb75:4a80:93a1, 2600:9000:224a:8600:e:bb75:4a80:93a1",,"ns-716.awsdns-25.net, ns-1529.awsdns-63.org, ns-1973.awsdns-54.co.uk, ns-281.awsdns-35.com",,
,www-virustotal-com.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.645892349820.vulnerbug.com,35.205.61.67,,,NOERROR,True,google,,,,,"ns2.csof.net, ns7.csof.net, ns1.csof.net, ns3.csof.net, ns6.csof.net, ns5.csof.net, ns8.csof.net, ns4.csof.net","mx2.csof.net, mx1.csof.net","v=DMARC1; p=reject; rua=mailto:dmarc_report@mail.liamfactory.com; ruf=mailto:dmarc_report@mail.liamfactory.com; fo=1; pct=100, v=spf1 include:_incspfcheck.mailspike.net -all"
,www.angebotresources.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.apitheacademy.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.breadcrumb.com,34.67.27.80,,"ns-1538.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,www.buchungresources.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.eacteamhelp.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.gatekeeperheimdall.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.get.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.go.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.hc.mossy.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.intranet.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.moodle2resources.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.myportalresources.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.nam.learn.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.preresources.upserve.com,,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.store.breadcrumb.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.support.swi.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.swipely.com,34.67.27.80,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,
,www.taux-immobilier.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.teamhelp.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.u.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.upserve.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,www.virus.recommended.notifications.swipely.com,,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,www.virus.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,wwwcrypto-smtp32orders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,xincaishenyulecheng.swipely.com,34.231.80.4,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,xinyuzuihaodebocaiwangzhanorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,zendesk1.upserve.com,"162.159.138.6, 162.159.128.7",mail1.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,,,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all
,zendesk2.upserve.com,"162.159.128.7, 162.159.138.6",mail2.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,,,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all
,zendesk3.upserve.com,"162.159.128.7, 162.159.138.6",mail3.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudflare,,,,,,mail.zendesk.com,v=spf1 include:_netblocks.zdsys.com ~all
,zhenrenbaijialepingtaiorders.upserve.com,34.231.80.4,redirect.upserve.com,"jay.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
