input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_wildcard_certificate,cdn_name,cdn,final_url,tls_mismatched,tls_subject_org_
cdn.firebase.com,Page Not Found,404,1584,cdn.firebase.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T08:44:30Z,2023-08-11T09:43:02Z,CN=www.ratoong.com,www.ratoong.com,example.imx-toolshed.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,f103e2d7237052c52ff3f331d18f5bcf,ade637809ab0d8cbc52f3ef82c8c17c3f47bf224cae414ebbaad528de09dbd5e,ctls,cdn.firebase.com,443,https://cdn.firebase.com:443,https,,text/html,GET,151.101.1.195,/,1194624130,151.101.65.195,HTTP/3,32,False,,,fastly,True,,,
checkoutshopper-live.adyen.com,,200,,checkoutshopper-live.adyen.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-31T00:00:00Z,2024-01-31T23:59:59Z,CN=adyen.com,adyen.com,*.adyen.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",7c2c024a0ed59f341b283ee38f3bf083,0dd8c89bfa2a115124d39d8a607c31bc735087fb68f4cef17a5fd924a5a9a148,ctls,checkoutshopper-live.adyen.com,443,https://checkoutshopper-live.adyen.com:443,https,nginx,text/html,GET,147.12.16.68,/,643264156,147.12.17.248,Nginx,1,False,,True,,,,,
clicks.traderepublic.com,404 Not Found,404,150,clicks.traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-23T23:59:59Z,CN=clicks.traderepublic.com,clicks.traderepublic.com,clicks.traderepublic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,403b76ee8eba20287fbca4cf5ee38cbd,3a80126504f1decc8763cdd45244d1b4ae7a958f31a974600da63c517d60dae6,ctls,clicks.traderepublic.com,443,https://clicks.traderepublic.com:443,https,msys-http,text/html,GET,18.66.147.9,/,1593207841,18.66.147.34,Amazon Web Services,8,False,,,cloudfront,True,,,
engineering.traderepublic.com,Just a moment...,429,7474,engineering.traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-23T00:00:00Z,2023-07-23T23:59:59Z,"CN=engineering.traderepublic.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",engineering.traderepublic.com,engineering.traderepublic.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f1f278617ce41981a68a31357f0d5afb,1ac061acce881f92dc2286d2a8a087b5e2a37afb04cbcebae3dedfc7e9f44ec9,ctls,engineering.traderepublic.com,443,https://engineering.traderepublic.com:443,https,cloudflare,text/html,GET,162.159.152.4,/,1615621917,162.159.153.4,HTTP/3,88,False,,,cloudflare,True,https://engineering.traderepublic.com/?gi=44f45668941b,,"Cloudflare, Inc."
firebase.googleapis.com,,404,38,firebase.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e31063166fb44c05048b4c83f636c4f5,1b195bc79767bf8017bc902501eb378f46d1685421e0b9531b7a521ca9cfd844,ctls,firebase.googleapis.com,443,https://firebase.googleapis.com:443,https,ESF,text/html,GET,142.250.184.202,/,1982888140,2a00:1450:4001:80f::200a,HTTP/3,3,False,,True,,,,,
firebaseinstallations.googleapis.com,Error 404 (Not Found)!!1,404,1561,firebaseinstallations.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e31063166fb44c05048b4c83f636c4f5,1b195bc79767bf8017bc902501eb378f46d1685421e0b9531b7a521ca9cfd844,ctls,firebaseinstallations.googleapis.com,443,https://firebaseinstallations.googleapis.com:443,https,ESF,text/html,GET,142.250.184.202,/,302920777,2a00:1450:4001:82a::200a,HTTP/3,12,False,,True,,,,,
firebaseremoteconfig.googleapis.com,Error 404 (Not Found)!!1,404,1561,firebaseremoteconfig.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e31063166fb44c05048b4c83f636c4f5,1b195bc79767bf8017bc902501eb378f46d1685421e0b9531b7a521ca9cfd844,ctls,firebaseremoteconfig.googleapis.com,443,https://firebaseremoteconfig.googleapis.com:443,https,ESF,text/html,GET,172.217.23.106,/,302920777,2a00:1450:4001:829::200a,HTTP/3,12,False,,True,,,,,
fonts.traderepublic.com,,403,255,fonts.traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T00:00:00Z,2024-07-16T23:59:59Z,CN=fonts.traderepublic.com,fonts.traderepublic.com,fonts.traderepublic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,80b486af04dad0b17654f6edbebbd181,73e08880a198e2ce3f08aa66a96884e54757335b026aa01859b4a7ff1c43a10a,ctls,fonts.traderepublic.com,443,https://fonts.traderepublic.com:443,https,AmazonS3,application/xml,GET,13.224.189.65,/,185907397,13.224.189.105,Amazon Web Services,2,False,,,cloudfront,True,,,
get.traderepublic.com,,409,16,,,,,,,,,,,,,,,,,,80,http://get.traderepublic.com:80,http,cloudflare,text/plain,GET,104.18.26.189,/,1000520165,2606:4700::6812:1abd,Cloudflare,1,False,,,cloudflare,True,,,
github-approval-bot.production.traderepublic.com,Error,404,139,github-approval-bot.production.traderepublic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-06T23:59:59Z,CN=github-approval-bot.production.traderepublic.com,github-approval-bot.production.traderepublic.com,github-approval-bot.production.traderepublic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,775643d04698b849f0157c281138e8b7,c338b48a4c6e906bd3aa031428dd3bf8188ae752594ee0448371e74097c3388a,ctls,github-approval-bot.production.traderepublic.com,443,https://github-approval-bot.production.traderepublic.com:443,https,,text/html,GET,3.66.98.247,/,1593207841,35.156.204.177,Node.js,11,False,,,,,,,
https://ekr.zdassets.com,,404,9,ekr.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,ctls,ekr.zdassets.com,443,https://ekr.zdassets.com:443,https,cloudflare,text/plain,GET,104.18.70.113,/,1257725933,104.18.72.113,HSTS,1,False,,True,cloudflare,True,,,"Cloudflare, Inc."
https://graphql.contentful.com,GraphQL Content API | Contentful,200,375420,www.contentful.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T16:50:12Z,2023-08-11T16:50:11Z,CN=contentful.com,contentful.com,www.contentful.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01676615eba03e488f1837c6eced8bcf,28306d3e737c65e9463cad66a86408f96c51085e316e6552552da892cbf7027a,ctls,www.contentful.com,443,https://graphql.contentful.com:443,https,Netlify,text/html,GET,146.75.122.49,/,937473309,146.75.122.49,React,2563,False,,,fastly,True,https://www.contentful.com/developers/docs/references/graphql/,,
https://static.zdassets.com,,403,255,static.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-11-09T23:59:59Z,"CN=zdassets.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",zdassets.com,*.zdassets.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",77aded12c2ec419c8953798f0ed56f4c,c30b9d6e82b472872ae120ed9387019dc5c720d392f4c9a6bc905190956f34a8,ctls,static.zdassets.com,443,https://static.zdassets.com:443,https,cloudflare,application/xml,GET,104.18.70.113,/,-1279294674,104.18.72.113,HSTS,2,False,,True,cloudflare,True,,,"Cloudflare, Inc."
https://traderepublic.zendesk.com,Security check,403,7875,traderepublic.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=traderepublic.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",traderepublic.zendesk.com,traderepublic.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",67e9d5d3a31004bf27f6325f75c5b7e8,b48112bcace92ab6cef9bd4182d627b4dd292ff7d9fcbc6dd99c5bee7673f37c,ctls,traderepublic.zendesk.com,443,https://traderepublic.zendesk.com:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,104,False,,,cloudflare,True,https://traderepublic.zendesk.com/hc/en-150,,"Cloudflare, Inc."
https://v2assets.zopim.io,403 Forbidden,403,146,v2assets.zopim.io,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.zopim.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ace046f4ff7d9871d5a3a41a6dfd5f5,ff0712493cd42489d97401b882ff78b98dcedd6172c100c289e6b30a6f9bf49f,ctls,v2assets.zopim.io,443,https://v2assets.zopim.io:443,https,cloudflare,text/html,GET,104.16.152.37,/,-53833869,104.18.204.90,Cloudflare,8,False,,True,cloudflare,True,,,"Cloudflare, Inc."
id.corp.traderepublic.com,,200,164,id.corp.traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T13:29:36Z,2023-08-27T13:29:35Z,CN=id.corp.traderepublic.com,id.corp.traderepublic.com,id.corp.traderepublic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7369d3360f0e0ce1ca71eac7768494e0,af2b0d0a9757b30f439473f8125fd5544d5ef504eed81dcd5f3bd1625eca7890,ctls,id.corp.traderepublic.com,443,https://id.corp.traderepublic.com:443,https,nginx,text/html,GET,18.184.215.22,/,1760043642,18.184.215.22,PHP,10,False,,,,,,,
images.ctfassets.net,,404,109,images.ctfassets.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-16T23:59:59Z,CN=images.ctfassets.net,images.ctfassets.net,images.ctfassets.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0fe1f56fad6c72aff7f3ea2d4cc4472a,5287ae8cf6fb5a88eebdd42e2e7da60dee3d89200c8362212fd46307318a24de,ctls,images.ctfassets.net,443,https://images.ctfassets.net:443,https,CloudFront,application/json,GET,143.204.215.101,/,-1759937580,2600:9000:214f:5c00:12:94b3:c380:93a1,Amazon Web Services,7,False,,,cloudfront,True,,,
maillink.traderepublic.com,"Trade Republic: Investiere in Aktien, ETFs, Crypto & Derivate",200,182364,traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=traderepublic.com,traderepublic.com,www.traderepublic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,60193a1edc4fe53ebd7d9ec37bf772dd,702beac3c3fa4706728d931ad5cdc5d20a32733783edd748971797a7a315d16c,ctls,traderepublic.com,443,https://maillink.traderepublic.com:443,https,CloudFront,text/html,GET,3.121.88.46,/,-537035331,18.157.196.43,Vue.js,111,False,www.google.sk,,,,https://traderepublic.com/de-de,,
mp.traderepublic.com,,404,,mp.traderepublic.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T15:40:13Z,2024-05-11T15:40:12Z,CN=mp.traderepublic.com,mp.traderepublic.com,mp.traderepublic.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,05034aa6a27a423afcc4b5682791a107,a1172a1d5ec34fa37717138fdd5774d5e96c31d5c2a0016dc6e0109f987d0922,ctls,mp.traderepublic.com,443,https://mp.traderepublic.com:443,https,Kestrel,,GET,151.101.2.133,/,-1840324437,2a04:4e42:600::645,Varnish,1,False,,,fastly,True,,,
podcast.traderepublic.com,GraphQL Content API | Contentful,200,375420,www.contentful.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T16:50:12Z,2023-08-11T16:50:11Z,CN=contentful.com,contentful.com,www.contentful.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01676615eba03e488f1837c6eced8bcf,28306d3e737c65e9463cad66a86408f96c51085e316e6552552da892cbf7027a,ctls,www.contentful.com,443,https://podcast.traderepublic.com:443,https,Netlify,text/html,GET,52.57.143.72,/,937473309,3.66.98.247,React,2563,False,,,,,https://www.contentful.com/developers/docs/references/graphql/,,
rum-http-intake.logs.datadoghq.eu,,404,81,rum-http-intake.logs.datadoghq.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-22T23:59:59Z,"CN=*.logs.datadoghq.eu, O=Datadog\, Inc., L=New York, ST=New York, C=US",*.logs.datadoghq.eu,logs.datadoghq.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,306cb7d7290f181ffdb2214a1e116d69,79144a59dfdca3af66276673daeebe5697299ee5c3f796cc6aafccf36e68c362,ctls,rum-http-intake.logs.datadoghq.eu,443,https://rum-http-intake.logs.datadoghq.eu:443,https,,application/json,GET,34.95.101.191,/,1077183267,2600:1901:0:662c::,HTTP/3,1,False,,True,google,True,,,"Datadog, Inc."
stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,ctls,marketingplatform.google.com,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,173.194.76.156,/,302920777,2a00:1450:400c:c00::9c,HTTP/3,1831,False,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,True,,,https://marketingplatform.google.com/about/analytics/,,
tech-radar-backend.traderepublic.com,Sign in to GitHub · GitHub,200,33092,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,ctls,github.com,443,https://tech-radar-backend.traderepublic.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1878969483,2606:50c0:8003::153,HSTS,429,False,spotlights-feed.github.com,,,,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D4af62c06-798b-452f-ba07-d71d7fd51827%26page_id%3D31803760%26path%3DLw,,"GitHub, Inc."
tracking.traderepublic.com,,200,,tracking.traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-18T08:44:26Z,2023-09-16T09:28:33Z,CN=tracking.traderepublic.com,tracking.traderepublic.com,tracking.traderepublic.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4834f06bc3336eebc0473b83a3c0754d,9a2d9535cd0f0835d6c3b763dde61d96fc65e54d469ebeb92436aae81a7d5dc2,ctls,tracking.traderepublic.com,443,https://tracking.traderepublic.com:443,https,Google Frontend,text/html,GET,216.239.36.21,/,-1840324437,2001:4860:4802:32::15,Google Cloud Trace,1,False,,,,,,,
traderepublic.com,"Trade Republic: Investiere in Aktien, ETFs, Crypto & Derivate",200,182378,traderepublic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-04-18T23:59:59Z,CN=traderepublic.com,traderepublic.com,www.traderepublic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,60193a1edc4fe53ebd7d9ec37bf772dd,702beac3c3fa4706728d931ad5cdc5d20a32733783edd748971797a7a315d16c,ctls,traderepublic.com,443,https://traderepublic.com:443,https,CloudFront,text/html,GET,99.86.4.85,/,-444952629,99.86.4.22,Vue.js,111,False,www.google.pt,,cloudfront,True,https://traderepublic.com/de-de,,
www.google.com,Google,200,233480,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,ctls,www.google.com,443,https://www.google.com:443,https,gws,text/html,GET,172.217.16.196,/,708578229,2a00:1450:4001:829::2004,HTTP/3,152,False,https:,,,,,,
