input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_
empowerment.aims360.com,,200,212,,,,,,,,,,,,,,,,,,,443,https://empowerment.aims360.com:443,https,,text/html,GET,96.45.82.36,/,30366306,96.45.82.158,Imperva,8,False,,,,,http://www.aims360.com,
enterpriseregistration.aims360.com,Service,404,1565,enterpriseregistration.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-03T00:00:00Z,2024-07-03T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,e7df1f16e52638c1dfeed42ec0ca9590,2ac4f3864729a635125d556395e9307bc2967b6675fdc970a1d9e7daad887c7f,ctls,enterpriseregistration.aims360.com,443,https://enterpriseregistration.aims360.com:443,https,,text/html,GET,40.126.32.66,/,-2070773535,2603:1027:1:158::7,HSTS,14,False,Microsoft Corporation,True,azure,True,,
help.aims360.com,LogMeIn123.com – Start Support Connection,200,9022,secure.logmeinrescue.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2023-04-12T00:00:00Z,2024-04-10T23:59:59Z,"CN=secure.logmeinrescue.com, O=GoTo Technologies USA\, Inc, L=Boston, ST=Massachusetts, C=US",secure.logmeinrescue.com,logmeinrescue.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a8d67797291535366c903630f1a7e007,e96dd69e77873ca371a60d5cb59affc8c2e4c4794553f4e8f8190df0f6bd6acb,ctls,secure.logmeinrescue.com,443,https://help.aims360.com:443,https,,text/html,GET,96.45.83.79,/,-783792698,96.45.82.158,Microsoft ASP.NET,172,False,"GoTo Technologies USA, Inc",True,,,https://secure.logmeinrescue.com/Customer/Code.aspx,
imap.aims360.com,Sign in to Outlook,200,37961,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://imap.aims360.com:443,https,,text/html,GET,52.96.46.66,/,-1249852061,2603:1036:307:294b::2,HSTS,95,False,Microsoft Corporation,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=6cf19ca5-22cb-14ab-b894-a716f72f3bb8&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&nonce=638251576049587599.d7f88a78-a3ca-4590-8831-2030af362950&state=DctBEoAgCEBRzOk4JIoIHIepcduy68fi_d0vAFDTkQplQBfbkC66aLqYivv16DYLNQy-A6c4oRl3HMQUm9dwoZLv2d4v2g8,
img.news.aims360.com,Brevo (formerly Sendinblue) | CRM Suite,200,251612,www.brevo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-03T18:45:09Z,2023-10-01T18:45:08Z,CN=brevo.com,brevo.com,*.brevo.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0185f20f5da136da563acd7b79fafe98,406e72a844e524d47ffe3ec809ae2c6f9ba056ddbdc32ebf2402d08162e59d7b,ctls,www.brevo.com,443,https://img.news.aims360.com:443,https,cloudflare,text/html,GET,104.17.202.242,/,-1840324437,104.17.203.242,webpack,22,False,,True,cloudflare,True,https://www.brevo.com/,
jr365.aims360.com,Microsoft Azure Web App - Error 404,404,2667,jr365.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-05-31T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.msha-slice-1-am2-1-ase.p.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.msha-slice-1-am2-1-ase.p.azurewebsites.net,msha-slice-1-am2-1-ase.scm.p.azurewebsites.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d52b4e99230c8947ca571eaea1f9d742,5e9f89d62c2786db6283b1feb6c23d136ce588eaaeb7ff29ae72ae9da926ac7c,ctls,jr365.aims360.com,443,https://jr365.aims360.com:443,https,,text/html,GET,51.124.12.35,/,387302845,51.124.12.35,,87,False,Microsoft Corporation,True,azure,True,,
learn.aims360.com,AIMS 360 Fashion ERP Software,200,65002,learn.aims360.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-20T21:06:47Z,2023-08-18T21:06:46Z,CN=learn.aims360.com,learn.aims360.com,learn.aims360.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f181ec616959f84542b657fa91f54cfc,c329357bceb7a462da98034eb2f02ad62fcf4a09015215e44584541fbdf432b2,ctls,learn.aims360.com,443,https://learn.aims360.com:443,https,cloudflare,text/html,GET,199.60.103.30,/,-250538726,2606:2c40::c73c:671e,HubSpot CMS Hub,1215,False,,,,,,
licensing.aims360.com,Bad Request,400,311,login.live.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-29T23:59:59Z,"CN=login.live.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",login.live.com,*.login.live.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,648a28e13555c59be09c7f957a8b5e13,a8e17fc6adce9b1683454438c83ac09b79a4dee43f2813f286108bceb08ad6ee,ctls,login.live.com,443,https://licensing.aims360.com:443,https,,text/html,GET,104.42.53.248,/,-20275242,104.42.53.248,,7,False,Microsoft Corporation,True,azure,True,https://login.live.com/oauth20_authorize.srf?response_type=code&client_id=000000004439DA4F&scope=wl.signin wl.offline_access wl.work_profile wl.postal_addresses wl.skydrive wl.skydrive_update wl.emails&redirect_uri=https%3A%2F%2Flicensing.aims360.com%2Fonedrivecallback.aspx%3Fpass%3D1,
losan.aims360.com,Microsoft Azure Web App - Error 404,404,2667,losan.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-05-31T00:00:00Z,2024-05-31T23:59:59Z,"CN=*.msha-slice-1-am2-1-ase.p.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",*.msha-slice-1-am2-1-ase.p.azurewebsites.net,msha-slice-1-am2-1-ase.scm.p.azurewebsites.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,d52b4e99230c8947ca571eaea1f9d742,5e9f89d62c2786db6283b1feb6c23d136ce588eaaeb7ff29ae72ae9da926ac7c,ctls,losan.aims360.com,443,https://losan.aims360.com:443,https,,text/html,GET,51.124.12.35,/,387302845,51.124.12.35,,87,False,Microsoft Corporation,True,azure,True,,
lyncdiscover.aims360.com,,200,358,lyncdiscover.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.aims360.com,443,https://lyncdiscover.aims360.com:443,https,,application/json,GET,52.112.196.45,/,-1959250193,2603:1027:0:48::21,Azure,1,False,Microsoft Corporation,True,,,,
msoid.aims360.com,Sign in to your account,200,44222,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://msoid.aims360.com:443,https,,text/html,GET,20.190.159.23,/,-1840324437,2603:1026:3000:c8::6,HSTS,95,False,Microsoft Corporation,,azure,True,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638251576040593346.NjM4ZjY3NzktNDUzYi00NDUyLThmZjgtMzA0MzM2M2YwM2RjY2E0MjgzOTgtNWNhOS00YTI4LWE4NDItYTIwMWFjYzUyOTU5&ui_locales=en-US&mkt=en-US&state=7R5e5hfDhw2Jj4_Cn47yRg6c4JUeOg11eJNM-U7FCrM7L0eqUS3OpKoGRrqvVm7n2NqRdjnI1h-taF3OdtvGOp3VqIy3vn2mEFrUgykMK2-sJIWChuaH784MJ-PuSucutVmdok3R1T417wLjXHDf4zc8rcNQbOhmoma1ODDR5a_MoFIB2bDNor6H90kys0kj5r6K8iuOMREjML59Vp3RG_033JYAQQH9TPJSo8Sr6YX1QdtnQIqO2HdyoOCB7zbcSpeId3CEMNGN7e9-wqRYWw&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0,
pay.aims360.com,,200,212,,,,,,,,,,,,,,,,,,,443,https://pay.aims360.com:443,https,,text/html,GET,96.45.83.79,/,30366306,96.45.83.211,Imperva,8,False,,,,,http://www.aims360.com/index.php/customer-support/make-a-payment,
r.news.aims360.com,Brevo (formerly Sendinblue) | CRM Suite,200,251612,www.brevo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-03T18:45:09Z,2023-10-01T18:45:08Z,CN=brevo.com,brevo.com,*.brevo.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0185f20f5da136da563acd7b79fafe98,406e72a844e524d47ffe3ec809ae2c6f9ba056ddbdc32ebf2402d08162e59d7b,ctls,www.brevo.com,443,https://r.news.aims360.com:443,https,cloudflare,text/html,GET,1.179.112.197,/,-1840324437,1.179.112.196,webpack,22,False,,True,,,https://www.brevo.com/,
runway.aims360.com,AIMS360 Runway,200,1478,runway.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-30T00:00:00Z,2023-12-30T23:59:59Z,CN=runway.aims360.com,runway.aims360.com,runway.aims360.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",641d0551ca62f0fbb98c6b035c8df584,b22159524c28435cbe8390770d16bf3475cccd02ee3840675d5ee0a3fe1d4889,ctls,runway.aims360.com,443,https://runway.aims360.com:443,https,,text/html,GET,51.124.12.35,/,213939126,51.124.12.35,HSTS,1,False,,,azure,True,,
sharepoint.aims360.com,Sign in to your account,200,41779,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://sharepoint.aims360.com:443,https,,text/html,GET,96.45.82.36,/,-586076298,96.45.83.211,HSTS,95,False,Microsoft Corporation,,,,https://login.microsoftonline.com:443/b5b66d0f-c562-4c91-bb19-e59a13317aab/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=5E68C998390EA7FE4D13F8B5CA94F6458E65F6B50E73182A%2D0F1F9D6AD23212AB06166B3B8C828C58966D5944C0B1F76149E607C1706E1035&redirect%5Furi=https%3A%2F%2Ffocaltechnology%2Esharepoint%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=8c3dc7a0%2D108d%2D3000%2Ddc09%2D4f8b8e2fd55c&popupui=1,
sip.aims360.com,,404,75,sip.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,ctls,sip.aims360.com,443,https://sip.aims360.com:443,https,RTC/7.0,text/plain,GET,52.112.66.11,/,-1869177814,2603:1027:0:48::20,HSTS,4,False,Microsoft Corporation,True,,,,
support.aims360.com,Security check,403,7365,aims360.zendesk.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-16T00:00:00Z,2024-04-15T23:59:59Z,"CN=aims360.zendesk.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",aims360.zendesk.com,aims360.zendesk.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e1967228f9e1144e70526996beb60d52,4a05e955c9e97080a4db5a156891b5bad9d93fa30f5882c8c25328126a071786,ctls,aims360.zendesk.com,443,https://support.aims360.com:443,https,cloudflare,text/html,GET,96.45.82.158,/,-1233533371,96.45.82.36,Cloudflare,98,False,"Cloudflare, Inc.",,,,https://aims360.zendesk.com/hc/en-us,
tools.aims360.com,IIS 7.5 Detailed Error - 403.14 - Forbidden,403,5419,tools.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2023-06-16T00:00:00Z,2024-07-09T23:59:59Z,CN=*.aims360.com,*.aims360.com,aims360.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,a528b0ba8f1b741d9dd3bb28476e96b0,372fff00bd54a7b743bf7159e4a610796c1d4ce03c1d8b731eab72de804933bd,ctls,tools.aims360.com,443,https://tools.aims360.com:443,https,Microsoft-IIS/7.5,text/html,GET,54.201.70.121,/,-49038676,54.201.70.121,Windows Server,105,False,,True,,,,
tracking.aims360.com,,200,23,tracking.aims360.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-08-26T00:00:00Z,2023-08-26T23:59:59Z,CN=api.elasticemail.com,api.elasticemail.com,www.api.elasticemail.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,8391410475860c22a065c041476bc524,77c9dd76b2df8d6f03ab5906e68748f79c7d6e4fa4e9d9da8371201e14cadb46,ctls,tracking.aims360.com,443,https://tracking.aims360.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.38.226.140,/,-1559968920,94.23.161.19,Windows Server,1,False,,,,,,
videos.aims360.com,Page not found - Revver Digital,404,54458,www.revver.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-21T08:17:22Z,2023-09-19T08:17:21Z,CN=revver.com,revver.com,www.revver.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74676f9bef2e9028696cf7a79c73f5aa,97bc8efa310522883275dba2cf5c75debb3bb531c02cab43876bade9fa3c61ad,ctls,www.revver.com,443,https://videos.aims360.com:443,https,nginx,text/html,GET,96.45.83.79,/,2024596778,96.45.82.158,Yoast SEO:20.5,321,False,,,,,https://www.revver.com/u/AIMSTechnology/,
