new,host,ttl,a,soa,status_code,aaaa,cname,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name,ns
[x],community.quantopian.com,1799,"104.18.39.141, 172.64.148.115","{'name': 'circle.so', 'ns': 'james.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350325472, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'circle.so', 'ns': 'james.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350325472, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'circle.so', 'ns': 'james.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2350325472, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,quantopian.circle.so,,,,,,,
[x],content.dell.com,600,143.166.30.167,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,www1.ins.dell.com,,,,,,,
[x],dashboard.avantgardportal.com,600,10.146.54.229,"{'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}, {'name': 'avantgardportal.com', 'ns': 'a1-66.akam.net', 'mailbox': 'admin.dnstinations.com', 'serial': 1349, 'refresh': 10800, 'retry': 3600, 'expire': 2419200, 'minttl': 60}",NOERROR,,,True,10.146.54.229,,,,,
[x],developer.dell.com,600,143.166.28.30,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,apiprx.ins.dell.com,,,,,,,
[x],direct-kfgwcju2k.quantshack.com,1771,,"{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],docs.dell.com,437,128.221.213.17,"{'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}, {'name': 'dell.com', 'ns': 'ns1ak.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2023109777, 'refresh': 900, 'retry': 300, 'expire': 1209600, 'minttl': 3600}",NOERROR,,docs-ext.dell.com,,,,,,,
[x],docs.us.dell.com,600,,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,www1.ins.dell.com,,,,,,,
[x],email.quantshack.com,684,,"{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],email2.quantshack.com,266,"172.67.146.10, 104.21.95.165","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],enterprise.quantshack.com,300,"188.114.97.3, 188.114.96.3","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],factset.quantshack.com,300,"188.114.97.0, 188.114.96.0","{'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'quantshack.com', 'ns': 'bob.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349504547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
[x],feedme-se-files.us.dell.com,600,,"{'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082917, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}, {'name': 'ins.dell.com', 'ns': 'ps3-gtm03.us.dell.com', 'mailbox': 'dnsadmin.dell.com', 'serial': 2024082912, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 60}",NOERROR,,feedme-se-files.ins.dell.com,,,,,,,
