input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,final_url,a_,tech_,lines,failed,favicon,tls_self_signed,tls_mismatched,tls_subject_org_
155-9-191-77.qwantbot-178-168-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157742,player.myvideoplace.tv,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-191-77.qwantbot-178-168-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-1856453386,,,
155-9-197-54.qwantbot-54-169-187-194.qwant.com,Qwant Lite,200,4710,s2.qwant.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-197-54.qwantbot-54-169-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=Firefox32,194.187.168.99,HSTS,1,False,,,,
155-9-198-68.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157705,*.vid.web.acsta.net,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-198-68.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,,,,
155-9-203-29cms-ipv4-c071-gru005-ix.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157741,*.qobuz.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-203-29cms-ipv4-c071-gru005-ix.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1375537882,,,
155-9-203-5.search.qwant.com,Qwant Lite,200,4710,player.myvideoplace.tv,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-203-5.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=Firefox47,194.187.168.99,HSTS,1,False,,,,
155-9-203-75.search.qwant.com,Qwant Lite,200,4710,*.qwant.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-203-75.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=Chrome28.01478,194.187.168.99,HSTS,1,False,,,,
155-9-203-87.qwantbot-178-168-187-194.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159742,*.femmesetcitoyennete.fr,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-203-87.qwantbot-178-168-187-194.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-554566232,,,
155-9-206-22.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157741,s1.qwant.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-206-22.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1537647032,,,
155-9-208-47.search.qwant.com,Qwant Lite,200,4709,*.vid.web.acsta.net,lite.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-208-47.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=iPhone3,194.187.168.99,HSTS,1,False,,,,
155-9-209-91.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157741,*.qobuz.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-209-91.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,2098739189,,,
155-9-210-14.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159762,www.dailymotion.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-210-14.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,806653154,,,
155-9-211-60.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159728,player.vimeo.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-211-60.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-615429640,,,
155-9-212-90.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159763,*.medias-francophones.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-212-90.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,372105538,,,
155-9-212-96.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159775,s1.qwant.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-212-96.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,56463889,,,
155-9-218-44.search.qwant.com,Qwant Lite,200,4709,s-lite.qwant.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-218-44.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=Opera12.16,194.187.168.99,HSTS,1,False,,,,
155-9-218-68.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159737,www.youtube-nocookie.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-218-68.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-1924424482,,,
155-9-219-68.search.qwant.com,Qwant Lite,200,4711,players-cdn-v2.vidmizer.com,lite.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,lite.qwant.com,443,https://155-9-219-68.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://lite.qwant.com/?redirect=Chrome43.0235793,194.187.168.99,HSTS,1,False,,,,
155-9-223-39.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,157699,*.qwantjunior.com,www.qwant.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-223-39.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,1890899468,,,
155-9-224-84newgps.search.qwant.com,"Qwant - The search engine that doesn't know anything about you, and that changes everything!",200,159728,players-cdn-v2.vidmizer.com,www.qwant.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-07-04T00:00:00Z,2023-07-13T23:59:59Z,CN=*.qwant.com,*.qwant.com,qwant.com,"CN=Gandi Standard SSL CA 2, O=Gandi, L=Paris, ST=Paris, C=FR",Gandi Standard SSL CA 2,Gandi,a0c362b85a5ce7997a80b9437664383a,5e720d2e2d2c5a3f7b42871f8786e684a4dccc728ac0ad8c629f5de0d57b3b5a,True,ctls,www.qwant.com,443,https://155-9-224-84newgps.search.qwant.com:443,https,Qwant,text/html,GET,194.187.168.99,/,https://www.qwant.com/,194.187.168.99,HSTS,167,False,-189347000,,,
