new,host,a,cname,soa,status_code,cdn,cdn-name,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa,ptr
[x],app.youpin.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],appapi.be.mi.com,"18.194.222.150, 3.127.227.23","appapi.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],archery.be.mi.com,10.195.38.9,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.195.38.9,,,,,
[x],ares.ai.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],artificial.inf.miui.com,163.171.139.136,artificial.inf.miui.com.wsdvs.com,"dns1.wsdvs.info, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,,,
[x],assist-preview.ai.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],assistant.pandora.xiaomi.com,43.224.247.26,coml7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auth.zb.mi.com,124.251.101.12,com.ssl.g.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],authenticator.pt.xiaomi.com,47.74.175.228,"authenticator.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],auto.be.mi.com,"124.251.100.130, 183.84.7.86",matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],autoinstall.pt.xiaomi.com,1.1.1.1,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],b2.market.xiaomi.com,,"ba.market.c.mgslb.com, b1.market.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],b6.market.xiaomi.com,"47.246.48.231, 47.246.48.224, 47.246.48.225, 47.246.48.226, 47.246.48.227, 47.246.48.228, 47.246.48.229, 47.246.48.230","bp.market.c.mgslb.com, b1.market.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],b7.market.xiaomi.com,"163.181.56.171, 163.181.56.172, 163.181.56.173, 163.181.56.174, 163.181.56.175, 163.181.56.168, 163.181.56.169, 163.181.56.170","bp.market.c.mgslb.com, b1.market.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],b8.market.xiaomi.com,"47.246.48.225, 47.246.48.228, 47.246.48.226, 47.246.48.230, 47.246.48.227, 47.246.48.231, 47.246.48.229, 47.246.48.224","bp.market.c.mgslb.com, b1.market.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],b9.market.xiaomi.com,"163.181.56.169, 163.181.56.174, 163.181.56.170, 163.181.56.171, 163.181.56.175, 163.181.56.172, 163.181.56.168, 163.181.56.173","bp.market.c.mgslb.com, b1.market.xiaomi.com.m.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],bg0.market.xiaomi.com,"108.157.4.106, 108.157.4.31, 108.157.4.50, 108.157.4.66","bg0.market.c.mgslb.com, d1dimqac0xezpt.cloudfront.net, bg0.market.xiaomi.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com, n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:1700:15::b856:fb96, 2a02:26f0:1700:15::b856:fb9b",,,,
[x],bg3.market.xiaomi.com,,"bg3.market.xiaomi.com.mgslb.com, bg3.market.xiaomi.com.bsgslb.cn, zxmpf.v.bsgslb.cn","vns1.bsgslb.cn, gtm.baishan.com",NOERROR,,,,,,,,,,
[x],bid46rg.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],bid47f7.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],bossadmin.pandora.xiaomi.com,"183.84.5.15, 124.251.101.50",ottl7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],broker.mina.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],browsers-pri-c4.alb.xiaomi.com,183.84.5.11,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],bsp.be.mi.com,"3.127.227.23, 18.194.222.150","bsp.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bss.pandora.xiaomi.com,"124.251.101.50, 183.84.5.15",ottl7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns3.dnsv5.com, ns4.dnsv5.com",,,,,,,
[x],bugreport.pt.xiaomi.com,10.235.17.21,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.235.17.21,,,,,
[x],c4.account.xiaomi.com,20.47.97.125,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,
[x],c6.pandora.xiaomi.com,110.43.63.3,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],cacti.pt.xiaomi.com,10.21.100.106,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.21.100.106,,,,,
[x],car.hybrid.xiaomi.com,"183.84.7.86, 124.251.100.130",matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],chaxun.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],chaxun.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],chefpostgres-labshelporigin.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],cia.sec.miui.com,"101.33.11.88, 43.152.29.14, 43.152.28.34, 43.152.28.31, 43.152.28.33, 43.152.28.35, 43.152.28.37, 43.152.29.17, 43.152.29.12, 43.152.28.32, 43.152.29.13, 43.152.137.70, 43.152.29.19, 43.152.28.36, 43.152.29.20","cia.sec.miui.com.mgslb.com, cia.sec.miui.com.cdn.dnsv1.com, g5ywxw78.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,,,,
[x],cmcc-extranet-pub-c3.alb.xiaomi.com,111.13.141.31,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],cms-apioceania.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],cms.zb.mi.com,124.251.101.12,com.ssl.g.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],cn.kefu.mi.com,"3.127.227.23, 18.194.222.150","cn.kefu.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],coder.xiaomi.com,"3.127.227.23, 18.194.222.150","coder.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],comc1l7.pandora.xiaomi.com,183.84.6.65,comc4l7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],comment-video.inf.miui.com,163.171.142.19,comment-video.inf.miui.com.wsdvs.com,"dns1.wsdvs.info, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,,,
[x],comment.inf.miui.com,"183.84.5.76, 58.83.160.21",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],commonapi-preview.ai.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],content.inf.miui.com,"10.115.25.81, 10.132.106.129",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,"10.115.25.81, 10.132.106.129",,,,,
[x],coolrun.g.mi.com,"124.251.100.130, 183.84.7.86",matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],cooperation.youpin.mi.com,0.0.0.0,extranet.c3.cooperation-pcdist.fnubts1bff.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],corp4.xiaomi.com,59.108.40.195,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,v=spf1 a mx a:59.108.40.194/28 a:180.186.32.200/28 a:222.35.137.145 a:222.35.137.233 include:_spf.google.com ~all,"aspmx5.googlemail.com, aspmx.l.google.com, aspmx3.googlemail.com, alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com, aspmx4.googlemail.com",,
[x],coupon-center.pay.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],cp-gallery.pandora.xiaomi.com,124.251.100.164,extranet.c3.miui-l7-thm.vtxxe74haj.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],creative.be.mi.com,"3.127.227.23, 18.194.222.150","creative.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cuniq.mina.mi.com,"183.84.5.170, 124.251.58.58",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",,,,,,,
[x],cupid.ad.xiaomi.com,"3.127.227.23, 18.194.222.150","cupid.ad.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],data.be.mi.com,"18.194.222.150, 3.127.227.23","data.be.mi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],databi.ad.xiaomi.com,"3.127.227.23, 18.194.222.150","databi.ad.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],de-urc.io.mi.com,3.70.38.139,de-urc-938a5b0fa11cd982.elb.eu-central-1.amazonaws.com,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],de.pandora.xiaomi.com,43.224.247.26,coml7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],dev.hybrid.xiaomi.com,10.108.238.177,intranet.c3.miui-l7-mina.aupizo174i.elb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.238.177,,,,,
[x],devenv-postmanbackups-www-test.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],device-proxy-staging.pt.xiaomi.com,120.92.210.189,matrix-pub-staging.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],deviceproduce.io.mi.com,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],diagnosis.ad.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],digitalkey.xiaomi.com,"183.84.5.154, 124.251.101.55",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],dinp.pt.xiaomi.com,10.105.200.41,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.105.200.41,,,,,
[x],dk.io.mi.com,"120.133.33.136, 183.84.7.13, 120.133.33.148, 120.92.65.50, 120.92.65.49, 183.84.7.11",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],dns-test.browser.miui.com,10.38.202.86,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,"ns4.dnsv5.com, ns3.dnsv5.com",True,10.38.202.86,,,,,
[x],doc.hybrid.xiaomi.com,"183.84.7.86, 124.251.100.130",matrix-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],duckling-preview.ai.xiaomi.com,120.133.33.167,extranet-ai-preview-pri-c3.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],dushu.xiaomi.com,,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],dvb.pandora.xiaomi.com,43.224.247.26,coml7.pandora.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],egr8-392-pda.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],eng.comm.miui.com,"10.115.24.168, 10.132.106.14",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,"10.115.24.168, 10.132.106.14",,,,,
[x],ent.g.mi.com,,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],errorfxtrading.elb.xiaomi.com,0.0.0.0,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,0.0.0.0,,,,,
[x],es-ind.inf.miui.com,"10.75.50.17, 10.75.20.47","awsind.ingress.cc.d.xiaomi.net, internal-aws-ingress-1247733473.ap-south-1.elb.amazonaws.com","ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,"10.75.50.17, 10.75.20.47",,,,,
[x],es.inf.miui.com,10.108.238.61,c3.ingress.cc.d.xiaomi.net,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.108.238.61,,,,,
[x],exchange-dag2.xiaomi.com,59.108.40.218,exchange-dag1.xiaomi.com,,NOERROR,,,,,,,,,,
[x],extranet-im02-pri-alisgp.alb.xiaomi.com,"8.219.109.150, 47.241.77.94, 47.241.239.119",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],extranet-im03-pri-alisgp.alb.xiaomi.com,"47.241.29.126, 161.117.184.228",,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],extranet-pri-c4.alb.xiaomi.com,183.84.5.11,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],eye.pt.xiaomi.com,10.105.200.157,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,10.105.200.157,,,,,
[x],f15.market.xiaomi.com,"163.171.142.151, 163.171.149.5, 163.171.142.152, 163.171.142.19, 163.171.142.248","f11.market.xiaomi.com.mgslb.com, f11.market.xiaomi.com.wsdvs.com","dns1.wsdvs.info, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,,,
[x],falcon-linker.pt.xiaomi.com,"18.194.222.150, 3.127.227.23","falcon-linker.pt.xiaomi.com.v.mi-dun.com, cname-app-com.w.mi-dun.com, aws-fr-sec-midun-nlb-8db12722d067e399.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",,,,,,,
[x],feishu-b2cop.be.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],ff.browser.miui.com,,extranet-alllines-pub-c3-c4.alb.xiaomi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],ff0.market.xiaomi.com,,"ff0.market.c.mgslb.com, ff0.market.xiaomi.com.cdn.dnsv1.com, xiaomi.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,,,,
[x],fga0.market.xiaomi.com,"2.16.107.32, 2.16.107.27","fga0.market.c.mgslb.com, fga0.market.xiaomi.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],fga1.market.xiaomi.com,"43.152.29.13, 43.152.28.32, 43.152.29.19, 43.152.137.70, 43.152.28.33, 43.152.28.31, 43.152.29.14, 43.152.28.52, 43.152.29.12, 101.33.11.48, 43.152.29.15, 43.152.28.37, 43.152.29.20, 101.33.11.88, 43.152.29.11","fga1.market.c.mgslb.com, fga1.market.xiaomi.com.cdn.dnsv1.com, xiaomi.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,,,,
[x],fgb0.market.xiaomi.com,"23.213.161.4, 23.213.161.19","fgb0.market.c.mgslb.com, fgb0.market.xiaomi.ksyna.net, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:3500:11::215:14d2, 2a02:26f0:3500:11::215:14d5",,,,
[x],fgc0.market.xiaomi.com,"43.152.29.12, 43.152.28.52, 43.152.29.15, 43.152.29.11, 43.152.29.20, 43.152.28.31, 43.152.29.14, 101.33.11.48, 43.152.28.37, 43.152.28.32, 43.152.137.70, 43.152.28.33, 101.33.11.88, 43.152.29.19, 43.152.29.13","fgc0.market.c.mgslb.com, fgc0.market.xiaomi.com.cdn.dnsv1.com, xiaomi.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,,,,
[x],fgc1.market.xiaomi.com,"23.213.161.19, 23.213.161.4","fgc1.market.c.mgslb.com, fgc1.market.xiaomi.com.download.ks-cdn.com, xiaomi.edgesuite.net, a1817.dscd.akamai.net","n0dscd.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,"2a02:26f0:1700:15::b856:fb96, 2a02:26f0:1700:15::b856:fb9b",,,,
[x],fgc2.market.xiaomi.com,"43.152.28.34, 43.152.29.13, 43.152.28.33, 43.152.29.11, 43.152.29.12, 43.152.28.32, 43.152.28.31, 43.152.29.20, 43.152.28.36, 43.152.29.17, 43.152.29.19, 43.152.28.35, 43.152.29.14, 43.152.29.16, 43.152.29.15","fgc2.market.xiaomi.com.cdn.dnsv1.com, 81xy3umc.ovslegodl.sched.ovscdns.com","ns1.ovscdns.com, webmaster.ovscdns.com",NOERROR,,,,,,,,,,
[x],flow.10046.mi.com,"10.108.238.109, 10.132.106.128",nginx.c3.c4.n.10046.mi.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,True,"10.108.238.109, 10.132.106.128",,,,,
[x],fn.market.xiaomi.com,"47.246.48.209, 47.246.48.206, 47.246.48.211, 47.246.48.207, 47.246.48.205, 47.246.48.204, 47.246.48.208, 47.246.48.210","ln.market.c.mgslb.com, fn.market.xiaomi.com.w.alikunlun.com","ns3.alikunlun.com, root.taobao.com",NOERROR,,,,,,,,,,
[x],fuwu.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],fuwu.xiaomi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],g0.market.xiaomi.com,"163.171.132.119, 163.171.128.148","g0.market.xiaomi.com.mgslb.com, g0.market.xiaomi.com.wsglb0.com","dns1.wsglb0.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,,,
[x],gaana-mismartspeaker.be.mi.com,20.47.97.231,cname-app-com-amsproxy.w.mi-dun.com,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,True,azure,,,,,,,,
[x],gallery.pandora.xiaomi.com,43.224.247.26,"g.pandora.xiaomi.com, coml7.pandora.xiaomi.com","ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
[x],galleryc4l7.pandora.xiaomi.com,183.84.5.181,,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
