input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_
5-c3.mici.bgp.neo.xiaomi.com,,404,21,5-c3.mici.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-10-09T05:59:37Z,2023-10-09T05:59:37Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5a5b2a667881fbbf4fe126bc810bbb09,1bb7818bdabde5f49f66abcadf54296951318cd8aec71616aefdfc3cbdeb5e88,ctls,5-c3.mici.bgp.neo.xiaomi.com,443,https://5-c3.mici.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,120.133.33.45,/,-1669793162,120.133.33.45,Nginx:1.17.10,1,False,,,,,
5-c3.mici.cnc.neo.xiaomi.com,,404,21,5-c3.mici.cnc.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-12-06T02:07:38Z,2023-12-06T02:07:38Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,bcf18fc20f1b245652e1c5021d5fc16c,5d4e3bec3dea18e13dda7bcbc7100846e35d4eeaf3fffcb8c7fc638fd3ea5870,ctls,5-c3.mici.cnc.neo.xiaomi.com,443,https://5-c3.mici.cnc.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,111.206.101.170,/,-1669793162,111.206.101.170,Nginx:1.17.10,1,False,,,,,
5-c3.mikfs.bgp.neo.xiaomi.com,,404,21,5-c3.mikfs.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-09-14T08:14:43Z,2023-09-14T08:14:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,062494146d67e9c82ede40843389f3c0,15ad7beb275894172fde694cced32fdfe14c66b8b22b82b15429492c41f2623f,ctls,5-c3.mikfs.bgp.neo.xiaomi.com,443,https://5-c3.mikfs.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,58.83.177.36,/,-1669793162,58.83.177.36,Nginx:1.17.10,1,False,,,,,
5-c3.mikfs.cnc.neo.xiaomi.com,,404,21,5-c3.mikfs.cnc.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-09-14T08:14:43Z,2023-09-14T08:14:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,062494146d67e9c82ede40843389f3c0,15ad7beb275894172fde694cced32fdfe14c66b8b22b82b15429492c41f2623f,ctls,5-c3.mikfs.cnc.neo.xiaomi.com,443,https://5-c3.mikfs.cnc.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,111.206.101.151,/,-1669793162,111.206.101.151,Nginx:1.17.10,1,False,,,,,
5-c3.mims.bgp.neo.xiaomi.com,,404,21,5-c3.mims.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-09-14T08:17:45Z,2023-09-14T08:17:45Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d04bb6d9a59febf615ef36c979053f4e,a6a8a18a2ff7e9a6081ed547e4cdcc2373faafe2a4c74324f26b89926079474e,ctls,5-c3.mims.bgp.neo.xiaomi.com,443,https://5-c3.mims.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,124.251.58.231,/,-1669793162,124.251.58.231,Nginx:1.17.10,1,False,,,,,
5-c3.misite.bgp.neo.xiaomi.com,,404,21,5-c3.misite.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-11-24T09:11:35Z,2023-11-24T09:11:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,e4850c400a34c069699761aefc8c084f,df54db4208a591507c23cf7d8b711fde41dc7bd0c45631a0256af31fd69294cf,ctls,5-c3.misite.bgp.neo.xiaomi.com,443,https://5-c3.misite.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,124.251.58.233,/,-1669793162,124.251.58.233,Nginx:1.17.10,1,False,,,,,
5-c3.misite.cnc.neo.xiaomi.com,,404,21,5-c3.misite.cnc.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-09-14T08:22:42Z,2023-09-14T08:22:42Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,dce998034fd0cb0d7a38d6e0ff737d49,1555d8496371191a8b4ebdbdca5084d0605bf23cad4bca0d45a81162e3e81a51,ctls,5-c3.misite.cnc.neo.xiaomi.com,443,https://5-c3.misite.cnc.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,111.206.101.117,/,-1669793162,111.206.101.117,Nginx:1.17.10,1,False,,,,,
5-c3.miwms.bgp.neo.xiaomi.com,,404,21,5-c3.miwms.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-11-28T09:55:34Z,2023-11-28T09:55:34Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,be497e0c796d8a8c8d01281abbf18006,bff3d7246fa8ad62b47fd825ab532c2477b835d68589b739ec9a10edd1e369b6,ctls,5-c3.miwms.bgp.neo.xiaomi.com,443,https://5-c3.miwms.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,124.251.58.235,/,-1669793162,124.251.58.235,Nginx:1.17.10,1,False,,,,,
5-c3.sales.bgp.neo.xiaomi.com,,404,21,5-c3.sales.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-11-23T08:37:01Z,2023-11-23T08:37:01Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,a61187d8ba6cc71c85680072930d0424,b62c7261913b1e4adc3167f184a4f9888f3ea668be8fc64026e3fa66a9c03711,ctls,5-c3.sales.bgp.neo.xiaomi.com,443,https://5-c3.sales.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,120.133.33.16,/,-1669793162,120.133.33.16,Nginx:1.17.10,1,False,,,,,
5-c3.snsdev.bgp.neo.xiaomi.com,,404,21,5-c3.snsdev.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-12-06T02:07:38Z,2023-12-06T02:07:38Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,017199c84e1b5231a062a9346f54f553,e5c6fa4c2af0de424368fb8b99b5369d17f8ff186e44a9bc628747208ad83775,ctls,5-c3.snsdev.bgp.neo.xiaomi.com,443,https://5-c3.snsdev.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,120.133.33.73,/,-1669793162,120.133.33.73,Nginx:1.17.10,1,False,,,,,
5-c3.xmfe.bgp.neo.xiaomi.com,,404,21,5-c3.xmfe.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-10-02T22:23:52Z,2023-10-02T22:23:52Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,a75965ed4b74eed327f5596dbe4562be,45f37326119ca315ab952ba4a40f751fb7ea5df58ffd951fbdb21994f5a546ce,ctls,5-c3.xmfe.bgp.neo.xiaomi.com,443,https://5-c3.xmfe.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,124.251.58.241,/,-1669793162,124.251.58.241,Nginx:1.17.10,1,False,,,,,
5-c3.xmstore.bgp.neo.xiaomi.com,,404,21,5-c3.xmstore.bgp.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-11-23T08:37:08Z,2023-11-23T08:37:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,075c8a029222a7d55cbf40f6b4c4761e,ab898d064ab7072dfca4e2825997fd4edea90632613a2a65812fddf0eadf27f8,ctls,5-c3.xmstore.bgp.neo.xiaomi.com,443,https://5-c3.xmstore.bgp.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,124.251.58.28,/,-1669793162,124.251.58.28,Nginx:1.17.10,1,False,,,,,
8.mi.com,404 Not Found,404,204,8.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-11-11T07:37:11Z,2023-12-13T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,,dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",f970d149aeacaa1e486edb47ce6313d5,4c6fc13486cbf9603fc254a28577c88cfc0744a966a1a977b68a150c0a7d8c12,ctls,8.mi.com,443,https://8.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,1029589647,20.47.97.231,,9,False,True,azure,True,,
9-alisgp.miorder.pub.neo.xiaomi.com,,404,21,9-alisgp.miorder.pub.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,True,True,2022-05-09T15:37:08Z,2023-05-09T15:37:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,db9052040d26e1ac27876c0fa940d883,45fdde7b095d2113463aab77b35a154f9b4a745adf5b31b447ae155ed3041f90,ctls,9-alisgp.miorder.pub.neo.xiaomi.com,443,https://9-alisgp.miorder.pub.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,161.117.171.1,/,-1669793162,161.117.171.1,Nginx:1.17.10,1,False,,,,,
9-alisgp.mixms.pub.neo.xiaomi.com,,404,21,9-alisgp.mixms.pub.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,True,True,2022-05-09T15:38:46Z,2023-05-09T15:38:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,72c5622f3aff3b0dfbf4526da210d466,28ae093c7408134773b76d2e2826cef6a44c7668a8c8c0433766c4ffca71b570,ctls,9-alisgp.mixms.pub.neo.xiaomi.com,443,https://9-alisgp.mixms.pub.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,161.117.171.166,/,-1669793162,161.117.171.166,Nginx:1.17.10,1,False,,,,,
9-alisgp.xmstore.pub.neo.xiaomi.com,,404,21,9-alisgp.xmstore.pub.neo.xiaomi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,True,True,2022-08-09T20:44:10Z,2023-08-09T20:44:10Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,c3a85587f97d6d9590853b59e81e15d8,b00391b69ea0f58883d94a11565ffeb8175bd0b2f6dac64e12d1172d02c918aa,ctls,9-alisgp.xmstore.pub.neo.xiaomi.com,443,https://9-alisgp.xmstore.pub.neo.xiaomi.com:443,https,nginx/1.17.10,text/html,GET,161.117.160.209,/,-1669793162,161.117.160.209,Nginx:1.17.10,1,False,,,,,
a-hl.mi.com,,404,34,a-hl.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-10-05T00:00:00Z,2023-10-29T23:59:59Z,CN=*.mi.com,*.mi.com,,mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",027056bfd79babde7fbcd82e64678896,f6b6424fcf24751cd5771a25a3af47896a5ee1c16de259ec2b71a671894a59c2,ctls,a-hl.mi.com,443,https://a-hl.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-138391155,20.47.97.231,,6,False,True,azure,True,,
a.hl.mi.com,,404,34,a.hl.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,True,2022-11-11T07:37:11Z,2023-12-13T07:37:11Z,CN=*.dun.mi.com,*.dun.mi.com,,dun.mi.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",f970d149aeacaa1e486edb47ce6313d5,4c6fc13486cbf9603fc254a28577c88cfc0744a966a1a977b68a150c0a7d8c12,ctls,a.hl.mi.com,443,https://a.hl.mi.com:443,https,MonKing/3.14,text/html,GET,20.47.97.231,/,-138391155,20.47.97.231,,6,False,True,azure,True,,
a.huodong.mi.com,,404,55,a.huodong.mi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2022-06-27T00:00:00Z,2023-06-27T23:59:59Z,CN=*.huodong.mi.com,*.huodong.mi.com,,*.huodong.mi.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",46b62192fa26ecad55b2ec40853a0b4e,0e91eb30a92cd1acb43f3f58d0008f7aadfc691324f4a27a985b4bf175de60c4,ctls,a.huodong.mi.com,443,https://a.huodong.mi.com:443,https,MonKing/3.14,application/json,GET,20.47.97.231,/,-138391155,20.47.97.231,HSTS,1,False,True,azure,True,,
