new,host,ttl,a,soa,status_code,ns,txt,has_internal_ips,internal_ips,aaaa,cname,caa,mx,cdn,cdn-name
[x],12aoautodandomain-preprderfig-labenpujingduchang.apps.dev.lifeomic.com,60,"18.161.111.111, 18.161.111.55, 18.161.111.95, 18.161.111.46","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1445.awsdns-52.org, ns-1841.awsdns-38.co.uk, ns-450.awsdns-56.com, ns-531.awsdns-02.net",,,,"2600:9000:206f:5000:5:47f0:d700:93a1, 2600:9000:206f:8400:5:47f0:d700:93a1, 2600:9000:206f:9400:5:47f0:d700:93a1, 2600:9000:206f:a400:5:47f0:d700:93a1, 2600:9000:206f:a00:5:47f0:d700:93a1, 2600:9000:206f:e00:5:47f0:d700:93a1, 2600:9000:206f:1000:5:47f0:d700:93a1, 2600:9000:206f:2c00:5:47f0:d700:93a1",,,,,
[x],14-0-3-3.www.lifeomic.life,300,,"{'name': '14-0-3-3.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': '14-0-3-3.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': '14-0-3-3.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': '14-0-3-3.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,,,,,,,,,,
[x],15iii.corp.apps.dev.lifeomic.com,60,"65.9.66.85, 65.9.66.96, 65.9.66.100, 65.9.66.39","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1445.awsdns-52.org, ns-1841.awsdns-38.co.uk, ns-450.awsdns-56.com, ns-531.awsdns-02.net",,,,"2600:9000:206f:3600:5:47f0:d700:93a1, 2600:9000:206f:4400:5:47f0:d700:93a1, 2600:9000:206f:5200:5:47f0:d700:93a1, 2600:9000:206f:6a00:5:47f0:d700:93a1, 2600:9000:206f:c600:5:47f0:d700:93a1, 2600:9000:206f:800:5:47f0:d700:93a1, 2600:9000:206f:3000:5:47f0:d700:93a1, 2600:9000:206f:3200:5:47f0:d700:93a1",,,,,
[x],15iiiautodandomain-preprderfig-lab.apps.dev.lifeomic.com,60,,"{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:206f:5800:5:47f0:d700:93a1, 2600:9000:206f:7a00:5:47f0:d700:93a1, 2600:9000:206f:7600:5:47f0:d700:93a1, 2600:9000:206f:fe00:5:47f0:d700:93a1, 2600:9000:206f:6400:5:47f0:d700:93a1, 2600:9000:206f:200:5:47f0:d700:93a1, 2600:9000:206f:a600:5:47f0:d700:93a1, 2600:9000:206f:a200:5:47f0:d700:93a1",,,,,
[x],17-121-116-25.www.lifeomic.life,3600,"13.248.169.48, 76.223.54.146","{'name': '17-121-116-25.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': '17-121-116-25.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': '17-121-116-25.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,,v=spf1 -all,,,,,,,,
[x],1company.apps.us.jupiterone.io,60,"13.35.58.63, 13.35.58.28, 13.35.58.108, 13.35.58.20","{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2359:3400:b:e567:2340:93a1, 2600:9000:2359:3a00:b:e567:2340:93a1, 2600:9000:2359:c600:b:e567:2340:93a1, 2600:9000:2359:2c00:b:e567:2340:93a1, 2600:9000:2359:9200:b:e567:2340:93a1, 2600:9000:2359:3800:b:e567:2340:93a1, 2600:9000:2359:a400:b:e567:2340:93a1, 2600:9000:2359:b200:b:e567:2340:93a1",,,,,
[x],1e.apps.dev.lifeomic.com,900,,"{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],1mpany.apps.us.jupiterone.io,900,,"{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],1ny.apps.us.jupiterone.io,898,,"{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],1pany.apps.us.jupiterone.io,60,,"{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2359:2a00:b:e567:2340:93a1, 2600:9000:2359:2e00:b:e567:2340:93a1, 2600:9000:2359:ac00:b:e567:2340:93a1, 2600:9000:2359:4400:b:e567:2340:93a1, 2600:9000:2359:a800:b:e567:2340:93a1, 2600:9000:2359:1400:b:e567:2340:93a1, 2600:9000:2359:6a00:b:e567:2340:93a1, 2600:9000:2359:a200:b:e567:2340:93a1",,,,,
[x],2012aomenpujingduchang.apps.dev.lifeomic.com,60,"99.86.229.66, 99.86.229.20, 99.86.229.99, 99.86.229.77","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:206f:6000:5:47f0:d700:93a1, 2600:9000:206f:6a00:5:47f0:d700:93a1, 2600:9000:206f:9a00:5:47f0:d700:93a1, 2600:9000:206f:b600:5:47f0:d700:93a1, 2600:9000:206f:b800:5:47f0:d700:93a1, 2600:9000:206f:cc00:5:47f0:d700:93a1, 2600:9000:206f:1400:5:47f0:d700:93a1, 2600:9000:206f:3200:5:47f0:d700:93a1",,,,,
[x],210zyx.apps.us.jupiterone.io,60,"13.35.58.20, 13.35.58.28, 13.35.58.63, 13.35.58.108","{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
