input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,final_url
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,d3c6d877158e986041e67ea61715ac95,406b96cf48d5fd63d08df732c86ca70aed167ff661c04b07663ff21a022fb117,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,172.217.18.99,/,302920777,2a00:1450:4001:80b::2003,HTTP/3,12,False,,,,
https://googleads.g.doubleclick.net/,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128632,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,True,ctls,marketingplatform.google.com,,443,https://googleads.g.doubleclick.net:443,https,sffe,text/html,GET,142.250.185.98,/,-1184133586,2a00:1450:4001:82b::2002,HTTP/3,2177,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/enterprise/
https://googleads.g.doubleclick.net/pagead/viewthroughconversion/402620498/,,200,42,www.google.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:21:36Z,2023-08-21T08:21:35Z,CN=www.google.de,www.google.de,,www.google.de,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3631759001fcf14d2bfdfb3545c7ab1c,7f7fb16d37fe4e2e39153da3c7a82a1be8d234cf211f4a906b36f23047eed5a1,,ctls,www.google.de,,443,https://googleads.g.doubleclick.net:443/pagead/viewthroughconversion/402620498/,https,cafe,image/gif,GET,142.250.185.98,/pagead/viewthroughconversion/402620498/,-1184133586,2a00:1450:4001:82b::2002,HTTP/3,1,False,,,,https://www.google.de/pagead/1p-user-list/402620498/?is_vtc=1&random=3942651600&ipr=y
https://platform.twitter.com,,403,243,platform.twitter.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-11-06T23:59:59Z,"CN=*.twimg.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",*.twimg.com,"Twitter, Inc.",cdn.syndication.twimg.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b89b8a2ab46b7ddc0e5a0d72f5c11c3a,e9ca9eb02e6fd611592016f591ed5f40e043c0f6fec128d71de7b167ccfacf09,True,ctls,platform.twitter.com,fastly,443,https://platform.twitter.com:443,https,AmazonS3,application/xml,GET,146.75.116.157,/,-1104483789,2606:2800:234:59:254c:406:2366:268c,Amazon Web Services,2,False,True,,True,
https://platform.twitter.com/widgets.js,,200,93238,platform.twitter.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-21T00:00:00Z,2023-08-21T23:59:59Z,"CN=platform.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",platform.twitter.com,"Twitter, Inc.",platform.twitter.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da67a469352c57a80b811a89625ecb02,9372b423d05e91d54baf0ed21badd1e94fda197e6121dca0367fdae72bf29729,,ctls,platform.twitter.com,fastly,443,https://platform.twitter.com:443/widgets.js,https,,application/javascript,GET,146.75.116.157,/widgets.js,1196444078,2606:2800:234:59:254c:406:2366:268c,,8,False,True,,,
https://portal.allyable.com,| a11yable,200,10590,portal.allyable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T07:28:14Z,2023-10-19T22:06:38Z,CN=*.allyable.com,*.allyable.com,,allyable.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b16e48a6bd9a486f16d0885665841dbe,3ec26f1bc497258ed62a63ebceb4d587093506105cf18915dc91fc674dc29218,True,ctls,portal.allyable.com,azure,443,https://portal.allyable.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.184.200.192,/,1772087922,52.184.200.192,Windows Server,221,False,True,allyable.com,,https://portal.allyable.com/signin?ReturnUrl=%2F
https://portal.allyable.com/,| a11yable,200,10590,portal.allyable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T07:28:14Z,2023-10-19T22:06:38Z,CN=*.allyable.com,*.allyable.com,,allyable.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b16e48a6bd9a486f16d0885665841dbe,3ec26f1bc497258ed62a63ebceb4d587093506105cf18915dc91fc674dc29218,True,ctls,portal.allyable.com,azure,443,https://portal.allyable.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.184.200.192,/,1772087922,52.184.200.192,Windows Server,221,False,True,https://allyable.com,,https://portal.allyable.com/signin?ReturnUrl=%2F
https://portal.allyable.com/aweb,| a11yable,200,10594,portal.allyable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T07:28:14Z,2023-10-19T22:06:38Z,CN=*.allyable.com,*.allyable.com,,allyable.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b16e48a6bd9a486f16d0885665841dbe,3ec26f1bc497258ed62a63ebceb4d587093506105cf18915dc91fc674dc29218,True,ctls,portal.allyable.com,azure,443,https://portal.allyable.com:443/aweb,https,Microsoft-IIS/10.0,text/html,GET,52.184.200.192,/aweb,1772087922,52.184.200.192,Windows Server,221,False,True,mk-sense.com,,https://portal.allyable.com/signin?ReturnUrl=%2Faweb
https://portal.allyable.com/aweb/,| a11yable,200,10595,portal.allyable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T07:28:14Z,2023-10-19T22:06:38Z,CN=*.allyable.com,*.allyable.com,,allyable.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b16e48a6bd9a486f16d0885665841dbe,3ec26f1bc497258ed62a63ebceb4d587093506105cf18915dc91fc674dc29218,True,ctls,portal.allyable.com,azure,443,https://portal.allyable.com:443/aweb/,https,Microsoft-IIS/10.0,text/html,GET,52.184.200.192,/aweb/,1772087922,52.184.200.192,Windows Server,221,False,True,https://*.allyable.com,,https://portal.allyable.com/signin?ReturnUrl=%2Faweb%2F
https://px.ads.linkedin.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,LinkedIn Corporation,status.linkedin.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3eecc485294fa557592f1b66319d6a07,378677dc26b2a8d65824456b343479bc77ef498352c21f77d13995b70014b9ad,,ctls,px.ads.linkedin.com,,443,https://px.ads.linkedin.com:443,https,,image/gif,GET,13.107.42.14,/,1711602358,2620:1ec:21::14,,1,False,,,,
https://snap.licdn.com/li.lms-analytics/insight.min.js,,200,1469,snap.licdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-01T00:00:00Z,2024-01-31T23:59:59Z,"CN=snap.licdn.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",snap.licdn.com,LinkedIn Corporation,akdms.licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,9ae3a7b7df433e812718f41ed3c1ced4,4ff1abaf3c00b8e0949b52a5de0ef934ae61805743f27d970bffb4769850847f,,ctls,snap.licdn.com,,443,https://snap.licdn.com:443/li.lms-analytics/insight.min.js,https,,application/x-javascript,GET,2.16.241.7,/li.lms-analytics/insight.min.js,1882172304,2a02:26f0:480:f::213:7ec6,,43,False,,,,
https://static.allyable.com/assets/jquery-2.2.4.min.js,,200,86056,static.allyable.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=sni20c2dgl.wpc.edgecastcdn.net, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",sni20c2dgl.wpc.edgecastcdn.net,Edgecast Inc.,static.allyable.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,63a39a922214ad16bc51ebbc5f245e3c,bf7189fa17e558288561db5033a44dd3ac39db52072a76dabe1373e758a978fa,,ctls,static.allyable.com,,443,https://static.allyable.com:443/assets/jquery-2.2.4.min.js,https,ECAcc (frc/4C8E),application/javascript,GET,152.199.21.175,/assets/jquery-2.2.4.min.js,-1840324437,2606:2800:233:1cb7:261b:1f9c:2074:3c,HSTS,14,False,,,,
https://static.cloudflareinsights.com/beacon.min.js,,200,19927,static.cloudflareinsights.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.cloudflareinsights.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4e0bf2db15a4f004e02b1f87abe0a034,4a2187c4f351a5ae145ebe9f5fa421ced6a00ee1d2d3144822cba053d702d362,True,ctls,static.cloudflareinsights.com,cloudflare,443,https://static.cloudflareinsights.com:443/beacon.min.js,https,cloudflare,text/javascript,GET,104.16.57.101,/beacon.min.js,,2606:4700::6810:3965,Cloudflare,1,False,True,,,
https://static.srcspot.com/libs/kerianne.js,,200,68581,static.srcspot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T05:08:29Z,2023-08-14T06:01:01Z,CN=static.srcspot.com,static.srcspot.com,,static.srcspot.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,abc9dd250d34d3c1fcca2bcc82679a33,7bf7a79169216cec2f9b2d029cc9a07039f485b2fe5ecfb8e702a6e3dcc589ed,,ctls,static.srcspot.com,google,443,https://static.srcspot.com:443/libs/kerianne.js,https,UploadServer,application/javascript,GET,35.190.8.230,/libs/kerianne.js,2028370544,35.190.8.230,HTTP/3,1,False,True,,,
https://tr.outbrain.com,,404,108,tr.outbrain.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-06T00:00:00Z,2023-11-28T23:59:59Z,"CN=*.outbrain.com, O=OUTBRAIN INC., L=New York, ST=New York, C=US",*.outbrain.com,OUTBRAIN INC.,outbrain.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,3836eac483a5e177131fa77c7227f954,9954b05d178f2a3a3cff99974021f24ee95c508213f4dc6342721b3ceb19fd6b,True,ctls,tr.outbrain.com,,443,https://tr.outbrain.com:443,https,,application/json,GET,64.202.112.127,/,-1060002298,64.202.112.127,,1,False,,,,
https://trc.taboola.com,,200,66,trc.taboola.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-31T23:59:59Z,"CN=*.taboola.com, O=TABOOLA.COM LTD, L=RAMAT GAN, C=IL",*.taboola.com,TABOOLA.COM LTD,taboolasyndication.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9f01043dd424a194cb4f53f7383d43b5,d984778a617e5f03b0f616b225b3490e43d83382a94e884a7ec7ea9df3334811,True,ctls,trc.taboola.com,fastly,443,https://trc.taboola.com:443,https,nginx,text/html,GET,146.75.121.44,/,-1840324437,2a04:4e42:8e::300,Varnish,4,False,True,,,
https://www.comeet.co,Comeet - Collaborative Recruiting - Applicant Tracking System,200,127905,www.comeet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T12:12:26Z,2023-10-07T12:12:26Z,CN=imperva.com,imperva.com,,insights.comeet.co,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,410b9d91c20fe92b3fe19bb648084ea2,888ed35abfd2282231d5678dbecf2a3ba411e9933b23f90c71e1860ec8046005,True,ctls,www.comeet.com,incapsula,443,https://www.comeet.co:443,https,Comeet Technologies,text/html,GET,45.60.123.129,/,262218110,45.60.123.129,wpBakery,2496,False,True,,,https://www.comeet.com:443/
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:17Z,2023-08-21T08:16:16Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5c86a077182cd855f21b8d80b363100f,2aa97ca45c98e14d3cd12af65b396f1a51731b94ec4b5f705a8920116775adc2,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.185.206,/,302920777,2a00:1450:4001:812::200e,HTTP/3,1833,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,https://marketingplatform.google.com/about/analytics/
https://www.google-analytics.com/analytics.js,,200,52916,www.google-analytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:16:16Z,2023-08-21T08:16:15Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e20166dfb9b49e85fa7472762d5f249f,42f0db40ff6122a0b837526586d132cf7bceafb0f608de6f54f132949d87ed0e,True,ctls,www.google-analytics.com,,443,https://www.google-analytics.com:443/analytics.js,https,Golfe2,text/javascript,GET,142.250.185.206,/analytics.js,302920777,2a00:1450:4001:812::200e,HTTP/3,97,False,,,,
https://www.google.co.il,Google,200,235183,www.google.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:59Z,2023-08-21T08:22:58Z,CN=*.google.co.il,*.google.co.il,,google.co.il,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,db052557998ab3d6eb5d150be7cfd77b,d80a874d52ec5c1ede16fbf8090eae7129c9fca42f04812be3165e47fa4ed885,True,ctls,www.google.co.il,,443,https://www.google.co.il:443,https,gws,text/html,GET,142.250.186.67,/,708578229,2a00:1450:4001:828::2003,HTTP/3,152,False,,https://csp.withgoogle.com/csp/gws/other-hp,,
https://www.google.com,Google,200,233460,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T08:22:10Z,2023-08-21T08:22:09Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f2bd4ee4f253f14a043bfb763b9bb802,eb5a312bc993b8f3d4a0157d94b96de55cd045397026970d42984b9ae6930ac6,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.100,/,708578229,2a00:1450:4001:828::2004,HTTP/3,152,False,,https://csp.withgoogle.com/csp/gws/other-hp,,
