input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,final_url,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired
app.connect.globalservices.arrow.com,404 - Not found or no permission to access,404,1330,app.connect.globalservices.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-04-21T23:59:59Z,"CN=*.t.en25.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.t.en25.com,Oracle Corporation,*.t.en25.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f6874b70661feba537ceb9752db0abf6,fb2644329652525516e4db4b9015178214673244ce80601c993858856fcf8ebd,ctls,app.connect.globalservices.arrow.com,443,https://app.connect.globalservices.arrow.com:443,https,,text/html,GET,140.86.223.51,/,-1270699277,140.86.223.51,Bootstrap,33,False,oracle,,True,True,True,,
app.corp.immixgroup.com,404 - Not found or no permission to access,404,1330,app.corp.immixgroup.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,2023-12-27T23:59:59Z,"CN=app.corp.immixgroup.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",app.corp.immixgroup.com,"Arrow Electronics, Inc",app.corp.immixgroup.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bc53b5f6c496f0d1afa43e3f81f6dfbc,4ed0e3be8bc7c5417ffe68d9ee5ae93081f0503518696b4ad96fb5bdcf2745f1,ctls,app.corp.immixgroup.com,443,https://app.corp.immixgroup.com:443,https,,text/html,GET,142.0.173.71,/,-1270699277,142.0.173.71,Bootstrap,33,False,,,,,,,
app.go.arrow.com,404 - Not found or no permission to access,404,1330,app.go.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=app.go.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",app.go.arrow.com,"Arrow Electronics, Inc",app.go.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5264ce23a6e1e342eb90da5ce9dd79d6,f8c2e63eae11a26179734b6e0a4ef12f35b12b6e56264df8ee5de7482613d45d,ctls,app.go.arrow.com,443,https://app.go.arrow.com:443,https,,text/html,GET,142.0.173.38,/,-1270699277,142.0.173.38,Bootstrap,33,False,,,,,,,
arrowcspdemo.customersupport.arrow.com,Security check,403,7904,arrowcspdemo.customersupport.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-05-03T23:59:59Z,"CN=customersupport.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",customersupport.arrow.com,"Arrow Electronics, Inc",deepakdemo.customersupport.arrow.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,e0f443d72c34be6052d4e79d970c8946,ce40ed57ca57ab85cfd0ad8201213596d253c8f9a11b81d03e067d95e31c190d,ctls,arrowcspdemo.customersupport.arrow.com,443,https://arrowcspdemo.customersupport.arrow.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,cloudflare,https://arrowcspdemo.customersupport.arrow.com/hc/en-us,True,,,,
artesyn.transim.com,Artesyn - Home,200,28352,artesyn.transim.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=*.transim.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",*.transim.com,"Arrow Electronics, Inc",transim.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a2e709e7e48b2c5249818099dc49458b,bc62bdff61abe8f00e29eacb7e5774431fb51b568e6044a9a807a49eafec23ff,ctls,artesyn.transim.com,443,https://artesyn.transim.com:443,https,Microsoft-IIS/7.5,text/html,GET,137.135.18.76,/,-1050861828,137.135.18.76,Windows Server,437,False,azure,https://artesyn.transim.com/ConfigPro,True,,True,,
arwapi.arrow.com,,404,54,arwapi.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-01-24T23:59:59Z,"CN=ecsapi.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ecsapi.arrow.com,"Arrow Electronics, Inc",ecswc.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,011efdc0deefcb84d08367e4630b6064,89c8060c173b72c83b54b19b020b74c16531d55270a4bf20c1da8508176a1c9e,ctls,arwapi.arrow.com,443,https://arwapi.arrow.com:443,https,Kestrel,application/json,GET,216.150.161.16,/,-326256188,216.150.161.16,Microsoft ASP.NET,1,False,,,,,,,
arwpmonnit.arrow.com,502 Bad Gateway,502,559,arwpmonnit.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2024-02-19T23:59:59Z,"CN=arwqapi.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US, serialNumber=60328, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US",arwqapi.arrow.com,"Arrow Electronics, Inc",src-components.arrow.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ff035c9e2d3371142d9d064044715760,9d43658019dd532b5072cf7aee1e61f2176da753bd196cf5b8fbffc741dacbc2,ctls,arwpmonnit.arrow.com,443,https://arwpmonnit.arrow.com:443,https,nginx/1.18.0,text/html,GET,63.77.232.4,/,,63.77.232.4,Nginx:1.18.0,14,False,,,,,,,
aspencore.com,AspenCore | Electronics Industry Media & SaaS Group,200,166457,aspencore.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-26T00:00:00Z,2023-06-21T23:59:59Z,"CN=aspencore.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",aspencore.com,"Arrow Electronics, Inc",*.aspencore.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,874fa1a2bd7f6db16ee9c43452363199,e155c15aa6d30476312d9a3e4e9a3a245ddc8ae11f01a862cf5f131086d8356a,ctls,aspencore.com,443,https://aspencore.com:443,https,cloudflare,text/html,GET,141.193.213.10,/,-1840324437,141.193.213.10,Yoast SEO:20.7,889,False,,,,,True,,
audioropa.transim.com,Humantechnik AUDIOropa,200,27019,audioropa.transim.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=*.transim.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",*.transim.com,"Arrow Electronics, Inc",transim.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a2e709e7e48b2c5249818099dc49458b,bc62bdff61abe8f00e29eacb7e5774431fb51b568e6044a9a807a49eafec23ff,ctls,audioropa.transim.com,443,https://audioropa.transim.com:443,https,Microsoft-IIS/7.5,text/html,GET,137.135.18.76,/,-729409498,137.135.18.76,Windows Server,290,False,azure,,True,,True,,
audit.arrow.com,,200,170,audit.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T00:00:00Z,2024-02-15T23:59:59Z,"CN=ada.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ada.arrow.com,"Arrow Electronics, Inc",prodsupportdt-int.gslb.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4475469685670ea540e67e9d5ad7bee,80854c08a65ba630832e421cd92dc4b47c76c1caac7d72b87d3abc2865198ebc,ctls,audit.arrow.com,443,https://audit.arrow.com:443,https,,text/html,GET,216.150.168.40,/,593259606,216.150.168.40,HSTS,4,False,,,,,,,
autodiscover.aspencore.com,Sign in to Outlook,200,199679,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://autodiscover.aspencore.com:80,http,,text/html,GET,40.101.12.120,/,-1249852061,2603:1026:c03:707c::8,HSTS,174,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=76d1f673-74a2-af5a-70e6-1442918073c0&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=aspencore.com&nonce=638198298265443304.019a119c-c612-4cef-ac8d-144aa355e3d0&state=DYtBDsIgEADB_sXEAy1bFoRD41s2y5qYWLehWr9fkpm5jTXGDN1L1_oec08hQ8lzJ0XEEDyOHgoBFHacYHbI8nTEuTpAJAoxSqje9vc26Z-mRxN6rwvtm3xYm4ys6_WoC_2-Wl876yHtBA,,,,,
autodiscover.eetimes.com,Sign in to Outlook,200,199297,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://autodiscover.eetimes.com:80,http,,text/html,GET,52.98.243.8,/,-1249852061,2603:1026:c0d:c1e::8,HSTS,171,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=9c15ec67-141e-0ca8-6c79-5c0740415190&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=eetimes.com&nonce=638198298265429665.1384e4b5-8647-40d8-8aee-f622ec947880&state=DYvLCsMgEAA1_Zf2ZGLMuq6H0G-xuoVARMjz97MwM7fRSqmX2InaSlTAicZITkAPLiL6fpwIGH7eEEIwYAsZSszmj85xjhCIrJb3M7Q7Dd-N01pn5mOpvPe51fdV5nQerSx7bhdvDw,,,,,
autodiscover.einfochips.com,Sign in to Outlook,200,199821,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://autodiscover.einfochips.com:80,http,,text/html,GET,40.99.150.40,/,-1249852061,2603:1026:c0d:c1e::8,HSTS,174,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=4b75b069-8e81-2f91-4fb4-3e631f259ee8&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=einfochips.com&nonce=638198298264948727.4ee40391-9ecd-4a93-a40d-c25239338b95&state=DYtBDsIgEABB_-LBhJay28IeGt-ywhpJbNe0Wr8vyczcxhpjzs1T0_oWEydIA6XQmJAwxRA7FEEPNDiSXBwygWP0xeUwBiCAdKfRtvfa64_72yb8Wmap60Pzs773LutyOcrM34-Wumc9ZPsD,,,,,
autodiscover.elektroda.pl,Sign in to Outlook,200,198265,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,80,http://autodiscover.elektroda.pl:80,http,,text/html,GET,40.99.150.8,/,-1249852061,2603:1026:c0d:c1e::8,HSTS,174,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=982bfa21-7532-a75d-b71a-d0a4c66f186b&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=elektroda.pl&nonce=638198298265312564.076d9840-9c77-4a4c-bdac-56f28dd4b99f&state=DYtBDsIgEABB_2K80FK6LOyh8S1bliZGDA3W-n1JZuY2Wil17V662vaogHOcKLoO-nlyHmGwAYUiWEMpBAMMyazCyXjcXBSBlWjT_b2P9cfjo2Uu7yWX_DpaFR72cjtl4e9R5flJ9cztDw,,,,,
autodiscover.hr.arrow.com,Sign in to Outlook,200,198043,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,80,http://autodiscover.hr.arrow.com:80,http,,text/html,GET,40.99.149.136,/,-1249852061,2603:1026:c0d:73::8,HSTS,174,False,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=ccd453eb-ba1e-94f8-9660-3ace52f2d54e&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=hr.arrow.com&nonce=638198298265030176.4c645f52-764d-4c15-a457-df9d34c185fc&state=DYtBCsMgEEW1vUvpRqNxZjSL0LMMY6SFBsG2yfU78N6Dv_jWGHNVL6oNGpMplbiUWSEMKcRMHoQAG84uE1QHEtExYHa1LTXpLNjE6vc-9ZOnx9j4va_P4XmMfnrp--2oK_--vb4-0o9t_AE,,,,,
