input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,csp_domains_,final_url
fpt.n26.com,404 Not Found,404,345,fpt.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=*.n26.com,*.n26.com,*.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6f8f78f384568c6a7bb0467cdf5d13d1,d071fe90bd08c0828a2174de0d01e898e941af590747768e8551d2a046439e60,ctls,fpt.n26.com,443,https://fpt.n26.com:443,https,AmazonS3,text/html,GET,65.9.66.107,/,-1068906004,65.9.66.120,15,False,,HSTS,True,cloudfront,True,,,
fpt.tech26.de,,200,,fpt.tech26.de,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=api.tech26.de, O=N26 AG, L=Berlin, ST=Berlin, C=DE",api.tech26.de,fpt.tech26.de,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,d8a8f71fb424c59277581e17beb1bee3,2204747c3650a2d77ead161858e60f1c2b553012b5d48ec0b9b33eae2d11b264,ctls,fpt.tech26.de,443,https://fpt.tech26.de:443,https,awselb/2.0,text/plain,GET,35.157.55.194,/,-1840324437,3.67.15.233,1,False,N26 AG,,,,,,,
get.n26.com,Open a bank account – Sign up,200,185443,get.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=n26.com,n26.com,next.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1456b0bd1b13a7651b20d836247e8f42,8b9e8bd6f610342974583d8483e7916b962f01585cd57a393e375e8bacb3a353,ctls,get.n26.com,443,https://get.n26.com:443,https,nginx,text/html,GET,18.195.197.29,/,940817434,3.121.43.9,302,False,,Nginx,,,,,tr.snapchat.com,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:11Z,2023-10-02T08:21:10Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cfdd2a66ea8991c3f2f91f40dc09979d,7d05a79814e48a6c7c101d22747c11252dd8bf06349505306f205a97d0a1ca85,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.186.42,/,-606046040,2a00:1450:4001:812::200a,1,False,,HTTP/3,True,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:12Z,2023-10-02T08:21:11Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,094b775d6381284fd7043fc871efdc5c,659210c1a54cc8ad5769aafb5777054e2a82cd6e9c0f3559c21166a97ede41b3,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.184.227,/,302920777,2a00:1450:4001:830::2003,12,False,,HTTP/3,True,,,,,
https://www.google.com/css/maia.css,,200,43499,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:46Z,2023-10-02T08:21:45Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,531b6f0d6764795fb395fb7874cb00a6,9e39587ca471bdddb7c67a1e20d6b44c230f74a20a26c08a1b93762215747ac6,ctls,www.google.com,443,https://www.google.com:443/css/maia.css,https,sffe,text/css,GET,142.250.185.196,/css/maia.css,708578229,2a00:1450:4001:829::2004,1,False,,HTTP/3,,,,,,
https://www.google.com/js/maia.js,,200,7508,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:46Z,2023-10-02T08:21:45Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,531b6f0d6764795fb395fb7874cb00a6,9e39587ca471bdddb7c67a1e20d6b44c230f74a20a26c08a1b93762215747ac6,ctls,www.google.com,443,https://www.google.com:443/js/maia.js,https,sffe,text/javascript,GET,142.250.185.196,/js/maia.js,708578229,2a00:1450:4001:829::2004,16,False,,HTTP/3,,,,,,
image.email.n26.com,Access Denied,403,273,image.email.n26.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,image.email.n26.com,443,https://image.email.n26.com:443,https,AkamaiGHost,text/html,GET,2.16.164.32,/,-1913780672,2.16.164.131,10,False,"Akamai Technologies, Inc.",,True,,,True,,
image.us-email.n26.com,Access Denied,403,280,image.us-email.n26.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,image.us-email.n26.com,443,https://image.us-email.n26.com:443,https,AkamaiGHost,text/html,GET,2.21.242.213,/,-1697871677,2.21.242.221,10,False,"Akamai Technologies, Inc.",,True,,,True,,
mag-de.n26.com,N26 Magazine - Deutsche Ausgabe,200,190993,mag-de.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,CN=mag-de.n26.com,mag-de.n26.com,mag-de.n26.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,47635a76a7253bc4736e29903c880677,c4e556fa1e2bb40775da3fdbf645a73ebbc2695b7c546cb0692685f8326fc398,ctls,mag-de.n26.com,443,https://mag-de.n26.com:443,https,openresty,text/html,GET,52.6.3.192,/,-1485515534,52.5.181.79,237,False,,PayPal,,,,,https://miro.medium.com,https://mag-de.n26.com/?gi=d94e0d2abbc8
mag-es.n26.com,N26 Magazine - España,200,211913,mag-es.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,CN=mag-es.n26.com,mag-es.n26.com,mag-es.n26.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6c7cabb148d078386da9c8d5cc4916af,cc47e0b4bc1de46187655ef4c99f7ca6149368a5dad4d9082ac98f43c31fa22a,ctls,mag-es.n26.com,443,https://mag-es.n26.com:443,https,openresty,text/html,GET,52.1.173.203,/,-1485515534,52.4.225.124,237,False,,PayPal,,,,,https://*.medium.com,https://mag-es.n26.com/?gi=8289c4c83dbb
mag-fr.n26.com,N26 Magazine - Édition française,200,126712,mag-fr.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,2023-12-28T23:59:59Z,CN=mag-fr.n26.com,mag-fr.n26.com,mag-fr.n26.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,488e6aeeba1741fe505fcaa405a51313,b073f236423d89cd6e30c50702c7ede8f23fec2a87839040071bc94e15ebc453,ctls,mag-fr.n26.com,443,https://mag-fr.n26.com:443,https,openresty,text/html,GET,52.0.16.118,/,-1485515534,52.1.173.203,237,False,,PayPal,,,,,https://d262ilb51hltx0.cloudfront.net,https://mag-fr.n26.com/?gi=c3228c13c9b7
mag-it.n26.com,N26 Magazine -Edizione italiana,200,200912,mag-it.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,CN=mag-it.n26.com,mag-it.n26.com,mag-it.n26.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,86500bca6efdad7f0641a6fb8cdb5ad1,27edc396d158e5514b4af5f29fe2b5ea385af5a9c43c909101d8dd7d79ca6d53,ctls,mag-it.n26.com,443,https://mag-it.n26.com:443,https,openresty,text/html,GET,52.5.181.79,/,-1485515534,52.4.225.124,237,False,,PayPal,,,,,https://*.cdn.vine.co,https://mag-it.n26.com/?gi=e3f845f41c7f
mag.n26.com,N26 Magazine,200,191867,mag.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,CN=mag.n26.com,mag.n26.com,mag.n26.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1fc6f64d5d6f20d4759827b65a4bdf8e,3a937540ce073fe322aef4691bce7943cc3e0e62f7a3309b6e52baaea17c1a96,ctls,mag.n26.com,443,https://mag.n26.com:443,https,openresty,text/html,GET,52.4.38.70,/,-1485515534,52.6.46.142,237,False,,PayPal,,,,,https://csp.medium.com,https://mag.n26.com/?gi=89d905eb8ce8
message-templates-assets.tech26.de,,403,255,message-templates-assets.tech26.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T00:00:00Z,2024-07-21T23:59:59Z,CN=message-templates-assets.tech26.de,message-templates-assets.tech26.de,message-templates-assets.tech26.de,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,33d449503d1de16ccf8b3635db941e58,1a80b7fc6c32b86d9e1049befcec1b65a40af35af35f2a199b7de11d7f958bb1,ctls,message-templates-assets.tech26.de,443,https://message-templates-assets.tech26.de:443,https,AmazonS3,application/xml,GET,99.86.4.5,/,435087548,99.86.4.22,2,False,,HSTS,,cloudfront,True,,,
my.n26.com,Login,200,143999,app.n26.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T00:00:00Z,2024-06-01T23:59:59Z,"CN=n26.com, O=N26 AG, L=Berlin, ST=Berlin, C=DE",n26.com,app.n26.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,57cf228e25a320b0f206f7d685340ec9,6ae0331838b9285b544680f159f56ffd07545c127f4b4e69289bae9d8b7ef9b8,ctls,app.n26.com,443,https://my.n26.com:443,https,nginx,text/html,GET,3.121.43.9,/,940817434,18.195.197.29,232,False,N26 AG,Nginx,,,,,s.ytimg.com,https://app.n26.com/login
n26-sp.n26.com,,403,243,n26-sp.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=n26.com,n26.com,*.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c15227d0060f85b8f0ff5e834af1124,9f9c524cbdf7f2fd74c1f1349d02095b7d6d950d34a2a7ef3ec117164083bce4,ctls,n26-sp.n26.com,443,https://n26-sp.n26.com:443,https,AmazonS3,application/xml,GET,99.86.4.100,/,1380457688,99.86.4.70,2,False,,HSTS,True,cloudfront,True,,,
n26-trusted.n26.com,,403,243,n26-trusted.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=n26.com,n26.com,*.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c15227d0060f85b8f0ff5e834af1124,9f9c524cbdf7f2fd74c1f1349d02095b7d6d950d34a2a7ef3ec117164083bce4,ctls,n26-trusted.n26.com,443,https://n26-trusted.n26.com:443,https,AmazonS3,application/xml,GET,99.86.4.70,/,-1377554768,99.86.4.126,2,False,,HSTS,True,cloudfront,True,,,
n26.com,N26 The Mobile Bank | Voted 'Best bank in the world 2023',200,345002,n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=n26.com,n26.com,www.n26.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bb6d9ecff8fecc13bc55d7c36e8ce37,c0c6449c61a94a58e691523349387d821b344c9ac5d3281d9fc67ba652ac8e26,ctls,n26.com,443,https://n26.com:443,https,nginx,text/html,GET,13.224.189.41,/,940817434,13.224.189.23,409,False,,Nginx,,cloudfront,True,,boards.greenhouse.io,https://n26.com/en-de
next.n26.com,N26 The Mobile Bank | Voted 'Best bank in the world 2023',200,345002,n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=n26.com,n26.com,www.n26.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3bb6d9ecff8fecc13bc55d7c36e8ce37,c0c6449c61a94a58e691523349387d821b344c9ac5d3281d9fc67ba652ac8e26,ctls,n26.com,443,https://next.n26.com:443,https,nginx,text/html,GET,18.195.197.29,/,940817434,3.122.15.68,409,False,,Nginx,,,,,datadoghq-browser-agent.com,https://n26.com/en-de
phishing-report.tech26.de,,404,,phishing-report.tech26.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-11T00:00:00Z,2024-08-08T23:59:59Z,CN=phishing-report.tech26.de,phishing-report.tech26.de,phishing-report.tech26.de,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,32f2a999c5bfc36599bf1d3b14c89c2f,ececa5ae28172296936456b087d923864d9489157ee2bcaaca611e3d0defc12e,ctls,phishing-report.tech26.de,443,https://phishing-report.tech26.de:443,https,awselb/2.0,text/plain,GET,18.196.7.137,/,-1840324437,52.59.48.35,1,False,,,,,,,,
pub.email.n26.com,404 - File or directory not found.,404,1245,pub.email.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-05T00:00:00Z,2023-10-06T23:59:59Z,"CN=pub.email.n26.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pub.email.n26.com,pub.email.n26.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6d391b3ce8a2158b0a450720e5505db5,a3fa754242bc124a3b071b46b91b43ad4eb4448bf47b7994e06d474eaff2bc2b,ctls,pub.email.n26.com,443,https://pub.email.n26.com:443,https,,text/html,GET,13.111.44.123,/,1631801191,13.111.44.123,30,False,"SALESFORCE.COM, INC.",,,,,,,
sapi.tech26.de,,401,102,sapi.tech26.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-23T23:59:59Z,CN=sapi.tech26.de,sapi.tech26.de,sapi.tech26.de,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,19ac073bfefd5135d46750271cae7b33,734f40d8c68521eeaddd8db98c81e79de3d3500ff384f1a9340428052a3526f3,ctls,sapi.tech26.de,443,https://sapi.tech26.de:443,https,envoy,application/json,GET,3.125.176.146,/,-469146358,3.124.238.184,1,False,,Envoy,,,,,,
sedge.tech26.de,,401,102,sedge.tech26.de,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-23T23:59:59Z,CN=sapi.tech26.de,sapi.tech26.de,sapi.tech26.de,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,19ac073bfefd5135d46750271cae7b33,734f40d8c68521eeaddd8db98c81e79de3d3500ff384f1a9340428052a3526f3,ctls,sedge.tech26.de,443,https://sedge.tech26.de:443,https,envoy,application/json,GET,3.68.35.73,/,-469146358,35.158.49.130,1,False,,Envoy,,,,True,,
sfpt.n26.com,,200,44,sfpt.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=n26.com,n26.com,*.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2c15227d0060f85b8f0ff5e834af1124,9f9c524cbdf7f2fd74c1f1349d02095b7d6d950d34a2a7ef3ec117164083bce4,ctls,sfpt.n26.com,443,https://sfpt.n26.com:443,https,AmazonS3,application/json,GET,18.66.147.72,/,-432675296,2600:9000:225e:5400:1d:7774:cdc0:93a1,1,False,,HSTS,True,cloudfront,True,,,
spc.n26.com,,404,13,spc.n26.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=spc.n26.com,spc.n26.com,spc.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cb23cefb623fbc1d1e456d5313508a00,5aafb8f2b95f6c4e10e1bda0df0d22b67ab94cd1c5311a87bd9419582939aa2b,ctls,spc.n26.com,443,https://spc.n26.com:443,https,envoy,text/plain,GET,18.158.201.71,/,-1420358624,3.127.246.72,1,False,,Envoy,,,,,,
support.n26.com,N26 Support | N26 Support DE,200,177272,support.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=n26.com,n26.com,next.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1456b0bd1b13a7651b20d836247e8f42,8b9e8bd6f610342974583d8483e7916b962f01585cd57a393e375e8bacb3a353,ctls,support.n26.com,443,https://support.n26.com:443,https,nginx,text/html,GET,18.195.197.29,/,940817434,3.122.15.68,366,False,,Nginx,,,,,tagmanager.google.com,https://support.n26.com/en-de?locale=en
tutorials.n26.com,404 not found — N26,404,43690,support.n26.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-06-02T23:59:59Z,CN=n26.com,n26.com,next.n26.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1456b0bd1b13a7651b20d836247e8f42,8b9e8bd6f610342974583d8483e7916b962f01585cd57a393e375e8bacb3a353,ctls,support.n26.com,443,https://tutorials.n26.com:443,https,nginx,text/html,GET,13.224.189.41,/,867645081,13.224.189.23,120,False,,Nginx,,cloudfront,True,,youtube-nocookie.com,https://support.n26.com/tutorials/
