input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
auth.dataportal.originenergy.com.au,Error,404,139,auth.dataportal.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-15T23:59:59Z,CN=dataportal.originenergy.com.au,dataportal.originenergy.com.au,api.dataportal.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,469b2cf95710a5427bd07c2be82a641c,95c8a280a44550458ca6cad83de9fa25a69f61811ba776e6e4b617f3b8c591dd,ctls,auth.dataportal.originenergy.com.au,cloudfront,443,https://auth.dataportal.originenergy.com.au:443,https,,text/html,GET,108.156.2.62,/,1593207841,108.156.2.30,Amazon Web Services,11,False,True,,,True,,
auth.mydata.cdr.originenergy.com.au,403 Forbidden,403,146,auth.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-05-25T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,auth.mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",be5b66ed3d04d8560441a334a7d968fb,a66bdfa9aaadb3aa755206fe501c71575252857aa923003c9ca965bf66ee12cc,ctls,auth.mydata.cdr.originenergy.com.au,cloudflare,443,https://auth.mydata.cdr.originenergy.com.au:443,https,cloudflare,text/html,GET,172.64.147.145,/,-1561873722,2606:4700:4400::ac40:9391,HSTS,8,False,True,,"Cloudflare, Inc.",,,
autodiscover.originenergy.com.au,Sign in to Outlook,200,201438,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,80,http://autodiscover.originenergy.com.au:80,http,,text/html,GET,52.98.241.168,/,-1249852061,2603:1026:c0d:806::8,HSTS,174,False,,,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=f1318477-03ed-7b54-a6a2-74dd882af97c&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=originenergy.com.au&nonce=638198545913237003.60e522bd-3b72-433e-b348-d78fbab65b88&state=DctNDoMgEEBhaO_SHT8yIOPC9CyMTA1JlQSrTW9fFt_bPSmEuHe3TtoeEUfAYcLgwzSAg2gt6NFycI6yAopOeQBWBB5VjviiRGMgRNlfY-o3mWfj9N7m2spadt65rT-91E2n83HlOZ2fmsux1IvbHw,
backend-im.originenergy.com.au,,200,281,backend-im.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=*.originenergy.com.au,*.originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2111dbe242574fed46db7c40b98ed452,0092acb39ff8d6772fd8dd9839be0ddcc26851783fe150fb929c8255030dedec,ctls,backend-im.originenergy.com.au,,443,https://backend-im.originenergy.com.au:443,https,Microsoft-IIS/10.0,text/html,GET,54.66.24.112,/,1631801191,52.64.199.163,Windows Server,2,False,,,,True,,URL=/otcs/cs.dll/app
buyinggroup.originenergy.com.au,"Award Winning Electricity, Gas and internet provider in Australia - Origin Energy",200,220934,www.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-03T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9839b6289e3550c383c7ec28aef2660,1a92257df55bb777fe2f3898746ec9f03e7987b5ea90e53c6fe613e6c9708949,ctls,www.originenergy.com.au,,443,https://buyinggroup.originenergy.com.au:443,https,nginx,text/html,GET,54.66.87.103,/,583512378,13.55.233.252,WordPress,1537,False,,,,True,https://www.originenergy.com.au,i.ytimg.com
careers.originenergy.com.au,Origin Energy Services Ltd | Jobs,200,25889,careers.originenergy.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T16:46:25Z,2024-01-30T16:45:25Z,"C=AU, ST=New South Wales, L=Barangaroo, O=Origin Energy Limited, CN=www.careers.originenergy.com.au",www.careers.originenergy.com.au,careers.originenergy.com.au,"emailAddress=ca@trustwave.com, CN=Trustwave Organization Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Organization Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",b42afa3fcb1d6185fd018eb6c27201e0,b0995ac22e2181b1e193a75bda27d45e0adbd45e329d84ad34176e19c165c549,ctls,careers.originenergy.com.au,,443,https://careers.originenergy.com.au:443,https,Apache,text/html,GET,23.253.31.170,/,-1270699277,23.253.31.170,Java,439,False,,,Origin Energy Limited,,,
click.lpg.originenergy.com.au,403 - Forbidden: Access is denied.,403,1233,click.lpg.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=click.lpg.originenergy.com.au, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",click.lpg.originenergy.com.au,click.lpg.originenergy.com.au,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,29574c48f121f13f0ec1b82319542d42,c02a0b6ba0d790ab7bb90b8e2422f9e7a9490c30ceb220a64376b3ea9af75560,ctls,click.lpg.originenergy.com.au,,443,https://click.lpg.originenergy.com.au:443,https,,text/html,GET,128.245.32.230,/,1631801191,128.245.32.230,HSTS,30,False,,,"SALESFORCE.COM, INC.",,,
clientretention.api.odcdn.com.au,,403,23,clientretention.api.odcdn.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-06T23:59:59Z,CN=wildcard.api.odcdn.com.au,wildcard.api.odcdn.com.au,*.plans.api.odcdn.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ae86826cf478a4917a8ba581bd5a4fd3,0856cec073596ccc964e386a8536b6d852620a5a381645913997d450958b744a,ctls,clientretention.api.odcdn.com.au,cloudfront,443,https://clientretention.api.odcdn.com.au:443,https,,application/json,GET,13.225.78.31,/,968070783,13.225.78.12,Amazon Web Services,1,False,True,,,True,,
cloud.lpg.originenergy.com.au,403 - Forbidden: Access is denied.,403,1233,cloud.lpg.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,"CN=cloud.lpg.originenergy.com.au, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.lpg.originenergy.com.au,cloud.lpg.originenergy.com.au,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5f879ea163279a6731d08f697fdd2db3,c602e0d0914c9486b822738e1ab077784ef6057b1e889d3b6336ce7980bea9df,ctls,cloud.lpg.originenergy.com.au,,443,https://cloud.lpg.originenergy.com.au:443,https,,text/html,GET,128.245.17.83,/,1631801191,128.245.17.83,,30,False,,,"SALESFORCE.COM, INC.",,,
cloud.retail.originenergy.com.au,403 - Forbidden: Access is denied.,403,1233,cloud.retail.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-30T00:00:00Z,2023-09-30T23:59:59Z,"CN=cloud.retail.originenergy.com.au, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",cloud.retail.originenergy.com.au,cloud.retail.originenergy.com.au,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8a8acce466282e22b92f9c51d90aa74c,d13974e99a38d199003b9c7eab190b13bc42ba01d23f1d9de3a589ee172873b9,ctls,cloud.retail.originenergy.com.au,,443,https://cloud.retail.originenergy.com.au:443,https,,text/html,GET,13.111.132.249,/,1631801191,13.111.132.249,,30,False,,,"SALESFORCE.COM, INC.",,,
connect.originenergy.com.au,"Award Winning Electricity, Gas and internet provider in Australia - Origin Energy",200,220934,www.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-03T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9839b6289e3550c383c7ec28aef2660,1a92257df55bb777fe2f3898746ec9f03e7987b5ea90e53c6fe613e6c9708949,ctls,www.originenergy.com.au,cloudfront,443,https://connect.originenergy.com.au:443,https,nginx,text/html,GET,13.32.27.102,/,-738705486,2600:9000:211e:5c00:1a:e643:6a00:93a1,WordPress,1537,False,True,,,True,https://www.originenergy.com.au/,*.google.com.au
dashboard.mydata.cdr.originenergy.com.au,,200,2829,dashboard.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2023-06-14T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,dashboard.mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",a9a0bcadf28f26d8d35925ed1b636400,318170b4be7aa7367fbb2d720553b7acc349677381e2b1cbe05648df424bb71e,ctls,dashboard.mydata.cdr.originenergy.com.au,cloudflare,443,https://dashboard.mydata.cdr.originenergy.com.au:443,https,cloudflare,text/html,GET,172.64.147.145,/,347742588,2606:4700:4400::ac40:9391,webpack,1,False,True,,"Cloudflare, Inc.",,,
dev.connect.originenergy.com.au,ERROR: The request could not be satisfied,403,919,dev.connect.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-13T23:59:59Z,CN=dev.connect.originenergy.com.au,dev.connect.originenergy.com.au,dev.connect.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3197cc34cb513afc0247f8f2c0de43d6,562709aca3f5282d593f8796dd4085774415ec5470cf406eff8f0699f22fd777,ctls,dev.connect.originenergy.com.au,cloudfront,443,https://dev.connect.originenergy.com.au:443,https,CloudFront,text/html,GET,13.224.187.48,/,1245569747,2600:9000:207d:3a00:15:58b9:8080:93a1,Amazon Web Services,20,False,True,,,,,
dev.distributorlookup.api.odcdn.com.au,,403,23,dev.distributorlookup.api.odcdn.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-05T23:59:59Z,CN=wildcard.api.odcdn.com.au,wildcard.api.odcdn.com.au,*.plans.api.odcdn.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c37698734a5845697c7fa72790a47469,6f916c63b7fea01e94023ffc43ff410b60c00915e5f854d04d74bc593b0548bf,ctls,dev.distributorlookup.api.odcdn.com.au,cloudfront,443,https://dev.distributorlookup.api.odcdn.com.au:443,https,,application/json,GET,18.66.97.51,/,968070783,18.66.97.56,Amazon Web Services,1,False,True,,,True,,
developer.mydata.cdr.originenergy.com.au,,526,,developer.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-05-25T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,developer.mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",de38064d76c5618fbb4a92861da56e0e,6651829069cb3d62e114aed26a95a97ee64598114600e86a1d637995423f26d8,ctls,developer.mydata.cdr.originenergy.com.au,cloudflare,443,https://developer.mydata.cdr.originenergy.com.au:443,https,cloudflare,,GET,104.18.40.111,/,-1840324437,2606:4700:4400::6812:286f,HSTS,1,False,True,,"Cloudflare, Inc.",,,
digital.api.odcdn.com.au,,403,23,digital.api.odcdn.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-24T23:59:59Z,CN=*.api.odcdn.com.au,*.api.odcdn.com.au,api.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,42aaebc84e107285bf07e0fefa4d056c,8ee66aa19c9eb6ca6ac5a1227cba2ee1510d54a73ca7d177b209079ae4d7bc22,ctls,digital.api.odcdn.com.au,cloudfront,443,https://digital.api.odcdn.com.au:443,https,,application/json,GET,13.32.121.105,/,968070783,13.32.121.71,Amazon Web Services,1,False,True,,,True,,
digital.origindigital-pac.com.au,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://digital.origindigital-pac.com.au:80,http,CloudFront,text/html,GET,18.66.112.60,/,-1390556772,2600:9000:223f:8c00:8:258e:49c0:93a1,Amazon Web Services,20,False,True,,,,,
distributorlookup.api.odcdn.com.au,,403,23,distributorlookup.api.odcdn.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-06T23:59:59Z,CN=wildcard.api.odcdn.com.au,wildcard.api.odcdn.com.au,*.plans.api.odcdn.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ae86826cf478a4917a8ba581bd5a4fd3,0856cec073596ccc964e386a8536b6d852620a5a381645913997d450958b744a,ctls,distributorlookup.api.odcdn.com.au,cloudfront,443,https://distributorlookup.api.odcdn.com.au:443,https,,application/json,GET,13.225.78.92,/,968070783,13.225.78.43,Amazon Web Services,1,False,True,,,True,,
enterpriseenrollment.originenergy.com.au,Microsoft Intune admin center,200,39909,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,azure,443,https://enterpriseenrollment.originenergy.com.au:443,https,,text/html,GET,13.74.111.192,/,1631801191,13.74.111.192,HSTS,4,False,True,,Microsoft Corporation,,https://intune.microsoft.com/,
enterpriseregistration.originenergy.com.au,Service,404,1565,enterpriseregistration.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T19:36:32Z,2024-02-09T19:36:32Z,"CN=*.enterpriseregistration.windows.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.enterpriseregistration.windows.net,enterpriseregistration.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,a6e45158afb23e4d3d7ad5975ed54d03,62af4b86a7f8d2913ffabbbb4465a2cd43cdd51d772ff6a8a77cdfe4968a5037,ctls,enterpriseregistration.originenergy.com.au,azure,443,https://enterpriseregistration.originenergy.com.au:443,https,,text/html,GET,20.190.137.40,/,-2070773535,20.190.137.40,HSTS,14,False,True,True,Microsoft Corporation,True,,
files.originenergy.com.au,404 Page not found - Origin Energy,403,24953,files.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,37d2e8faeaf7f43d8daec3bb43565c03,1099475f773491a8ac854f4ded01a8b7125e8a737eeedbd4fe8dcad8303943b7,ctls,files.originenergy.com.au,cloudfront,443,https://files.originenergy.com.au:443,https,AmazonS3,text/html,GET,18.66.97.75,/,-966722891,2600:9000:223c:9600:1:6140:9400:93a1,React,440,False,True,True,,True,,
go.largebusiness.originenergy.com.au,"Award Winning Electricity, Gas and internet provider in Australia - Origin Energy",200,220934,www.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-03T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9839b6289e3550c383c7ec28aef2660,1a92257df55bb777fe2f3898746ec9f03e7987b5ea90e53c6fe613e6c9708949,ctls,www.originenergy.com.au,,443,https://go.largebusiness.originenergy.com.au:443,https,nginx,text/html,GET,52.54.96.194,/,-1840324437,34.237.219.119,WordPress,1537,False,,,,True,https://www.originenergy.com.au/,*.hotjar.io
haas-admin.mydata.cdr.originenergy.com.au,,200,2699,haas-admin.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-05-25T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d8d3b0b44c489681e873e765377c6d1,528768ee8fca656e0b35412001259652809802b08a07036dcc462efc573be25f,ctls,haas-admin.mydata.cdr.originenergy.com.au,cloudflare,443,https://haas-admin.mydata.cdr.originenergy.com.au:443,https,cloudflare,text/html,GET,172.64.147.145,/,-353037597,2606:4700:4400::ac40:9391,webpack,1,False,True,,"Cloudflare, Inc.",,,
