input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url
apt.bigcommerce.net,403 Forbidden,403,150,apt.bigcommerce.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2021-04-21T01:31:36Z,2024-04-20T01:31:36Z,"emailAddress=serverops@bigcommerce.com, CN=apt.bigcommerce.net, OU=Technical Operations, O=BigCommerce Pty. Ltd., ST=New South Wales, C=AU, emailAddress=serverops@bigcommerce.com",apt.bigcommerce.net,BigCommerce Pty. Ltd.,localhost,"emailAddress=serverops@bigcommerce.com, CN=BigCommerce Internal Root CA, OU=Technical Operations, O=BigCommerce Pty. Ltd., L=Sydney, ST=New South Wales, C=AU, emailAddress=serverops@bigcommerce.com",BigCommerce Internal Root CA,BigCommerce Pty. Ltd.,4a0e46fbd1c3f454d2f1635ee598ecee,9d837c24b80781edb160fcfe049c4d1fd82eba71ac1139c63967fa75dce378b5,True,ctls,apt.bigcommerce.net,google,443,https://apt.bigcommerce.net:443,https,openresty,text/html,GET,34.107.234.176,/,-1179026472,34.107.234.176,OpenResty,8,False,True,,
apt.gcp.bigcommerce.net,403 Forbidden,403,150,apt.gcp.bigcommerce.net,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.",bigcommerce.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ccbbea029c32a1ca623e48ea30f37510,330f8570810f8e2a1ab2761d5da84069ccdd52a474873df6b74934f1858f53cd,True,ctls,apt.gcp.bigcommerce.net,google,443,https://apt.gcp.bigcommerce.net:443,https,openresty,text/html,GET,34.121.121.213,/,-1179026472,34.121.121.213,OpenResty,8,False,True,,
archer.bigcommerce.net,,200,33,archer.bigcommerce.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.",bigcommerce.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ccbbea029c32a1ca623e48ea30f37510,330f8570810f8e2a1ab2761d5da84069ccdd52a474873df6b74934f1858f53cd,True,ctls,archer.bigcommerce.net,google,443,https://archer.bigcommerce.net:443,https,,application/json,GET,35.244.212.253,/,-1840324437,35.244.212.253,HTTP/3,1,False,True,,
atlantis.bigcommerce.net,403,403,134,atlantis.bigcommerce.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.",bigcommerce.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ccbbea029c32a1ca623e48ea30f37510,330f8570810f8e2a1ab2761d5da84069ccdd52a474873df6b74934f1858f53cd,True,ctls,atlantis.bigcommerce.net,google,443,https://atlantis.bigcommerce.net:443,https,,text/html,GET,34.117.230.67,/,1723221432,34.117.230.67,HTTP/3,1,False,True,,
bes.gcp.data.bigcommerce.com,404 Not Found,404,207,bes.gcp.data.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-30T21:23:06Z,2023-08-28T22:14:59Z,CN=bes.gcp.data.bigcommerce.com,bes.gcp.data.bigcommerce.com,,bes.gcp.data.bigcommerce.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,3c6c4b10aebb1e6b58ad590b6278294c,5b1cba0086a7537d384f9939ea75ac1418d11bd1015c4d8b94f1731c9b65e3a3,,ctls,bes.gcp.data.bigcommerce.com,google,443,https://bes.gcp.data.bigcommerce.com:443,https,Google Frontend,text/html,GET,34.111.131.117,/,1185329514,34.111.131.117,HTTP/3,6,False,True,,
careers.bigcommerce.com,We Do Extraordinary | BigCommerce Careers,200,43641,careers.bigcommerce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-12T00:00:00Z,2024-01-12T23:59:59Z,CN=careers.bigcommerce.com,careers.bigcommerce.com,,careers.bigcommerce.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",2c5a912f30b7b32f591ceb3ea940dd85,83e86d9b72df24a98440cc734022a184d3b3b9dd93486e446c9d8b2d9321ec00,,ctls,careers.bigcommerce.com,,443,https://careers.bigcommerce.com:443,https,,text/html,GET,13.107.246.45,/,-1594881248,2620:1ec:46::45,Google Tag Manager,990,False,,,
cdn-bigcommerce-com-lb.gcp.bigcommerce.net,421 Misdirected Request,421,171,cdn-bigcommerce-com-lb.gcp.bigcommerce.net,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn-bigcommerce-com-lb.gcp.bigcommerce.net,google,443,https://cdn-bigcommerce-com-lb.gcp.bigcommerce.net:443,https,cloudflare,text/html,GET,34.98.73.172,/,-233092215,34.98.73.172,HTTP/3,8,False,True,,
cdn-legacy.bigcommerce.com,Server Error,530,36930,cdn-legacy.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn-legacy.bigcommerce.com,google,443,https://cdn-legacy.bigcommerce.com:443,https,cloudflare,text/html,GET,34.98.73.172,/,1460149144,34.98.73.172,HTTP/3,26,False,True,,
cdn-td.bigcommerce.com,Server Error,530,36915,cdn-td.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn-td.bigcommerce.com,,443,https://cdn-td.bigcommerce.com:443,https,cloudflare,text/html,GET,63.141.128.3,/,-350307680,192.200.160.253,Cloudflare,26,False,,,
cdn.bigcommerce.com,Server Error,530,36904,cdn.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn.bigcommerce.com,google,443,https://cdn.bigcommerce.com:443,https,cloudflare,text/html,GET,34.98.73.172,/,1152783422,34.98.73.172,HTTP/3,26,False,True,,
cdn1.bigcommerce.com,,404,9,cdn1.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn1.bigcommerce.com,,443,https://cdn1.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn10.bigcommerce.com,,404,9,cdn10.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn10.bigcommerce.com,,443,https://cdn10.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn100.bigcommerce.com,,404,9,cdn100.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn100.bigcommerce.com,,443,https://cdn100.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn11.bigcommerce.com,,404,9,cdn11.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn11.bigcommerce.com,,443,https://cdn11.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn2.bigcommerce.com,,404,9,cdn2.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn2.bigcommerce.com,,443,https://cdn2.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn3.bigcommerce.com,,404,9,cdn3.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn3.bigcommerce.com,,443,https://cdn3.bigcommerce.com:443,https,cloudflare,text/plain,GET,192.200.160.253,/,1257725933,63.141.128.3,HTTP/3,1,False,,,
cdn5.bigcommerce.com,,404,9,cdn5.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn5.bigcommerce.com,,443,https://cdn5.bigcommerce.com:443,https,cloudflare,text/plain,GET,192.200.160.253,/,1257725933,63.141.128.3,HTTP/3,1,False,,,
cdn6.bigcommerce.com,,404,9,cdn6.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn6.bigcommerce.com,,443,https://cdn6.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
cdn9.bigcommerce.com,,404,9,cdn9.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,cdn9.bigcommerce.com,,443,https://cdn9.bigcommerce.com:443,https,cloudflare,text/plain,GET,63.141.128.3,/,1257725933,192.200.160.253,HTTP/3,1,False,,,
charmander.bigcommerce.net,,401,,charmander.bigcommerce.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=*.bigcommerce.net, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.net,"BigCommerce, Inc.",bigcommerce.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ccbbea029c32a1ca623e48ea30f37510,330f8570810f8e2a1ab2761d5da84069ccdd52a474873df6b74934f1858f53cd,True,ctls,charmander.bigcommerce.net,google,443,https://charmander.bigcommerce.net:443,https,,text/html,GET,35.244.212.253,/,-1840324437,35.244.212.253,HTTP/3,1,False,True,,
chat.bigcommerce.com,,200,2786,chat.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-12-19T23:59:59Z,CN=chat.bigcommerce.com,chat.bigcommerce.com,,chat.bigcommerce.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b339670efe9922d5fa3fa976653f439c,de37c766da319c9d2cfd18085b8558d51a8c929499b7faa4a9acb754ffee5708,,ctls,chat.bigcommerce.com,cloudfront,443,https://chat.bigcommerce.com:443,https,istio-envoy,text/html,GET,52.222.214.24,/,-2062187054,2600:9000:223d:5e00:11:1d33:3680:93a1,React,1,False,True,https://*.google.com.pk,
checkout-sdk.bigcommerce.com,,404,229,checkout-sdk.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-03-25T23:59:59Z,"CN=*.bigcommerce.com, O=BigCommerce\, Inc., L=Austin, ST=Texas, C=US",*.bigcommerce.com,"BigCommerce, Inc.",bigcommerce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ddb3dd189f720a4ead106c5a88ebd37,7e81e9bb71728e0f11674646c435332856f0b11ca9d6a1fb9cd65bcabd0f6464,True,ctls,checkout-sdk.bigcommerce.com,,443,https://checkout-sdk.bigcommerce.com:443,https,cloudflare,application/xml,GET,63.141.128.3,/,-159159145,192.200.160.253,HTTP/3,1,False,,,
clover-int.bigcommerce.com,,404,,clover-int.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-21T01:52:12Z,2023-10-19T01:52:11Z,CN=clover-int.bigcommerce.com,clover-int.bigcommerce.com,,clover-int.bigcommerce.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d1714f516b8b2b1378065df4b7aadf6f,955a4c656315b8da52ba14792d97c8dc25c01d343689c234fda537e470c4e81c,,ctls,clover-int.bigcommerce.com,,443,https://clover-int.bigcommerce.com:443,https,Cowboy,text/html,GET,3.226.182.14,/,-1840324437,54.237.159.171,Heroku,1,False,,,
clover-onboarding.bigcommerce.com,,200,2469,clover-onboarding.bigcommerce.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-13T04:58:45Z,2023-10-11T04:58:44Z,CN=clover-onboarding.bigcommerce.com,clover-onboarding.bigcommerce.com,,clover-onboarding.bigcommerce.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d2a6c3d1badd103fc5df1fc32e2f30cd,58318fcbde751aab993432fb297873d4e6dfaf0f1c5d616ff4e1499caa36860f,,ctls,clover-onboarding.bigcommerce.com,,443,https://clover-onboarding.bigcommerce.com:443,https,Cowboy,text/html,GET,18.205.222.128,/,-1840324437,54.237.133.81,Ruby on Rails,42,False,,,
