new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,mx,txt,caa
,07su5c5u.cloudstation.us-west-2.qa.hydra.sophos.com,"44.236.176.244, 54.189.208.220",tf-smart-banner-e425f372-723496521.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,091kq8uc.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.196.212.168, 35.157.153.206, 3.66.45.4",tf-slap-reports-pdr-2a09fd5d-233450546.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0agndc5p.cloudstation.us-east-2.prod.hydra.sophos.com,"3.139.114.89, 3.21.239.88",tf-xgemail-validator-22ffe039-293512188.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0bk7ogj0.stn100syd.ctr.sophos.com,"54.252.92.11, 54.153.138.191, 54.206.39.5",tf-license-report-bac96a06-311506511.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0cmh7572.cloudstation.eu-west-1.dev.hydra.sophos.com,108.128.155.233,tf-data-transformer-48336e01-1678086255.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0cpg9ie8.stn100syd.ctr.sophos.com,"13.211.106.207, 13.54.82.4, 54.253.35.86",tf-tenant-access-433a2480-1505340534.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0d5z9w2a.cloudstation.eu-west-1.prod.hydra.sophos.com,"52.213.26.190, 54.72.236.237, 52.30.120.3",tf-aggregator-summary-0c5b3a37-366064119.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0h5s59pg.cloudstation.us-west-2.qa.hydra.sophos.com,"44.227.163.69, 52.33.66.113",tf-template-store-9c86850f-363956735.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0iq3hlqk.cloudhub.eu-west-1.dev.hydra.sophos.com,,tf-fwcm-group-confighub-049081d6-1966761969.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0jas4ksb.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.195.83.251, 3.64.219.208",tf-fwcm-legacy-ui-49540f99-1530758654.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0l4sqphz.cloudstation.eu-west-1.dev.hydra.sophos.com,"34.252.206.248, 54.77.120.168",tf-xgemail-msghistory-12afa4cb-871941861.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0lgfonnp.cloudhub.eu-west-1.dev.hydra.sophos.com,,tf-support-portal-41338bc4-246146090.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1476.awsdns-56.org, ns-1565.awsdns-03.co.uk, ns-317.awsdns-39.com, ns-709.awsdns-24.net",,,,,,,,
,0m0z9kgy.cloudstation.us-west-2.qa.hydra.sophos.com,"52.40.14.215, 44.239.115.3",tf-dlp-report-service-99fa1a88-1618027456.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0q1coyiy.cloudstation.us-west-2.prod.hydra.sophos.com,"44.225.109.46, 54.71.149.183",tf-live-term-broker-645b131d-1556805022.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0sd49gj5.stn100yul.ctr.sophos.com,"99.79.99.60, 99.79.90.213, 15.222.181.45",tf-metaproducer-4a7172b7-671450375.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,0sq1p0f9.stn100hnd.ctr.sophos.com,172.28.3.41,internal-tf-p-xdr-parquet-agg-2b49ed53-1898532341.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1325.awsdns-37.org, ns-1683.awsdns-18.co.uk, ns-54.awsdns-06.com, ns-982.awsdns-58.net",True,172.28.3.41,,,,,,
,0vy1ehbu.stn100bom.ctr.sophos.com,"172.28.9.62, 172.28.53.229",internal-tf-p-xge-url-pmgr-171b2715-1582813734.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1498.awsdns-59.org, ns-1568.awsdns-04.co.uk, ns-329.awsdns-41.com, ns-836.awsdns-40.net",True,"172.28.9.62, 172.28.53.229",,,,,,
,0wq3wg8w.stn100yul.ctr.sophos.com,"172.28.66.245, 172.28.39.40, 172.28.9.35",internal-tf-p-snd-sxl-b0632241-318162433.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1103.awsdns-09.org, ns-127.awsdns-15.com, ns-1767.awsdns-28.co.uk, ns-616.awsdns-13.net",True,"172.28.66.245, 172.28.39.40, 172.28.9.35",,,,,,
,10rxdj18.stn100bom.ctr.sophos.com,"172.28.38.218, 172.28.14.199",internal-tf-p-xge-snd-rpt-pmgr-756a3c09-1135570327.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.38.218, 172.28.14.199",,,,,,
,120f636s.cloudstation.eu-west-1.dev.hydra.sophos.com,"172.19.168.105, 172.19.133.216",internal-mtr-dev-v1-132162071.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.19.168.105, 172.19.133.216",,,,,,
,12v1ypnr.cloudstation.us-west-2.qa.hydra.sophos.com,"52.12.179.172, 44.236.132.91",tf-endpoint-cache-56ca0513-163508068.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,12vzjzib.stn100syd.ctr.sophos.com,"52.65.174.38, 3.24.205.245, 52.64.181.193",tf-ml-scanner-28848d4d-176584631.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,132la7r0.cloudstation.us-east-2.prod.hydra.sophos.com,"3.134.200.166, 52.14.244.59",tf-xdr-query-svc-fad6f72c-42756964.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,13ftx9ct.cloudstation.us-west-2.prod.hydra.sophos.com,"172.17.192.15, 172.17.131.114, 172.17.184.255",internal-tf-p-optix-ctrail-trf-47fd368f-1483641218.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.192.15, 172.17.131.114, 172.17.184.255",,,,,,
,143yd8kc.cloudstation.us-east-2.prod.hydra.sophos.com,,tf-firewall-cr-trf-8ae76a15-1547089157.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1457l6u0.cloudstation.eu-west-1.dev.hydra.sophos.com,54.228.151.190,tf-mail-inbound-service-5b57f259-2006779096.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,15j98s5t.stn100hnd.ctr.sophos.com,"172.28.18.12, 172.28.91.76",internal-tf-p-cfs-outbound-9c0a925e-301932397.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.18.12, 172.28.91.76",,,,,,
,17ilwd28.stn100syd.ctr.sophos.com,,tf-fleet-manager-f6375a06-1556862878.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-112.awsdns-14.com, ns-1534.awsdns-63.org, ns-1572.awsdns-04.co.uk, ns-989.awsdns-59.net",,,,,,,,
,191ms2my.cloudstation.eu-west-1.inf.hydra.sophos.com,52.19.53.176,tf-auth-test-s-1b6a5c97-1843328802.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,,
,19t8kmev.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.184.190.103, 35.159.7.9",tf-smart-banner-d4fc4853-962260029.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,19xon399.cloudstation.eu-west-1.inf.hydra.sophos.com,,tf-fwcm-ms-demo-9d2d58a4-912310731.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1210.awsdns-23.org, ns-1845.awsdns-38.co.uk, ns-414.awsdns-51.com, ns-600.awsdns-11.net",,,,,,,,
,1bdtlya9.cloudstation.eu-west-1.prod.hydra.sophos.com,"52.49.254.163, 52.212.1.245, 54.229.178.38",tf-ems-2fee56fe-1542609274.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net",,,,,,,,
,1cvzne6u.cloudstation.eu-west-1.prod.hydra.sophos.com,"34.242.192.28, 54.74.229.119",tf-fwcm-group-config-ffbc9c8e-1275228484.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1er59v9p.ca-central-1.dev.o365.sophos.com,"3.97.245.178, 99.79.186.178",tf-xdr-o365-ingestor-81e5bc84-269309797.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1fvpwm3d.cloudstation.us-west-2.qa.hydra.sophos.com,"34.216.173.141, 44.239.137.33",tf-xgemail-archive-00adfc71-1301528278.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1g0w39pl.stn100yul.ctr.sophos.com,"172.28.60.161, 172.28.87.43",internal-tf-p-xge-att-pmgr-e3729054-1370528359.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.60.161, 172.28.87.43",,,,,,
,1hwxolef.cloudstation.eu-west-1.prod.hydra.sophos.com,"3.248.68.102, 54.76.86.140, 63.35.58.211",tf-presigned-url-c4da4629-127509263.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1jwqo068-cloudhub-eu-west-1.qa.hydra.sophos.com,"52.17.62.46, 34.249.202.151",tf-informatica-adapter-827c43fc-381981826.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1lqv6685.stn100bom.ctr.sophos.com,"172.28.10.236, 172.28.44.134",internal-tf-p-data-xdr-pmgr-gbl-f347a8c1-1125928581.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.10.236, 172.28.44.134",,,,,,
,1nbnz5us.stn100hnd.ctr.sophos.com,"172.28.80.11, 172.28.24.255, 172.28.59.170",internal-tf-p-hru-c61947cd-906881634.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1325.awsdns-37.org, ns-1683.awsdns-18.co.uk, ns-54.awsdns-06.com, ns-982.awsdns-58.net",True,"172.28.80.11, 172.28.24.255, 172.28.59.170",,,,,,
,1o4tve52.cloudstation.us-west-2.prod.hydra.sophos.com,"172.17.194.20, 172.17.157.31, 172.17.189.206",internal-tf-p-cfs-inbound-b7697637-2124271731.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.194.20, 172.17.157.31, 172.17.189.206",,,,,,
,1u8ag0mc.cloudstation.us-west-2.prod.hydra.sophos.com,"44.239.158.215, 34.211.122.241, 44.232.134.191",tf-fwcm-heartbeat-a8a7c431-558632490.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1udc42mj.stn100bom.ctr.sophos.com,"65.0.247.159, 3.109.53.160, 15.206.5.123",tf-authz-6c7eae01-531440372.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,1wkwjao9.cloudstation.us-west-2.qa.hydra.sophos.com,"54.191.11.195, 44.237.119.199",tf-email-delivery-59ac2239-2020043579.us-west-2.elb.amazonaws.com,,NOERROR,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,,,,
,1xpgmhr3.cloudstation.us-west-2.qa.hydra.sophos.com,"172.17.216.251, 172.17.130.77, 172.17.175.181",internal-tf-p-mxdr-trf-11816d8b-1846446155.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.216.251, 172.17.130.77, 172.17.175.181",,,,,,
,1ygllyag.cloudstation.us-west-2.prod.hydra.sophos.com,"172.17.188.4, 172.17.155.32",internal-tf-p-smime-inbound-55824c1e-1351934186.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.188.4, 172.17.155.32",,,,,,
,20w05ixh.stn100yul.ctr.sophos.com,"172.28.4.39, 172.28.56.54, 172.28.79.102",internal-tf-p-firewall-cr-trf-2-8ee48bfa-721139249.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1103.awsdns-09.org, ns-127.awsdns-15.com, ns-1767.awsdns-28.co.uk, ns-616.awsdns-13.net",True,"172.28.4.39, 172.28.56.54, 172.28.79.102",,,,,,
,213746p1.cloudstation.us-east-2.prod.hydra.sophos.com,172.21.176.47,internal-tf-p-xdr-parquet-agg-45023eae-2129407030.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,True,172.21.176.47,,,,,,
,22hsgc85.cloudstation.eu-west-1.inf.hydra.sophos.com,"54.154.204.244, 54.155.102.31",tf-ztna-registration-9d81d5f0-493126179.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,24v3bzt1.cloudhub.eu-west-1.qa.hydra.sophos.com,,tf-test-aa-cert-d09e4df9-1776262983.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1375.awsdns-43.org, ns-1575.awsdns-04.co.uk, ns-471.awsdns-58.com, ns-745.awsdns-29.net",,,,,,,,
,25ufhhvf.cloudstation.us-west-2.prod.hydra.sophos.com,"44.240.160.171, 44.236.164.235, 34.209.78.167",tf-template-shim-ee4512f3-1180340678.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,28dqzh31.cloudstation.us-west-2.prod.hydra.sophos.com,"52.33.49.175, 35.160.82.16",tf-ztna-config-f014a2d9-1330860617.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,,tf-phish-outlook-453a2b94-2109878744.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,"3.20.6.231, 3.20.35.89",tf-atr-report-ec1479c1-720443495.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2cov0a3k.stn100hnd.ctr.sophos.com,"172.28.36.116, 172.28.17.174, 172.28.72.149",internal-tf-p-snd-sxl-6eefd0f4-1349739502.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.36.116, 172.28.17.174, 172.28.72.149",,,,,,
,2hwh5zd6.stn100yul.ctr.sophos.com,"3.98.184.27, 15.156.120.221, 15.222.209.31",tf-report-scheduler-ece12008-1275916515.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,"18.220.154.29, 3.134.126.255",tf-license-report-65f3cd18-1849024838.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2m0o6sh8.stn010yul.ctr.sophos.com,"172.28.67.168, 172.28.17.97",internal-tf-p-sasi-inbound-02629946-204157925.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.67.168, 172.28.17.97",,,,,,
,2m4s1pz4.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.156.53.67, 18.193.193.110, 3.69.132.28",tf-schema-registry-827f3c98-1546492018.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2ng4eajx.cloudstation.us-east-2.prod.hydra.sophos.com,"18.118.250.227, 18.221.47.163",tf-cswitch-config-9e00a11d-436829030.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2nkvu8uh.cloudstation.eu-west-1.dev.hydra.sophos.com,"52.210.199.222, 34.246.62.84",tf-data-proxy-api-263e2f78-1916856046.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2rygx89c.cloudstation.us-west-2.prod.hydra.sophos.com,"35.161.89.156, 44.226.223.133, 52.11.184.21",tf-dir-integration-d1944189-1934855680.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,2vi7p8ui.stn100syd.ctr.sophos.com,"172.28.51.0, 172.28.12.90, 172.28.76.176",internal-tf-p-firewall-cr-trf-2-44ba429e-1805252840.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.51.0, 172.28.12.90, 172.28.76.176",,,,,,
,2xy8lo77.cloudstation.eu-central-1.prod.hydra.sophos.com,"172.20.178.5, 172.20.208.137, 172.20.138.19",internal-tf-p-ztna-syslog-trf-80c75061-517613441.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.20.178.5, 172.20.208.137, 172.20.138.19",,,,,,
,2zj7r06r.cloudstation.eu-west-1.inf.hydra.sophos.com,"54.228.108.177, 3.248.86.77",tf-chassis-smoke-ms-471e3b94-1235129029.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,311vuzul.eu-west-1.dev.o365.sophos.com,"54.194.188.188, 3.248.123.206",tf-o365-gateway-f68d26bf-1933767975.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,33y77sxh.stn100bom.ctr.sophos.com,"172.28.11.137, 172.28.45.149",internal-tf-p-snd-scanner-5581c02b-14469375.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.11.137, 172.28.45.149",,,,,,
,357f5k9h.cloudstation.eu-west-1.inf.hydra.sophos.com,46.51.156.117,tf-fake-load-ms-a643958e-1182291929.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3813lva2.stn100hnd.ctr.sophos.com,,tf-data-xdr-ndr-f3522f99-1701931049.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3a5k7n5g.cloudstation.eu-west-1.dev.hydra.sophos.com,"172.19.160.83, 172.19.201.6",internal-tf-p-toc-indexer-c5536f34-1877018708.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.19.160.83, 172.19.201.6",,,,,,
,3aygq8cf.cloudstation.eu-west-1.prod.hydra.sophos.com,"172.19.192.71, 172.19.188.222, 172.19.143.236",internal-tf-p-malware-service-42a45834-1163022094.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.19.192.71, 172.19.188.222, 172.19.143.236",,,,,,
,3b0hf5xe.ap-northeast-1.prod.o365.sophos.com,"3.113.75.126, 54.65.37.31",tf-o365-orchestrator-aeb3186d-680457475.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3b663mwo.eu-central-1.prod.o365.sophos.com,"3.127.84.93, 18.198.194.43",tf-mfr-connector-98353233-256895487.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3bdmkwvl.cloudstation.eu-west-1.dev.hydra.sophos.com,52.213.84.103,tf-roles-manager-5118c0b8-2131880348.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3g579fzi.stn100bom.ctr.sophos.com,"35.154.177.62, 65.1.105.17, 3.7.134.167",tf-report-scheduler-bb727452-348625947.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3g84crv4.cloudstation.eu-west-1.dev.hydra.sophos.com,,tf-sandstorm-service-82f05453-1536485159.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,3gxeb1yy.cloudhub.eu-west-1.dev3.hydra.sophos.com,,tf-presigned-url-5701b6ca-548986808.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
