input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_self_signed,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,cdn_name,cdn,tls_expired,location,csp_domains_
29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,,401,145,29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-18T00:00:00Z,2024-05-16T23:59:59Z,CN=29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,phish-outlook-cloudstation-eu-west-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3943777bcaf1e3afc93427222c6b9d6f,6803ae49873dd4d95d95ac7c6187008b18ac02b0528ab56f28a33dd12b936c15,ctls,29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com,443,https://29gkc497.cloudstation.eu-west-1.prod.hydra.sophos.com:443,https,,application/json,GET,63.32.81.164,/,1837927060,54.72.200.195,,1,False,,,,,,,,,,
2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,,401,145,2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,atr-report-cloudstation-us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,23b6c584890c8690814d78f77aa6cb95,f347b0587906f02c3bd9cf8f710e648086c03d0a28ff6ce99580e7296f65c04a,ctls,2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://2az9phxj.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,,application/json,GET,3.20.6.231,/,1252007858,3.20.35.89,,1,False,,,,,,,,,,
2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,,401,145,2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,license-report.cloudstation.us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ed44b2b1d65552b8a0668694b5031200,a1c9377792ce0e448b79ed2a32931b9f753aedf84e1fd01346ce5ff7d84bc3a7,ctls,2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://2kahadp1.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,,application/json,GET,18.220.154.29,/,808619900,3.134.126.255,,1,False,,,,,,,,,,
4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com,,401,145,4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2024-06-08T23:59:59Z,CN=4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com,4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com,phishing-campaign-cloudstation-eu-central-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9fc7c199e57df5d3218ee0348fdfe481,87c9af8d8b71ab2202d9238e19ecc51523fafb510c5536fa0dc360d05cd74d97,ctls,4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com,443,https://4cu701dc.cloudstation.eu-central-1.prod.hydra.sophos.com:443,https,,application/json,GET,18.156.168.94,/,578461871,3.124.76.165,,1,False,,,,,,,,,,
4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com,Welcome to nginx!,200,615,4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-20T23:59:59Z,CN=4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com,4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com,fwcm-legacy-ui.cloudstation.us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2f031357f9b1fe96da3aee7581f95bf6,51d3fa2b8d6be0f3fbfebe4a1cea0080c69f5b589f1c48899c388800f7e6bdc6,ctls,4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://4dhk5ah9.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,nginx/1.23.4,text/html,GET,3.129.189.251,/,-238083600,18.223.167.242,Nginx:1.23.4,24,False,,,,,,,,,,
4fac.link.sophos.com,pLink,200,80,4fac.link.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-01-16T16:06:05Z,2024-02-17T16:06:04Z,"CN=*.p.link.sophos.com, O=SOPHOS LIMITED, L=Abingdon, ST=Oxfordshire, C=GB",*.p.link.sophos.com,p.link.sophos.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5f4313a53f10e402837e9c7c4115583f,fb347a0f56ded0cf0382cdf72704ad296f5b686c200dba544a328dc3d4044ee8,ctls,4fac.link.sophos.com,443,https://4fac.link.sophos.com:443,https,Microsoft-IIS/8.5,text/html,GET,52.51.55.93,/,,52.17.233.152,Windows Server,5,False,,SOPHOS LIMITED,True,,,,,,,
4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com,503 Service Temporarily Unavailable,503,564,4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-08T23:59:59Z,CN=4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com,4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com,iaas-autoscale-cloudstation-eu-west-1.dev.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd64fc6f96f505043cd307d56423c78c,f42982f28066d980b151af8ba9ef2ad2e523e468927453ff410744147aa8a512,ctls,4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com,443,https://4hih6w7s.cloudstation.eu-west-1.dev.hydra.sophos.com:443,https,awselb/2.0,text/html,GET,54.246.139.162,/,2051366281,54.246.139.162,,13,False,,,,,,,,,,
4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com,,401,145,4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com,4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com,atr-report.cloudstation.us-west-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bf7be0bad54898c33364b91e47845d49,5d6e40df0af70bda781f430aad0cbd29afd83b80740524135828dffec5b951eb,ctls,4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com,443,https://4mwsn8bj.cloudstation.us-west-2.prod.hydra.sophos.com:443,https,,application/json,GET,44.242.22.177,/,224830848,54.68.227.19,,1,False,,,,,,,,,,
4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com,,401,145,4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com,4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com,messaging-router-cloudhub-eu-west-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f6786635052b7acb85c09213e1559344,dbfe2bf240b5830fbfc96acc0d05cfa180842f94e796c1fe22c2fd27f39e8c33,ctls,4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com,443,https://4r6hwdau.cloudhub.eu-west-1.prod.hydra.sophos.com:443,https,,application/json,GET,54.154.61.51,/,859952015,54.155.137.157,,1,False,,,,,,,,,,
5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com,,401,145,5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com,5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com,phish-outlook.cloudstation.eu-central-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e400b9daaada6afe1b5d4f4798849e93,6988a3e9c363f506bd205bbe4588ef2386c62c4b3cf3869e9b046ffe2fa2b626,ctls,5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com,443,https://5ds38v1j.cloudstation.eu-central-1.prod.hydra.sophos.com:443,https,,application/json,GET,3.69.91.137,/,-987827232,52.28.74.101,,1,False,,,,,,,,,,
5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com,Welcome to nginx!,200,615,5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-12-10T23:59:59Z,CN=5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com,5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com,fwcm-legacy-ui-cloudstation-eu-west-1.dev.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,288e49efb653261e2a4e40792ca72e29,da94d525878c1d9cfb9e7a31f83177bb1b5210bed31b91ca9e9146e96ff9c963,ctls,5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com,443,https://5f58n4tb.cloudstation.eu-west-1.dev.hydra.sophos.com:443,https,nginx/1.23.4,text/html,GET,52.208.30.19,/,-238083600,63.33.89.91,Nginx:1.23.4,24,False,,,,,,,,,,
5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com,,401,145,5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-14T23:59:59Z,CN=5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com,5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com,template-shim.cloudstation.us-west-2.qa.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8cecdcc19e3164b1abdcfc999734d7cf,f2f0175a99965834fef62e264a3bda2849b5e62ea1f8ac31a2853955396d7067,ctls,5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com,443,https://5jm39zjq.cloudstation.us-west-2.qa.hydra.sophos.com:443,https,,application/json,GET,34.216.101.114,/,1086332605,54.200.90.250,,1,False,,,,,,,,,,
6b698640-87dd-36f0-96ac-51b1181f34e7-wdx-87dd.broker.sophos.com,400 No required SSL certificate was sent,400,253,6b698640-87dd-36f0-96ac-51b1181f34e7-wdx-87dd.broker.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T18:40:53Z,2024-01-27T18:40:53Z,"emailAddress=decis@sophos.com, CN=*.broker.sophos.com, O=Astaro, L=Karlshruhe, ST=BW, C=DE, emailAddress=decis@sophos.com",*.broker.sophos.com,,"emailAddress=Adrian.Seredinschi@sohos.com, CN=Broker CA, OU=R&D, O=Astaro, L=Karlsruhe, ST=BW, C=DE, emailAddress=Adrian.Seredinschi@sohos.com",Broker CA,Astaro,39a97876b393f7ff306ffc074d148bb2,cc1ba76ebf036c1323e8e5b2a5fd846dab1ac62ae7241f2e15bd4f081188c103,ctls,6b698640-87dd-36f0-96ac-51b1181f34e7-wdx-87dd.broker.sophos.com,443,https://6b698640-87dd-36f0-96ac-51b1181f34e7-wdx-87dd.broker.sophos.com:443,https,nginx/1.11.1,text/html,GET,54.74.2.57,/,1560839880,52.213.162.215,Nginx:1.11.1,9,False,True,Astaro,True,,,,,,,
6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com,,401,145,6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com,6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com,nta-config.cloudstation.us-west-2.qa.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,90be2e64f33e353374813b374aef7fa8,210e506caec29c37bbb483faf7f7f28041249de0c4c6fa06197c59222ff4226f,ctls,6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com,443,https://6wh52awk.cloudstation.us-west-2.qa.hydra.sophos.com:443,https,,application/json,GET,52.26.196.244,/,-1917986260,44.238.204.95,,1,False,,,,,,,,,,
704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com,,401,145,704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-13T23:59:59Z,CN=704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com,704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com,phishing-series.cloudstation.us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f73b0e2434a6756719d705e5554255d,be90ad0872cdd9aae47ee69c7eae523c63db94658453f39cbf3bd5414d6d8ac6,ctls,704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://704jyxtu.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,,application/json,GET,3.17.126.11,/,45189717,3.133.239.231,,1,False,,,,,,,,,,
774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com,,401,145,774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-04T23:59:59Z,CN=774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com,774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com,license-report-cloudstation-eu-central-1.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,77eace7e49cc1ee631c3b11fed04a6fa,50fee01346ab6f3d5fc8eead26655484ea9c63c949f0e2cd874b52cb7b2e6af8,ctls,774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com,443,https://774m9mut.cloudstation.eu-central-1.prod.hydra.sophos.com:443,https,,application/json,GET,3.69.187.27,/,414823923,54.93.225.233,,1,False,,,,,,,,,,
7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com,,401,145,7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-12T23:59:59Z,CN=7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com,7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com,template-shim.cloudstation.us-east-2.prod.hydra.sophos.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7891221b5dbc2e5b731fa805191eeba3,b555cfd3e09b813ef8cbf243669309315650a84d3c5dae4c4ceb6baf2acc8969,ctls,7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com,443,https://7nwbuh90.cloudstation.us-east-2.prod.hydra.sophos.com:443,https,,application/json,GET,18.119.45.91,/,-1861006232,3.137.62.208,,1,False,,,,,,,,,,
