new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,txt,has_internal_ips,internal_ips,caa,mx
,lef7-2-gre.proxy.brave.com,"52.85.132.8, 52.85.132.51, 52.85.132.40, 52.85.132.122, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:8000:b:dfaf:7b40:93a1, 2600:9000:2073:2000:b:dfaf:7b40:93a1, 2600:9000:2073:ac00:b:dfaf:7b40:93a1, 2600:9000:2073:e400:b:dfaf:7b40:93a1, 2600:9000:2073:d600:b:dfaf:7b40:93a1, 2600:9000:2073:9a00:b:dfaf:7b40:93a1, 2600:9000:2073:7e00:b:dfaf:7b40:93a1, 2600:9000:2073:ca00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,lef8.proxy.brave.com,"18.66.112.82, 18.66.112.48, 18.66.112.126, 18.66.112.15","2600:9000:223f:3000:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:1000:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:4800:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:dc00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,lef9-1-vzb.proxy.brave.com,"13.32.145.116, 13.32.145.2, 13.32.145.51, 13.32.145.9","2600:9000:2165:5c00:b:dfaf:7b40:93a1, 2600:9000:2165:ac00:b:dfaf:7b40:93a1, 2600:9000:2165:5600:b:dfaf:7b40:93a1, 2600:9000:2165:fc00:b:dfaf:7b40:93a1, 2600:9000:2165:d200:b:dfaf:7b40:93a1, 2600:9000:2165:ec00:b:dfaf:7b40:93a1, 2600:9000:2165:a400:b:dfaf:7b40:93a1, 2600:9000:2165:7c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,legacycloud.proxy.brave.com,"18.66.112.48, 18.66.112.15, 18.66.112.82, 18.66.112.126","2600:9000:223f:b600:b:dfaf:7b40:93a1, 2600:9000:223f:2800:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:4400:b:dfaf:7b40:93a1, 2600:9000:223f:d800:b:dfaf:7b40:93a1, 2600:9000:223f:1800:b:dfaf:7b40:93a1, 2600:9000:223f:4a00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,leybold.proxy.brave.com,"52.85.242.106, 52.85.242.11, 52.85.242.26, 52.85.242.86","2600:9000:223f:2a00:b:dfaf:7b40:93a1, 2600:9000:223f:e00:b:dfaf:7b40:93a1, 2600:9000:223f:800:b:dfaf:7b40:93a1, 2600:9000:223f:7e00:b:dfaf:7b40:93a1, 2600:9000:223f:b000:b:dfaf:7b40:93a1, 2600:9000:223f:1e00:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,lhtcipd1.proxy.brave.com,"52.85.132.51, 52.85.132.122, 52.85.132.8, 52.85.132.40, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:b200:b:dfaf:7b40:93a1, 2600:9000:2073:600:b:dfaf:7b40:93a1, 2600:9000:2073:4800:b:dfaf:7b40:93a1, 2600:9000:2073:4e00:b:dfaf:7b40:93a1, 2600:9000:2073:3600:b:dfaf:7b40:93a1, 2600:9000:2073:de00:b:dfaf:7b40:93a1, 2600:9000:2073:fa00:b:dfaf:7b40:93a1, 2600:9000:2073:3e00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,libra22-normal-alisg.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15","2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:1000:b:dfaf:7b40:93a1, 2600:9000:223f:7000:b:dfaf:7b40:93a1, 2600:9000:223f:7e00:b:dfaf:7b40:93a1, 2600:9000:223f:4600:b:dfaf:7b40:93a1, 2600:9000:223f:a400:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:6200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,libraries.proxy.brave.com,"13.32.145.51, 13.32.145.9, 13.32.145.2, 13.32.145.116","2600:9000:20e1:ce00:b:dfaf:7b40:93a1, 2600:9000:20e1:4800:b:dfaf:7b40:93a1, 2600:9000:20e1:9200:b:dfaf:7b40:93a1, 2600:9000:20e1:c600:b:dfaf:7b40:93a1, 2600:9000:20e1:b200:b:dfaf:7b40:93a1, 2600:9000:20e1:2e00:b:dfaf:7b40:93a1, 2600:9000:20e1:5200:b:dfaf:7b40:93a1, 2600:9000:20e1:e800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,linear-ap-p-har3.proxy.brave.com,"52.85.242.106, 52.85.242.86, 52.85.242.11, 52.85.242.26","2600:9000:223f:2e00:b:dfaf:7b40:93a1, 2600:9000:223f:5200:b:dfaf:7b40:93a1, 2600:9000:223f:4000:b:dfaf:7b40:93a1, 2600:9000:223f:a000:b:dfaf:7b40:93a1, 2600:9000:223f:b000:b:dfaf:7b40:93a1, 2600:9000:223f:5400:b:dfaf:7b40:93a1, 2600:9000:223f:a400:b:dfaf:7b40:93a1, 2600:9000:223f:d000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,linkoceania-exchangedns.proxy.brave.com,"13.32.145.51, 13.32.145.116, 13.32.145.9, 13.32.145.2","2600:9000:20e1:c400:b:dfaf:7b40:93a1, 2600:9000:20e1:a400:b:dfaf:7b40:93a1, 2600:9000:20e1:2a00:b:dfaf:7b40:93a1, 2600:9000:20e1:d000:b:dfaf:7b40:93a1, 2600:9000:20e1:fa00:b:dfaf:7b40:93a1, 2600:9000:20e1:be00:b:dfaf:7b40:93a1, 2600:9000:20e1:8800:b:dfaf:7b40:93a1, 2600:9000:20e1:4000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,litanywise.proxy.brave.com,"52.85.132.51, 52.85.132.122, 52.85.132.8, 52.85.132.40, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:ac00:b:dfaf:7b40:93a1, 2600:9000:2073:7e00:b:dfaf:7b40:93a1, 2600:9000:2073:8000:b:dfaf:7b40:93a1, 2600:9000:2073:ca00:b:dfaf:7b40:93a1, 2600:9000:2073:2000:b:dfaf:7b40:93a1, 2600:9000:2073:9a00:b:dfaf:7b40:93a1, 2600:9000:2073:d600:b:dfaf:7b40:93a1, 2600:9000:2073:e400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,livedataservice-ty21.proxy.brave.com,"18.239.94.113, 18.239.94.119, 18.239.94.124, 18.239.94.88","2600:9000:223f:9600:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:7600:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,livelmc.proxy.brave.com,"13.32.145.51, 13.32.145.116, 13.32.145.9, 13.32.145.2","2600:9000:20e1:fa00:b:dfaf:7b40:93a1, 2600:9000:20e1:be00:b:dfaf:7b40:93a1, 2600:9000:20e1:8800:b:dfaf:7b40:93a1, 2600:9000:20e1:4000:b:dfaf:7b40:93a1, 2600:9000:20e1:c400:b:dfaf:7b40:93a1, 2600:9000:20e1:a400:b:dfaf:7b40:93a1, 2600:9000:20e1:2a00:b:dfaf:7b40:93a1, 2600:9000:20e1:d000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,loadbalancernew-uat.proxy.brave.com,"18.66.112.15, 18.66.112.82, 18.66.112.48, 18.66.112.126",,d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,local-proxy-aps1.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy-apse2.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy-euc1.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy-sae1.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy-use1.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy-usw2.search.brave.com,,,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,local-proxy.search.brave.com,"54.186.248.86, 44.228.238.33, 54.70.63.22",,,"ns-772.awsdns-32.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,
,location-test.brave.com,,,,"chip.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,
,log16-applog-useast5.proxy.brave.com,"18.66.112.82, 18.66.112.15, 18.66.112.48, 18.66.112.126","2600:9000:223f:9400:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:1600:b:dfaf:7b40:93a1, 2600:9000:223f:8a00:b:dfaf:7b40:93a1, 2600:9000:223f:b600:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:ee00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,log19.proxy.brave.com,"52.85.132.40, 52.85.132.8, 52.85.132.122, 52.85.132.51, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:600:b:dfaf:7b40:93a1, 2600:9000:2073:3600:b:dfaf:7b40:93a1, 2600:9000:2073:de00:b:dfaf:7b40:93a1, 2600:9000:2073:4e00:b:dfaf:7b40:93a1, 2600:9000:2073:4800:b:dfaf:7b40:93a1, 2600:9000:2073:3e00:b:dfaf:7b40:93a1, 2600:9000:2073:b200:b:dfaf:7b40:93a1, 2600:9000:2073:fa00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,login.proxy.brave.com,"13.32.145.9, 13.32.145.116, 13.32.145.2, 13.32.145.51","2600:9000:223f:8000:b:dfaf:7b40:93a1, 2600:9000:223f:de00:b:dfaf:7b40:93a1, 2600:9000:223f:600:b:dfaf:7b40:93a1, 2600:9000:223f:4e00:b:dfaf:7b40:93a1, 2600:9000:223f:6600:b:dfaf:7b40:93a1, 2600:9000:223f:e800:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:2e00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,logs-uat.proxy.brave.com,"52.85.132.122, 52.85.132.51, 52.85.132.8, 52.85.132.40, 205.251.192.253, 205.251.195.14, 205.251.196.120, 205.251.198.88","2600:9000:2073:d600:b:dfaf:7b40:93a1, 2600:9000:2073:ac00:b:dfaf:7b40:93a1, 2600:9000:2073:8000:b:dfaf:7b40:93a1, 2600:9000:2073:ca00:b:dfaf:7b40:93a1, 2600:9000:2073:2000:b:dfaf:7b40:93a1, 2600:9000:2073:9a00:b:dfaf:7b40:93a1, 2600:9000:2073:7e00:b:dfaf:7b40:93a1, 2600:9000:2073:e400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,logs.proxy.brave.com,"52.85.242.86, 52.85.242.11, 52.85.242.106, 52.85.242.26","2600:9000:21c3:3e00:b:dfaf:7b40:93a1, 2600:9000:21c3:5e00:b:dfaf:7b40:93a1, 2600:9000:21c3:5a00:b:dfaf:7b40:93a1, 2600:9000:21c3:d600:b:dfaf:7b40:93a1, 2600:9000:21c3:4200:b:dfaf:7b40:93a1, 2600:9000:21c3:ec00:b:dfaf:7b40:93a1, 2600:9000:21c3:8200:b:dfaf:7b40:93a1, 2600:9000:21c3:1800:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-782.awsdns-33.net, ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com",NOERROR,True,cloudfront,,,,,
,lon2-login-a16.proxy.brave.com,"18.66.112.126, 18.66.112.48, 18.66.112.82, 18.66.112.15","2600:9000:223f:3e00:b:dfaf:7b40:93a1, 2600:9000:223f:3200:b:dfaf:7b40:93a1, 2600:9000:223f:c400:b:dfaf:7b40:93a1, 2600:9000:223f:5e00:b:dfaf:7b40:93a1, 2600:9000:223f:ee00:b:dfaf:7b40:93a1, 2600:9000:223f:8600:b:dfaf:7b40:93a1, 2600:9000:223f:7c00:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,ls15.proxy.brave.com,"18.66.112.82, 18.66.112.126, 18.66.112.15, 18.66.112.48","2600:9000:223f:7e00:b:dfaf:7b40:93a1, 2600:9000:223f:c00:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1, 2600:9000:223f:ce00:b:dfaf:7b40:93a1, 2600:9000:223f:3600:b:dfaf:7b40:93a1, 2600:9000:223f:1c00:b:dfaf:7b40:93a1, 2600:9000:223f:3a00:b:dfaf:7b40:93a1, 2600:9000:223f:fa00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,lsa.proxy.brave.com,"13.32.145.2, 13.32.145.116, 13.32.145.51, 13.32.145.9","2600:9000:20e1:a400:b:dfaf:7b40:93a1, 2600:9000:20e1:2a00:b:dfaf:7b40:93a1, 2600:9000:20e1:d000:b:dfaf:7b40:93a1, 2600:9000:20e1:fa00:b:dfaf:7b40:93a1, 2600:9000:20e1:be00:b:dfaf:7b40:93a1, 2600:9000:20e1:8800:b:dfaf:7b40:93a1, 2600:9000:20e1:4000:b:dfaf:7b40:93a1, 2600:9000:20e1:c400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,ltip05.proxy.brave.com,"18.66.112.82, 18.66.112.15, 18.66.112.48, 18.66.112.126","2600:9000:223f:9800:b:dfaf:7b40:93a1, 2600:9000:223f:800:b:dfaf:7b40:93a1, 2600:9000:223f:b800:b:dfaf:7b40:93a1, 2600:9000:223f:b200:b:dfaf:7b40:93a1, 2600:9000:223f:ec00:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:8800:b:dfaf:7b40:93a1, 2600:9000:223f:d400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-1144.awsdns-15.org, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,ltitest.proxy.brave.com,"52.85.242.86, 52.85.242.106, 52.85.242.26, 52.85.242.11","2600:9000:21c3:6600:b:dfaf:7b40:93a1, 2600:9000:21c3:4600:b:dfaf:7b40:93a1, 2600:9000:21c3:b000:b:dfaf:7b40:93a1, 2600:9000:21c3:7c00:b:dfaf:7b40:93a1, 2600:9000:21c3:7000:b:dfaf:7b40:93a1, 2600:9000:21c3:4800:b:dfaf:7b40:93a1, 2600:9000:21c3:ac00:b:dfaf:7b40:93a1, 2600:9000:21c3:b600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,
,luckless.proxy.brave.com,"18.239.94.119, 18.239.94.88, 18.239.94.113, 18.239.94.124","2600:9000:25e8:6a00:b:dfaf:7b40:93a1, 2600:9000:25e8:4800:b:dfaf:7b40:93a1, 2600:9000:25e8:1200:b:dfaf:7b40:93a1, 2600:9000:25e8:1600:b:dfaf:7b40:93a1, 2600:9000:25e8:8c00:b:dfaf:7b40:93a1, 2600:9000:25e8:da00:b:dfaf:7b40:93a1, 2600:9000:25e8:6c00:b:dfaf:7b40:93a1, 2600:9000:25e8:600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,lutil17.proxy.brave.com,,,d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,lweb19.proxy.brave.com,"18.239.94.119, 18.239.94.113, 18.239.94.124, 18.239.94.88",,d1v01e3aef8dm5.cloudfront.net,,"ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,mach131-87-145-31.proxy.brave.com,"18.66.112.82, 18.66.112.15, 18.66.112.48, 18.66.112.126","2600:9000:223f:e200:b:dfaf:7b40:93a1, 2600:9000:223f:c600:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:bc00:b:dfaf:7b40:93a1, 2600:9000:223f:4c00:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1, 2600:9000:223f:6400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,mach131-87-171-41.proxy.brave.com,"18.66.112.48, 18.66.112.126, 18.66.112.15, 18.66.112.82","2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:fa00:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:1200:b:dfaf:7b40:93a1, 2600:9000:223f:8400:b:dfaf:7b40:93a1, 2600:9000:223f:b600:b:dfaf:7b40:93a1, 2600:9000:223f:c200:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,mach131-87-86-20.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.15, 18.66.112.48","2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:da00:b:dfaf:7b40:93a1, 2600:9000:223f:ea00:b:dfaf:7b40:93a1, 2600:9000:223f:fc00:b:dfaf:7b40:93a1, 2600:9000:223f:be00:b:dfaf:7b40:93a1, 2600:9000:223f:3600:b:dfaf:7b40:93a1, 2600:9000:223f:5c00:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
,machccsb.proxy.brave.com,"18.239.94.119, 18.239.94.113, 18.239.94.88, 18.239.94.124","2600:9000:223f:9600:b:dfaf:7b40:93a1, 2600:9000:223f:3400:b:dfaf:7b40:93a1, 2600:9000:223f:ae00:b:dfaf:7b40:93a1, 2600:9000:223f:7600:b:dfaf:7b40:93a1, 2600:9000:223f:7400:b:dfaf:7b40:93a1, 2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:a200:b:dfaf:7b40:93a1, 2600:9000:223f:b400:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-782.awsdns-33.net, ns-253.awsdns-31.com, ns-1624.awsdns-11.co.uk",NOERROR,True,cloudfront,,,,,
,magnum.proxy.brave.com,"18.66.112.126, 18.66.112.82, 18.66.112.15, 18.66.112.48","2600:9000:223f:a800:b:dfaf:7b40:93a1, 2600:9000:223f:9c00:b:dfaf:7b40:93a1, 2600:9000:223f:1400:b:dfaf:7b40:93a1, 2600:9000:223f:3e00:b:dfaf:7b40:93a1, 2600:9000:223f:2000:b:dfaf:7b40:93a1, 2600:9000:223f:ce00:b:dfaf:7b40:93a1, 2600:9000:223f:6a00:b:dfaf:7b40:93a1, 2600:9000:223f:d200:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net, ns-1144.awsdns-15.org",NOERROR,True,cloudfront,,,,,
,mail-135-usw2.proxy.brave.com,"13.32.145.116, 13.32.145.2, 13.32.145.9, 13.32.145.51","2600:9000:2487:2800:b:dfaf:7b40:93a1, 2600:9000:2487:600:b:dfaf:7b40:93a1, 2600:9000:2487:a000:b:dfaf:7b40:93a1, 2600:9000:2487:2a00:b:dfaf:7b40:93a1, 2600:9000:2487:fe00:b:dfaf:7b40:93a1, 2600:9000:2487:ac00:b:dfaf:7b40:93a1, 2600:9000:2487:ca00:b:dfaf:7b40:93a1, 2600:9000:2487:5600:b:dfaf:7b40:93a1",d1v01e3aef8dm5.cloudfront.net,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com","ns-1144.awsdns-15.org, ns-1624.awsdns-11.co.uk, ns-253.awsdns-31.com, ns-782.awsdns-33.net",NOERROR,True,cloudfront,,,,,
