input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_self_signed,tls_mismatched,tls_subject_org_,final_url,tls_wildcard_certificate,csp_domains_,location,tls_expired
connect.ecobee.com,,404,21,connect.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-18T18:45:01Z,2024-07-17T18:45:01Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,695059e2fc06c94ea6b82d07a3df0256,5483d7647493a355ec72bc7315a9bd1e461a1f957b65abaf082f2e20479f55c7,ctls,connect.ecobee.com,google,443,https://connect.ecobee.com:443,https,text/plain,GET,34.122.131.67,/,-1669793162,34.122.131.67,HSTS,1,False,True,,True,True,Acme Co,,,,,
connect.hs-dev.ecobee.com,,303,,subscription-web.hs-stage.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T13:18:35Z,2023-08-28T13:18:34Z,CN=subscription-web.hs-stage.ecobee.com,subscription-web.hs-stage.ecobee.com,subscription-web.hs-stage.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,934aa8b3b523bad5a07c885e431d2ea7,0e72be6d11b7e5b5c02fca5e86bcf35c66d67d84170116469a0efbd376e80122,ctls,subscription-web.hs-stage.ecobee.com,google,443,https://connect.hs-dev.ecobee.com:443,https,,GET,34.102.215.63,/,-1840324437,34.102.215.63,Node.js,1,False,True,,,,,https://subscription-web.hs-stage.ecobee.com/api/auth/login?destination=%252F%253Fiss%253Dhttps%25253A%25252F%25252Fauth-staging.ecobee.com%25252F&iss=https%3A%2F%2Fauth-staging.ecobee.com%2F,,,https://auth-staging.ecobee.com/authorize?state=17c51a1b-315e-449b-8b2d-a4487a85c096&response_type=code&scope=openid%20smartWrite%20smartRead%20piiWrite%20piiRead&client_id=B2201OllwqvYQMCZWo09iG9B7BOBggL2&audience=https%3A%2F%2Fstage.ecobee.com%2Fapi%2Fv1&redirect_uri=https%3A%2F%2Fsubscription-web.hs-stage.ecobee.com%2Fapi%2Fauth%2Fcallback,
connect.hs-stage.ecobee.com,502 Server Error,502,332,connect.hs-stage.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-15T02:58:49Z,2023-10-13T02:58:48Z,CN=connect.hs-stage.ecobee.com,connect.hs-stage.ecobee.com,connect.hs-stage.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c533b16ceda38e17d7411b9bef68b004,1b0f29d62452f11e3f652a3e354fb0e40ed3f326b949d3b7f1f8de91d1ae2ee1,ctls,connect.hs-stage.ecobee.com,google,443,https://connect.hs-stage.ecobee.com:443,https,text/html,GET,34.102.149.178,/,-670719049,34.102.149.178,HTTP/3,11,False,True,,,,,,,,,
content-prod.cw-prod.ecobee.com,,404,21,content-prod.cw-prod.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-29T14:04:48Z,2023-09-27T14:04:47Z,CN=content-prod.cw-prod.ecobee.com,content-prod.cw-prod.ecobee.com,content-prod.cw-prod.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0ae12804b8c09afc9e5fdeaa10e7cf9,e3a066b93ca5d6a6b991f62e9a5d90a1a5c24f8cb0419f2ad92623446a4347c9,ctls,content-prod.cw-prod.ecobee.com,google,443,https://content-prod.cw-prod.ecobee.com:443,https,text/plain,GET,35.188.57.128,/,-1669793162,35.188.57.128,HSTS,1,False,True,,,,,,,,,
contractor.hs-dev.ecobee.com,,415,,contractor.hs-dev.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T14:39:49Z,2023-10-12T14:39:48Z,CN=contractor.hs-dev.ecobee.com,contractor.hs-dev.ecobee.com,contractor.hs-dev.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9f1ea46e4f0058f0aa5f77d7d01be6ea,54c06e2d9222b93fdddc6a6fe20f37dd3bd42fa4f092070b55dd1f2acc4c4830,ctls,contractor.hs-dev.ecobee.com,google,443,https://contractor.hs-dev.ecobee.com:443,https,,GET,34.122.131.67,/,-1840324437,34.122.131.67,HSTS,1,False,True,,,,,,,,,
contractor.hs-prod.ecobee.com,,415,,contractor.hs-prod.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T19:29:21Z,2023-09-24T19:29:20Z,CN=contractor.hs-prod.ecobee.com,contractor.hs-prod.ecobee.com,contractor.hs-prod.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14d50c46a43134fc5c17cf148cafdaac,98158c8713b3735fdb207fb95356078527411a5c969df94d45f875b8f467a18f,ctls,contractor.hs-prod.ecobee.com,google,443,https://contractor.hs-prod.ecobee.com:443,https,,GET,34.122.131.67,/,-1840324437,34.122.131.67,HSTS,1,False,True,,,,,,,,,
contractor.hs-stage.ecobee.com,,415,,contractor.hs-stage.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-20T17:48:13Z,2023-10-18T17:48:12Z,CN=contractor.hs-stage.ecobee.com,contractor.hs-stage.ecobee.com,contractor.hs-stage.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,14d3a3c2f540af07e87d7f416099fee2,293da82877956d51022a2e2e8cf112ab128d2748f8428b36e74f4a64dc32506e,ctls,contractor.hs-stage.ecobee.com,google,443,https://contractor.hs-stage.ecobee.com:443,https,,GET,34.122.131.67,/,-1840324437,34.122.131.67,HSTS,1,False,True,,,,,,,,,
daapi-dev.op-prod.ecobee.com,,401,14,daapi-dev.op-prod.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-09T21:42:47Z,2023-09-07T22:36:21Z,CN=daapi.op-prod.ecobee.com,daapi.op-prod.ecobee.com,daapi-stage.op-prod.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,0713a2ada9d1bc1201651941b047861e,b763f85ba108abef1d3b4f1fafa84e5685061e9ebeb5d3812e1c4397720acec2,ctls,daapi-dev.op-prod.ecobee.com,google,443,https://daapi-dev.op-prod.ecobee.com:443,https,text/plain,GET,34.149.253.68,/,-266917193,34.149.253.68,HTTP/3,1,False,True,envoy,,,,,,,,
daapi-stage.op-prod.ecobee.com,,401,14,daapi-stage.op-prod.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-09T21:42:47Z,2023-09-07T22:36:21Z,CN=daapi.op-prod.ecobee.com,daapi.op-prod.ecobee.com,daapi-stage.op-prod.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,0713a2ada9d1bc1201651941b047861e,b763f85ba108abef1d3b4f1fafa84e5685061e9ebeb5d3812e1c4397720acec2,ctls,daapi-stage.op-prod.ecobee.com,google,443,https://daapi-stage.op-prod.ecobee.com:443,https,text/plain,GET,34.149.253.68,/,-266917193,34.149.253.68,HTTP/3,1,False,True,envoy,,,,,,,,
daapi.op-prod.ecobee.com,,401,14,daapi.op-prod.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-09T21:42:47Z,2023-09-07T22:36:21Z,CN=daapi.op-prod.ecobee.com,daapi.op-prod.ecobee.com,daapi-stage.op-prod.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,0713a2ada9d1bc1201651941b047861e,b763f85ba108abef1d3b4f1fafa84e5685061e9ebeb5d3812e1c4397720acec2,ctls,daapi.op-prod.ecobee.com,google,443,https://daapi.op-prod.ecobee.com:443,https,text/plain,GET,34.149.253.68,/,-266917193,34.149.253.68,HTTP/3,1,False,True,envoy,,,,,,,,
dam.hs-prod.ecobee.com,,404,21,dam.hs-prod.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-26T12:40:54Z,2023-09-24T12:40:53Z,CN=dam.hs-prod.ecobee.com,dam.hs-prod.ecobee.com,dam.hs-prod.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,aa63b4a4f6c80c4953f61758cea7f810,c2c4e7944edecc4899e4ab736fade1bf9e44951ea044e83770eaefd0e1b6820e,ctls,dam.hs-prod.ecobee.com,google,443,https://dam.hs-prod.ecobee.com:443,https,text/plain,GET,34.122.131.67,/,-1669793162,34.122.131.67,HSTS,1,False,True,,,,,,,,,
dam.hs-stage.ecobee.com,,404,21,dam.hs-stage.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T10:23:41Z,2023-08-31T10:23:40Z,CN=dam.hs-stage.ecobee.com,dam.hs-stage.ecobee.com,dam.hs-stage.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,97a2d91b10e4fe9bba5b4c25b90fb896,f643abe65c0e63b9b5d09fd49d43313387354567d942d0e00306d687c5cf5dda,ctls,dam.hs-stage.ecobee.com,google,443,https://dam.hs-stage.ecobee.com:443,https,text/plain,GET,34.122.131.67,/,-1669793162,34.122.131.67,HSTS,1,False,True,,,,,,,,,
developer.ecobee.com,ecobee API,200,6146,developer.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T00:00:00Z,2023-09-20T23:59:59Z,"CN=ecobee.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ecobee.com,ecobee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",09daea3cf919999032dc35eda5a79009,4eb9225ca8fcc6c9bff95236b01472d650ef77c530d95211c2a268f156dbb44a,ctls,developer.ecobee.com,cloudflare,443,https://developer.ecobee.com:443,https,,GET,104.22.4.186,/,-1669793162,2606:4700:10::ac43:48d,Lightbox,133,False,True,cloudflare,,,"Cloudflare, Inc.",https://developer.ecobee.com/home/developer/api/introduction/index.shtml,,,,
device-registry.pl-prod.ecobee.com,,404,74,device-registry.pl-prod.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T20:38:04Z,2023-08-28T21:29:36Z,CN=device-registry.pl-prod.ecobee.com,device-registry.pl-prod.ecobee.com,device-registry.pl-prod.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7904290473662c59a56fb5a45add7bcc,b975ac3a17a28516707b2c3bcfded320b32d2d785dd43a718a97cd77d304f836,ctls,device-registry.pl-prod.ecobee.com,google,443,https://device-registry.pl-prod.ecobee.com:443,https,text/plain,GET,34.102.232.23,/,-1446740353,34.102.232.23,HTTP/3,2,False,True,,,,,,,,,
device-registry.pl-stage.ecobee.com,,404,74,device-registry.pl-stage.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-05T17:04:55Z,2023-10-03T17:59:30Z,CN=device-registry.pl-stage.ecobee.com,device-registry.pl-stage.ecobee.com,device-registry.pl-stage.ecobee.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,449c1f3750bf7b5b5957a4b58b0398d3,49b43aef11d83253bff22d7423268c0b61fbb2e5ea55d11909ccde7bcea5f257,ctls,device-registry.pl-stage.ecobee.com,google,443,https://device-registry.pl-stage.ecobee.com:443,https,text/plain,GET,34.102.215.32,/,-1446740353,34.102.215.32,HTTP/3,2,False,True,,,,,,,,,
devices.score.ecobee.com,400 No required SSL certificate was sent,400,230,devices.score.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T08:42:17Z,2023-10-10T08:42:16Z,CN=devices.score.ecobee.com,devices.score.ecobee.com,devices.score.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dc1fa0ca091664ad18de11e2bf1559a1,e0d9eb74d4c851dde5e7fd2ad7e0dfc468f39de4ec947414c12b30ede4c12cc5,ctls,devices.score.ecobee.com,google,443,https://devices.score.ecobee.com:443,https,text/html,GET,35.188.57.128,/,272330885,35.188.57.128,,9,False,True,,,,,,,,,
docs.sb.ecobee.com,ecobee-sb-api,200,181770,docs.sb.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-04-29T23:59:59Z,"CN=docs.sb.ecobee.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",docs.sb.ecobee.com,docs.sb.ecobee.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",be0508969962e368a4a0e9b55d0fbf81,7cde2f4c9583cd5f87b4be86a4a795224fa162d73a52d51099fb553afed0bd56,ctls,docs.sb.ecobee.com,cloudflare,443,https://docs.sb.ecobee.com:443,https,text/html,GET,104.18.211.56,/,-1972962719,2606:4700::6812:d338,Heroku,227,False,True,cloudflare,,,"Cloudflare, Inc.",,,,,
dsi.op-prod.ecobee.com,Sign in - Google Accounts,200,608229,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://dsi.op-prod.ecobee.com:443,https,text/html,GET,34.149.47.152,/,-1287119039,34.149.47.152,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1710458695%3A1689912551287411&client_id=221802024912-pnchb1ul1k2n8jtgkq1m3ptgaqrft3mv.apps.googleusercontent.com&code_challenge=N9TOVdjzzzXsoncv07MfzGALxSuYaeddIlHtPxzH8eE&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F221802024912-pnchb1ul1k2n8jtgkq1m3ptgaqrft3mv.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAECYZyvMg8hEA39gcj0f2ph7loc-PLoODga536alKDiryqxANpRWkPqF2FRB8HujuaErVd87ahge069ADCp81JnPSIde5YBk8ie2kCvFqRnISfBhYfvpoBCg0yw7sB36CdnZBq1b14X-KFswZEQJi4UPEFCYT3bNgVNGx4daV8IDp8T_UOHC-msNvNJ3JWgtwkN_yarGlC6_G90wUckOWzbldUsSNLeM19y0KiqAAuU5d5i3ejk8Qog-s3n4Yc5YfOwxvms3O9-hnMoG7Q9mmZUCFH4Eugo_CxJX52VaJZo8Tiq52eXkxWyyhg8JjYiqTz2p5YjJzgS-JCSk0EgcBbCYX6Bn3qh8zAqWfVn5EXvftHGoiihwT7fxGNwrWpsPkadIagxVhxTxgot4M-01J0oRGJp_0DjSeIA6C5CznFZqLLmamJTvsfDVn_rzZ0Kgqoz-DyTXhZ1YPdbSlXYiAMjBTOkOmWOGUSHfGAEJBXThaXHExk3KNGwqG5S5EH4ohwXXvk_orlCr_KZpLrvu2ZvzyGO5AfH7jJQdWdG8u78QteeQKTMu4R3og1gQkgGDvMJkc2Ly2NC3Odb9H8uDqkY1gcUNOtALyCdx8sgrA-LWcE_VZh06aEWPgFQe_FrkFwCdUtPRcRfpf6LxjQfRM3VmGwObF9KUwzvBcSM_s_7SmWpasEo6-7uEcpvl64OOmhEI4-I_fKpFvh1NfwS8MNUHj7S9lPAp3u_isfA89siQP-K2qzaGhSmvXnBpCCaVf56ygi5ibzV9hZ8rNPsZo6ok0dG1TyCtC2kWGDzP-NAO09bPVGlFCmpRnxoHnUI84WwMi-oim5efED6wyP8VVZkjlRK7njT6DkjwbWEFMETTYxbqry5-uKCaiTlqGDMKoef_vGGWpZlJSMVRtiXo_Vda1yZY5shXH6h_DcSy4EM7-0mNnwfrRo6ovHxpI-qpmt21B2MeS_whFUykf6BHboTJuooBdo2miBtV4uhVog9cHbypPZMLpVmCr_pTJjS7bXw_pNgpgrN7htIkwLdqFcktlI&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANxH5DsVEtiOwSkRgLcYOr5se-OdOBzwsLyMUrpNrTgqaljw01su3ke8HEIOnbl6yLlB19r5N-mlqiiBKOvr6hr3lDQHxcrXjwsAXQmCZ3pbDFphWUbhkxqlHOwiuhFg4h4q7VxFF9xqBSX7u6j5ERYMIKPD7lq8jlRtuWGEWng2Tmhm8WbuBW5GkEUxTVhCerZn3Gv3IW8EPYmpTOa9K22NF89xMqHurai_6fUL9b0la8Jq6lRT6gscioCzCxVoXpdaGlaXq4bVmq8Votz_7MNTMX7YxNU1UlEGl7AQRBUTHzKTQsrbvBWTQiVUpJiM6Qly_mUIaz8-cVavZVz-qIbDdlxw8xke-7K6W45tXzq4EseZNyVsqsPf6evdV_cnmOqC5XI_O1mXOaoLOkvEl-diBDyTfJeJb2xFLAttvIIAoKBw0G1Xr7nEUpmtlR3ud8onY3jfGH6pRPTni3ep0MrSt0Sow%26as%3DS-1710458695%253A1689912551287411%26client_id%3D221802024912-pnchb1ul1k2n8jtgkq1m3ptgaqrft3mv.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxceWGgkdzkgpT8IG2vY2afc_yxRe3S2m17flxxgAW8hNG8DnLtq8qZM7x2XpatFe8UOKpUN49OQWbyHiA0rgXeroUZpk7w,True,,,
duo.ecobee.com,Login,200,1328,ecobee.login.duosecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=*.login.duosecurity.com,*.login.duosecurity.com,login.duosecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,71a24a502caba10110a38d3dd5e23db8,a37e89bd1815c8490c5d8d3d3ef8ce174483378a8f085f6b19690423c9d0dd07,ctls,ecobee.login.duosecurity.com,,443,https://duo.ecobee.com:443,https,text/html,GET,64.68.200.48,/,190856733,64.68.200.48,HSTS,30,False,,Duo/1.0,,,,https://ecobee.login.duosecurity.com/email_first?authkey=AS9GH2WEM3MFTZDPYTCJ&scid=f157b6cee998462ba66b1c833c8bcad1&req-trace-group=f9fcea29e6af4e2546b9e855,True,https://127.0.0.1:63100,,
ecobee.com,Smart Thermostats & Smart Home Devices | ecobee,200,506556,www.ecobee.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-02T11:10:08Z,2023-08-31T11:10:07Z,CN=www.ecobee.com,www.ecobee.com,www.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1e0846b56cbe4b2dbd3404784e3de37b,5aa22cdbeddadc94807240b67e51f8412040ea137444f7fbf479ba6f9ba125b5,ctls,www.ecobee.com,,443,https://ecobee.com:443,https,text/html,GET,216.220.52.140,/,-1835399835,216.220.52.140,webpack,140,False,,Netlify,,,,https://www.ecobee.com/en-us/,,,,
entitlement.hs-prod.ecobee.com,,404,21,entitlement.hs-prod.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-23T13:04:16Z,2023-08-21T13:04:15Z,CN=entitlement.hs-prod.ecobee.com,entitlement.hs-prod.ecobee.com,entitlement.hs-prod.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3403f9ce7209e5957263fe373b3495b2,58ce8af2023ecf705244aac460372aeceeafb9d4382dd1e47afbc74c3b6a63a7,ctls,entitlement.hs-prod.ecobee.com,google,443,https://entitlement.hs-prod.ecobee.com:443,https,text/plain,GET,34.122.131.67,/,-1669793162,34.122.131.67,HSTS,1,False,True,,,,,,,,,
entitlement.hs-stage.ecobee.com,,404,21,entitlement.hs-stage.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-20T17:50:38Z,2023-10-18T17:50:37Z,CN=entitlement.hs-stage.ecobee.com,entitlement.hs-stage.ecobee.com,entitlement.hs-stage.ecobee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e7da137407c3e4878642772200896b07,c786b17cd238e5904d1e15b76cf3592968ef7fb1ab260cdb28ba64f3c475520c,ctls,entitlement.hs-stage.ecobee.com,google,443,https://entitlement.hs-stage.ecobee.com:443,https,text/plain,GET,34.122.131.67,/,-1669793162,34.122.131.67,HSTS,1,False,True,,,,,,,,,
es.ecobee.com,Sign in - Google Accounts,200,595756,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://es.ecobee.com:443,https,text/html,GET,35.232.133.231,/,1897767591,35.232.133.231,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Facr_values&dsh=S1292482718%3A1689912633257850&access_type=offline&approval_prompt=force&client_id=122682787705-m6mvppouuaotqdd14uc2blatu72o6i5p.apps.googleusercontent.com&o2v=1&redirect_uri=https%3A%2F%2Fes.ecobee.com%2Foauth2-infra%2Fcallback&response_type=code&scope=profile+email&service=lso&state=7f0f1327eb60de1587f779f0671f5a7d%3A%2F&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAM8MMDxxscUafxzLRKShbA1E68rjmUHR4PAHVaoEwOV37n0kPYkqXat4igRqbBYS9VSKMNCamHNW9QO4aTontxpDSfXGUYwTXuk5Iq2YLgBbk5z5XgIVHavawFqXNO3_bespihFEkjtNPum4lanoZoxcuqqoVKbVpZtI48CVmEfLf3k9zBwWE7fzLlG1P-A9JauspdwMbbCcwVhw0JmXXddjSAnTfawf75SqS3Enqqi97PhB_l-jg_WXUGGpthVFIu99h5MPDmmNtqsWAvgfTAyNfSkJBJrbsb0CCPq4DAdBA35GOb3Z6ZbsdqqmHRIcAeMI75YGrXYInuJBGoqjUkvm8cfT02t1Pmx0Guv6ld1mDg4YM7Tm1bqt-zXkU3qVa9T-uEzAMrrTfq1Gvo5bTQd-lVW84Pj6Bda8ASCzct1EHqqR2zdXJAE9zJRSTUfMQ823v4PU-PXU5ZY0I7b8vkKE4L3GA%26as%3DS1292482718%253A1689912633257850%26client_id%3D122682787705-m6mvppouuaotqdd14uc2blatu72o6i5p.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fes.ecobee.com&rart=ANgoxcefl8uvx-_ITCJshgHO15jrW5z9IyJXkW5rN_Tv9klOac2p9s5zC8ENA_D61ye19ixfwlF3WbBnY6SQ3h2qg0xUNEi4xA,True,,,
es.stage.ecobee.com,Sign in - Google Accounts,200,595774,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T08:24:31Z,2023-09-25T08:24:30Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,de4b9c98530e55feba72a4b39c3a0c79,d1eba1767bf6f805da19ee0576898a3867fbcd05803643a12aa6f12c457d08e7,ctls,accounts.google.com,google,443,https://es.stage.ecobee.com:443,https,text/html,GET,35.224.188.0,/,-595778542,35.224.188.0,HTTP/3,76,False,True,ESF,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Facr_values&dsh=S269476913%3A1689912633303334&access_type=offline&approval_prompt=force&client_id=925350488717-l65337q6eogpvnkidbfacmt39ah8t242.apps.googleusercontent.com&o2v=1&redirect_uri=https%3A%2F%2Fes.stage.ecobee.com%2Foauth2-infra%2Fcallback&response_type=code&scope=profile+email&service=lso&state=f646e1f9b44ade706de6f005bad60875%3A%2F&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAM5Uxaw3mihuRfOdo1fkybtn4C7K9nliIiOmLU2Op2OfZpFU2GwUWwXc62fgGPaf6xaYd7TDidMHCl6gKTUk5b02q-OmP3njDCmt2X5LhfOdWMug9BAG_LxrW0rmAV0jCYhyl08TZh5tjlWZLWZuzmMSNPlac-p15UeH_iZ3c5t4z7E0OBMP0DMm7sgCwLpyDEHydqv_RLMRVA1JK5YPN_BYSsrPVYXljVS79L_6ORClOWquN1YhvBKy6KE45o4BxjXYurfFu8iZMQ7H6J11xcf05ZHL6EL5n8vH_HMDsI5zhoTRi5QWvaBMhEFsIgcCtAGTe8a9edlVSj3l83p9RQ4IrzR-WJ2Y5aon_N_8UTSdf6onoomFAr-eXg_aCZGKLsBfwvYvlPFgyH_KZaqZ4RXBV0m8uHiAPfgao9Q1HOBNOdHoKpvBuHHGhZ9xB8MqWpaFsHPpafk8WHZ_DPrTzf2ngUFeQ%26as%3DS269476913%253A1689912633303334%26client_id%3D925350488717-l65337q6eogpvnkidbfacmt39ah8t242.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fes.stage.ecobee.com&rart=ANgoxcdvKtiqAHxqyIVfoSLTL_3HnF6A__C5NSR3xYWERozuJgCsKXy8kTBxruwmwOOllrSZxOIMY3xkhuMvuy3HQRQ9di9q2A,True,,,
eva.ecobee.com,,403,23,eva.ecobee.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-25T23:59:59Z,CN=eva.ecobee.com,eva.ecobee.com,www.eva.ecobee.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,eaf5aae5b76db9f9e6e76a8ae33d8118,c061f4f382747842262cb252717e37c120bed55247761b0d740658b35cc41de3,ctls,eva.ecobee.com,,443,https://eva.ecobee.com:443,https,application/json,GET,54.211.58.27,/,968070783,54.164.238.2,Amazon Web Services,1,False,,,,,,,,,,
events.ecobee.com,400 No required SSL certificate was sent,400,230,events.ecobee.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-07T13:15:08Z,2025-06-05T19:03:53Z,"CN=events.ecobee.com, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",events.ecobee.com,home-monitor.ecobee.com,"CN=Home Intermediate, OU=Home Monitoring, O=ecobee Technologies ULC, L=Toronto, ST=Ontario, C=CA",Home Intermediate,ecobee Technologies ULC,6d2d345733fcc0c3378082ef2e72ba03,dbd7314436e3ea9fe5995b4d9a7a1ed0da9d9e9370c38c19fdfa521277466a39,ctls,events.ecobee.com,google,443,https://events.ecobee.com:443,https,text/html,GET,34.173.20.6,/,272330885,34.173.20.6,,9,False,True,,,,ecobee Technologies ULC,,,,,
