input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
autodiscover.ivanti.com,Sign in to Outlook,200,39387,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,80,http://autodiscover.ivanti.com:80,http,,text/html,GET,52.97.189.72,/,-1249852061,2603:1026:c0d:70::8,HSTS,95,False,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=b3bcd4df-4ea0-bc99-1570-ca09f54acc4c&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=ivanti.com&nonce=638254183100647652.a540a4b8-7632-47da-8ce1-067548b33208&state=DYtBDoMgEACh_sUbusACezG-ZQUOJLUkVun3u4eZy2S0UmoSXoIGkUrRkwtoyVuAiCkGt3BAYDzISHQGU2FDuVoDMQWkw3sHpOWd1_7jdb8qv8-tDf7cbcn9nEfZ-Ll7ad_cR73-,,
blog.ivanti.com,Blog | Ivanti,200,19870,www.ivanti.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",*.ivanti.com,"Ivanti, Inc.",ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,820d4f3e2b0fcc02413ea8405358ce58,d3b5a1e9df9a88f92f38b3b1ac3fd4ae2c880dd66cfc3a4ad8d06d8fcf4be2c1,True,ctls,www.ivanti.com,cloudflare,443,https://blog.ivanti.com:443,https,cloudflare,text/html,GET,104.17.138.107,/,-1171069591,2606:4700::6811:8a6b,Handlebars,424,False,True,,https://www.ivanti.com/blog,https://dash.cloudflare.com,
bng-ics-gw1.ivanti.com,Ivanti Connect Secure,404,4157,bng-ics-gw1.ivanti.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=bng-ics-gw1.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",bng-ics-gw1.ivanti.com,"Ivanti, Inc.",bng-ics-gw1.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8ffde98d338710bcd3c43c430392733a,dae1c9d6a7ffbc667e5c5c16b0b820e6e4025456190ea83cf2e3d5dc7c7c5b6f,,ctls,bng-ics-gw1.ivanti.com,,443,https://bng-ics-gw1.ivanti.com:443,https,,text/html,GET,14.97.95.237,/,716684477,2403:8600:80c0:61::f,HSTS,124,False,,,,,
bng-ics-gw3.ivanti.com,Sign in to your account,200,38638,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://bng-ics-gw3.ivanti.com:443,https,,text/html,GET,14.97.95.254,/,-1574356813,14.97.95.254,HSTS,95,False,,,https://login.microsoftonline.com/e5208e76-dd12-47f0-9541-c9b45afaffe6/saml2?SAMLRequest=rZJRb5swFIX%2FCvK7wRhIihUyZY2mRurWKMn60JfJmAu1BNfUNun67wuk07qXPlR79vG53zn3rpzs2l5sBv%2BIB3gawPngd9eiE%2FNDQQaLwkinnUDZgRNeiePm%2B63gIRO9Nd4o05Jg4xxYrw1eG3RDB%2FYI9qwV%2FDzcFuTR%2B96JKCqxoVo52jwnoT5L9DpUposqiZKijOTIEE1TqXozCVWjSbAdmTTKyf2vV2sajWGnlTXO1N5gqxFmO8g4u4LlglZVzGm6rBnNszSmKi%2FTTNayrmExj%2BEk%2BGasgjl7QRgJdtuC%2FKqqss7LMmOJSiVnMUvzq6WKkwWkScoX8ShzboAdOj9GKAhnPKFsSTk7MS6yWKT5Awn2b9V81VhpbD7usbyInLg5nfZ0f3c8zQZnXYH9Mao%2FUSFg1RuNfqrwS1%2B4fuS%2BB%2BvmEseZZL2adGLOYt%2Bt%2FGNS%2BWfPZP0fkFbRO4YLUC%2BmwLvt3rRavQSbtjXP1xakH0uISbS%2BfPn3YNev&RelayState=https%3A%2F%2Fbng-ics-gw3.ivanti.com&SigAlg=http%3A%2F%2Fwww.w3.org%2F2000%2F09%2Fxmldsig%23rsa-sha1&Signature=FCVdNZewXLRdw60bDKRWmWtb%2BSiRa%2BRX7Lq9ED9tKuwL5clBbgRxls6UUReXEpUcK4yLm6mABbGp6jf%2BxtjRrNU5HvkNg7KjZ3x9aHKejrTDc3%2B49W5d6ymphwHZzC9%2FLIEh%2Fvk5Bp4lBtjEn9lmFBRN3xnBVJbuEnphRewHel1%2BNzo4BHMoTpar%2BVtiHc8FaSKB59n%2BgEYfXRzyNVf0ByiOJSPU5tTNaJXVStYzSnXwz%2FYyh4yIa%2BD9qJs0kqUtYG2BHk8Gj8L7L4k0ooHpvldw%2FGXaro8t9Hhvv4odgMdXFcjjb6GBWI4lL5jB3ZFR4qqzqoY3H4UKadzNEOhECQ%3D%3D,,
bng-ics-secure-gw.ivanti.com,Login,200,5034,bng-ics-secure-gw.ivanti.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=bng-ics-secure-gateway.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",bng-ics-secure-gateway.ivanti.com,"Ivanti, Inc.",bng-ics-secure-gw.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6577a68df367f185558fa35891e3ea5c,88e76fd3780793f78f708753744bc3fa23e3fc77f438a61306e5d46e33a6ae29,,ctls,bng-ics-secure-gw.ivanti.com,,443,https://bng-ics-secure-gw.ivanti.com:443,https,,text/html,GET,14.97.95.248,/,-826960788,14.97.95.248,HSTS,128,False,,,https://bng-ics-secure-gw.ivanti.com/dana-na/auth/url_default/welcome.cgi,,
bng-vpn-stage.ivanti.com,Sign in to your account,200,38567,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,,443,https://bng-vpn-stage.ivanti.com:443,https,,text/html,GET,14.97.6.229,/,-1542267941,14.97.6.229,HSTS,95,False,,,https://login.microsoftonline.com/e5208e76-dd12-47f0-9541-c9b45afaffe6/saml2?SAMLRequest=rZJBj9MwEIX%2FSuS7E8ckKbWaorIVotIC1bbsgQtynEnWUjIOHqfAvydJd8Vy%0A2QPas5%2FfvPfNbEj33aB2Y3jAO%2FgxAoXoV98hqeWhZKNH5TRZUqh7IBWMOu0%2B%0A3SoZCzV4F5xxHYt2ROCDdXjjkMYe%2FAn8xRr4endbsocQBlJJUmHLLwNyCrqF%0A2F40Bhsb1ye1Rs1RJ3pKkcxzuXm0iU1rWbSfUlnUs%2F9ft861FuPeGu%2FINcFh%0AZxEWO8ileAurgtd1Knm2agRf51nKzbrKct3opoFiGSNZ9MF5A0v7kgkWHfYl%0A%2B14VIPN8LWBVZUIXhTBSQwOyXoM0VZ1NMqIRDjgVwVAyKeQbLlZcirOQKk9V%0ALr%2Bx6PgI573F2mL7MsnqKiL18Xw%2B8uOX03kxuNga%2FOdJ%2FV8QAevBWQwzxHdD%0ASUPKonvwtGCcprLtZtappY1%2FtvaXs%2BqnXbPtq4TaJM9SXCMNai592B9dZ83v%0AaNd17ueNBx0mEClLttcv%2F57t9g8%3D%0A&RelayState=https%3A%2F%2Fbng-vpn-stage.ivanti.com,,
bp.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1612,bp.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1970-01-01T00:00:00Z,2030-01-07T17:27:06Z,"CN=bp.csa.ivanti.com, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Copyright (C) 2020\, Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20230109172706, dnQualifier=20230109172706",bp.csa.ivanti.com,"Copyright (C) 2020, Ivanti, Inc.",bp.csa.ivanti.com,"CN=Cloud Services Appliance, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20210917201118, dnQualifier=20210917201118",Cloud Services Appliance,"Ivanti, Inc.",1a26733dfde156c27f92e1ac326b3fa5,4786b34ff593ffc5d0208d5dbda553a92dfced7bcfd58d70e90729351130060b,,ctls,bp.csa.ivanti.com,,443,https://bp.csa.ivanti.com:443,https,,text/html,GET,34.248.197.85,/,-1703592683,34.248.197.85,,50,False,,,,,
bp2.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1616,bp2.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,1970-01-01T00:00:00Z,2030-01-07T17:55:49Z,"CN=bp2.csa.ivanti.com, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Copyright (C) 2020\, Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20230109175549, dnQualifier=20230109175549",bp2.csa.ivanti.com,"Copyright (C) 2020, Ivanti, Inc.",bp2.csa.ivanti.com,"CN=Cloud Services Appliance, OU=Copyright (C) 2020\, Ivanti\, Inc., O=Ivanti\, Inc., L=South Jordan, ST=Utah, C=US, dnQualifier=20220106175234, dnQualifier=20220106175234",Cloud Services Appliance,"Ivanti, Inc.",fb4e7af9ce65abfc159aefe8c30ce702,8c0221c85aad5c83963c6a0fa7d92325accb4703bf09d0c3da554b3a22ed22ed,,ctls,bp2.csa.ivanti.com,,443,https://bp2.csa.ivanti.com:443,https,,text/html,GET,34.254.118.24,/,-1703592683,34.254.118.24,,50,False,,,,,
brk.vpn.ivanti.com,,200,315,brk.vpn.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=uk.vpn.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",uk.vpn.ivanti.com,"Ivanti, Inc.",uk.vpn.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b661b90c140d2ddc1bc9879019168ba2,497cf94ba5dd20e23c38402e2db44569bdc401bfd653f55e916ce67f7c2d3cbe,,ctls,brk.vpn.ivanti.com,,443,https://brk.vpn.ivanti.com:443,https,,text/html,GET,185.115.118.4,/,-1840324437,185.115.118.4,HSTS,9,False,,True,,,
capita2.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1632,capita2.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=capita2.csa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",capita2.csa.ivanti.com,"Ivanti, Inc.",capita2.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3c4b976ada5b98d96fdb458ff3e109e3,4ded0fc3dc48bed91de6842161f0fb8a542215b56dfe417a9b1af26af00492f3,,ctls,capita2.csa.ivanti.com,,443,https://capita2.csa.ivanti.com:443,https,,text/html,GET,52.209.120.192,/,-1703592683,52.209.120.192,,50,False,,,,,
capita3.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1632,capita3.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=capita3.csa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",capita3.csa.ivanti.com,"Ivanti, Inc.",capita3.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fcbbffc83d0d20d87f9d8e1a3f803007,ec04ce0dffa1c33cc214d59670a8277c62efe5c13dbe39cf9043f725b50040b8,,ctls,capita3.csa.ivanti.com,,443,https://capita3.csa.ivanti.com:443,https,,text/html,GET,34.252.19.255,/,-1703592683,34.252.19.255,,50,False,,,,,
capita4.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1632,capita4.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=capita4.csa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",capita4.csa.ivanti.com,"Ivanti, Inc.",capita4.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f18012c24b9a3638405d0cf95d3984da,e058d3fc3498ecd82df6b569f33ec391ec6024f6daa24c699abb8a4d58e0d09f,,ctls,capita4.csa.ivanti.com,,443,https://capita4.csa.ivanti.com:443,https,,text/html,GET,52.16.54.210,/,-1703592683,52.16.54.210,,50,False,,,,,
capita5.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1632,capita5.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=capita5.csa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",capita5.csa.ivanti.com,"Ivanti, Inc.",capita5.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9611dac4d572c5e963b044bd59f23cff,715b873500fb3dccf4cad10cdc0e5e92f975910c9e4ff5fb8c801ee16a18924e,,ctls,capita5.csa.ivanti.com,,443,https://capita5.csa.ivanti.com:443,https,,text/html,GET,34.249.21.144,/,-1703592683,34.249.21.144,,50,False,,,,,
capita6.csa.ivanti.com,Ivanti(R) Cloud Services Appliance,200,1632,capita6.csa.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T00:00:00Z,2023-12-05T23:59:59Z,"CN=capita6.csa.ivanti.com, O=Ivanti\, Inc., ST=Utah, C=US",capita6.csa.ivanti.com,"Ivanti, Inc.",capita6.csa.ivanti.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c56d901fd687eee6614d9bbfd121d77c,7cb4a274b0fcd940d02286ed6fb47b399610dc8887eb92cd0f0251ee7aa50ab1,,ctls,capita6.csa.ivanti.com,,443,https://capita6.csa.ivanti.com:443,https,,text/html,GET,34.240.162.27,/,-1703592683,34.240.162.27,,50,False,,,,,
cdn1.ivanti.com,Not Found,404,315,cdn1.ivanti.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2015-03-13T00:00:00Z,2018-07-11T12:00:00Z,"CN=*.landesk.com, O=LANDesk Software Inc, L=South Jordan, ST=Utah, C=US",*.landesk.com,LANDesk Software Inc,patchbej.landesk.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,cb2bc29c7c6f6936cc8146b26cd0c6bc,46079bdc28e2bab733ca5f806cc3787be2fcd32da7855e00d3479f6ca8ba80d2,True,ctls,cdn1.ivanti.com,,443,https://cdn1.ivanti.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,67.199.253.150,/,225052475,67.199.253.150,Microsoft HTTPAPI:2.0,7,False,,True,,,True
