input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,csp_domains_
affiliate.myfitnesspal.com,Affiliate Partners,200,72212,affiliate.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T06:16:49Z,2023-08-09T06:16:48Z,CN=affiliate.myfitnesspal.com,affiliate.myfitnesspal.com,,affiliate.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fa7cdb69c0d29d2df4ac9d2aba6b4d72,97412df4660b7c3e126c626fe42ada5d68228f230fcada36b6fb58a030320a8c,ctls,affiliate.myfitnesspal.com,cloudflare,443,https://affiliate.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,HSTS,851,False,True,,,,,
affiliateprogram.myfitnesspal.com,Affiliate Partners,200,105363,affiliateprogram.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T11:06:45Z,2023-08-09T11:06:44Z,CN=affiliateprogram.myfitnesspal.com,affiliateprogram.myfitnesspal.com,,affiliateprogram.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ccf85d7d10c0b7b36b8eef656c95a601,3bf90e0dd49363e820b4138fec6bc15442acb9706088a63707e2204c4ed3c5a4,ctls,affiliateprogram.myfitnesspal.com,cloudflare,443,https://affiliateprogram.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,HSTS,1105,False,True,,,,,
affiliateqa.myfitnesspal.com,Affiliate Partners,200,37513,affiliateqa.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T08:44:26Z,2023-08-09T08:44:25Z,CN=affiliateqa.myfitnesspal.com,affiliateqa.myfitnesspal.com,,affiliateqa.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92b025b99d717eaaa6e4b0158f7dd538,0f53fd8b177d416f5cb9a02254400276e8fa91489f4223ef77cf8e0b2c7c1ce6,ctls,affiliateqa.myfitnesspal.com,cloudflare,443,https://affiliateqa.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,416,False,True,,,,,
api-connect.underarmour.com,403 Forbidden,403,548,api-connect.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-27T23:59:59Z,CN=connect.underarmour.com,connect.underarmour.com,,api-connect.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2e0993cbbd09141928c6775e495f8f90,6d8097b93f30b2c61acf7d7a954b28a7d46cec8c1c21d7ee34bc0eb77fb4180a,ctls,api-connect.underarmour.com,,443,https://api-connect.underarmour.com:443,https,nginx,text/html,GET,52.8.106.246,/,566218143,52.9.112.122,Nginx,14,False,,,,,,
api-gw.underarmour.com,403 Forbidden,403,520,api-gw.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=api-gw.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",api-gw.underarmour.com,"Under Armour, Inc.",api-gw.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3ec57d11faf1239dbebc7fec01d85b8a,dffe6a702d74a4523c07b49c652221628214deca8b3be5339e4771292649e7f0,ctls,api-gw.underarmour.com,,443,https://api-gw.underarmour.com:443,https,,text/html,GET,52.205.125.181,/,-115358342,184.72.76.243,HSTS,13,False,,,,,,
api.mapmyfitness.com,Map your runs,200,38944,api.mapmyfitness.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,api.mapmyfitness.com,cloudfront,443,https://api.mapmyfitness.com:443,https,,text/html,GET,99.86.4.59,/,566218143,99.86.4.111,HSTS,1044,False,True,True,True,,,
api.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,493492,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,cloudfront,443,https://api.myfitnesspal.com:443,https,,text/html,GET,13.225.78.8,/,33983877,2600:9000:21f3:1e00:1e:f4a8:3140:93a1,HSTS,1,False,True,,True,,https://www.myfitnesspal.com/,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod
api.shop.ua.com,,404,21,api.shop.ua.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T18:12:37Z,2023-08-01T18:12:36Z,CN=*.ecm-external.us.ua.dev,*.ecm-external.us.ua.dev,,*.shop.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c8110edb5e8aaf1a16b6d8bfcf69c22f,c1073f486761f8894bf756d0841bbc34e626b4c5e409929d8730626e9e665034,ctls,api.shop.ua.com,,443,https://api.shop.ua.com:443,https,,application/json,GET,3.208.235.86,/,1450587354,34.229.5.206,HSTS,1,False,,,True,,,
api.ua.com,Map your runs,200,38944,api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T00:00:00Z,2024-06-06T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f59d672cefc6b7b99571046d7f555bf5,04a049c2d88f45e3ef08be5a54c5ba5f29d45119da981a31f375f4353a87e44d,ctls,api.ua.com,cloudfront,443,https://api.ua.com:443,https,,text/html,GET,99.86.4.111,/,566218143,99.86.4.19,HSTS,1044,False,True,True,True,,,
apphouse.underarmour.com,,200,47475,apphouse.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-12T00:00:00Z,2024-05-12T23:59:59Z,"CN=apphouse.underarmour.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",apphouse.underarmour.com,Microsoft Corporation,apphouse.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e21ab66a3e91e1182c840f9a383450ec,8a91f527f7c1d4ecfc5b7dee56100f10fbd700bbc0c62187dc31844de7d55d02,ctls,apphouse.underarmour.com,,443,https://apphouse.underarmour.com:443,https,,text/html,GET,13.107.246.45,/,-1840324437,2620:1ec:4f:1::45,HSTS,187,False,,,,,https://apphouse.underarmour.com/Citrix/StoreWeb/,https://js-agent.newrelic.com
apps.myfitnesspal.com,Calorie Counter & Diet Tracker by MyFitnessPal on the App Store on iTunes,200,41147,,,,,,,,,,,,,,,,,,,,80,http://apps.myfitnesspal.com:80,http,AmazonS3,text/html,GET,52.216.9.90,/,-1161798931,52.217.226.29,Amazon Web Services,509,False,,,,,,
apps.vaccinetemperature.underarmour.co.uk,Under Armour,410,418891,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://apps.vaccinetemperature.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,-48859945,204.74.99.103,Varnish,5953,False,,,,,https://www.underarmour.com/shop/uk/en/,https://studio.first.sandbox.ua.coremedia.cloud
archives.underarmour.com,Coming Soon page,200,201,,,,,,,,,,,,,,,,,,,,80,http://archives.underarmour.com:80,http,Apache/2.4,text/html,GET,98.129.229.53,/,-767709003,98.129.229.53,Apache:2.4,12,False,,,,,,
armourhouse.ua.com,Under Armour Wholesale,200,27701,armourhouse.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T11:57:53Z,2023-07-27T11:57:52Z,CN=armourhouse.underarmour.com,armourhouse.underarmour.com,,armourhouse.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f7fe12abe74f35f505be8f00f4f1ebe6,99c49adf4057063c7a65d05c6bc8fdbf88a94c8ceb00ad9636bd87bc8f7369e8,ctls,armourhouse.underarmour.com,,443,https://armourhouse.ua.com:443,https,,text/html,GET,96.45.82.74,/,-2105697600,96.45.83.195,HTTP/3,1,False,,,,,https://armourhouse.underarmour.com,
armourhouse.underarmour.com,Under Armour Wholesale,200,27701,armourhouse.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T11:57:53Z,2023-07-27T11:57:52Z,CN=armourhouse.underarmour.com,armourhouse.underarmour.com,,armourhouse.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f7fe12abe74f35f505be8f00f4f1ebe6,99c49adf4057063c7a65d05c6bc8fdbf88a94c8ceb00ad9636bd87bc8f7369e8,ctls,armourhouse.underarmour.com,google,443,https://armourhouse.underarmour.com:443,https,,text/html,GET,35.241.48.201,/,-2105697600,35.241.48.201,HTTP/3,1,False,True,,,,,
armouru2.underarmour.com,Armour U²,200,3613,armouru2.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-27T14:22:53Z,2024-01-04T12:16:42Z,CN=armouru2.underarmour.com,armouru2.underarmour.com,,www.armouru2.underarmour.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d95310920f7aca464d0a1205c6cd38dd,290849b126dc386ce689776645f08f3019410ae19b644fdd5c73bf2668eda7d1,ctls,armouru2.underarmour.com,,443,https://armouru2.underarmour.com:443,https,Microsoft-IIS/10.0,text/html,GET,20.119.8.27,/,-1840324437,20.119.8.27,Windows Server,83,False,,,,,,
armouru2cdn.underarmour.com,,400,351,armouru2cdn.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T14:22:17Z,2024-01-04T12:16:41Z,CN=armouru2cdn.underarmour.com,armouru2cdn.underarmour.com,,www.armouru2cdn.underarmour.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",7379c5ce37c1c1779db28705cbcc0caf,cc611633a3510825c8bdcd204d3cca33bbf6efcb175fbb2e285a29461c768bea,ctls,armouru2cdn.underarmour.com,,443,https://armouru2cdn.underarmour.com:443,https,keycdn-engine,application/xml,GET,185.172.148.132,/,1652587006,2a0b:4d07:102::1,KeyCDN,3,False,,,,,,
aseel.myfitnesspal.com,MyFitnessPal X Aseel Soueid,200,38512,aseel.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T06:41:32Z,2023-08-08T06:41:31Z,CN=aseel.myfitnesspal.com,aseel.myfitnesspal.com,,aseel.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dfd6e52aa25326b2de202e4f20a4980c,84980df15f7018ae9f2cb310c1722b2d44436929b6f556e428ee5bc7e9bb21a9,ctls,aseel.myfitnesspal.com,cloudflare,443,https://aseel.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,True,,,,,
assets.mapmywalk.com,,404,21,assets.mapmywalk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,ctls,assets.mapmywalk.com,cloudfront,443,https://assets.mapmywalk.com:443,https,nginx/1.13.12,text/plain,GET,18.66.92.170,/,-1669793162,18.66.92.221,Nginx:1.13.12,1,False,True,True,True,,,
assets.myfitnesspal.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://assets.myfitnesspal.com:80,http,CloudFront,text/html,GET,13.225.78.18,/,-2128969309,2600:9000:21f3:400:1e:f4a8:3140:93a1,Amazon Web Services,20,False,True,,,,,
assets.ua.com,,403,243,assets.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T00:00:00Z,2024-04-10T23:59:59Z,CN=assets.ua.com,assets.ua.com,,assets.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1cf454e0036c7c2af68d0e0a5e810a5d,12896d0539bb6ef516252d420f027f4f8f1b78a3996a41914156e0d9fe31b398,ctls,assets.ua.com,cloudfront,443,https://assets.ua.com:443,https,AmazonS3,application/xml,GET,18.66.97.61,/,583899862,2600:9000:2396:e600:1d:83a3:2700:93a1,Amazon Web Services,2,False,True,,,,,
author-santander-uk-assets-stage-2.underarmour.co.uk,Under Armour,410,418882,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://author-santander-uk-assets-stage-2.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,1355933994,204.74.99.103,Varnish,5954,False,,,,,https://www.underarmour.com/shop/uk/en/,https://first.sandbox.ua.coremedia.cloud
autodiscover.mapmyfitness.com,Sign in to Outlook,200,198184,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,,80,http://autodiscover.mapmyfitness.com:80,http,,text/html,GET,52.98.171.248,/,,2603:1026:c0d:807::8,HSTS,174,False,,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=11b5d0d1-7cd5-b314-e30a-06cdef55a2e3&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=mapmyfitness.com&nonce=638198298286870611.26cdf9ce-61a3-4f76-9244-9d21281117a7&state=DYvLCsMgEAC1-ZeeapLdyKqHkG9ZfECg1hLTlP59F2bmNlopNYg3Uc8S5WjxEDwKnrybCWBEiqmEmA0BL8YWRyagtSYkBPQA4NhpeR9T-_K0HZmfda38rr-yn6_c-xhbvV9p5c_Z0t5ju_LxBw,
