new,host,ttl,a,soa,status_code,cname,cdn,cdn-name,aaaa,ns,txt,mx,caa
[x],email.mcdelivery.co.in,300,,"{'name': 'mailgun.org', 'ns': 'ns-586.awsdns-09.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'mailgun.org', 'ns': 'ns-586.awsdns-09.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,mailgun.org,True,google,,"ns-586.awsdns-09.net, ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk",,"mxa.mailgun.org, mxb.mailgun.org","digicert.com, letsencrypt.org, ;"
[x],images.mcdelivery.co.in,300,64.185.181.238,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],js.mcdelivery.co.in,300,64.185.181.238,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],locateme.mcdelivery.co.in,300,"216.239.38.21, 216.239.32.21, 216.239.36.21, 216.239.34.21","{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,True,google,"2001:4860:4802:34::15, 2001:4860:4802:32::15, 2001:4860:4802:38::15, 2001:4860:4802:36::15",,,,
[x],m.mcdelivery.co.in,300,115.112.224.206,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],mcdelivery.co.in,60,"65.1.46.244, 13.232.90.142, 3.6.250.20","{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"etienne.ns.cloudflare.com, melissa.ns.cloudflare.com","google-site-verification=s3kgHKliko3-_pnAZVAsgwvrqHpcsXAtdF-4S9neUWo, v=DMARC1; p=none; rua=mailto:noreply@mcdelivery.co.in, v=spf1 include:mailgun.org ~all, \""google-site-verification=TecJr2EcPi-NE7wTp6HLb65ITZvoeZUZ2cdCE3tfqaM\"", \""google-site-verification=_iBH1wBHyuzsJua6vAu4y6uFMTVcSJI0pa8gMgEayg8\"", \""google-site-verification=s3kgHKliko3-_pnAZVAsgwvrqHpcsXAtdF-4S9neUWo\"", _globalsign-domain-verification=IpjGVuPPHBPyjAQxOA_rub9wUPsRyDxcK6ypcxoDTv, google-site-verification=TecJr2EcPi-NE7wTp6HLb65ITZvoeZUZ2cdCE3tfqaM, google-site-verification=_iBH1wBHyuzsJua6vAu4y6uFMTVcSJI0pa8gMgEayg8",,
[x],msite.uat.mcdelivery.co.in,300,115.112.226.57,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],oms.mcdelivery.co.in,300,"18.173.205.64, 18.173.205.9, 18.173.205.37, 18.173.205.18","{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,d1pylbohiocjhq.cloudfront.net,True,cloudfront,,,,,
[x],restaurants.mcdelivery.co.in,170,168.128.152.129,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],services.mcdelivery.co.in,300,115.112.224.207,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
[x],services.uat.mcdelivery.co.in,300,182.76.136.180,"{'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mcdelivery.co.in', 'ns': 'etienne.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355847059, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
