input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,cdn_name,cdn,tls_expired,tls_self_signed,tls_mismatched,csp_domains_,final_url
ans-stg-devops-eks.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-devops-eks.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,2024-04-26T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,e2e480a9bbbd5b2f6abe2b3b13c0e09e,1e71441a8fbb7184628ba950b2053337e146cd9fe5bee4334fb7d10b9c807c2c,,ctls,ans-stg-devops-eks.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-devops-eks.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg-devops.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-devops.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,2024-04-30T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,a4f50232ac7bedce3ec1f4378ebaad50,ba5921825e7bb9113ef5b4123a8215eea9c8e66d01861a13ea5d98502247e447,,ctls,ans-stg-devops.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-devops.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,Aruba Notification System,200,1127,ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-10T04:14:20Z,2023-09-08T04:14:19Z,CN=ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89479efe962376ddc22652721ebf8771,e4150210d139372463ca7a46ac4c9e26c0f8e881d33ed41e6ceff432e78f4e01,,ctls,ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-hotfix-5-8-0.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/html,GET,54.177.224.32,/,-1919930871,54.193.199.202,22,False,,Nginx:1.21.6,,,,,,,
ans-stg-load.develop.k8s-stg.getaws.arubanetworks.com,,404,21,ans-stg-load.develop.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:17:30Z,2024-04-17T10:17:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b7f0dd1741c6f8713eda21150460ae7f,ee16886ad84bae50912d40889c8d00e922e98a312b7b4654d728714ba1acef0d,,ctls,ans-stg-load.develop.k8s-stg.getaws.arubanetworks.com,443,https://ans-stg-load.develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,/,-1669793162,54.177.145.51,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
ans-stg-nov-qe.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-nov-qe.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,2024-04-26T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,050ac20c6ca7e795b404d8d280701e46,ae9cad9cb39b8105750445ef0924b5a7a243a1a9739a622c8367c5a0c235aa9a,,ctls,ans-stg-nov-qe.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-nov-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg-okta.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-okta.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:38:57Z,2024-04-26T12:38:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,57eed46ce2de37346e3b0efdc19b23c2,e4cd2d1eea206acdf467ebbf39f73869ee5ced1a1fb6834912813c914ea2c3b0,,ctls,ans-stg-okta.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-okta.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-03T10:50:44Z,2023-06-01T10:50:43Z,CN=ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2be4924b59158e8ee02b2d25c00523e7,16d4dea398d5697e255bc930a357d055a54d20341a68720fcc7549aeef2cb68f,,ctls,ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-release-5-9.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,,Nginx:1.21.6,,,True,,,,
ans-stg-uat.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg-uat.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-16T03:56:23Z,2023-09-14T03:56:22Z,CN=ans-stg-uat.k8s-prod.getaws.arubanetworks.com,ans-stg-uat.k8s-prod.getaws.arubanetworks.com,ans-stg-uat.k8s-prod.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ef681649d3d105fb0af53cb7fcff329f,193a79bdce06020f755b8fa1a6ad38a60b6d9b6d979aff0a68ac8f7531c7ca44,,ctls,ans-stg-uat.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg-uat.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,/,-1669793162,54.193.199.202,1,False,,Nginx:1.21.6,,,,,,,
ans-stg.dev-ops.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg.dev-ops.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,2024-04-26T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,eec8712bdd488998d2cda2266ba4aa7b,776443f72cb7fb4b39356708441db89b310ab748a580de1b33326a1fb2b09aaa,,ctls,ans-stg.dev-ops.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg.dev-ops.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,,404,21,ans-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-23T02:39:24Z,2024-06-22T02:39:24Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,bc9cc4e5ae315fcb4198efb902835eac,5cb862e826071c1bfd778385afbdc8df2de619644a54b00669beb4e9680c4af6,,ctls,ans-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,443,https://ans-stg.dev-ops.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,/,-1669793162,54.177.145.51,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
ans-stg.develop.k8s-prod.getaws.arubanetworks.com,,404,21,ans-stg.develop.k8s-prod.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:41:54Z,2024-04-26T11:41:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,db344e59158db9aacfad15fb7797df6e,4ae83ce8de57add92a0fb584f557c53da958b7801961ac6c7c5044f53a08fa37,,ctls,ans-stg.develop.k8s-prod.getaws.arubanetworks.com,443,https://ans-stg.develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,/,-1669793162,54.177.224.32,1,False,Acme Co,Nginx:1.21.6,,,,True,True,,
ans-stg.develop.k8s-stg.getaws.arubanetworks.com,,404,21,ans-stg.develop.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:17:30Z,2024-04-17T10:17:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,b7f0dd1741c6f8713eda21150460ae7f,ee16886ad84bae50912d40889c8d00e922e98a312b7b4654d728714ba1acef0d,,ctls,ans-stg.develop.k8s-stg.getaws.arubanetworks.com,443,https://ans-stg.develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,/,-1669793162,184.169.129.136,1,False,Acme Co,Nginx:1.19.1,,,,True,True,,
ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,403 Forbidden,403,153,ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-06T04:54:10Z,2023-09-04T04:54:09Z,CN=ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a86cf353e0701d01a5371bc2d582ea97,12f6243decdae5386f6a86cda4176cd4fa7b8251dc2ac51f88597c9df8d846bc,,ctls,ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com,443,https://ans-stg.multistage-build.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,184.169.129.136,/,-1940935510,54.177.145.51,8,False,,Nginx:1.19.1,,,,,,,
apac.cloudops.arubanetworks.com,403 Forbidden,403,146,apac.cloudops.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-11-19T23:59:59Z,CN=*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0bafbd8bb43a85ec8f214be8cbab0135,4741efc6ecdcbc113604b46d9a066c13441a0c5d5401d99d79de19c74f90cb23,True,ctls,apac.cloudops.arubanetworks.com,443,https://apac.cloudops.arubanetworks.com:443,https,,text/html,GET,13.233.213.136,/,-1561873722,15.207.148.103,8,False,,,,,,,,,
apacsouth.cloudops.arubanetworks.com,404 Not Found,404,146,apacsouth.cloudops.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-30T23:59:59Z,CN=*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,*.cloudops.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f844e1aaf1441a673caa7bac81395e8f,b6cfcfe34ed6cf5170772ab020d9714ef301740a501140363e560eaa85a3ae73,True,ctls,apacsouth.cloudops.arubanetworks.com,443,https://apacsouth.cloudops.arubanetworks.com:443,https,,text/html,GET,54.253.99.63,/,1494302000,54.206.160.118,8,False,,,,,,,,,
api-ap.central.arubanetworks.com,,401,78,api-ap.central.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,6d2a84db07fa642d5226ea627193a50c,209792847f9a265337b2d286d1fcfb400060fbfbb8b9fd3c94855f368164a3bf,True,ctls,api-ap.central.arubanetworks.com,443,https://api-ap.central.arubanetworks.com:443,https,kong/0.14.1,application/json,GET,13.234.145.111,/,-361045010,13.234.55.202,2,False,,,,,,,,,
api-csp.central.arubanetworks.com,,403,23,api-csp.central.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-01-05T23:59:59Z,CN=api-csp.central.arubanetworks.com,api-csp.central.arubanetworks.com,api-csp.central.arubanetworks.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c0d49102dbd368b109978788fa976ffe,4e7ea99f1780f1f13379275655885fed207fdbc5ec875ce399be18561457829b,,ctls,api-csp.central.arubanetworks.com,443,https://api-csp.central.arubanetworks.com:443,https,,application/json,GET,34.214.217.14,/,968070783,54.187.18.81,1,False,,,,,,,,,
apigw-eucentral3.central.arubanetworks.com,,401,78,apigw-eucentral3.central.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,6d2a84db07fa642d5226ea627193a50c,209792847f9a265337b2d286d1fcfb400060fbfbb8b9fd3c94855f368164a3bf,True,ctls,apigw-eucentral3.central.arubanetworks.com,443,https://apigw-eucentral3.central.arubanetworks.com:443,https,kong/0.14.1,application/json,GET,3.65.244.67,/,-361045010,18.195.144.22,2,False,,,,,,,,,
apigw-uswest4.central.arubanetworks.com,,401,78,apigw-uswest4.central.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-11T00:00:00Z,2024-01-11T23:59:59Z,CN=*.central.arubanetworks.com,*.central.arubanetworks.com,central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,6d2a84db07fa642d5226ea627193a50c,209792847f9a265337b2d286d1fcfb400060fbfbb8b9fd3c94855f368164a3bf,True,ctls,apigw-uswest4.central.arubanetworks.com,443,https://apigw-uswest4.central.arubanetworks.com:443,https,kong/0.14.1,application/json,GET,54.68.157.158,/,-361045010,44.231.158.239,2,False,,,,,,,,,
apistg.getaws.arubanetworks.com,403 - Forbidden: Access is denied.,403,1233,apistg.getaws.arubanetworks.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-20T08:23:59Z,2023-09-20T23:59:59Z,"CN=apistg.getaws.arubanetworks.com, OU=Aruba, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",apistg.getaws.arubanetworks.com,apistg.getaws.arubanetworks.com,"CN=Hewlett Packard Enterprise Private SSL CA, OU=Infrastructure Services, O=Hewlett Packard Enterprise Company, C=US",Hewlett Packard Enterprise Private SSL CA,Hewlett Packard Enterprise Company,e2dfce126ff481f79caacc621d336f0c,53c79cef24e7e05cf38f5fb5ef9bf70f1b1505b132ab4269e214039394db7775,,ctls,apistg.getaws.arubanetworks.com,443,https://apistg.getaws.arubanetworks.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.176.100.123,/,1631801191,54.176.100.123,30,False,Hewlett Packard Enterprise Company,Windows Server,,,,,,,
