input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,tls_self_signed
271-dco-vc3-nsabb.api.zynga.com,,200,,271-dco-vc3-nsabb.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,271-dco-vc3-nsabb.api.zynga.com,,443,https://271-dco-vc3-nsabb.api.zynga.com:443,https,,,GET,54.189.140.189,/,-845834622,54.68.76.243,HSTS,1,False,,True,,,,,,
86-1.api.zynga.com,,200,,86-1.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,86-1.api.zynga.com,,443,https://86-1.api.zynga.com:443,https,,,GET,44.236.210.4,/,-845834622,44.242.86.8,HSTS,1,False,,True,,,,,,
accounts.cdn.zynga.com,,403,243,accounts.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=accounts.static.zynga.com,accounts.static.zynga.com,zemail.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8e109807232e62465bc65796db488820,3c59161a26af050866bfdc07cc731db246587b4dd49e7262bba7c4b916ecf0a2,ctls,accounts.cdn.zynga.com,cloudfront,443,https://accounts.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.122.113,/,-21669839,2600:9000:2250:6400:e:6fc7:5000:93a1,Amazon Web Services,2,False,True,,,,,,,
accounts.static.zynga.com,,403,243,accounts.static.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-03-03T23:59:59Z,CN=accounts.static.zynga.com,accounts.static.zynga.com,zemail.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8e109807232e62465bc65796db488820,3c59161a26af050866bfdc07cc731db246587b4dd49e7262bba7c4b916ecf0a2,ctls,accounts.static.zynga.com,cloudfront,443,https://accounts.static.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.122.21,/,-21669839,2600:9000:2250:b400:e:6fc7:5000:93a1,Amazon Web Services,2,False,True,,,,,,,
accounts.zynga.com,Zynga Account Preferences,200,6630,accounts.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-07-13T23:59:59Z,CN=*.accounts.zynga.com,*.accounts.zynga.com,accounts.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cbc9f973896964b4bde41e7ab15234ba,33f233b6f816bc9c7da5d86d0aeabf049618c6cbab8acffb02addbaaae81972c,ctls,accounts.zynga.com,cloudfront,443,https://accounts.zynga.com:443,https,AmazonS3,text/html,GET,108.138.17.10,/,1717726574,108.138.17.121,Handlebars,167,False,True,True,,,,,,
adjust.zynga.com,,404,19,adjust.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-07T23:59:59Z,CN=*.zynga.com,*.zynga.com,zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5082ade640a67af540de6c06a95d1e8f,b92daf23d8cc696799f0fd0fb30a98886c0b5e7de2363ff890ccf410156e8def,ctls,adjust.zynga.com,,443,https://adjust.zynga.com:443,https,,text/plain,GET,34.217.188.42,/,-138391155,54.201.126.95,,2,False,,True,,,,,,
admin.gotslots.zynga.com,403 Forbidden,403,199,admin.gotslots.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-12-09T23:59:59Z,CN=admin.staging.gotslots.zynga.com,admin.staging.gotslots.zynga.com,admin.staging.gotslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8664ba3a40210e19321e94dcf9053542,432d4125a61bbe611537d5f956975694af5e8a81c3e74cd713bf6e49dae606f8,ctls,admin.gotslots.zynga.com,,443,https://admin.gotslots.zynga.com:443,https,Apache,text/html,GET,54.200.219.239,/,293503101,52.37.63.66,Apache,8,False,,,,True,,,,
admin.leaderboards.zynga.com,LeaderboardsAdminTool,200,1586,admin.leaderboards.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-29T23:59:59Z,CN=admin.leaderboards.zynga.com,admin.leaderboards.zynga.com,admin.leaderboards.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,655d85e0909dd63cccc8908fabca67d5,cce58083b657badae641ea484d551ea232dfdff1c4e331350ee0ed1dc0522ab1,ctls,admin.leaderboards.zynga.com,cloudfront,443,https://admin.leaderboards.zynga.com:443,https,AmazonS3,text/html,GET,108.138.7.101,/,-845834622,2600:9000:2490:5e00:3:b379:4840:93a1,Amazon Web Services,4,False,True,,,,,,,
admin.staging.gotslots.zynga.com,403 Forbidden,403,199,admin.staging.gotslots.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-12-09T23:59:59Z,CN=admin.staging.gotslots.zynga.com,admin.staging.gotslots.zynga.com,admin.staging.gotslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8664ba3a40210e19321e94dcf9053542,432d4125a61bbe611537d5f956975694af5e8a81c3e74cd713bf6e49dae606f8,ctls,admin.staging.gotslots.zynga.com,,443,https://admin.staging.gotslots.zynga.com:443,https,Apache,text/html,GET,52.37.63.66,/,293503101,54.200.219.239,Apache,8,False,,,,,,,,
adteam.zynga.com,,204,,adteam.zynga.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-17T11:23:41Z,2023-09-15T11:23:40Z,CN=adteam.zynga.com,adteam.zynga.com,adteam.zynga.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a009f894912d81afe12a69ea9d00d7e0,b1e764235f4f1d0975491670ccd6a8748984b10a16dae7312377309a10ef112a,ctls,adteam.zynga.com,,443,https://adteam.zynga.com:443,https,,,GET,52.206.91.247,/,-1840324437,54.152.90.23,HSTS,1,False,,,,,,,,
api.dev01.development.metadata.csr2.zynga.com,503 Service Temporarily Unavailable,503,162,api.dev01.development.metadata.csr2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-22T00:00:00Z,2024-07-21T23:59:59Z,CN=api.dev01.development.metadata.csr2.zynga.com,api.dev01.development.metadata.csr2.zynga.com,blue.api.dev01.development.metadata.csr2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9c4b8f5d4bb28635ba7bf832d54d5f85,b5e3e51e39ad0a93e29cdbd7aa2b5790eb3f16fa7fc5bc0d12718c9b49253729,ctls,api.dev01.development.metadata.csr2.zynga.com,,443,https://api.dev01.development.metadata.csr2.zynga.com:443,https,awselb/2.0,text/html,GET,34.215.28.147,/,1862162275,52.89.225.74,,7,False,,,,,,,,
api.zynga.com,,200,,api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,api.zynga.com,,443,https://api.zynga.com:443,https,,,GET,35.82.109.105,/,-845834622,52.40.78.111,HSTS,1,False,,True,,True,,,,
assets.payments.zynga.com,,403,243,assets.payments.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-26T00:00:00Z,2024-06-26T23:59:59Z,"CN=*.payments.zynga.com, O=Zynga Inc., L=San Francisco, ST=California, C=US",*.payments.zynga.com,payments.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,07334168df6ec9d040fa71bbdbfd18e4,7e7577094823cc616cb0df64ac1009e5614114834a5f793e3713acd7b79c1d3c,ctls,assets.payments.zynga.com,,443,https://assets.payments.zynga.com:443,https,AmazonS3,application/xml,GET,23.216.206.101,/,106730851,2a02:26f0:7100:39d::4b7,Amazon Web Services,2,False,,True,Zynga Inc.,,,,,
attachment.fbsbx.com,Not Found,404,126,attachment.fbsbx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,b07a101f18f14b6f0c1474028e9ea304,cb07d9c7822699862fbf5a14990a142ca085ef81b88311587d1abddde1a87f94,ctls,attachment.fbsbx.com,,443,https://attachment.fbsbx.com:443,https,,text/html,GET,157.240.253.13,/,1684230672,2a03:2880:f084:10d:face:b00c:0:2,HTTP/3,1,False,,True,"Meta Platforms, Inc.",True,,,*.instagram.com,
autodiscover.zynga.com,Zynga Inc. - Sign In,200,19353,zynga.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,ctls,zynga.okta.com,,80,http://autodiscover.zynga.com:80,http,nginx,text/html,GET,52.98.171.248,/,-1249852061,2603:1026:c0d:c28::8,Nginx,483,False,,True,"Okta, Inc.",,,https://zynga.okta.com/login/login.htm?fromURI=%2Fapp%2Foffice365%2Fexk1lkf2jjeyspPHR5d7%2Fsso%2Fwsfed%2Fpassive%3Fclient-request-id%3Db6c82e97-9c6e-861e-c438-9601b00306dc%26username%3D%26wa%3Dwsignin1.0%26wtrealm%3Durn%253afederation%253aMicrosoftOnline%26wctx%3Destsredirect%253d2%2526estsrequest%253drQQIARAAjZFPaNNgAMX7NV1c53RjIngQkeBpmibflzRNCjt065_9a5O1mesmUtI0SbOm_domXZuOXUUvsosKYyePO-jwILKTBw-y0xC8FA87joEgnnYRXPHicb_D48E7PHhvmoARGH_A_gPRQ6VZ04S0bgzdf7SnxibfRL5-bOzfe_ZFfA0OCfLHHgj3_YalRXRcPwBU1fOabpxhcMdzMK5FsGnausEJ0WHO4K7GfALgBIAzAA6CMYETER_jOF4SRF6MSSwX0aNmRdQRS-scRDTPxkRagyKiBTHKlaEgIcRJg-CEnOh4VTQU3Lb7xu9g2MTteqmJXW-PeAmSujebxFkrlZrNtzJGU-7l66kFLS0W-ps4hdS16nJZ89qqIxZjHYF-vFqDsFUueKtqyrLW6QXFKvrpRSWt4nVY4xPQsoSsF01l5e6CqmWTG9WVQqJQMTnUNFQaOSa9nMlt0aV-r4lW2yrn-4sS55tG0ckoG6XuAXGleT8Q5OVIddw4JkjcNBp25SQETkPgPDTOBuOjoxOTI3cC9wMXIfB25PKJ7qsjqRu8nX7x7tbh4czdwPEIs4LkbK5c0Zmip0fVfFvH89Zazmby9pKbN_yYuYEzmVZByCvWDIzDXRLskuQRGR4lJgMUMafAMxL8IsHza4Gj8BWuPLkOBuP8GKk7ml13p6a3KbtS8nDNaFDxbapXd0u6PnRbmtMxXCr-hLqsoJ7u7Ox8vhG4uPn---DP_rfTn_PnE4-SZaTIcqbnpNWizGnIsOekHGpJvYd9XnYZlfWXimgzkVZ6iZm_0,login.okta.com,
azaadi.cdn.zynga.com,,403,243,azaadi.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-06T23:59:59Z,CN=azaadi.cdn.zynga.com,azaadi.cdn.zynga.com,azaadi2.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a55b502b3a034e567a3e7539fa7025c4,dabdd8f93a03fc030652f5bbf55d3c15071e1997c891a9f8e9f5a870d6c5b704,ctls,azaadi.cdn.zynga.com,cloudfront,443,https://azaadi.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.215.64,/,856995221,2600:9000:243d:f800:10:db33:ae00:93a1,Amazon Web Services,2,False,True,,,,,,,
backgammonplus.zynga.com,,404,71,backgammonplus.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.zynga.com, O=Zynga\, Inc., L=San Mateo, ST=California, C=US",*.zynga.com,use1.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db5b1e61fea572e75fdb1ba2b2252616,fa59a57ff809882be0d54291e388a1fb0081d074fdeabea3d2bed36a3a5545ab,ctls,backgammonplus.zynga.com,,443,https://backgammonplus.zynga.com:443,https,nginx/1.22.0,application/json,GET,35.169.197.198,/,-1534809601,34.197.130.194,Nginx:1.22.0,1,False,,True,"Zynga, Inc.",,,,,
bdc-stage.cdn.zynga.com,,200,162,bdc-stage.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=bdc-staging.cdn.zynga.com,bdc-staging.cdn.zynga.com,bdc-stage.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5962aba55bf9e4642fcea820bd04fd92,677d0f99f6df91e471da3975c2c695552fc836e05d717c9cbc7a337fae0101dc,ctls,bdc-stage.cdn.zynga.com,cloudfront,443,https://bdc-stage.cdn.zynga.com:443,https,AmazonS3,text/html,GET,65.9.66.2,/,-1097534281,2600:9000:206f:7400:1c:3c35:eac0:93a1,Amazon Web Services,6,False,True,,,,,,,
bdc-staging.cdn.zynga.com,,200,162,bdc-staging.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=bdc-staging.cdn.zynga.com,bdc-staging.cdn.zynga.com,bdc-stage.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5962aba55bf9e4642fcea820bd04fd92,677d0f99f6df91e471da3975c2c695552fc836e05d717c9cbc7a337fae0101dc,ctls,bdc-staging.cdn.zynga.com,cloudfront,443,https://bdc-staging.cdn.zynga.com:443,https,AmazonS3,text/html,GET,13.227.219.116,/,1641445005,2600:9000:206f:2600:1c:3c35:eac0:93a1,Amazon Web Services,6,False,True,,,,,,,
bdc.cdn.zynga.com,,200,162,bdc.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=bdc.cdn.zynga.com,bdc.cdn.zynga.com,bdc-cdn.risingtidegames.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,99b0a7a7ae1b28dd39961df218710543,1e5bd83c20abb22758647e17b3b0565a9fff9f8c5d8b5f45222e7fdd87a6f9ff,ctls,bdc.cdn.zynga.com,cloudfront,443,https://bdc.cdn.zynga.com:443,https,AmazonS3,text/html,GET,18.66.147.10,/,184592815,2600:9000:225e:7000:17:cd5e:3380:93a1,Amazon Web Services,6,False,True,,,,,,,
bidwhistplus.zynga.com,BidWhistPlus,200,829,bidwhistplus.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.zynga.com, O=Zynga\, Inc., L=San Mateo, ST=California, C=US",*.zynga.com,use1.zynga.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db5b1e61fea572e75fdb1ba2b2252616,fa59a57ff809882be0d54291e388a1fb0081d074fdeabea3d2bed36a3a5545ab,ctls,bidwhistplus.zynga.com,,443,https://bidwhistplus.zynga.com:443,https,nginx/1.22.1,text/html,GET,54.209.13.247,/,-316808644,54.82.199.67,PHP:7.1.33,36,False,,True,"Zynga, Inc.",,,,,
blue.api.dev01.development.metadata.csr2.zynga.com,503 Service Temporarily Unavailable,503,162,blue.api.dev01.development.metadata.csr2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-22T00:00:00Z,2024-07-21T23:59:59Z,CN=api.dev01.development.metadata.csr2.zynga.com,api.dev01.development.metadata.csr2.zynga.com,blue.api.dev01.development.metadata.csr2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9c4b8f5d4bb28635ba7bf832d54d5f85,b5e3e51e39ad0a93e29cdbd7aa2b5790eb3f16fa7fc5bc0d12718c9b49253729,ctls,blue.api.dev01.development.metadata.csr2.zynga.com,,443,https://blue.api.dev01.development.metadata.csr2.zynga.com:443,https,awselb/2.0,text/html,GET,52.33.202.26,/,1862162275,54.69.196.61,,7,False,,,,,,,,
